RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
116,0,24663,Y.E. Yang,-.069,-2.827,41
117,0,28307,Matt Every,-.092,-7.372,80
118,0,28237,Rory McIlroy,-.093,-3.796,41
119,0,25804,Bubba Watson,-.096,-5.642,59
120,0,30925,Dustin Johnson,-.101,-5.140,51
121,0,30944,Jason Kokrak,-.119,-8.601,72
122,0,32150,Michael Thompson,-.120,-6.336,53
123,0,27936,Martin Laird,-.127,-6.723,53
124,0,20766,Padraig Harrington,-.131,-4.584,35
125,0,06522,Ernie Els,-.136,-6.547,48
126,0,20645,John Senden,-.138,-8.416,61
127,0,27770,Camilo Villegas,-.149,-9.556,64
128,0,30163,Henrik Norlander,-.160,-9.458,59
129,0,25240,D.A. Points,-.161,-10.919,68
130,0,27503,Steve LeBrun,-.181,-9.599,53
130,0,23623,Bo Van Pelt,-.181,-9.773,54
132,0,25818,Scott Piercy,-.184,-11.378,62
133,0,22405,Justin Rose,-.188,-8.662,46
134,0,32334,Charlie Beljan,-.205,-11.257,55
134,0,35539,Luke Guthrie,-.205,-13.313,65
136,0,21878,Mark Wilson,-.210,-10.499,50
137,0,29740,Brad Fritsch,-.212,-14.429,68
138,0,37273,Derek Ernst,-.216,-10.569,49
139,0,29479,Scott Brown,-.217,-11.954,55
140,0,25444,Justin Hicks,-.219,-14.424,66
141,0,34174,John Huh,-.227,-17.011,75
142,0,31557,Jim Herman,-.229,-10.081,44
143,0,25686,Jason Dufner,-.231,-14.069,61
144,0,20229,Stewart Cink,-.238,-13.337,56
145,0,22913,John Rollins,-.243,-16.518,68
146,0,23788,D.J. Trahan,-.247,-9.373,38
147,0,12510,Chad Campbell,-.249,-17.935,72
148,0,27129,Luke List,-.267,-13.865,52
149,0,23621,Rory Sabbatini,-.274,-19.700,72
150,0,24140,Sean O'Hair,-.277,-14.131,51
151,0,28780,Nicholas Thompson,-.281,-24.131,86
152,0,26679,Kevin Stadler,-.284,-19.575,69
153,0,01724,Jeff Maggert,-.316,-18.022,57
154,0,24399,Scott Gardiner,-.330,-17.179,52
155,0,10885,Robert Allenby,-.337,-17.531,52
155,0,19970,Robert Karlsson,-.337,-12.462,37
155,0,22046,Geoff Ogilvy,-.337,-14.174,42
158,0,32366,Kevin Chappell,-.338,-22.660,67
159,0,22378,Trevor Immelman,-.365,-22.637,62
160,0,02206,David Toms,-.379,-12.112,32
161,0,22295,Darron Stiles,-.427,-17.952,42
161,0,28310,Lee Williams,-.427,-21.752,51
163,0,24358,Robert Garrigus,-.437,-21.395,49
164,0,22961,David Mathis,-.448,-27.791,62
165,0,01116,Michael Bradley,-.450,-19.368,43
166,0,29289,S.Y. Noh,-.463,-28.715,62
167,0,32200,Roberto Castro,-.465,-39.019,84
168,0,20396,Lee Westwood,-.484,-24.676,51
169,0,20572,Rod Pampling,-.564,-19.740,35
170,0,34021,Bud Cauley,-.570,-31.917,56
171,0,23452,Nicolas Colsaerts,-.579,-20.830,36
172,0,24846,Ricky Barnes,-.584,-37.979,65
173,0,20691,Greg Owen,-.669,-44.163,66
174,0,26289,Boo Weekley,-.676,-56.094,83
175,0,30852,Ryo Ishikawa,-.683,-37.580,55
175,0,30110,Kyle Stanley,-.683,-41.004,60
177,0,28455,Will Claxton,-.709,-39.696,56
178,0,25900,Lucas Glover,-.851,-44.265,52
179,0,06567,Vijay Singh,-.876,-42.025,48
180,0,33869,Eric Meierdierks,-.978,-36.175,37
