RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,20593,Greg Chalmers,.857,59.966,70
2,0,06527,Steve Stricker,.720,25.185,35
3,0,06004,Stephen Ames,.713,31.372,44
4,0,27649,Brandt Snedeker,.692,40.150,58
5,0,22371,Aaron Baddeley,.661,38.976,59
5,0,01810,Phil Mickelson,.661,37.669,57
7,0,23409,James Driscoll,.650,40.948,63
8,0,34098,Russell Henley,.609,40.206,66
9,0,23800,Bryce Molder,.594,42.205,71
10,0,21209,Sergio Garcia,.591,27.798,47
11,0,35139,Richard Lee,.564,40.621,72
12,0,22806,Doug LaBelle II,.545,32.180,59
13,0,23983,Luke Donald,.528,24.266,46
14,0,22792,Peter Hanson,.484,15.973,33
14,0,26758,David Hearn,.484,35.344,73
16,0,34099,Harris English,.477,39.119,82
17,0,30926,Chris Kirk,.456,36.956,81
18,0,21731,Freddie Jacobson,.449,20.669,46
19,0,21961,Charles Howell III,.438,35.056,80
20,0,30711,Colt Knost,.435,25.252,58
21,0,21099,David Lynn,.432,24.168,56
22,0,19846,Brian Gay,.428,30.362,71
23,0,08793,Tiger Woods,.426,18.333,43
24,0,32102,Rickie Fowler,.425,25.099,59
25,0,28135,Aaron Watkins,.402,14.068,35
26,0,23108,Matt Kuchar,.398,27.495,69
27,0,24781,Hunter Mahan,.382,25.964,68
28,0,29420,Billy Horschel,.381,31.619,83
29,0,28259,Sangmoon Bae,.371,26.740,72
30,0,28089,Jason Day,.370,22.546,61
31,0,24024,Zach Johnson,.365,24.485,67
32,0,20098,Stuart Appleby,.353,27.895,79
33,0,34360,Patrick Reed,.350,25.875,74
34,0,10860,Justin Leonard,.348,26.068,75
35,0,27963,Chris Stroud,.340,26.558,78
36,0,33418,Shawn Stefani,.338,16.905,50
37,0,24357,K.J. Choi,.337,21.244,63
38,0,01320,Bob Estes,.335,20.768,62
39,0,23320,Ryan Palmer,.333,22.968,69
40,0,28475,Jeff Overton,.315,23.314,74
41,0,29221,Webb Simpson,.313,21.939,70
42,0,27895,Jonas Blixt,.312,20.883,67
43,0,26331,Charl Schwartzel,.301,16.246,54
44,0,10423,Mike Weir,.288,13.544,47
45,0,25632,Jimmy Walker,.276,20.687,75
46,0,26951,Johnson Wagner,.271,14.096,52
47,0,24924,Bill Haas,.266,18.348,69
48,0,26497,Casey Wittenberg,.254,15.516,61
49,0,33141,Keegan Bradley,.250,18.002,72
50,0,27556,Ted Potter Jr.,.247,13.565,55
51,0,27214,Kevin Streelman,.246,16.735,68
52,0,24494,Erik Compton,.234,15.213,65
53,0,21753,Brian Davis,.232,19.228,83
54,0,31202,William McGirt,.229,16.251,71
55,0,25834,Daniel Summerhays,.221,17.267,78
56,0,22621,Ben Curtis,.211,9.689,46
57,0,08075,Jerry Kelly,.198,12.687,64
58,0,33461,Morgan Hoffmann,.193,10.240,53
59,0,24507,Jason Bohn,.185,12.192,66
60,0,34046,Jordan Spieth,.182,12.183,67
61,0,24138,Ian Poulter,.177,6.906,39
62,0,20160,Charlie Wi,.176,11.630,66
63,0,08725,Tom Gillis,.173,10.396,60
64,0,27644,Brian Harman,.147,11.191,76
65,0,23353,J.J. Henry,.146,10.780,74
65,0,30692,Scott Stallings,.146,9.620,66
67,0,26300,Matt Jones,.145,10.147,70
68,0,27408,Martin Kaymer,.137,5.770,42
69,0,25572,Graeme McDowell,.136,5.027,37
70,0,12716,Charley Hoffman,.128,9.350,73
71,0,28679,Fabián Gómez,.124,6.947,56
72,0,22056,Cameron Percy,.121,6.908,57
73,0,25562,Andres Romero,.117,6.092,52
74,0,33419,Cameron Tringale,.104,7.766,75
75,0,23325,Vaughn Taylor,.103,4.118,40
76,0,27436,Graham DeLaet,.100,8.078,81
77,0,10809,Jim Furyk,.092,5.901,64
78,0,30750,Tommy Gainey,.089,6.682,75
79,0,28500,Martin Flores,.080,6.065,76
79,0,26851,Marc Leishman,.080,5.144,64
81,0,20848,Ángel Cabrera,.069,3.943,57
82,0,31560,Brian Stuard,.067,4.232,63
82,0,29425,Andrew Svoboda,.067,2.342,35
84,0,27933,John Merrick,.063,4.317,68
85,0,31323,Gary Woodland,.062,5.105,83
86,0,23135,Tim Clark,.058,2.497,43
87,0,23497,Tag Ridings,.053,3.080,58
88,0,36884,Ben Kohles,.051,3.144,62
89,0,34261,Scott Langley,.040,2.580,64
90,0,24227,Justin Bolli,.038,1.744,46
91,0,28092,D.H. Lee,.037,2.134,58
92,0,23638,Brendon de Jonge,.030,2.936,97
93,0,29518,Brendan Steele,.028,2.119,77
94,0,23541,Ben Crane,.024,1.321,55
95,0,27330,Josh Teater,.022,1.368,61
96,0,32698,Bobby Gates,.011,.401,38
97,0,27095,Nick Watney,.006,.445,73
98,0,21528,Henrik Stenson,.004,.171,44
99,0,27120,Troy Matteson,.003,.196,59
100,0,32448,James Hahn,.002,.153,67
101,0,34431,Robert Streb,.000,-.003,62
102,0,06573,Brandt Jobe,-.002,-.080,53
103,0,34409,David Lingmerth,-.009,-.526,57
103,0,26476,Chez Reavie,-.009,-.584,67
105,0,10213,Dicky Pride,-.011,-.652,59
106,0,25336,Alistair Presnell,-.020,-.909,46
107,0,20104,Ken Duke,-.026,-1.917,75
108,0,20443,Jin Park,-.027,-1.140,43
108,0,24502,Adam Scott,-.027,-1.174,44
110,0,24490,George McNeill,-.028,-1.807,64
110,0,26596,Ryan Moore,-.028,-1.568,57
110,0,25345,Carl Pettersson,-.028,-1.797,64
113,0,24361,Pat Perez,-.039,-2.515,64
114,0,12782,Tim Herron,-.041,-1.816,44
115,0,25274,Steven Bowditch,-.046,-2.675,58
