RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:OTT,MEASURED ROUNDS
1,0,25804,Bubba Watson,.937,55.275,59
2,0,24502,Adam Scott,.734,32.289,44
3,0,21528,Henrik Stenson,.710,31.230,44
4,0,33141,Keegan Bradley,.698,50.237,72
5,0,30110,Kyle Stanley,.640,38.383,60
6,0,28237,Rory McIlroy,.624,25.601,41
7,0,34046,Jordan Spieth,.611,40.943,67
8,0,26289,Boo Weekley,.594,49.304,83
9,0,23452,Nicolas Colsaerts,.552,19.868,36
10,0,31557,Jim Herman,.550,24.206,44
11,0,25900,Lucas Glover,.541,28.116,52
12,0,24358,Robert Garrigus,.509,24.956,49
13,0,27436,Graham DeLaet,.488,39.499,81
14,0,25686,Jason Dufner,.475,28.968,61
15,0,29420,Billy Horschel,.465,38.602,83
16,0,27095,Nick Watney,.461,33.653,73
17,0,22405,Justin Rose,.459,21.104,46
18,0,28089,Jason Day,.452,27.553,61
19,0,20396,Lee Westwood,.439,22.364,51
20,0,34098,Russell Henley,.432,28.484,66
21,0,32334,Charlie Beljan,.424,23.319,55
22,0,28780,Nicholas Thompson,.420,36.115,86
23,0,24781,Hunter Mahan,.417,28.364,68
24,0,23320,Ryan Palmer,.411,28.375,69
25,0,26679,Kevin Stadler,.410,28.318,69
26,0,27214,Kevin Streelman,.406,27.594,68
27,0,27408,Martin Kaymer,.402,16.883,42
28,0,26300,Matt Jones,.396,27.740,70
29,0,27936,Martin Laird,.389,20.635,53
29,0,30692,Scott Stallings,.389,25.666,66
31,0,26476,Chez Reavie,.381,25.542,67
32,0,06567,Vijay Singh,.371,17.788,48
33,0,24924,Bill Haas,.365,25.168,69
33,0,27330,Josh Teater,.365,22.256,61
35,0,20645,John Senden,.344,20.971,61
36,0,28455,Will Claxton,.341,19.096,56
37,0,29479,Scott Brown,.338,18.598,55
38,0,12716,Charley Hoffman,.333,24.313,73
39,0,30925,Dustin Johnson,.332,16.956,51
40,0,31323,Gary Woodland,.331,27.432,83
41,0,28307,Matt Every,.323,25.846,80
42,0,27644,Brian Harman,.316,24.033,76
42,0,33869,Eric Meierdierks,.316,11.708,37
44,0,06527,Steve Stricker,.311,10.871,35
45,0,34409,David Lingmerth,.301,17.167,57
46,0,28475,Jeff Overton,.296,21.926,74
47,0,20848,Ángel Cabrera,.294,16.768,57
48,0,23638,Brendon de Jonge,.280,27.120,97
49,0,32366,Kevin Chappell,.276,18.488,67
50,0,23621,Rory Sabbatini,.273,19.669,72
51,0,25572,Graeme McDowell,.251,9.270,37
52,0,27503,Steve LeBrun,.248,13.144,53
53,0,26596,Ryan Moore,.232,13.197,57
54,0,37273,Derek Ernst,.231,11.320,49
55,0,33461,Morgan Hoffmann,.227,12.045,53
56,0,25444,Justin Hicks,.218,14.418,66
57,0,29221,Webb Simpson,.216,15.086,70
58,0,32200,Roberto Castro,.204,17.145,84
59,0,24138,Ian Poulter,.200,7.783,39
60,0,26331,Charl Schwartzel,.195,10.528,54
61,0,23623,Bo Van Pelt,.186,10.046,54
62,0,21878,Mark Wilson,.185,9.255,50
63,0,23788,D.J. Trahan,.182,6.910,38
64,0,24024,Zach Johnson,.181,12.143,67
65,0,34174,John Huh,.179,13.435,75
66,0,30163,Henrik Norlander,.166,9.813,59
66,0,27556,Ted Potter Jr.,.166,9.137,55
68,0,22913,John Rollins,.164,11.144,68
68,0,34431,Robert Streb,.164,10.189,62
70,0,25818,Scott Piercy,.144,8.929,62
71,0,32102,Rickie Fowler,.143,8.439,59
72,0,23353,J.J. Henry,.138,10.208,74
73,0,28500,Martin Flores,.136,10.337,76
74,0,21961,Charles Howell III,.133,10.666,80
74,0,24663,Y.E. Yang,.133,5.448,41
76,0,21209,Sergio Garcia,.131,6.150,47
77,0,34099,Harris English,.115,9.452,82
78,0,06522,Ernie Els,.110,5.289,48
78,0,30852,Ryo Ishikawa,.110,6.034,55
80,0,08075,Jerry Kelly,.109,6.980,64
81,0,06573,Brandt Jobe,.104,5.506,53
82,0,24357,K.J. Choi,.096,6.044,63
83,0,28679,Fabián Gómez,.089,4.972,56
83,0,34360,Patrick Reed,.089,6.604,74
85,0,25632,Jimmy Walker,.082,6.177,75
86,0,30944,Jason Kokrak,.079,5.670,72
87,0,21731,Freddie Jacobson,.075,3.472,46
88,0,01724,Jeff Maggert,.074,4.244,57
89,0,24399,Scott Gardiner,.069,3.580,52
90,0,20691,Greg Owen,.064,4.209,66
91,0,08725,Tom Gillis,.062,3.731,60
92,0,28259,Sangmoon Bae,.053,3.843,72
93,0,21753,Brian Davis,.051,4.209,83
94,0,23135,Tim Clark,.048,2.062,43
95,0,32448,James Hahn,.044,2.919,67
96,0,25274,Steven Bowditch,.041,2.381,58
97,0,27933,John Merrick,.038,2.550,68
98,0,24140,Sean O'Hair,.029,1.490,51
99,0,25345,Carl Pettersson,.026,1.643,64
100,0,29518,Brendan Steele,.025,1.938,77
101,0,10809,Jim Furyk,.023,1.503,64
102,0,01810,Phil Mickelson,.021,1.180,57
103,0,24494,Erik Compton,.012,.803,65
104,0,20104,Ken Duke,.009,.640,75
105,0,29740,Brad Fritsch,.005,.340,68
106,0,22056,Cameron Percy,.001,.068,57
107,0,23108,Matt Kuchar,-.010,-.724,69
108,0,24490,George McNeill,-.012,-.776,64
109,0,27649,Brandt Snedeker,-.025,-1.474,58
110,0,29425,Andrew Svoboda,-.027,-.931,35
111,0,36884,Ben Kohles,-.042,-2.630,62
111,0,23325,Vaughn Taylor,-.042,-1.676,40
113,0,25562,Andres Romero,-.050,-2.585,52
114,0,23497,Tag Ridings,-.054,-3.109,58
115,0,25834,Daniel Summerhays,-.062,-4.843,78
116,0,34021,Bud Cauley,-.063,-3.528,56
117,0,33419,Cameron Tringale,-.079,-5.919,75
118,0,22295,Darron Stiles,-.087,-3.640,42
119,0,30750,Tommy Gainey,-.098,-7.380,75
120,0,26851,Marc Leishman,-.099,-6.313,64
121,0,33418,Shawn Stefani,-.110,-5.518,50
122,0,20572,Rod Pampling,-.115,-4.007,35
123,0,35539,Luke Guthrie,-.116,-7.514,65
124,0,24361,Pat Perez,-.127,-8.109,64
125,0,31560,Brian Stuard,-.128,-8.094,63
126,0,35139,Richard Lee,-.134,-9.613,72
127,0,28092,D.H. Lee,-.142,-8.245,58
127,0,08793,Tiger Woods,-.142,-6.124,43
129,0,23541,Ben Crane,-.143,-7.864,55
130,0,24507,Jason Bohn,-.156,-10.275,66
131,0,22046,Geoff Ogilvy,-.161,-6.743,42
132,0,29289,S.Y. Noh,-.162,-10.050,62
133,0,24846,Ricky Barnes,-.181,-11.787,65
133,0,22378,Trevor Immelman,-.181,-11.227,62
135,0,27770,Camilo Villegas,-.183,-11.687,64
136,0,25240,D.A. Points,-.194,-13.161,68
137,0,26758,David Hearn,-.199,-14.506,73
138,0,27120,Troy Matteson,-.206,-12.139,59
139,0,12782,Tim Herron,-.208,-9.157,44
139,0,31202,William McGirt,-.208,-14.772,71
141,0,30926,Chris Kirk,-.213,-17.233,81
142,0,01320,Bob Estes,-.216,-13.369,62
143,0,19970,Robert Karlsson,-.217,-8.038,37
144,0,20160,Charlie Wi,-.224,-14.761,66
145,0,27895,Jonas Blixt,-.227,-15.217,67
146,0,21099,David Lynn,-.229,-12.836,56
147,0,22806,Doug LaBelle II,-.243,-14.345,59
148,0,20229,Stewart Cink,-.264,-14.760,56
149,0,24227,Justin Bolli,-.273,-12.550,46
150,0,20098,Stuart Appleby,-.280,-22.142,79
150,0,32150,Michael Thompson,-.280,-14.834,53
152,0,12510,Chad Campbell,-.286,-20.606,72
153,0,34261,Scott Langley,-.302,-19.333,64
154,0,22792,Peter Hanson,-.306,-10.106,33
155,0,22961,David Mathis,-.328,-20.349,62
156,0,20443,Jin Park,-.335,-14.420,43
157,0,10860,Justin Leonard,-.341,-25.558,75
158,0,20766,Padraig Harrington,-.345,-12.084,35
159,0,10213,Dicky Pride,-.365,-21.521,59
160,0,02206,David Toms,-.370,-11.825,32
161,0,23409,James Driscoll,-.422,-26.612,63
162,0,27129,Luke List,-.447,-23.265,52
163,0,23983,Luke Donald,-.459,-21.132,46
164,0,26951,Johnson Wagner,-.461,-23.970,52
165,0,28310,Lee Williams,-.514,-26.199,51
166,0,23800,Bryce Molder,-.538,-38.169,71
167,0,25336,Alistair Presnell,-.548,-25.219,46
168,0,20593,Greg Chalmers,-.552,-38.606,70
169,0,28135,Aaron Watkins,-.568,-19.881,35
170,0,19846,Brian Gay,-.577,-40.935,71
171,0,27963,Chris Stroud,-.578,-45.046,78
172,0,32698,Bobby Gates,-.580,-22.039,38
173,0,22371,Aaron Baddeley,-.603,-35.590,59
174,0,30711,Colt Knost,-.625,-36.257,58
175,0,22621,Ben Curtis,-.632,-29.078,46
176,0,06004,Stephen Ames,-.662,-29.117,44
177,0,10885,Robert Allenby,-.733,-38.101,52
178,0,01116,Michael Bradley,-1.058,-45.490,43
179,0,26497,Casey Wittenberg,-1.071,-65.337,61
180,0,10423,Mike Weir,-1.338,-62.907,47
