RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,01887,Mark O'Meara,652.500
2,0,09011,David Duval,612.500
3,0,10809,Jim Furyk,495.500
4,0,08793,Tiger Woods,456.875
5,0,06527,Steve Stricker,412.500
6,0,01706,Davis Love III,377.500
7,0,01226,Fred Couples,357.500
8,0,01810,Phil Mickelson,331.250
9,0,01577,Lee Janzen,295.000
10,0,02146,Payne Stewart,292.500
11,0,02170,Hal Sutton,266.250
12,0,01766,Billy Mayfair,262.500
13,0,01381,Fred Funk,255.000
14,0,01161,Mark Calcavecchia,252.500
15,0,10860,Justin Leonard,244.375
16,0,02223,Bob Tway,243.333
17,0,01553,John Huston,239.583
18,0,01724,Jeff Maggert,225.000
19,0,08931,Glen Day,212.500
20,0,01219,John Cook,205.000
21,0,01527,Scott Hoch,193.000
22,0,01677,Tom Lehman,188.750
23,0,02239,Scott Verplank,186.042
24,0,01723,Andrew Magee,174.167
25,0,01320,Bob Estes,170.000
26,0,02104,Jeff Sluman,165.417
27,0,02256,Tom Watson,161.250
28,0,11032,Frank Lickliter II,145.000
28,0,02206,David Toms,145.000
30,0,01042,Paul Azinger,137.500
31,0,20229,Stewart Cink,136.250
32,0,01926,Steve Pate,126.214
33,0,07457,Steve Flesch,123.750
34,0,01510,Nolan Henke,117.500
34,0,01943,Chris Perry,117.500
36,0,01185,Brandel Chamblee,112.500
37,0,08537,J.P. Hayes,110.000
38,0,01599,Steve Jones,107.500
39,0,01707,Steve Lowery,102.500
40,0,01024,Billy Andrade,101.250
41,0,12645,Brent Geiberger,98.215
42,0,01619,Skip Kendall,94.643
43,0,06621,Joe Durant,92.500
44,0,01139,Olin Browne,87.500
45,0,01116,Michael Bradley,85.000
46,0,06575,Dudley Hart,77.500
47,0,21805,Harrison Frazar,76.875
48,0,01457,Jay Haas,76.666
49,0,01376,Bob Friend,75.000
49,0,02099,Scott Simpson,75.000
51,0,01945,Kenny Perry,73.750
52,0,02294,Willie Wood,72.500
53,0,01418,Bill Glasson,70.000
54,0,01869,Jack Nicklaus,67.500
55,0,01035,Tommy Armour III,67.382
56,0,06643,Paul Goydos,65.000
56,0,02010,Loren Roberts,65.000
58,0,01249,John Daly,62.500
58,0,06595,Kevin Sutherland,62.500
60,0,01797,Rocco Mediate,60.000
61,0,06044,Scott Gump,57.500
61,0,06012,Greg Kraft,57.500
61,0,01996,Mike Reid,57.500
64,0,01323,Brad Fabel,53.333
65,0,12782,Tim Herron,52.500
66,0,10585,Scott McCarron,50.000
66,0,02246,Duffy Waldorf,50.000
68,0,02101,Joey Sindelar,48.000
69,0,02190,Doug Tewell,47.500
70,0,01685,J.L. Lewis,45.714
71,0,01098,Jay Don Blake,45.000
71,0,01569,Peter Jacobsen,45.000
71,0,01690,Bruce Lietzke,45.000
71,0,01941,Tom Pernice Jr.,45.000
75,0,01823,Larry Mize,43.750
76,0,02279,Mark Wiebe,43.333
77,0,20099,Doug Barron,42.500
77,0,01175,Jim Carter,42.500
77,0,02218,Ted Tryba,42.500
80,0,01191,Barry Cheesman,41.667
81,0,01549,Mike Hulbert,40.000
81,0,06332,Neal Lancaster,40.000
81,0,08993,Franklin Langham,40.000
81,0,01705,Tim Loustalot,40.000
81,0,08553,Lee Porter,40.000
86,0,01266,Clark Dennis,39.375
87,0,02214,Kirk Triplett,38.334
88,0,01353,Bruce Fleisher,37.143
89,0,01196,Brian Claar,35.000
90,0,06613,Tommy Tolles,33.000
91,0,06014,Eric Booker,32.500
91,0,01761,Len Mattiace,32.500
91,0,02321,Fuzzy Zoeller,32.500
94,0,07749,Brett Quigley,32.143
95,0,01203,Russ Cochran,31.964
96,0,01157,Tom Byrum,31.250
96,0,07101,Dave Stockton Jr.,31.250
98,0,10569,Mike Brisky,30.000
98,0,01156,Curt Byrum,30.000
98,0,10195,Tim Conley,30.000
98,0,08337,Mike Heinen,30.000
98,0,08075,Jerry Kelly,30.000
98,0,01975,Tom Purtzer,30.000
104,0,01533,P.H. Horgan III,27.500
104,0,08547,John Maginnes,27.500
106,0,06064,Jeff Gallagher,25.000
107,0,08375,Paul Stankowski,23.334
108,0,01385,Jim Gallagher Jr.,22.500
108,0,02267,D.A. Weibring,22.500
110,0,01361,Dan Forsman,20.625
111,0,07569,Mark Carnevale,17.500
111,0,01329,Brad Faxon,17.500
111,0,01468,Gary Hallberg,17.500
111,0,07087,Hugh Royer III,17.500
111,0,02135,Mike Standly,17.500
111,0,08385,Omar Uresti,17.500
117,0,02106,Chris Smith,16.250
118,0,01302,R.W. Eaks,14.643
118,0,06617,Brian Henninger,14.643
120,0,19881,Robert Damron,12.500
120,0,07267,Allen Doyle,12.500
120,0,01331,Rick Fehr,12.500
120,0,01748,Doug Martin,12.500
124,0,02133,Craig Stadler,11.667
125,0,01604,Steve Jurgensen,10.714
126,0,01201,Lennie Clements,10.000
127,0,01096,Phil Blackmar,7.500
127,0,02008,Lee Rinker,7.500
129,0,01928,Corey Pavin,6.666
130,0,06251,Chris DiMarco,5.893
131,0,01063,Ben Bates,5.000
132,0,01261,Jay Delsing,3.750
132,0,01414,Bob Gilder,3.750
132,0,07707,Mike Small,3.750
