RANK,MOVEMENT,PLAYER_ID,PLAYER,% MADE,ATTEMPTS,PUTTS MADE
1,0,24138,Ian Poulter,92.11,76,70
2,0,30925,Dustin Johnson,91.43,105,96
3,0,24024,Zach Johnson,90.80,87,79
4,0,35506,Mackenzie Hughes,90.43,94,85
5,0,30944,Jason Kokrak,90.27,113,102
6,0,26329,Louis Oosthuizen,90.00,80,72
6,0,48081,Xander Schauffele,90.00,100,90
8,0,47993,Denny McCarthy,89.92,119,107
9,0,34466,Peter Malnati,89.81,108,97
10,0,29420,Billy Horschel,89.69,97,87
11,0,36801,Mark Hubbard,89.22,102,91
12,0,35891,Cameron Smith,88.89,81,72
12,0,39324,J.J. Spaun,88.89,72,64
14,0,49766,Hank Lebioda,88.52,61,54
15,0,31560,Brian Stuard,88.28,128,113
16,0,31420,Anirban Lahiri,87.93,58,51
17,0,23108,Matt Kuchar,87.50,88,77
18,0,40026,Daniel Berger,87.39,111,97
19,0,25493,Nick Taylor,87.20,125,109
20,0,46550,Brandon Hagy,87.18,78,68
21,0,30911,Tommy Fleetwood,87.10,62,54
21,0,46970,Jon Rahm,87.10,93,81
23,0,23325,Vaughn Taylor,86.90,84,73
24,0,35310,Lanto Griffin,86.89,122,106
25,0,34360,Patrick Reed,86.87,99,86
26,0,34256,Andrew Putnam,86.81,91,79
27,0,22405,Justin Rose,86.79,53,46
28,0,33399,Adam Hadwin,86.78,121,105
29,0,24361,Pat Perez,86.73,98,85
30,0,24502,Adam Scott,86.57,67,58
31,0,33120,Mark Anderson,86.44,59,51
32,0,33413,Ben Martin,86.36,44,38
32,0,23320,Ryan Palmer,86.36,88,76
34,0,52375,Doug Ghim,85.88,85,73
35,0,34314,Sebastian Cappelen,85.71,49,42
35,0,20229,Stewart Cink,85.71,84,72
37,0,29970,Dylan Frittelli,85.56,90,77
38,0,25900,Lucas Glover,85.45,110,94
39,0,45526,Abraham Ancer,85.42,96,82
40,0,53165,Doc Redman,85.37,82,70
41,0,26499,Rafa Cabrera Bello,85.23,88,75
41,0,35461,Beau Hossler,85.23,88,75
43,0,46402,Talor Gooch,85.22,115,98
44,0,27349,Alex Noren,85.19,81,69
45,0,46717,Viktor Hovland,85.15,101,86
46,0,32448,James Hahn,85.14,74,63
47,0,33597,Harry Higgs,85.09,114,97
48,0,39975,Michael Kim,85.07,67,57
49,0,35104,Tom Lewis,84.95,93,79
50,0,51894,Vince Whaley,84.88,86,73
51,0,30927,Brendon Todd,84.87,119,101
52,0,25364,Paul Casey,84.78,92,78
52,0,30926,Chris Kirk,84.78,92,78
54,0,28089,Jason Day,84.62,78,66
54,0,27644,Brian Harman,84.62,117,99
56,0,47959,Bryson DeChambeau,84.55,110,93
57,0,25396,Kevin Na,84.47,103,87
58,0,01810,Phil Mickelson,84.27,89,75
59,0,34099,Harris English,84.09,88,74
59,0,28252,Seamus Power,84.09,44,37
61,0,49960,Sepp Straka,84.07,113,95
62,0,46046,Scottie Scheffler,84.03,119,100
63,0,47347,Adam Schenk,84.00,100,84
64,0,47128,Richy Werenski,83.93,112,94
65,0,29478,Kevin Kisner,83.87,93,78
66,0,23621,Rory Sabbatini,83.78,111,93
67,0,32662,Michael Gligic,83.75,80,67
67,0,22056,Cameron Percy,83.75,80,67
69,0,19846,Brian Gay,83.70,92,77
70,0,34431,Robert Streb,83.67,98,82
71,0,37189,Harold Varner III,83.62,116,97
72,0,46435,Austin Cook,83.51,97,81
73,0,34563,Chesson Hadley,83.33,84,70
73,0,26758,David Hearn,83.33,72,60
73,0,28775,Nate Lashley,83.33,84,70
76,0,45609,Tyler Duncan,82.95,88,73
77,0,26331,Charl Schwartzel,82.83,99,82
78,0,35532,Tom Hoge,82.80,157,130
79,0,45486,Joaquin Niemann,82.79,122,101
80,0,51766,Wyndham Clark,82.73,110,91
80,0,32640,Troy Merritt,82.73,110,91
82,0,25632,Jimmy Walker,82.65,98,81
83,0,22371,Aaron Baddeley,82.61,46,38
83,0,35617,Martin Trainer,82.61,92,76
85,0,26851,Marc Leishman,82.56,86,71
86,0,25686,Jason Dufner,82.42,91,75
87,0,49771,J.T. Poston,82.41,108,89
88,0,47504,Sam Burns,82.35,85,70
88,0,28237,Rory McIlroy,82.35,85,70
88,0,33667,Carlos Ortiz,82.35,102,84
88,0,32333,Kevin Tway,82.35,68,56
92,0,36689,Brooks Koepka,82.24,107,88
93,0,32839,Hideki Matsuyama,82.11,123,101
94,0,34076,Joel Dahmen,81.82,110,90
95,0,34046,Jordan Spieth,81.74,115,94
96,0,35450,Patrick Cantlay,81.71,82,67
96,0,46442,Maverick McNealy,81.71,82,67
98,0,39953,Chase Seiffert,81.69,71,58
99,0,37455,Si Woo Kim,81.67,120,98
100,0,34098,Russell Henley,81.65,109,89
101,0,33404,Chris Baker,81.63,49,40
102,0,39971,Sungjae Im,81.60,163,133
103,0,33141,Keegan Bradley,81.55,103,84
104,0,30110,Kyle Stanley,81.48,108,88
105,0,21209,Sergio Garcia,81.44,97,79
105,0,33490,Bo Hoag,81.44,97,79
107,0,20396,Lee Westwood,81.43,70,57
108,0,56278,Matthew Wolff,81.36,59,48
109,0,32150,Michael Thompson,81.32,91,74
110,0,31557,Jim Herman,81.18,85,69
111,0,27214,Kevin Streelman,81.13,106,86
111,0,40006,Erik van Rooyen,81.13,106,86
113,0,35658,Kris Ventura,81.03,58,47
114,0,32254,Xinjun Zhang,81.01,79,64
115,0,45157,Cam Davis,80.99,142,115
116,0,31646,Emiliano Grillo,80.95,105,85
116,0,27974,Sung Kang,80.95,126,102
116,0,37275,Sam Ryder,80.95,84,68
116,0,30692,Scott Stallings,80.95,84,68
120,0,12716,Charley Hoffman,80.87,115,93
121,0,36871,Matthew NeSmith,80.85,94,76
122,0,39546,Keith Mitchell,80.73,109,88
122,0,27649,Brandt Snedeker,80.73,109,88
124,0,50525,Collin Morikawa,80.68,88,71
125,0,33486,Roger Sloan,80.49,82,66
126,0,31323,Gary Woodland,80.25,81,65
127,0,33410,Andrew Landry,80.23,86,69
128,0,33448,Justin Thomas,80.18,111,89
129,0,29535,Brice Garnett,80.00,70,56
129,0,39977,Max Homa,80.00,75,60
129,0,29926,Danny Lee,80.00,85,68
129,0,23623,Bo Van Pelt,80.00,75,60
133,0,32757,Patton Kizzire,79.83,119,95
134,0,32102,Rickie Fowler,79.80,99,79
135,0,24140,Sean O'Hair,79.66,59,47
136,0,48887,Matt Wallace,79.59,49,39
137,0,29479,Scott Brown,79.49,78,62
137,0,32139,Danny Willett,79.49,39,31
139,0,29974,Branden Grace,79.45,73,58
139,0,21961,Charles Howell III,79.45,73,58
141,0,26476,Chez Reavie,79.25,106,84
142,0,36699,Patrick Rodgers,79.21,101,80
143,0,27936,Martin Laird,79.12,91,72
144,0,29221,Webb Simpson,78.89,90,71
145,0,26300,Matt Jones,78.70,108,85
145,0,34264,Hudson Swafford,78.70,108,85
147,0,19803,Ryan Armour,78.49,93,73
148,0,35449,Adam Long,78.41,88,69
149,0,48822,Sebastián Muñoz,78.40,125,98
150,0,34174,John Huh,78.38,74,58
151,0,33948,Byeong Hun An,78.35,97,76
152,0,34363,Tyrrell Hatton,78.33,60,47
152,0,27770,Camilo Villegas,78.33,60,47
154,0,35230,Nelson Ledesma,78.00,50,39
155,0,23983,Luke Donald,77.78,45,35
155,0,29908,C.T. Pan,77.78,90,70
157,0,32070,Rafael Campos,77.42,62,48
158,0,47483,Will Zalatoris,77.03,74,57
159,0,29268,Bronson Burgoon,76.92,91,70
160,0,48119,Ben Taylor,76.74,43,33
161,0,27064,Jhonattan Vegas,76.54,81,62
162,0,48045,Michael Gellerman,76.09,46,35
163,0,33419,Cameron Tringale,76.00,100,76
164,0,23788,D.J. Trahan,75.93,54,41
