RANK,MOVEMENT,PLAYER_ID,PLAYER,PUTTS MADE
1,0,34099,Harris English,2.5
2,0,24024,Zach Johnson,2.1
3,0,40026,Daniel Berger,2.0
3,0,39997,Corey Conners,2.0
3,0,12716,Charley Hoffman,2.0
3,0,39971,Sungjae Im,2.0
3,0,46970,Jon Rahm,2.0
3,0,24502,Adam Scott,2.0
9,0,20229,Stewart Cink,1.9
9,0,30925,Dustin Johnson,1.9
9,0,28237,Rory McIlroy,1.9
9,0,26329,Louis Oosthuizen,1.9
9,0,47483,Will Zalatoris,1.9
14,0,45526,Abraham Ancer,1.8
14,0,35450,Patrick Cantlay,1.8
14,0,35506,Mackenzie Hughes,1.8
14,0,29478,Kevin Kisner,1.8
14,0,33667,Carlos Ortiz,1.8
14,0,49771,J.T. Poston,1.8
14,0,24138,Ian Poulter,1.8
14,0,46046,Scottie Scheffler,1.8
14,0,29221,Webb Simpson,1.8
14,0,34046,Jordan Spieth,1.8
14,0,32150,Michael Thompson,1.8
14,0,30927,Brendon Todd,1.8
14,0,40006,Erik van Rooyen,1.8
27,0,47504,Sam Burns,1.7
27,0,40098,Matt Fitzpatrick,1.7
27,0,29974,Branden Grace,1.7
27,0,32757,Patton Kizzire,1.7
27,0,49766,Hank Lebioda,1.7
27,0,46442,Maverick McNealy,1.7
27,0,32640,Troy Merritt,1.7
27,0,22405,Justin Rose,1.7
27,0,23621,Rory Sabbatini,1.7
27,0,48081,Xander Schauffele,1.7
27,0,37189,Harold Varner III,1.7
27,0,27064,Jhonattan Vegas,1.7
27,0,49964,Aaron Wise,1.7
40,0,19803,Ryan Armour,1.6
40,0,29535,Brice Garnett,1.6
40,0,25900,Lucas Glover,1.6
40,0,34363,Tyrrell Hatton,1.6
40,0,34098,Russell Henley,1.6
40,0,36689,Brooks Koepka,1.6
40,0,30944,Jason Kokrak,1.6
40,0,26851,Marc Leishman,1.6
40,0,33204,Shane Lowry,1.6
40,0,45486,Joaquin Niemann,1.6
40,0,27649,Brandt Snedeker,1.6
40,0,29518,Brendan Steele,1.6
40,0,48887,Matt Wallace,1.6
53,0,29725,Tony Finau,1.5
53,0,34563,Chesson Hadley,1.5
53,0,32448,James Hahn,1.5
53,0,39977,Max Homa,1.5
53,0,23108,Matt Kuchar,1.5
53,0,27942,Rob Oppenheim,1.5
53,0,26331,Charl Schwartzel,1.5
53,0,35891,Cameron Smith,1.5
61,0,26499,Rafa Cabrera Bello,1.4
61,0,47959,Bryson DeChambeau,1.4
61,0,30911,Tommy Fleetwood,1.4
61,0,33399,Adam Hadwin,1.4
61,0,27644,Brian Harman,1.4
61,0,36801,Mark Hubbard,1.4
61,0,26300,Matt Jones,1.4
61,0,48822,Sebastián Muñoz,1.4
61,0,27349,Alex Noren,1.4
61,0,34360,Patrick Reed,1.4
61,0,31560,Brian Stuard,1.4
61,0,25493,Nick Taylor,1.4
61,0,33448,Justin Thomas,1.4
61,0,25804,Bubba Watson,1.4
61,0,32139,Danny Willett,1.4
76,0,33404,Chris Baker,1.3
76,0,29479,Scott Brown,1.3
76,0,29268,Bronson Burgoon,1.3
76,0,46435,Austin Cook,1.3
76,0,28089,Jason Day,1.3
76,0,25686,Jason Dufner,1.3
76,0,32618,Rhein Gibson,1.3
76,0,56762,Will Gordon,1.3
76,0,49298,Kramer Hickok,1.3
76,0,33490,Bo Hoag,1.3
76,0,29420,Billy Horschel,1.3
76,0,35461,Beau Hossler,1.3
76,0,30926,Chris Kirk,1.3
76,0,32816,Satoshi Kodaira,1.3
76,0,35104,Tom Lewis,1.3
76,0,47993,Denny McCarthy,1.3
76,0,01810,Phil Mickelson,1.3
76,0,25396,Kevin Na,1.3
76,0,22056,Cameron Percy,1.3
76,0,24361,Pat Perez,1.3
76,0,53165,Doc Redman,1.3
76,0,36699,Patrick Rodgers,1.3
76,0,47347,Adam Schenk,1.3
76,0,30692,Scott Stallings,1.3
76,0,49960,Sepp Straka,1.3
76,0,34431,Robert Streb,1.3
76,0,27214,Kevin Streelman,1.3
76,0,34264,Hudson Swafford,1.3
76,0,23623,Bo Van Pelt,1.3
76,0,35658,Kris Ventura,1.3
76,0,20396,Lee Westwood,1.3
76,0,56278,Matthew Wolff,1.3
108,0,33141,Keegan Bradley,1.2
108,0,34314,Sebastian Cappelen,1.2
108,0,45157,Cam Davis,1.2
108,0,46402,Talor Gooch,1.2
108,0,33597,Harry Higgs,1.2
108,0,27141,J.B. Holmes,1.2
108,0,46717,Viktor Hovland,1.2
108,0,21961,Charles Howell III,1.2
108,0,27129,Luke List,1.2
108,0,33413,Ben Martin,1.2
108,0,32839,Hideki Matsuyama,1.2
108,0,30110,Kyle Stanley,1.2
108,0,27330,Josh Teater,1.2
108,0,33419,Cameron Tringale,1.2
108,0,32333,Kevin Tway,1.2
108,0,27770,Camilo Villegas,1.2
108,0,25632,Jimmy Walker,1.2
108,0,31323,Gary Woodland,1.2
126,0,34076,Joel Dahmen,1.1
126,0,23983,Luke Donald,1.1
126,0,32102,Rickie Fowler,1.1
126,0,35310,Lanto Griffin,1.1
126,0,31646,Emiliano Grillo,1.1
126,0,35532,Tom Hoge,1.1
126,0,34174,John Huh,1.1
126,0,31420,Anirban Lahiri,1.1
126,0,33410,Andrew Landry,1.1
126,0,35230,Nelson Ledesma,1.1
126,0,29926,Danny Lee,1.1
126,0,32791,K.H. Lee,1.1
126,0,35449,Adam Long,1.1
126,0,24781,Hunter Mahan,1.1
126,0,29908,C.T. Pan,1.1
126,0,37275,Sam Ryder,1.1
126,0,39953,Chase Seiffert,1.1
126,0,46441,Robby Shelton,1.1
126,0,39324,J.J. Spaun,1.1
126,0,48119,Ben Taylor,1.1
126,0,23788,D.J. Trahan,1.1
126,0,51894,Vince Whaley,1.1
148,0,33948,Byeong Hun An,1.0
148,0,28420,Ryan Brehm,1.0
148,0,25364,Paul Casey,1.0
148,0,51766,Wyndham Clark,1.0
148,0,21209,Sergio Garcia,1.0
148,0,48045,Michael Gellerman,1.0
148,0,52375,Doug Ghim,1.0
148,0,32662,Michael Gligic,1.0
148,0,46550,Brandon Hagy,1.0
148,0,31557,Jim Herman,1.0
148,0,39975,Michael Kim,1.0
148,0,37455,Si Woo Kim,1.0
148,0,27936,Martin Laird,1.0
148,0,28775,Nate Lashley,1.0
148,0,40042,Tyler McCumber,1.0
148,0,39546,Keith Mitchell,1.0
148,0,36871,Matthew NeSmith,1.0
148,0,25818,Scott Piercy,1.0
148,0,34256,Andrew Putnam,1.0
148,0,26476,Chez Reavie,1.0
148,0,23325,Vaughn Taylor,1.0
148,0,47128,Richy Werenski,1.0
