RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 4 AVG,TOTAL PAR
1,0,31646,Emiliano Grillo,-44,3.96,4088
2,0,35450,Patrick Cantlay,-43,3.95,3328
3,0,45526,Abraham Ancer,-38,3.96,4192
4,0,40026,Daniel Berger,-36,3.96,3624
5,0,30926,Chris Kirk,-35,3.96,3680
6,0,46970,Jon Rahm,-31,3.96,3232
7,0,33448,Justin Thomas,-30,3.97,3576
8,0,29221,Webb Simpson,-29,3.96,3200
9,0,34098,Russell Henley,-28,3.97,3624
9,0,28252,Seamus Power,-28,3.95,2480
11,0,52375,Doug Ghim,-23,3.97,3664
12,0,25396,Kevin Na,-22,3.98,3736
13,0,46046,Scottie Scheffler,-21,3.98,4104
14,0,47504,Sam Burns,-20,3.98,3560
15,0,33419,Cameron Tringale,-19,3.98,3896
16,0,50525,Collin Morikawa,-18,3.98,3344
17,0,26329,Louis Oosthuizen,-17,3.98,3144
18,0,32448,James Hahn,-15,3.98,2968
18,0,46717,Viktor Hovland,-15,3.98,3484
18,0,21961,Charles Howell III,-15,3.98,2960
21,0,34046,Jordan Spieth,-13,3.99,3696
22,0,39997,Corey Conners,-10,3.99,4376
22,0,32757,Patton Kizzire,-10,3.99,4328
22,0,31420,Anirban Lahiri,-10,3.99,2896
25,0,39971,Sungjae Im,-9,3.99,5184
26,0,19803,Ryan Armour,-8,3.99,3336
27,0,37455,Si Woo Kim,-7,3.99,3976
27,0,34360,Patrick Reed,-7,3.99,3304
29,0,30925,Dustin Johnson,-6,3.99,3120
29,0,36689,Brooks Koepka,-6,3.99,2832
31,0,47959,Bryson DeChambeau,-5,3.99,3448
31,0,29725,Tony Finau,-5,3.99,3840
31,0,21209,Sergio Garcia,-5,3.99,3224
31,0,33486,Roger Sloan,-5,3.99,3488
35,0,34363,Tyrrell Hatton,-3,3.99,2344
35,0,27214,Kevin Streelman,-3,4.00,4112
37,0,27064,Jhonattan Vegas,-2,4.00,3728
38,0,45157,Cam Davis,-1,4.00,4000
38,0,12716,Charley Hoffman,-1,4.00,4184
38,0,28237,Rory McIlroy,-1,4.00,3128
41,0,46435,Austin Cook,+1,4.00,3072
41,0,23320,Ryan Palmer,+1,4.00,3104
43,0,33122,Russell Knox,+2,4.00,3888
43,0,39953,Chase Seiffert,+2,4.00,3320
45,0,46442,Maverick McNealy,+3,4.00,3328
45,0,35891,Cameron Smith,+3,4.00,3528
45,0,47483,Will Zalatoris,+3,4.00,3728
48,0,29535,Brice Garnett,+4,4.00,3968
48,0,48081,Xander Schauffele,+4,4.00,3232
50,0,34099,Harris English,+5,4.01,3984
50,0,46402,Talor Gooch,+5,4.01,3792
50,0,49766,Hank Lebioda,+5,4.01,3048
50,0,27330,Josh Teater,+5,4.01,2008
54,0,30110,Kyle Stanley,+6,4.01,3832
54,0,31560,Brian Stuard,+6,4.01,4456
54,0,25493,Nick Taylor,+6,4.01,3800
54,0,27770,Camilo Villegas,+6,4.01,3296
58,0,27644,Brian Harman,+7,4.01,4320
58,0,33490,Bo Hoag,+7,4.01,3668
58,0,45486,Joaquin Niemann,+7,4.01,4424
58,0,26476,Chez Reavie,+7,4.01,3640
62,0,23108,Matt Kuchar,+8,4.01,2824
63,0,25364,Paul Casey,+9,4.01,3008
63,0,26758,David Hearn,+9,4.01,2688
65,0,26300,Matt Jones,+10,4.01,4416
65,0,32816,Satoshi Kodaira,+10,4.01,3216
65,0,33667,Carlos Ortiz,+10,4.01,3904
68,0,22371,Aaron Baddeley,+11,4.02,2280
68,0,33404,Chris Baker,+11,4.02,2312
68,0,34076,Joel Dahmen,+11,4.01,3448
68,0,34563,Chesson Hadley,+11,4.01,3096
72,0,53165,Doc Redman,+12,4.02,3200
73,0,32839,Hideki Matsuyama,+13,4.01,3912
73,0,32333,Kevin Tway,+13,4.02,2656
