RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
1,0,02300,Ian Woosnam,35.77,485022,1356000
2,0,06373,José María Olazábal,24.03,382123,1590000
3,0,01226,Fred Couples,19.52,791749,4056000
4,0,01928,Corey Pavin,19.48,979429,5028000
5,0,02133,Craig Stadler,18.93,827628,4371000
6,0,01330,David Feherty,16.52,38000,230000
7,0,01042,Paul Azinger,15.90,685602,4312000
8,0,01975,Tom Purtzer,15.14,750567,4956000
9,0,01690,Bruce Lietzke,15.00,566271,3776000
10,0,01968,Nick Price,14.86,714388,4807000
11,0,01049,Ian Baker-Finch,14.77,649513,4398000
12,0,08191,Paul Broadhurst,14.44,20800,144000
13,0,01926,Steve Pate,13.79,727996,5280000
14,0,02242,Lanny Wadkins,13.51,651494,4821000
15,0,07327,Steven Richardson,13.45,60000,446000
16,0,01723,Andrew Magee,13.41,750081,5595000
17,0,02146,Payne Stewart,13.03,476971,3660000
18,0,01203,Russ Cochran,12.32,684851,5558000
19,0,01559,Hale Irwin,12.21,422652,3462000
20,0,01706,Davis Love III,11.89,686360,5775000
21,0,02267,D.A. Weibring,11.71,558647,4771000
22,0,01797,Rocco Mediate,11.69,597437,5109000
23,0,01353,Bruce Fleisher,11.52,219335,1904000
24,0,02321,Fuzzy Zoeller,11.45,385139,3363000
25,0,01132,Mark Brooks,11.27,667263,5919000
26,0,01072,Chip Beck,11.01,578535,5253000
27,0,01219,John Cook,10.88,546983,5028000
28,0,01887,Mark O'Meara,10.77,563896,5235000
29,0,02256,Tom Watson,10.75,354876,3300000
30,0,01024,Billy Andrade,10.48,615764,5874000
31,0,01098,Jay Don Blake,10.40,563853,5423000
32,0,01510,Nolan Henke,10.00,518810,5190000
33,0,01313,Steve Elkington,9.91,549119,5541000
34,0,01905,Joe Ozaki,9.81,38850,396000
35,0,01876,Greg Norman,9.50,320195,3372000
36,0,02104,Jeff Sluman,9.43,552978,5865000
37,0,01249,John Daly,9.38,574782,6125000
38,0,01549,Mike Hulbert,9.09,551750,6071000
39,0,02099,Scott Simpson,9.00,322936,3588000
40,0,01385,Jim Gallagher Jr.,8.83,570627,6459000
41,0,01527,Scott Hoch,8.60,520037,6045000
42,0,02067,Ted Schulz,8.55,508057,5945000
43,0,01355,Raymond Floyd,8.36,284896,3408000
44,0,02049,Gene Sauers,8.33,400535,4811000
45,0,02159,Curtis Strange,8.31,336332,4047000
46,0,01633,Tom Kite,8.30,396580,4776000
47,0,01326,Nick Faldo,8.28,127156,1536000
48,0,01771,Blaine McCallister,8.18,412974,5046000
49,0,01945,Kenny Perry,7.90,368784,4667000
50,0,01329,Brad Faxon,7.89,422088,5352000
51,0,01306,David Edwards,7.81,396694,5081000
52,0,06223,Louis Brown,7.79,9820,126000
53,0,01938,David Peoples,7.74,414345,5351000
54,0,01701,Bob Lohr,7.61,386759,5081000
55,0,01553,John Huston,7.43,395852,5325000
55,0,01858,Tommy Nakajima,7.43,35150,473000
57,0,01869,Jack Nicklaus,7.14,123796,1734000
58,0,01666,Bernhard Langer,7.00,112539,1608000
59,0,01639,Kenny Knox,6.95,423024,6089000
60,0,01161,Mark Calcavecchia,6.88,323620,4704000
61,0,02223,Bob Tway,6.87,322931,4704000
62,0,02170,Hal Sutton,6.58,346411,5262000
63,0,02185,Lance Ten Broeck,6.39,146089,2287000
64,0,01133,Billy Ray Brown,5.99,348082,5811000
65,0,01971,Dillard Pruitt,5.94,271860,4577000
66,0,01569,Peter Jacobsen,5.92,263179,4447000
67,0,01331,Rick Fehr,5.90,288982,4902000
68,0,01599,Steve Jones,5.85,294960,5041000
