RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,23135,Tim Clark,28' 5",1038,29535.583,-86.00
2,0,22405,Justin Rose,28' 6",847,24137.917,-79.00
3,0,01677,Tom Lehman,29' 2",813,23720.167,-99.00
4,0,02206,David Toms,29' 4",779,22873.333,-96.00
5,0,06567,Vijay Singh,29' 5",1149,33813.833,-205.00
6,0,01320,Bob Estes,29' 7",719,21300.167,-68.00
7,0,01527,Scott Hoch,29' 8",643,19086.750,-78.00
8,0,01381,Fred Funk,29' 9",1277,38013.167,-90.00
8,0,01388,Robert Gamez,29' 9",1225,36479.083,-115.00
8,0,01457,Jay Haas,29' 9",854,25436.000,-98.00
11,0,06522,Ernie Els,29' 10",501,14950.417,-85.00
11,0,21209,Sergio Garcia,29' 10",653,19504.417,-66.00
13,0,02010,Loren Roberts,29' 11",970,29017.833,-124.00
13,0,22293,Heath Slocum,29' 11",1208,36105.333,-73.00
13,0,08793,Tiger Woods,29' 11",666,19897.500,-116.00
16,0,06004,Stephen Ames,30' 0",1095,32887.750,-127.00
16,0,20229,Stewart Cink,30' 0",1047,31436.000,-145.00
18,0,06621,Joe Durant,30' 1",1115,33564.250,-83.00
18,0,01553,John Huston,30' 1",611,18382.000,-62.00
18,0,10860,Justin Leonard,30' 1",913,27480.917,-62.00
18,0,23325,Vaughn Taylor,30' 1",1054,31683.917,-123.00
22,0,01139,Olin Browne,30' 3",1138,34469.417,-107.00
22,0,01945,Kenny Perry,30' 3",854,25848.083,-77.00
22,0,24502,Adam Scott,30' 3",511,15475.917,-88.00
25,0,08075,Jerry Kelly,30' 4",1250,37937.667,-151.00
26,0,10885,Robert Allenby,30' 5",989,30062.250,-81.00
26,0,10425,Jay Williamson,30' 5",1290,39239.583,-68.00
28,0,01127,Danny Briggs,30' 6",1012,30890.250,-78.00
28,0,19846,Brian Gay,30' 6",1226,37354.583,-111.00
28,0,02101,Joey Sindelar,30' 6",1239,37794.917,-82.00
31,0,01577,Lee Janzen,30' 7",945,28928.083,-89.00
31,0,02104,Jeff Sluman,30' 7",1156,35361.083,-109.00
31,0,02246,Duffy Waldorf,30' 7",849,25931.833,-89.00
34,0,22046,Geoff Ogilvy,30' 8",1003,30768.000,-112.00
35,0,21646,David Branshaw,30' 9",1018,31310.750,-29.00
35,0,01142,Bart Bryant,30' 9",960,29543.917,-69.00
37,0,24357,K.J. Choi,30' 10",865,26695.917,-62.00
37,0,01685,J.L. Lewis,30' 10",1215,37479.083,-84.00
39,0,01810,Phil Mickelson,30' 11",700,21645.333,-78.00
39,0,02239,Scott Verplank,30' 11",1031,31876.667,-137.00
41,0,20498,Briny Baird,31' 0",1127,34945.917,-89.00
41,0,06575,Dudley Hart,31' 0",636,19698.333,-35.00
41,0,06373,José María Olazábal,31' 0",543,16830.333,-46.00
44,0,01035,Tommy Armour III,31' 1",1008,31353.917,-47.00
44,0,24507,Jason Bohn,31' 1",1204,37396.917,-83.00
44,0,01219,John Cook,31' 1",724,22500.250,-37.00
44,0,20572,Rod Pampling,31' 1",1008,31295.917,-108.00
44,0,02223,Bob Tway,31' 1",904,28116.667,-42.00
44,0,10423,Mike Weir,31' 1",741,23013.833,-73.00
50,0,01157,Tom Byrum,31' 2",1097,34145.500,-72.00
50,0,12510,Chad Campbell,31' 2",1084,33746.000,-61.00
50,0,01968,Nick Price,31' 2",521,16254.583,-27.00
53,0,07867,Woody Austin,31' 3",1110,34685.750,-88.00
53,0,01203,Russ Cochran,31' 3",736,23003.333,-36.00
53,0,01666,Bernhard Langer,31' 3",579,18106.833,-42.00
53,0,20580,Andre Stolz,31' 3",609,19054.667,-7.00
57,0,01724,Jeff Maggert,31' 4",708,22155.750,-46.00
58,0,01249,John Daly,31' 5",812,25505.333,-104.00
58,0,12680,Shigeki Maruyama,31' 5",1040,32643.500,-106.00
60,0,12652,Cameron Beckman,31' 6",1194,37606.500,-96.00
60,0,01161,Mark Calcavecchia,31' 6",822,25884.667,-56.00
60,0,02214,Kirk Triplett,31' 6",950,29902.333,-104.00
63,0,19824,Craig Barlow,31' 7",961,30321.833,-73.00
63,0,25900,Lucas Glover,31' 7",1122,35476.917,-71.00
63,0,20433,Mark Hensby,31' 7",1160,36595.083,-118.00
63,0,11032,Frank Lickliter II,31' 7",1074,33916.000,-86.00
63,0,10912,Craig Perks,31' 7",794,25093.500,-33.00
68,0,20121,Todd Fischer,31' 8",1219,38581.833,-91.00
68,0,20157,Retief Goosen,31' 8",536,16963.083,-79.00
68,0,06515,Shaun Micheel,31' 8",946,29964.833,-91.00
68,0,25237,Kevin Muncrief,31' 8",578,18285.250,+13.00
68,0,21959,Ted Purdy,31' 8",1455,46093.333,-136.00
68,0,20548,Hidemichi Tanaka,31' 8",1156,36622.083,-71.00
74,0,06197,Michael Allen,31' 9",979,31106.667,-63.00
74,0,12823,Carlos Franco,31' 9",1167,37075.750,-93.00
74,0,06332,Neal Lancaster,31' 9",1188,37701.500,-89.00
77,0,21633,Steve Allan,31' 10",1133,36066.000,-67.00
77,0,24024,Zach Johnson,31' 10",1280,40781.083,-123.00
79,0,01024,Billy Andrade,31' 11",1194,38062.583,-92.00
79,0,21805,Harrison Frazar,31' 11",973,31067.500,-105.00
79,0,12782,Tim Herron,31' 11",852,27220.000,-74.00
79,0,08881,Tripp Isenhour,31' 11",631,20160.833,-5.00
79,0,02002,John Riegger,31' 11",643,20496.167,-46.00
79,0,08385,Omar Uresti,31' 11",1092,34893.750,-37.00
85,0,10201,Matt Gogel,32' 0",965,30907.333,-95.00
85,0,20094,Jonathan Kaye,32' 0",838,26844.833,-50.00
85,0,20634,Peter Lonard,32' 0",745,23868.500,-13.00
85,0,01707,Steve Lowery,32' 0",948,30371.167,-52.00
85,0,25345,Carl Pettersson,32' 0",1042,33354.083,-110.00
90,0,20472,Alex Cejka,32' 1",785,25169.750,-36.00
90,0,25396,Kevin Na,32' 1",1202,38611.083,-87.00
92,0,06809,Bob Burns,32' 2",1094,35211.917,-45.00
92,0,06251,Chris DiMarco,32' 2",1077,34684.417,-130.00
92,0,23983,Luke Donald,32' 2",864,27773.333,-68.00
92,0,01706,Davis Love III,32' 2",772,24840.500,-64.00
92,0,20663,Brenden Pappas,32' 2",1181,37948.250,-77.00
92,0,24361,Pat Perez,32' 2",1155,37185.000,-94.00
92,0,06527,Steve Stricker,32' 2",857,27599.333,-56.00
92,0,21878,Mark Wilson,32' 2",841,27033.500,-64.00
100,0,01329,Brad Faxon,32' 3",929,29993.667,-62.00
100,0,10733,Kent Jones,32' 3",1236,39826.583,-98.00
100,0,10107,Deane Pappas,32' 3",798,25739.750,-41.00
100,0,23623,Bo Van Pelt,32' 3",1125,36304.250,-124.00
104,0,01226,Fred Couples,32' 4",554,17917.333,-61.00
104,0,22913,John Rollins,32' 4",1000,32365.667,-64.00
104,0,22548,Patrick Sheehan,32' 4",1362,44038.583,-109.00
104,0,02099,Scott Simpson,32' 4",727,23505.000,-19.00
104,0,12602,Dean Wilson,32' 4",1243,40197.083,-97.00
109,0,19881,Robert Damron,32' 5",1188,38471.750,-39.00
109,0,08537,J.P. Hayes,32' 5",900,29209.583,-32.00
109,0,20628,Arron Oberholser,32' 5",870,28209.500,-57.00
109,0,01938,David Peoples,32' 5",1023,33132.583,-91.00
113,0,20098,Stuart Appleby,32' 6",787,25560.667,-78.00
113,0,07363,Craig Bowden,32' 6",1108,36002.417,-49.00
113,0,20382,Stephen Leaney,32' 6",809,26270.250,-43.00
113,0,26287,Roland Thatcher,32' 6",809,26264.917,-41.00
117,0,12645,Brent Geiberger,32' 7",1139,37107.750,-83.00
117,0,21731,Freddie Jacobson,32' 7",785,25589.167,-75.00
117,0,23552,Hank Kuehne,32' 7",960,31259.500,-64.00
117,0,01928,Corey Pavin,32' 7",960,31264.500,-76.00
117,0,02106,Chris Smith,32' 7",1187,38712.083,-81.00
122,0,20850,Daniel Chopra,32' 8",1163,38011.583,-118.00
122,0,01313,Steve Elkington,32' 8",805,26286.167,-23.00
122,0,07749,Brett Quigley,32' 8",1138,37188.750,-90.00
125,0,21407,Arjun Atwal,32' 9",983,32213.333,-56.00
125,0,01766,Billy Mayfair,32' 9",1340,43921.833,-34.00
125,0,23320,Ryan Palmer,32' 9",1213,39721.417,-76.00
125,0,23497,Tag Ridings,32' 9",563,18416.083,-42.00
129,0,23613,Rich Barcelo,32' 10",748,24582.417,-20.00
129,0,12760,Danny Ellis,32' 10",906,29767.000,-48.00
129,0,07457,Steve Flesch,32' 10",1123,36902.167,-69.00
129,0,01619,Skip Kendall,32' 10",1125,36924.667,-59.00
129,0,01771,Blaine McCallister,32' 10",831,27314.083,-8.00
134,0,08835,Kris Cox,32' 11",814,26771.333,+5.00
134,0,08931,Glen Day,32' 11",1228,40408.250,-92.00
134,0,23353,J.J. Henry,32' 11",1259,41488.000,-100.00
137,0,23614,Rich Beem,33' 0",826,27238.917,-35.00
137,0,25686,Jason Dufner,33' 0",950,31349.250,-80.00
137,0,21949,Joe Ogilvie,33' 0",1115,36811.250,-86.00
137,0,01941,Tom Pernice Jr.,33' 0",1201,39621.417,-104.00
137,0,20127,Chris Riley,33' 0",713,23517.417,-54.00
142,0,07721,Pat Bates,33' 1",1279,42271.083,-69.00
142,0,10585,Scott McCarron,33' 1",1025,33933.083,-77.00
142,0,01920,Craig Parry,33' 1",487,16123.417,-26.00
142,0,23621,Rory Sabbatini,33' 1",959,31723.250,-90.00
142,0,06613,Tommy Tolles,33' 1",731,24202.833,-25.00
147,0,20029,Notah Begay III,33' 2",886,29353.083,-57.00
148,0,01042,Paul Azinger,33' 3",827,27487.167,-64.00
148,0,20104,Ken Duke,33' 3",1019,33901.500,-35.00
148,0,01948,Tim Petrovic,33' 3",1163,38674.417,-55.00
148,0,10213,Dicky Pride,33' 3",816,27106.167,+13.00
152,0,08339,Spike McRoy,33' 4",1087,36209.750,-29.00
152,0,01887,Mark O'Meara,33' 4",590,19654.250,-12.00
154,0,20645,John Senden,33' 5",1159,38769.250,-113.00
155,0,07223,Brian Bateman,33' 6",997,33432.333,-86.00
155,0,01132,Mark Brooks,33' 6",786,26347.500,+4.00
155,0,20593,Greg Chalmers,33' 6",842,28199.667,-83.00
155,0,08337,Mike Heinen,33' 6",672,22521.250,-33.00
155,0,23063,Scott Hend,33' 6",812,27203.333,-32.00
155,0,21893,Brian Kortan,33' 6",774,25898.750,-13.00
155,0,23108,Matt Kuchar,33' 6",1032,34566.083,-71.00
162,0,19972,José Coceres,33' 7",865,29082.000,-71.00
162,0,07939,Dan Olsen,33' 7",753,25273.667,-23.00
164,0,26420,Richard Johnson,33' 8",1311,44124.417,-95.00
164,0,01797,Rocco Mediate,33' 8",495,16651.250,-19.00
166,0,01473,Todd Hamilton,33' 9",925,31196.333,-66.00
166,0,21961,Charles Howell III,33' 9",1043,35244.167,-91.00
166,0,12705,Cliff Kresge,33' 9",1017,34283.000,-38.00
169,0,24925,Jonathan Byrd,33' 10",949,32110.833,-73.00
169,0,01378,David Frost,33' 10",1033,34990.833,-33.00
169,0,06595,Kevin Sutherland,33' 10",930,31501.500,-59.00
172,0,02049,Gene Sauers,34' 0",1014,34448.250,+3.00
173,0,22371,Aaron Baddeley,34' 1",932,31773.417,-34.00
173,0,08123,Jeff Brehaut,34' 1",1319,44910.000,-50.00
173,0,01261,Jay Delsing,34' 1",841,28658.417,-26.00
173,0,12660,Jesper Parnevik,34' 1",958,32660.667,-83.00
177,0,06214,Guy Boros,34' 2",785,26832.083,E
177,0,22621,Ben Curtis,34' 2",558,19051.917,-22.00
179,0,19825,Darren Clarke,34' 4",466,16012.417,-45.00
179,0,24781,Hunter Mahan,34' 4",1089,37423.333,-67.00
179,0,01927,Dennis Paulson,34' 4",867,29801.250,-53.00
182,0,20585,Niclas Fasth,34' 5",689,23690.917,+7.00
182,0,12682,Hirofumi Miyase,34' 5",815,28062.250,+9.00
184,0,24290,D.J. Brigman,34' 6",901,31076.250,-39.00
185,0,12753,David Morland IV,34' 7",861,29808.083,-18.00
186,0,23541,Ben Crane,34' 10",1072,37361.500,-82.00
186,0,23307,Roger Tambellini,34' 10",912,31762.750,-27.00
188,0,20378,Mathias Grönberg,34' 11",922,32193.750,-16.00
189,0,12394,Tom Carter,35' 0",1200,41951.583,-41.00
190,0,01361,Dan Forsman,35' 2",919,32305.000,-28.00
191,0,11123,Chris Couch,35' 7",564,20059.000,+30.00
191,0,02245,Grant Waite,35' 7",884,31480.083,-5.00
193,0,06078,Esteban Toledo,35' 10",1095,39234.417,-13.00
194,0,01926,Steve Pate,35' 11",807,29011.083,-41.00
195,0,01761,Len Mattiace,37' 3",962,35799.000,-22.00
196,0,23338,David Gossett,39' 0",624,24320.000,+72.00
