RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,START TOURNAMENT ID
1,0,01226,Fred Couples,25,1993200
2,0,01876,Greg Norman,22,1993270
3,0,01329,Brad Faxon,14,1994200
4,0,01677,Tom Lehman,13,1994200
4,0,01810,Phil Mickelson,13,1994080
6,0,01599,Steve Jones,12,1991280
7,0,06522,Ernie Els,10,1994120
8,0,01143,Brad Bryant,9,1994340
8,0,01418,Bill Glasson,9,1994300
8,0,01837,Gil Morgan,9,1994250
8,0,02321,Fuzzy Zoeller,9,1994210
12,0,01030,Isao Aoki,8,1990120
12,0,01577,Lee Janzen,8,1994330
12,0,01823,Larry Mize,8,1994260
12,0,02010,Loren Roberts,8,1994240
12,0,02246,Duffy Waldorf,8,1994310
17,0,01185,Brandel Chamblee,7,1994340
17,0,06527,Steve Stricker,7,1994340
17,0,02241,Bobby Wadkins,7,1994320
20,0,01666,Bernhard Langer,6,1994100
20,0,01783,Mark McCumber,6,1994330
20,0,08045,Perry Moss,6,1993380
20,0,01928,Corey Pavin,6,1994250
20,0,08973,Wayne Riley,6,1992220
20,0,02159,Curtis Strange,6,1994320
20,0,02225,Howard Twitty,6,1994360
20,0,02256,Tom Watson,6,1994200
28,0,01132,Mark Brooks,5,1994395
28,0,01331,Rick Fehr,5,1994370
28,0,01378,David Frost,5,1994350
28,0,01559,Hale Irwin,5,1994330
28,0,01607,Brian Kamm,5,1994395
28,0,06332,Neal Lancaster,5,1994390
28,0,01771,Blaine McCallister,5,1994390
28,0,01796,Mark McNulty,5,1994330
28,0,10457,Frank Nobilo,5,1992340
28,0,06657,Steve Rintoul,5,1994395
28,0,02207,Sam Torrance,5,1994130
39,0,01355,Raymond Floyd,4,1994050
39,0,01364,Peter Fowler,4,1984340
39,0,01457,Jay Haas,4,1994410
39,0,01475,Donnie Hammond,4,1994400
39,0,01690,Bruce Lietzke,4,1994400
39,0,01744,Graham Marsh,4,1980120
39,0,06090,Jim McGovern,4,1994400
39,0,06140,Sean Murphy,4,1994400
39,0,02223,Bob Tway,4,1994400
39,0,02279,Mark Wiebe,4,1994340
49,0,01116,Michael Bradley,3,1994410
49,0,01161,Mark Calcavecchia,3,1994410
49,0,01235,Ben Crenshaw,3,1994350
49,0,10809,Jim Furyk,3,1994410
49,0,06575,Dudley Hart,3,1994410
49,0,08537,J.P. Hayes,3,1992430
49,0,08337,Mike Heinen,3,1994410
49,0,06617,Brian Henninger,3,1994395
49,0,01717,Sandy Lyle,3,1994140
49,0,06373,José María Olazábal,3,1994330
49,0,01938,David Peoples,3,1994410
49,0,01971,Dillard Pruitt,3,1994410
49,0,02084,Bob Shearer,3,1984320
49,0,10795,Neale Smith,3,1993400
49,0,02133,Craig Stadler,3,1994410
49,0,02239,Scott Verplank,3,1994370
65,0,01014,Fulton Allem,2,1994410
65,0,06006,JC Anderson,2,1994420
65,0,01040,Emlyn Aubrey,2,1993050
65,0,01042,Paul Azinger,2,1994400
65,0,06214,Guy Boros,2,1994420
65,0,06020,Steve Brodie,2,1994410
65,0,06809,Bob Burns,2,1994420
65,0,10875,Todd Demsey,2,1994040
65,0,01302,R.W. Eaks,2,1993040
65,0,01306,David Edwards,2,1994420
65,0,06599,John Elliott,2,1994250
65,0,01326,Nick Faldo,2,1994320
65,0,01334,Keith Fergus,2,1994270
65,0,01358,Bob Ford,2,1990330
65,0,01381,Fred Funk,2,1994410
65,0,01388,Robert Gamez,2,1994410
65,0,01390,Buddy Gardner,2,1994400
65,0,01425,Ernie Gonzalez,2,1994290
65,0,06088,Steve Gotsche,2,1994400
65,0,06044,Scott Gump,2,1994080
65,0,01494,Steve Haskins,2,1990040
65,0,01501,Vance Heafner,2,1994270
65,0,01510,Nolan Henke,2,1994420
65,0,01527,Scott Hoch,2,1994430
65,0,01533,P.H. Horgan III,2,1994400
65,0,10962,Bradley Hughes,2,1994340
65,0,01569,Peter Jacobsen,2,1994410
65,0,01629,Eddie Kirby,2,1994400
65,0,01639,Kenny Knox,2,1994395
65,0,12389,Barry Lane,2,1994240
65,0,10860,Justin Leonard,2,1994400
65,0,01682,Wayne Levi,2,1994410
65,0,01723,Andrew Magee,2,1994420
65,0,01736,Roger Maltbie,2,1994340
65,0,01793,Mac McLendon,2,1980430
65,0,01797,Rocco Mediate,2,1994230
65,0,08635,Colin Montgomerie,2,1994240
65,0,01866,Jack Newton,2,1982420
65,0,01906,Masashi Jumbo Ozaki,2,1994240
65,0,12660,Jesper Parnevik,2,1994370
65,0,08553,Lee Porter,2,1993430
65,0,10213,Dicky Pride,2,1994420
65,0,01986,Joey Rassett,2,1994390
65,0,07327,Steven Richardson,2,1992340
65,0,02008,Lee Rinker,2,1992340
65,0,07087,Hugh Royer III,2,1985410
65,0,02033,Dave Rummells,2,1994420
65,0,02035,D.A. Russell,2,1994190
65,0,02091,Charles Sifford,2,1983020
65,0,02099,Scott Simpson,2,1994410
65,0,02100,Tim Simpson,2,1994420
65,0,02105,Bob Smith,2,1985280
65,0,02115,Taylor Smith,2,1991200
65,0,02215,Paul Trittler,2,1994090
65,0,06591,Rocky Walcher,2,1994400
65,0,06725,Tom Wargo,2,1992340
65,0,02257,Brian Watts,2,1993350
65,0,07553,Roger Wessels,2,1991360
65,0,06072,Greg Whisman,2,1993070
65,0,06577,John Wilson,2,1994420
65,0,02303,Robert Wrenn,2,1994395
