RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,23541,Ben Crane,100.00,44,44
1,0,20766,Padraig Harrington,100.00,54,54
3,0,23718,Nathan Green,98.31,58,59
4,0,10885,Robert Allenby,98.04,50,51
5,0,20848,Ángel Cabrera,96.97,32,33
6,0,23320,Ryan Palmer,96.43,81,84
7,0,24024,Zach Johnson,96.36,53,55
8,0,21961,Charles Howell III,96.05,73,76
9,0,23800,Bryce Molder,95.71,67,70
10,0,19846,Brian Gay,95.38,62,65
11,0,22371,Aaron Baddeley,94.74,54,57
12,0,29718,Anthony Kim,94.55,52,55
12,0,26476,Chez Reavie,94.55,52,55
14,0,19970,Robert Karlsson,94.34,50,53
15,0,29478,Kevin Kisner,94.23,49,52
16,0,06522,Ernie Els,94.12,48,51
17,0,20436,Garrett Willis,93.85,61,65
18,0,06004,Stephen Ames,93.75,45,48
18,0,27797,Derek Lamely,93.75,45,48
20,0,20098,Stuart Appleby,93.62,44,47
21,0,23983,Luke Donald,93.55,29,31
22,0,27330,Josh Teater,93.51,72,77
23,0,24507,Jason Bohn,93.33,56,60
24,0,23353,J.J. Henry,93.24,69,74
25,0,33413,Ben Martin,92.98,53,57
26,0,32102,Rickie Fowler,92.86,52,56
26,0,25396,Kevin Na,92.86,65,70
28,0,23325,Vaughn Taylor,92.77,77,83
29,0,10860,Justin Leonard,92.75,64,69
30,0,20160,Charlie Wi,92.73,51,55
31,0,01313,Steve Elkington,92.68,38,41
32,0,24604,Hunter Haas,92.65,63,68
33,0,31323,Gary Woodland,92.59,50,54
34,0,06515,Shaun Micheel,92.54,62,67
34,0,30110,Kyle Stanley,92.54,62,67
36,0,11123,Chris Couch,92.45,49,53
36,0,08075,Jerry Kelly,92.45,49,53
38,0,32640,Troy Merritt,92.31,48,52
39,0,24663,Y.E. Yang,92.11,35,38
40,0,06251,Chris DiMarco,91.76,78,85
41,0,24924,Bill Haas,91.67,44,48
41,0,26420,Richard Johnson,91.67,33,36
43,0,24357,K.J. Choi,91.53,54,59
44,0,32698,Bobby Gates,91.49,43,47
45,0,20593,Greg Chalmers,91.30,63,69
45,0,21350,Ryuji Imada,91.30,63,69
45,0,27963,Chris Stroud,91.30,63,69
45,0,25834,Daniel Summerhays,91.30,63,69
49,0,26596,Ryan Moore,91.23,52,57
50,0,21209,Sergio Garcia,91.18,31,34
50,0,24502,Adam Scott,91.18,31,34
52,0,27974,Sung Kang,91.07,51,56
53,0,27064,Jhonattan Vegas,91.04,61,67
53,0,26951,Johnson Wagner,91.04,61,67
55,0,24925,Jonathan Byrd,90.91,50,55
55,0,27141,J.B. Holmes,90.91,40,44
55,0,25457,Alexandre Rocha,90.91,40,44
58,0,25818,Scott Piercy,90.74,49,54
59,0,06527,Steve Stricker,90.70,39,43
60,0,25240,D.A. Points,90.67,68,75
61,0,33911,Nate Smith,90.57,48,53
61,0,12602,Dean Wilson,90.57,48,53
