RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,08793,Tiger Woods,29.40,1323.22,-564.00,948.22
2,0,06522,Ernie Els,11.65,617.33,-319.00,452.33
3,0,09011,David Duval,11.20,459.00,-401.00,255.00
4,0,01810,Phil Mickelson,11.07,531.38,-232.00,434.38
5,0,20396,Lee Westwood,9.46,529.63,-332.00,398.63
6,0,08635,Colin Montgomerie,8.34,450.45,-377.00,247.45
7,0,01706,Davis Love III,7.88,378.22,-295.00,237.22
8,0,02170,Hal Sutton,7.71,385.52,-217.00,266.52
9,0,06567,Vijay Singh,7.17,444.33,-334.00,293.33
10,0,01677,Tom Lehman,7.10,319.47,-152.00,239.47
11,0,12660,Jesper Parnevik,6.96,333.94,-187.00,254.94
12,0,19825,Darren Clarke,6.77,392.82,-209.00,305.82
13,0,01968,Nick Price,6.29,308.44,-253.00,194.44
14,0,20400,Michael Campbell,5.87,305.26,-50.00,262.26
15,0,10809,Jim Furyk,5.76,299.37,-249.00,192.37
16,0,21209,Sergio Garcia,5.67,277.67,-139.00,143.67
17,0,20229,Stewart Cink,5.30,291.61,-142.00,212.61
18,0,10860,Justin Leonard,5.22,297.41,-234.00,175.41
19,0,01553,John Huston,5.05,247.25,-202.00,165.25
20,0,10944,Thomas Bjørn,5.03,297.01,-125.00,233.01
21,0,10423,Mike Weir,4.96,287.93,-83.00,213.93
22,0,02010,Loren Roberts,4.81,240.74,-94.00,177.74
23,0,02206,David Toms,4.75,299.54,-149.00,193.54
24,0,20766,Padraig Harrington,4.74,250.99,-98.00,179.99
25,0,12823,Carlos Franco,4.67,233.46,-151.00,135.46
26,0,06350,Bob May,4.48,255.37,-73.00,195.37
27,0,19958,Miguel Angel Jiménez,4.44,226.47,-168.00,124.47
28,0,02214,Kirk Triplett,4.35,234.80,-69.00,195.80
29,0,01943,Chris Perry,4.34,269.22,-157.00,152.22
30,0,01042,Paul Azinger,4.32,185.63,-74.00,153.63
31,1,01797,Rocco Mediate,4.17,204.32,-85.00,146.32
32,-1,20098,Stuart Appleby,4.11,234.18,-148.00,163.18
33,0,20029,Notah Begay III,4.02,221.33,-49.00,172.33
34,0,06373,José María Olazábal,4.02,216.84,-166.00,136.84
35,0,10885,Robert Allenby,3.91,242.60,-57.00,222.60
36,0,02246,Duffy Waldorf,3.90,194.77,-78.00,132.77
37,0,01724,Jeff Maggert,3.88,193.78,-161.00,103.78
38,0,20157,Retief Goosen,3.73,231.41,-131.00,129.41
39,0,01226,Fred Couples,3.70,147.91,-166.00,106.91
40,0,02020,Eduardo Romero,3.43,147.44,-59.00,117.44
41,0,06575,Dudley Hart,3.40,173.17,-127.00,101.17
42,0,01876,Greg Norman,3.37,134.71,-82.00,78.71
43,0,07457,Steve Flesch,3.37,212.04,-81.00,185.04
44,0,19972,José Coceres,3.35,147.57,-27.00,129.57
45,0,20763,Pierre Fulke,3.34,150.18,-46.00,118.18
46,0,01527,Scott Hoch,3.30,188.30,-140.00,126.30
47,0,20848,Ángel Cabrera,3.17,152.35,-67.00,100.35
48,0,01161,Mark Calcavecchia,3.17,180.49,-131.00,149.49
49,0,12680,Shigeki Maruyama,3.09,176.18,-108.00,120.18
50,0,02239,Scott Verplank,3.09,166.79,-99.00,140.79
51,0,20474,Phillip Price,3.07,156.51,-59.00,130.51
52,0,01927,Dennis Paulson,3.01,162.69,-64.00,98.69
53,0,20218,Shingo Katayama,2.98,158.16,-50.00,130.16
54,0,20601,Gary Orr,2.94,158.60,-53.00,131.60
55,1,10821,Toshi Izawa,2.91,154.41,-84.00,103.41
56,-1,19904,Paul Lawrie,2.88,155.29,-90.00,76.29
57,0,01905,Joe Ozaki,2.87,169.52,-133.00,87.52
58,0,20935,Toru Taniguchi,2.83,158.25,-51.00,130.25
59,0,08993,Franklin Langham,2.81,160.00,-35.00,134.00
60,1,01666,Bernhard Langer,2.74,153.31,-112.00,100.31
61,1,12782,Tim Herron,2.73,155.36,-129.00,62.36
62,1,01320,Bob Estes,2.71,135.71,-148.00,55.71
63,1,02104,Jeff Sluman,2.69,172.31,-166.00,84.31
