RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER GFG SHOT,TOTAL GFG SHOTS
1,0,01457,Jay Haas,20.8,43383.000,58
2,0,21951,Joey Snyder III,20.9,143142.000,190
3,0,26679,Kevin Stadler,21.0,167826.000,222
4,0,20663,Brenden Pappas,21.2,89267.000,117
5,0,02010,Loren Roberts,21.9,23677.000,30
6,0,20498,Briny Baird,22.0,124973.000,158
6,0,01945,Kenny Perry,22.0,99751.000,126
8,0,21961,Charles Howell III,22.1,125518.000,158
9,0,21753,Brian Davis,22.3,103368.000,129
10,0,06573,Brandt Jobe,22.4,146232.000,181
10,0,01706,Davis Love III,22.4,95897.000,119
12,0,22913,John Rollins,22.5,157916.000,195
13,0,21498,Hideto Tanihara,22.6,70890.000,87
13,0,23623,Bo Van Pelt,22.6,165163.000,203
15,0,10962,Bradley Hughes,22.7,84850.000,104
15,0,24502,Adam Scott,22.7,82569.000,101
17,0,07223,Brian Bateman,22.8,134776.000,164
17,0,10585,Scott McCarron,22.8,105651.000,129
17,0,20474,Phillip Price,22.8,83768.000,102
17,0,20396,Lee Westwood,22.8,61503.000,75
21,0,01553,John Huston,22.9,143385.000,174
22,0,01139,Olin Browne,23.0,78569.000,95
22,0,12823,Carlos Franco,23.0,131866.000,159
22,0,25900,Lucas Glover,23.0,177504.000,214
22,0,24980,Scott Gutschewski,23.0,160692.000,194
26,0,24507,Jason Bohn,23.1,131217.000,158
26,0,23135,Tim Clark,23.1,91666.000,110
26,0,01226,Fred Couples,23.1,72232.000,87
26,0,20433,Mark Hensby,23.1,96512.000,116
26,0,24140,Sean O'Hair,23.1,150685.000,181
31,0,06621,Joe Durant,23.2,117786.000,141
31,0,23725,Brendan Jones,23.2,133917.000,160
31,0,25345,Carl Pettersson,23.2,147122.000,176
31,0,10425,Jay Williamson,23.2,65021.000,78
35,0,19824,Craig Barlow,23.3,110855.000,132
36,0,08123,Jeff Brehaut,23.4,109717.000,130
36,0,23983,Luke Donald,23.4,37897.000,45
36,0,10117,Bob Heintz,23.4,87471.000,104
36,0,27095,Nick Watney,23.4,167594.000,199
40,0,01142,Bart Bryant,23.5,110593.000,131
40,0,22621,Ben Curtis,23.5,60896.000,72
40,0,06575,Dudley Hart,23.5,109189.000,129
40,0,23108,Matt Kuchar,23.5,72014.000,85
44,0,08931,Glen Day,23.6,102766.000,121
44,0,21209,Sergio Garcia,23.6,110636.000,130
44,0,10860,Justin Leonard,23.6,63835.000,75
44,0,23497,Tag Ridings,23.6,180427.000,212
44,0,06527,Steve Stricker,23.6,72080.000,85
44,0,23788,D.J. Trahan,23.6,148487.000,175
44,0,08793,Tiger Woods,23.6,139448.000,164
51,0,08385,Omar Uresti,23.7,98051.000,115
51,0,02246,Duffy Waldorf,23.7,110073.000,129
53,0,20098,Stuart Appleby,23.8,106361.000,124
53,0,12662,Thomas Levet,23.8,52242.000,61
53,0,20502,Michael Long,23.8,121038.000,141
53,0,24781,Hunter Mahan,23.8,178052.000,208
53,0,22405,Justin Rose,23.8,168976.000,197
58,0,23540,Jason Allred,23.9,111890.000,130
58,0,01161,Mark Calcavecchia,23.9,138745.000,161
58,0,23409,James Driscoll,23.9,134492.000,156
58,0,01797,Rocco Mediate,23.9,100789.000,117
58,0,02106,Chris Smith,23.9,175156.000,204
58,0,23322,Brett Wetterich,23.9,164601.000,191
64,0,06004,Stephen Ames,24.0,88107.000,102
64,0,01249,John Daly,24.0,132816.000,154
64,0,20378,Mathias Grönberg,24.0,131118.000,152
67,0,24357,K.J. Choi,24.1,75531.000,87
67,0,23353,J.J. Henry,24.1,170236.000,196
67,0,26420,Richard Johnson,24.1,72811.000,84
67,0,21959,Ted Purdy,24.1,182541.000,210
67,0,22295,Darron Stiles,24.1,99945.000,115
72,0,06197,Michael Allen,24.2,115927.000,133
72,0,07867,Woody Austin,24.2,163796.000,188
72,0,12782,Tim Herron,24.2,122150.000,140
