RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,01307,Joel Edwards,1.8,130000,2
1,0,06591,Rocky Walcher,1.8,63000,1
3,0,20593,Greg Chalmers,2.3,82000,1
3,0,22046,Geoff Ogilvy,2.3,166000,2
5,0,21961,Charles Howell III,2.4,175000,2
6,0,06034,Marco Dawson,2.6,380000,4
6,0,01378,David Frost,2.6,760000,8
8,0,12782,Tim Herron,2.7,97000,1
8,0,10860,Justin Leonard,2.7,771000,8
10,0,01139,Olin Browne,2.8,406000,4
10,0,02206,David Toms,2.8,299000,3
12,0,08063,Kelly Grunewald,2.9,104000,1
12,0,08553,Lee Porter,2.9,103000,1
14,0,21633,Steve Allan,3.0,109000,1
15,0,12823,Carlos Franco,3.1,333000,3
15,0,24604,Hunter Haas,3.1,113000,1
17,0,12388,Michael Clark II,3.2,580000,5
17,0,01374,Robin Freeman,3.2,464000,4
17,0,01920,Craig Parry,3.2,114000,1
20,0,20433,Mark Hensby,3.3,239000,2
20,0,10425,Jay Williamson,3.3,600000,5
22,0,06332,Neal Lancaster,3.4,244000,2
23,0,12705,Cliff Kresge,3.5,250000,2
23,0,01723,Andrew Magee,3.5,749000,6
25,0,06617,Brian Henninger,3.6,1025000,8
25,0,01724,Jeff Maggert,3.6,394000,3
25,0,20436,Garrett Willis,3.6,517000,4
28,0,20127,Chris Riley,3.8,545000,4
29,0,21806,Paul Gow,3.9,420000,3
29,0,08633,Per-Ulrik Johansson,3.9,845000,6
29,0,12680,Shigeki Maruyama,3.9,707000,5
29,0,19817,Michael Muehr,3.9,1118000,8
29,0,01943,Chris Perry,3.9,416000,3
34,0,01219,John Cook,4.0,1000000,7
34,0,21805,Harrison Frazar,4.0,1009000,7
34,0,20095,Carl Paulson,4.0,728000,5
37,0,01203,Russ Cochran,4.1,737000,5
37,0,06012,Greg Kraft,4.1,735000,5
39,0,01161,Mark Calcavecchia,4.2,758000,5
40,0,01042,Paul Azinger,4.3,306000,2
40,0,20229,Stewart Cink,4.3,1399000,9
40,0,01320,Bob Estes,4.3,1088000,7
40,0,20043,Edward Fryatt,4.3,310000,2
44,0,08075,Jerry Kelly,4.4,320000,2
45,0,23125,Brad Elder,4.5,1461000,9
45,0,07457,Steve Flesch,4.5,1303000,8
45,0,08881,Tripp Isenhour,4.5,815000,5
48,0,01766,Billy Mayfair,4.6,2302000,14
48,0,01797,Rocco Mediate,4.6,164000,1
48,0,02002,John Riegger,4.6,1163000,7
51,0,01313,Steve Elkington,4.7,507000,3
51,0,01418,Bill Glasson,4.7,679000,4
51,0,01553,John Huston,4.7,169000,1
54,0,12652,Cameron Beckman,4.9,874000,5
54,0,01249,John Daly,4.9,534000,3
54,0,01487,Jeff Hart,4.9,355000,2
54,0,02104,Jeff Sluman,4.9,2286000,13
54,0,20566,Kaname Yokoo,4.9,876000,5
