RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 4 BIRDIES OR BETTER,PAR 4 HOLES
1,0,30925,Dustin Johnson,20.49,158,771
2,0,25562,Andres Romero,20.24,171,845
3,0,32102,Rickie Fowler,19.91,177,889
4,0,06527,Steve Stricker,19.47,147,755
5,0,24781,Hunter Mahan,18.97,185,975
6,0,25818,Scott Piercy,18.96,161,849
7,0,29221,Webb Simpson,18.86,202,1071
8,0,27649,Brandt Snedeker,18.80,175,931
9,0,12716,Charley Hoffman,18.76,184,981
10,0,30110,Kyle Stanley,18.74,200,1067
11,0,20157,Retief Goosen,18.71,99,529
12,0,21731,Freddie Jacobson,18.58,189,1017
13,0,02206,David Toms,18.56,157,846
14,0,23800,Bryce Molder,18.53,164,885
15,0,22371,Aaron Baddeley,18.52,155,837
16,0,27095,Nick Watney,18.47,155,839
17,0,23621,Rory Sabbatini,18.42,170,923
18,0,23983,Luke Donald,18.37,135,735
19,0,21753,Brian Davis,18.36,208,1133
20,0,24502,Adam Scott,18.25,121,663
21,0,27936,Martin Laird,18.17,147,809
21,0,24361,Pat Perez,18.17,147,809
23,0,27120,Troy Matteson,18.14,176,970
24,0,23108,Matt Kuchar,18.05,176,975
25,0,24358,Robert Garrigus,18.00,162,900
26,0,25572,Graeme McDowell,17.99,93,517
27,0,01577,Lee Janzen,17.91,120,670
28,0,22046,Geoff Ogilvy,17.86,130,728
29,0,26476,Chez Reavie,17.84,177,992
29,0,31323,Gary Woodland,17.84,180,1009
31,0,22913,John Rollins,17.83,164,920
31,0,25804,Bubba Watson,17.83,151,847
33,0,23541,Ben Crane,17.81,145,814
34,0,21949,Joe Ogilvie,17.75,145,817
35,0,25345,Carl Pettersson,17.73,186,1049
36,0,30750,Tommy Gainey,17.72,201,1134
37,0,25686,Jason Dufner,17.68,151,854
38,0,24924,Bill Haas,17.61,177,1005
39,0,25274,Steven Bowditch,17.59,165,938
40,0,23409,James Driscoll,17.52,134,765
41,0,12652,Cameron Beckman,17.49,135,772
42,0,33413,Ben Martin,17.46,139,796
43,0,10505,Shane Bertsch,17.45,119,682
44,0,06643,Paul Goydos,17.38,151,869
45,0,20498,Briny Baird,17.37,115,662
46,0,27064,Jhonattan Vegas,17.34,159,917
47,0,26596,Ryan Moore,17.28,141,816
48,0,29910,Blake Adams,17.25,216,1252
49,0,23638,Brendon de Jonge,17.24,196,1137
49,0,27963,Chris Stroud,17.24,165,957
51,0,27141,J.B. Holmes,17.20,97,564
52,0,30926,Chris Kirk,17.19,163,948
53,0,28158,Steve Marino,17.17,141,821
54,0,24507,Jason Bohn,17.16,138,804
54,0,28620,Aron Price,17.16,110,641
56,0,27933,John Merrick,17.15,135,787
56,0,26679,Kevin Stadler,17.15,161,939
58,0,33141,Keegan Bradley,17.14,170,992
59,0,23548,Bill Lunde,17.13,168,981
60,0,11123,Chris Couch,17.11,134,783
61,0,26758,David Hearn,17.10,166,971
62,0,20160,Charlie Wi,17.09,154,901
63,0,28475,Jeff Overton,17.07,171,1002
64,0,07867,Woody Austin,17.03,108,634
65,0,20572,Rod Pampling,17.01,134,788
65,0,20436,Garrett Willis,17.01,131,770
67,0,23718,Nathan Green,17.00,151,888
68,0,26331,Charl Schwartzel,16.99,104,612
69,0,20645,John Senden,16.96,172,1014
70,0,31202,William McGirt,16.92,191,1129
71,0,24490,George McNeill,16.91,127,751
72,0,06573,Brandt Jobe,16.88,182,1078
73,0,32366,Kevin Chappell,16.84,142,843
74,0,21407,Arjun Atwal,16.82,168,999
75,0,29718,Anthony Kim,16.77,133,793
75,0,22348,Nick O'Hern,16.77,161,960
77,0,24604,Hunter Haas,16.76,172,1026
77,0,27770,Camilo Villegas,16.76,125,746
79,0,21350,Ryuji Imada,16.74,151,902
80,0,22405,Justin Rose,16.73,139,831
81,0,10885,Robert Allenby,16.72,153,915
82,0,20229,Stewart Cink,16.71,124,742
82,0,29420,Billy Horschel,16.71,135,808
84,0,23623,Bo Van Pelt,16.68,165,989
85,0,19970,Robert Karlsson,16.64,108,649
85,0,24138,Ian Poulter,16.64,94,565
87,0,25632,Jimmy Walker,16.61,145,873
88,0,28087,Kris Blanks,16.58,165,995
88,0,26300,Matt Jones,16.58,124,748
90,0,01810,Phil Mickelson,16.53,137,829
90,0,25240,D.A. Points,16.53,159,962
92,0,01766,Billy Mayfair,16.50,168,1018
93,0,20848,Ángel Cabrera,16.48,89,540
94,0,24357,K.J. Choi,16.44,134,815
95,0,19846,Brian Gay,16.43,161,980
96,0,06567,Vijay Singh,16.41,141,859
97,0,30946,Alex Prugh,16.36,144,880
98,0,24925,Jonathan Byrd,16.35,147,899
99,0,01116,Michael Bradley,16.34,132,808
99,0,32150,Michael Thompson,16.34,141,863
101,0,26289,Boo Weekley,16.30,117,718
102,0,22961,David Mathis,16.26,148,910
103,0,28089,Jason Day,16.23,131,807
104,0,06004,Stephen Ames,16.22,121,746
105,0,21209,Sergio Garcia,16.20,109,673
106,0,25900,Lucas Glover,16.18,132,816
107,0,21805,Harrison Frazar,16.17,104,643
108,0,27939,Matt McQuillan,16.15,104,644
109,0,12510,Chad Campbell,16.13,175,1085
110,0,23320,Ryan Palmer,16.03,138,861
111,0,26851,Marc Leishman,16.01,151,943
112,0,27974,Sung Kang,15.99,110,688
113,0,08375,Paul Stankowski,15.96,135,846
114,0,34255,Joseph Bramlett,15.95,126,790
114,0,20593,Greg Chalmers,15.95,153,959
116,0,24024,Zach Johnson,15.93,137,860
117,0,09011,David Duval,15.92,114,716
118,0,23325,Vaughn Taylor,15.87,153,964
119,0,27214,Kevin Streelman,15.86,155,977
120,0,12782,Tim Herron,15.85,148,934
121,0,27330,Josh Teater,15.83,179,1131
122,0,01706,Davis Love III,15.80,122,772
123,0,29720,Andres Gonzales,15.73,103,655
124,0,20472,Alex Cejka,15.72,97,617
125,0,10733,Kent Jones,15.71,132,840
126,0,27466,Spencer Levin,15.70,195,1242
127,0,23353,J.J. Henry,15.62,161,1031
128,0,06251,Chris DiMarco,15.61,158,1012
129,0,25396,Kevin Na,15.60,141,904
129,0,30692,Scott Stallings,15.60,142,910
131,0,07457,Steve Flesch,15.55,151,971
132,0,21961,Charles Howell III,15.53,184,1185
132,0,31193,Jim Renner,15.53,109,702
134,0,20070,Matt Bettencourt,15.49,142,917
135,0,22293,Heath Slocum,15.36,149,970
135,0,33911,Nate Smith,15.36,110,716
137,0,24846,Ricky Barnes,15.35,132,860
138,0,28486,Michael Putnam,15.34,112,730
139,0,20766,Padraig Harrington,15.30,99,647
140,0,26951,Johnson Wagner,15.25,136,892
141,0,31401,Zack Miller,15.23,141,926
142,0,27797,Derek Lamely,15.19,106,698
143,0,32698,Bobby Gates,15.18,133,876
144,0,22621,Ben Curtis,15.15,110,726
145,0,33419,Cameron Tringale,15.12,182,1204
146,0,23788,D.J. Trahan,15.11,150,993
147,0,21878,Mark Wilson,15.10,143,947
148,0,23497,Tag Ridings,14.98,142,948
149,0,20098,Stuart Appleby,14.97,107,715
150,0,34072,Will Strickler,14.93,83,556
151,0,28679,Fabián Gómez,14.89,134,900
151,0,25834,Daniel Summerhays,14.89,120,806
153,0,01948,Tim Petrovic,14.87,141,948
154,0,24980,Scott Gutschewski,14.78,107,724
154,0,08075,Jerry Kelly,14.78,140,947
156,0,29518,Brendan Steele,14.66,141,962
157,0,24140,Sean O'Hair,14.54,114,784
158,0,10585,Scott McCarron,14.51,103,710
