RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS
1,0,06251,Chris DiMarco,.00,10
1,0,10860,Justin Leonard,.00,10
1,0,01707,Steve Lowery,.00,10
1,0,10585,Scott McCarron,.00,10
1,0,06567,Vijay Singh,.00,10
1,0,02104,Jeff Sluman,.00,10
