RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,01249,John Daly,288.9,40738,141
2,0,01706,Davis Love III,280.2,56030,200
3,0,01564,David Jackson,278.7,48501,174
4,0,01191,Barry Cheesman,278.6,48472,174
5,0,01006,John Adams,277.6,50795,183
6,0,01890,Brett Ogle,277.1,31039,112
7,0,01226,Fred Couples,275.0,39048,142
8,0,01261,Jay Delsing,274.8,54963,200
9,0,01876,Greg Norman,274.4,29630,108
10,0,06599,John Elliott,274.2,42226,154
11,0,01968,Nick Price,273.9,37793,138
12,0,01042,Paul Azinger,273.3,44274,162
12,0,01846,Jodie Mudd,273.3,31705,116
12,0,02321,Fuzzy Zoeller,273.3,38809,142
15,0,01550,Ed Humenik,272.7,50719,186
16,0,01096,Phil Blackmar,271.4,47497,175
17,0,01408,Kelly Gibson,270.9,55002,203
18,0,06006,JC Anderson,270.6,41124,152
18,0,01553,John Huston,270.6,60346,223
20,0,01958,Dan Pohl,270.5,28131,104
21,0,06128,Steve Lamontagne,270.3,52980,196
22,0,02135,Mike Standly,269.9,49657,184
23,0,02146,Payne Stewart,269.6,50676,188
24,0,01677,Tom Lehman,269.5,51201,190
25,0,02246,Duffy Waldorf,269.3,43090,160
26,0,01810,Phil Mickelson,269.2,39302,146
27,0,01945,Kenny Perry,269.1,48446,180
27,0,02256,Tom Watson,269.1,30141,112
29,0,01116,Michael Bradley,268.8,42207,157
30,0,01385,Jim Gallagher Jr.,268.7,47822,178
30,0,02225,Howard Twitty,268.7,49444,184
32,0,01975,Tom Purtzer,268.4,30065,112
33,0,02133,Craig Stadler,268.2,42644,159
34,0,01143,Brad Bryant,268.1,53623,200
35,0,01418,Bill Glasson,267.9,41251,154
36,0,06034,Marco Dawson,267.8,56243,210
37,0,01313,Steve Elkington,267.5,47080,176
38,0,06090,Jim McGovern,267.1,62772,235
38,0,02101,Joey Sindelar,267.1,37656,141
40,0,01707,Steve Lowery,266.8,57371,215
41,0,02033,Dave Rummells,266.4,42095,158
42,0,06332,Neal Lancaster,266.2,53242,200
43,0,02131,Mike Springer,266.1,43634,164
44,0,10795,Neale Smith,265.7,29757,112
45,0,01510,Nolan Henke,265.6,49403,186
46,0,01161,Mark Calcavecchia,265.4,50157,189
46,0,01837,Gil Morgan,265.4,45650,172
48,0,01068,Andy Bean,265.2,32356,122
48,0,06575,Dudley Hart,265.2,47734,180
50,0,01938,David Peoples,265.1,44005,166
51,0,06086,Russell Beiersdorf,265.0,52992,200
51,0,01468,Gary Hallberg,265.0,48221,182
51,0,01771,Blaine McCallister,265.0,46638,176
51,0,02224,Greg Twiggs,265.0,46908,177
55,0,01783,Mark McCumber,264.9,41317,156
56,0,01607,Brian Kamm,264.8,45538,172
57,0,06197,Michael Allen,264.2,44380,168
57,0,01724,Jeff Maggert,264.2,47019,178
59,0,06617,Brian Henninger,264.0,47256,179
59,0,02245,Grant Waite,264.0,47523,180
61,0,01093,Ronnie Black,263.5,46379,176
62,0,01633,Tom Kite,263.3,35805,136
62,0,01715,Mark Lye,263.3,34224,130
64,0,01035,Tommy Armour III,263.0,29457,112
65,0,01723,Andrew Magee,262.6,38604,147
66,0,02090,Tom Sieckmann,262.5,50407,192
67,0,01320,Bob Estes,262.3,51402,196
68,0,01887,Mark O'Meara,262.1,44826,171
68,0,02218,Ted Tryba,262.1,49266,188
70,0,01374,Robin Freeman,261.9,45052,172
71,0,01569,Peter Jacobsen,261.8,41364,158
72,0,06044,Scott Gump,261.4,47837,183
73,0,01797,Rocco Mediate,261.3,45474,174
74,0,02279,Mark Wiebe,261.1,46990,180
75,0,01648,Billy Kratzert,261.0,27145,104
75,0,02049,Gene Sauers,261.0,49074,188
77,0,01378,David Frost,260.8,38076,146
77,0,01682,Wayne Levi,260.8,39116,150
77,0,02067,Ted Schulz,260.8,49546,190
80,0,01197,Bobby Clampett,260.7,28160,108
80,0,01203,Russ Cochran,260.7,48487,186
80,0,01469,Dan Halldorson,260.7,41186,158
80,0,02104,Jeff Sluman,260.7,50573,194
84,0,01361,Dan Forsman,260.5,45325,174
84,0,06136,Mike Schuchart,260.5,37506,144
86,0,01331,Rick Fehr,260.4,51031,196
86,0,01457,Jay Haas,260.4,57813,222
88,0,01920,Craig Parry,260.2,37990,146
89,0,01690,Bruce Lietzke,259.9,25993,100
90,0,02298,Jim Woodward,259.8,26238,101
91,0,02241,Bobby Wadkins,259.7,33761,130
92,0,01475,Donnie Hammond,259.5,43084,166
93,0,01388,Robert Gamez,259.1,41978,162
93,0,02206,David Toms,259.1,43266,167
95,0,01235,Ben Crenshaw,259.0,36780,142
95,0,01823,Larry Mize,259.0,39373,152
97,0,01024,Billy Andrade,258.8,47622,184
98,0,01060,Dave Barr,258.5,48603,188
98,0,02185,Lance Ten Broeck,258.5,49890,193
100,0,01619,Skip Kendall,258.3,49341,191
100,0,01926,Steve Pate,258.3,45978,178
102,0,01072,Chip Beck,258.2,45437,176
102,0,02303,Robert Wrenn,258.2,41831,162
104,0,01098,Jay Don Blake,258.1,38972,151
104,0,01930,Eddie Pearce,258.1,31749,123
106,0,06124,Patrick Burke,258.0,29417,114
106,0,01390,Buddy Gardner,258.0,33535,130
106,0,01527,Scott Hoch,258.0,47987,186
109,0,01200,Keith Clearwater,257.9,53640,208
109,0,01282,Trevor Dodds,257.9,42289,164
109,0,08045,Perry Moss,257.9,44351,172
112,0,01414,Bob Gilder,257.8,40216,156
113,0,01444,Ken Green,257.6,30135,117
113,0,01533,P.H. Horgan III,257.6,44824,174
115,0,01132,Mark Brooks,257.2,48610,189
115,0,07569,Mark Carnevale,257.2,47842,186
117,0,01014,Fulton Allem,257.1,46282,180
117,0,01577,Lee Janzen,257.1,47043,183
119,0,06012,Greg Kraft,257.0,37005,144
120,0,01288,Ed Dougherty,256.8,57015,222
120,0,02255,Denis Watson,256.8,31327,122
122,0,01185,Brandel Chamblee,256.6,42081,164
123,0,01129,Bill Britton,256.3,45623,178
124,0,01219,John Cook,256.2,42782,167
124,0,01864,Larry Nelson,256.2,28186,110
126,0,06643,Paul Goydos,256.1,48663,190
126,0,01761,Len Mattiace,256.1,39691,155
128,0,06058,John Flannery,256.0,52732,206
128,0,02170,Hal Sutton,256.0,43267,169
130,0,01218,Jeff Cook,255.8,41952,164
130,0,02294,Willie Wood,255.8,39902,156
132,0,02111,Mike Smith,255.6,46014,180
132,0,02214,Kirk Triplett,255.6,47032,184
134,0,02099,Scott Simpson,255.4,39845,156
134,0,02201,Jim Thorpe,255.4,28609,112
136,0,08553,Lee Porter,255.2,26032,102
136,0,06401,Marty Schiene,255.2,31639,124
138,0,01196,Brian Claar,255.1,55093,216
138,0,01736,Roger Maltbie,255.1,30103,118
140,0,02100,Tim Simpson,255.0,43097,169
141,0,01971,Dillard Pruitt,254.8,43831,172
142,0,05319,Gene Jones,254.7,29036,114
142,0,02159,Curtis Strange,254.7,39729,156
144,0,02217,Dennis Trixler,254.6,41760,164
145,0,01329,Brad Faxon,254.5,43261,170
146,0,01201,Lennie Clements,254.4,40700,160
147,0,01659,Massy Kuramoto,254.1,30996,122
148,0,10207,Jimmy Johnston,253.9,35040,138
149,0,01284,Mike Donald,253.7,46428,183
149,0,01559,Hale Irwin,253.7,33995,134
151,0,02190,Doug Tewell,253.4,31418,124
152,0,02223,Bob Tway,253.3,34442,136
153,0,01307,Joel Edwards,253.2,45574,180
153,0,02322,Richard Zokol,253.2,36721,145
155,0,01549,Mike Hulbert,253.0,50607,200
155,0,01766,Billy Mayfair,253.0,55668,220
157,0,01323,Brad Fabel,252.8,41464,164
158,0,02267,D.A. Weibring,252.4,37858,150
159,0,01049,Ian Baker-Finch,252.3,30782,122
159,0,06566,Jaime Gomez,252.3,42894,170
161,0,01248,Rick Dalpos,252.2,35311,140
162,0,01755,Dick Mast,252.1,43872,174
163,0,01306,David Edwards,252.0,39306,156
163,0,01849,Bill Murchison,252.0,27221,108
165,0,01928,Corey Pavin,251.9,45853,182
166,0,01725,John Mahaffey,251.7,36746,146
167,0,06691,Greg Cesario,251.4,31179,124
168,0,02007,Larry Rinker,251.3,36946,147
168,0,02180,Harry Taylor,251.3,44227,176
170,0,01381,Fred Funk,251.2,57787,230
170,0,02242,Lanny Wadkins,251.2,34918,139
172,0,01435,Wayne Grady,251.1,26113,104
173,0,01353,Bruce Fleisher,250.1,44516,178
174,0,10195,Tim Conley,249.9,31488,126
174,0,02010,Loren Roberts,249.9,47472,190
176,0,01701,Bob Lohr,249.8,42461,170
177,0,01891,David Ogrin,249.6,45928,184
178,0,01157,Tom Byrum,249.5,37926,152
179,0,06284,Jim Hallet,248.7,44764,180
179,0,01946,Peter Persons,248.7,44519,179
181,0,06144,John Dowdall,247.9,26772,108
182,0,06589,Jeff Woodland,247.5,39099,158
183,0,01934,Dave Peege,247.4,28201,114
184,0,08759,Tad Rhyan,247.1,39037,158
