RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,22548,Patrick Sheehan,343,699,49.1
2,0,19846,Brian Gay,342,701,48.8
2,0,02101,Joey Sindelar,342,666,51.4
4,0,01941,Tom Pernice Jr.,339,650,52.2
5,0,25345,Carl Pettersson,336,673,49.9
6,0,20121,Todd Fischer,335,656,51.1
6,0,01707,Steve Lowery,335,631,53.1
8,0,20850,Daniel Chopra,334,679,49.2
9,0,20548,Hidemichi Tanaka,333,655,50.8
10,0,24925,Jonathan Byrd,329,650,50.6
10,0,21959,Ted Purdy,329,652,50.5
12,0,12680,Shigeki Maruyama,321,635,50.6
13,0,24781,Hunter Mahan,318,644,49.4
13,0,06567,Vijay Singh,318,642,49.5
15,0,12652,Cameron Beckman,317,607,52.2
16,0,23325,Vaughn Taylor,314,637,49.3
17,0,21805,Harrison Frazar,313,656,47.7
18,0,21633,Steve Allan,312,622,50.2
18,0,23623,Bo Van Pelt,312,653,47.8
20,0,07867,Woody Austin,311,645,48.2
21,0,08931,Glen Day,307,562,54.6
21,0,22405,Justin Rose,307,613,50.1
23,0,06197,Michael Allen,306,554,55.2
23,0,25396,Kevin Na,306,610,50.2
25,0,06332,Neal Lancaster,302,605,49.9
26,0,23497,Tag Ridings,301,628,47.9
27,0,01320,Bob Estes,300,575,52.2
28,0,01553,John Huston,299,585,51.1
29,0,12782,Tim Herron,298,607,49.1
29,0,21949,Joe Ogilvie,298,620,48.1
29,0,20645,John Senden,298,576,51.7
32,0,01035,Tommy Armour III,297,593,50.1
32,0,07749,Brett Quigley,297,605,49.1
32,0,22293,Heath Slocum,297,615,48.3
35,0,01766,Billy Mayfair,296,659,44.9
36,0,02104,Jeff Sluman,293,585,50.1
37,0,24361,Pat Perez,291,560,52.0
38,0,01388,Robert Gamez,288,593,48.6
39,0,26679,Kevin Stadler,287,575,49.9
40,0,01161,Mark Calcavecchia,285,555,51.4
40,0,22913,John Rollins,285,546,52.2
42,0,24140,Sean O'Hair,284,597,47.6
43,0,22371,Aaron Baddeley,283,585,48.4
43,0,07223,Brian Bateman,283,562,50.4
45,0,19881,Robert Damron,282,550,51.3
45,0,23353,J.J. Henry,282,554,50.9
45,0,24024,Zach Johnson,282,592,47.6
48,0,24507,Jason Bohn,281,561,50.1
49,0,10733,Kent Jones,280,626,44.7
50,0,27095,Nick Watney,276,550,50.2
51,0,25240,D.A. Points,275,556,49.5
52,0,08075,Jerry Kelly,274,527,52.0
52,0,06595,Kevin Sutherland,274,509,53.8
54,0,11032,Frank Lickliter II,271,571,47.5
54,0,22046,Geoff Ogilvy,271,551,49.2
54,0,23349,Charles Warren,271,533,50.8
57,0,20498,Briny Baird,269,586,45.9
57,0,01473,Todd Hamilton,269,534,50.4
57,0,08993,Franklin Langham,269,510,52.7
57,0,21951,Joey Snyder III,269,565,47.6
61,0,06034,Marco Dawson,267,552,48.4
61,0,01381,Fred Funk,267,563,47.4
63,0,01685,J.L. Lewis,266,578,46.0
64,0,01024,Billy Andrade,264,546,48.4
65,0,25900,Lucas Glover,262,532,49.2
65,0,24604,Hunter Haas,262,523,50.1
67,0,08385,Omar Uresti,261,505,51.7
68,0,01761,Len Mattiace,260,574,45.3
68,0,12602,Dean Wilson,260,560,46.4
70,0,06573,Brandt Jobe,258,563,45.8
71,0,23552,Hank Kuehne,255,538,47.4
72,0,01948,Tim Petrovic,253,546,46.3
73,0,01139,Olin Browne,251,570,44.0
73,0,23541,Ben Crane,251,524,47.9
73,0,06575,Dudley Hart,251,526,47.7
73,0,20572,Rod Pampling,251,485,51.8
73,0,02246,Duffy Waldorf,251,498,50.4
78,0,20691,Greg Owen,249,486,51.2
79,0,21350,Ryuji Imada,248,470,52.8
80,0,23725,Brendan Jones,246,495,49.7
80,0,20382,Stephen Leaney,246,502,49.0
80,0,12660,Jesper Parnevik,246,492,50.0
83,0,10809,Jim Furyk,245,525,46.7
83,0,23320,Ryan Palmer,245,578,42.4
85,0,23135,Tim Clark,244,478,51.0
85,0,21753,Brian Davis,244,473,51.6
87,0,02106,Chris Smith,243,507,47.9
88,0,21806,Paul Gow,241,471,51.2
88,0,20474,Phillip Price,241,470,51.3
90,0,01132,Mark Brooks,238,440,54.1
90,0,01142,Bart Bryant,238,521,45.7
90,0,22295,Darron Stiles,238,502,47.4
93,0,06621,Joe Durant,235,435,54.0
93,0,23063,Scott Hend,235,449,52.3
93,0,20094,Jonathan Kaye,235,447,52.6
96,0,23409,James Driscoll,234,448,52.2
97,0,10201,Matt Gogel,233,469,49.7
97,0,01723,Andrew Magee,233,471,49.5
99,0,01619,Skip Kendall,231,481,48.0
99,0,01928,Corey Pavin,231,455,50.8
99,0,06527,Steve Stricker,231,479,48.2
102,0,08725,Tom Gillis,230,465,49.5
103,0,06004,Stephen Ames,229,461,49.7
103,0,20229,Stewart Cink,229,513,44.6
103,0,24912,Will MacKenzie,229,466,49.1
106,0,01157,Tom Byrum,227,510,44.5
