RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,10117,Bob Heintz,50.00,81,162
2,0,25396,Kevin Na,49.60,125,252
3,0,23621,Rory Sabbatini,49.21,124,252
4,0,19972,José Coceres,48.15,52,108
4,0,02010,Loren Roberts,48.15,78,162
6,0,01619,Skip Kendall,47.62,60,126
7,0,08931,Glen Day,45.73,107,234
8,0,22371,Aaron Baddeley,45.63,115,252
9,0,01219,John Cook,45.56,82,180
10,0,23552,Hank Kuehne,45.37,98,216
11,0,12782,Tim Herron,45.20,179,396
12,0,06197,Michael Allen,45.19,122,270
13,0,02206,David Toms,45.10,138,306
14,0,06527,Steve Stricker,45.06,73,162
15,0,20121,Todd Fischer,44.81,121,270
16,0,23541,Ben Crane,44.44,136,306
17,0,08725,Tom Gillis,43.89,79,180
17,0,21949,Joe Ogilvie,43.89,158,360
19,0,01887,Mark O'Meara,43.52,94,216
20,0,23614,Rich Beem,43.33,39,90
21,0,22621,Ben Curtis,43.06,62,144
22,0,02239,Scott Verplank,42.98,147,342
23,0,01553,John Huston,42.86,108,252
24,0,20663,Brenden Pappas,42.78,77,180
25,0,01329,Brad Faxon,42.74,100,234
26,0,20850,Daniel Chopra,42.69,146,342
27,0,25900,Lucas Glover,42.59,115,270
27,0,20628,Arron Oberholser,42.59,92,216
27,0,23497,Tag Ridings,42.59,115,270
27,0,20127,Chris Riley,42.59,69,162
31,0,01928,Corey Pavin,42.46,107,252
32,0,21878,Mark Wilson,42.42,84,198
33,0,01361,Dan Forsman,42.36,61,144
34,0,08793,Tiger Woods,42.16,129,306
35,0,02214,Kirk Triplett,41.98,68,162
35,0,10425,Jay Williamson,41.98,68,162
37,0,20229,Stewart Cink,41.94,151,360
38,0,24227,Justin Bolli,41.67,60,144
38,0,19846,Brian Gay,41.67,135,324
38,0,01677,Tom Lehman,41.67,105,252
38,0,01797,Rocco Mediate,41.67,105,252
38,0,21498,Hideto Tanihara,41.67,30,72
43,0,20099,Doug Barron,41.41,82,198
44,0,21753,Brian Davis,41.27,104,252
44,0,25847,Rob Rashell,41.27,52,126
46,0,06034,Marco Dawson,41.05,133,324
47,0,01761,Len Mattiace,40.97,59,144
48,0,06373,José María Olazábal,40.91,81,198
49,0,02246,Duffy Waldorf,40.87,103,252
50,0,01941,Tom Pernice Jr.,40.74,154,378
50,0,22295,Darron Stiles,40.74,88,216
52,0,12652,Cameron Beckman,40.63,117,288
53,0,23322,Brett Wetterich,40.56,73,180
54,0,06004,Stephen Ames,40.52,124,306
54,0,01388,Robert Gamez,40.52,124,306
56,0,10809,Jim Furyk,40.48,153,378
57,0,01161,Mark Calcavecchia,40.35,138,342
57,0,23135,Tim Clark,40.35,138,342
59,0,20623,Gavin Coles,40.28,87,216
59,0,06599,John Elliott,40.28,29,72
59,0,22405,Justin Rose,40.28,145,360
62,0,01226,Fred Couples,40.17,94,234
62,0,23349,Charles Warren,40.17,94,234
64,0,23320,Ryan Palmer,40.12,130,324
64,0,24138,Ian Poulter,40.12,65,162
66,0,02104,Jeff Sluman,40.06,137,342
67,0,20160,Charlie Wi,39.90,79,198
68,0,24507,Jason Bohn,39.87,122,306
68,0,24361,Pat Perez,39.87,122,306
70,0,28088,Matt Davidson,39.81,43,108
70,0,10912,Craig Perks,39.81,43,108
72,0,08075,Jerry Kelly,39.77,136,342
73,0,08385,Omar Uresti,39.68,100,252
74,0,20634,Peter Lonard,39.63,107,270
75,0,01823,Larry Mize,39.58,57,144
76,0,06575,Dudley Hart,39.51,128,324
77,0,01132,Mark Brooks,39.44,71,180
77,0,23409,James Driscoll,39.44,71,180
77,0,20378,Mathias Grönberg,39.44,71,180
80,0,01320,Bob Estes,39.42,149,378
81,0,01042,Paul Azinger,39.39,78,198
82,0,26679,Kevin Stadler,39.35,85,216
83,0,25240,D.A. Points,39.32,92,234
83,0,27095,Nick Watney,39.32,92,234
85,0,10585,Scott McCarron,39.29,99,252
86,0,10860,Justin Leonard,39.26,106,270
86,0,01706,Davis Love III,39.26,106,270
88,0,06332,Neal Lancaster,39.24,113,288
89,0,24024,Zach Johnson,39.20,127,324
89,0,01685,J.L. Lewis,39.20,127,324
91,0,23325,Vaughn Taylor,39.18,134,342
92,0,22293,Heath Slocum,39.15,148,378
93,0,21633,Steve Allan,38.89,126,324
93,0,01313,Steve Elkington,38.89,91,234
93,0,12645,Brent Geiberger,38.89,63,162
93,0,20766,Padraig Harrington,38.89,70,180
93,0,08537,J.P. Hayes,38.89,70,180
93,0,08545,Glen Hnatiuk,38.89,49,126
93,0,06573,Brandt Jobe,38.89,133,342
93,0,20094,Jonathan Kaye,38.89,112,288
93,0,24912,Will MacKenzie,38.89,84,216
93,0,20691,Greg Owen,38.89,119,306
93,0,22548,Patrick Sheehan,38.89,140,360
104,0,02223,Bob Tway,38.54,111,288
105,0,01249,John Daly,38.49,97,252
106,0,06567,Vijay Singh,38.44,173,450
107,0,20474,Phillip Price,38.43,83,216
108,0,01723,Andrew Magee,38.38,76,198
109,0,12680,Shigeki Maruyama,38.36,145,378
110,0,01139,Olin Browne,38.30,131,342
110,0,01142,Bart Bryant,38.30,131,342
110,0,25345,Carl Pettersson,38.30,131,342
113,0,01810,Phil Mickelson,38.24,117,306
114,0,19881,Robert Damron,38.19,110,288
115,0,24140,Sean O'Hair,38.13,151,396
116,0,23036,Chris Anderson,38.10,48,126
116,0,02106,Chris Smith,38.10,96,252
118,0,24604,Hunter Haas,37.96,82,216
119,0,24781,Hunter Mahan,37.91,116,306
120,0,02101,Joey Sindelar,37.88,150,396
121,0,01473,Todd Hamilton,37.85,109,288
122,0,21407,Arjun Atwal,37.78,102,270
123,0,12823,Carlos Franco,37.70,95,252
123,0,01724,Jeff Maggert,37.70,95,252
125,0,21951,Joey Snyder III,37.65,122,324
126,0,23788,D.J. Trahan,37.61,88,234
127,0,12660,Jesper Parnevik,37.58,115,306
128,0,10423,Mike Weir,37.50,81,216
129,0,24925,Jonathan Byrd,37.43,128,342
130,0,06251,Chris DiMarco,37.41,101,270
131,0,23353,J.J. Henry,37.35,121,324
131,0,01945,Kenny Perry,37.35,121,324
133,0,10733,Kent Jones,37.25,114,306
133,0,11032,Frank Lickliter II,37.25,114,306
135,0,24290,D.J. Brigman,37.22,67,180
136,0,19824,Craig Barlow,37.18,87,234
136,0,21350,Ryuji Imada,37.18,87,234
138,0,01024,Billy Andrade,37.04,100,270
138,0,01381,Fred Funk,37.04,140,378
138,0,23063,Scott Hend,37.04,60,162
138,0,26420,Richard Johnson,37.04,60,162
138,0,20812,Tjaart van der Walt,37.04,60,162
143,0,21805,Harrison Frazar,36.94,133,360
144,0,01707,Steve Lowery,36.93,113,306
145,0,01666,Bernhard Langer,36.90,93,252
146,0,21209,Sergio Garcia,36.81,106,288
146,0,12602,Dean Wilson,36.81,106,288
148,0,20548,Hidemichi Tanaka,36.73,119,324
149,0,07867,Woody Austin,36.67,132,360
149,0,12510,Chad Campbell,36.67,132,360
149,0,01457,Jay Haas,36.67,66,180
152,0,23623,Bo Van Pelt,36.62,145,396
153,0,20472,Alex Cejka,36.57,79,216
154,0,23983,Luke Donald,36.51,92,252
155,0,01487,Jeff Hart,36.42,59,162
155,0,23108,Matt Kuchar,36.42,59,162
155,0,20572,Rod Pampling,36.42,118,324
158,0,10201,Matt Gogel,36.36,72,198
158,0,01577,Lee Janzen,36.36,72,198
158,0,12454,Mario Tiziani,36.36,72,198
161,0,08993,Franklin Langham,36.32,85,234
162,0,22046,Geoff Ogilvy,36.24,137,378
163,0,01035,Tommy Armour III,36.11,143,396
164,0,01766,Billy Mayfair,35.88,155,432
165,0,26287,Roland Thatcher,35.65,77,216
166,0,21961,Charles Howell III,35.49,115,324
167,0,21731,Freddie Jacobson,35.47,83,234
168,0,01599,Steve Jones,35.42,51,144
169,0,24357,K.J. Choi,35.19,95,270
169,0,07457,Steve Flesch,35.19,95,270
169,0,20433,Mark Hensby,35.19,95,270
169,0,01948,Tim Petrovic,35.19,95,270
169,0,06595,Kevin Sutherland,35.19,114,324
174,0,10885,Robert Allenby,34.81,94,270
174,0,24980,Scott Gutschewski,34.81,94,270
174,0,07749,Brett Quigley,34.81,94,270
177,0,21806,Paul Gow,34.72,75,216
177,0,12662,Thomas Levet,34.72,50,144
179,0,07223,Brian Bateman,34.44,93,270
179,0,06621,Joe Durant,34.44,93,270
181,0,24502,Adam Scott,34.03,98,288
182,0,20098,Stuart Appleby,33.99,104,306
183,0,20645,John Senden,33.86,128,378
184,0,23725,Brendan Jones,33.80,73,216
185,0,01157,Tom Byrum,33.73,85,252
186,0,21959,Ted Purdy,33.33,156,468
186,0,22913,John Rollins,33.33,108,324
188,0,20502,Michael Long,32.72,53,162
189,0,01127,Danny Briggs,32.64,47,144
190,0,20382,Stephen Leaney,32.59,88,270
191,0,12826,Paul Claxton,32.22,58,180
192,0,01927,Dennis Paulson,31.94,46,144
193,0,08123,Jeff Brehaut,31.82,63,198
194,0,20396,Lee Westwood,31.11,56,180
195,0,20498,Briny Baird,31.05,95,306
196,0,20157,Retief Goosen,30.95,78,252
197,0,06515,Shaun Micheel,30.81,61,198
198,0,01175,Jim Carter,30.56,33,108
199,0,01418,Bill Glasson,30.16,38,126
200,0,23540,Jason Allred,28.57,36,126
201,0,26758,David Hearn,28.40,46,162
202,0,10962,Bradley Hughes,27.78,30,108
