RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,08793,Tiger Woods,605.000
2,0,01810,Phil Mickelson,342.125
3,0,23614,Rich Beem,238.750
4,0,02206,David Toms,173.375
5,0,01381,Fred Funk,165.625
6,0,10860,Justin Leonard,153.107
7,0,20127,Chris Riley,145.000
8,0,08075,Jerry Kelly,139.375
9,0,01797,Rocco Mediate,123.750
10,0,21961,Charles Howell III,119.108
11,0,10809,Jim Furyk,111.979
12,0,06251,Chris DiMarco,110.357
13,0,01527,Scott Hoch,103.375
14,0,01945,Kenny Perry,92.857
15,0,01761,Len Mattiace,91.750
16,0,01706,Davis Love III,91.250
17,0,02010,Loren Roberts,89.643
18,0,02104,Jeff Sluman,88.000
19,0,10585,Scott McCarron,85.000
20,0,01724,Jeff Maggert,82.143
21,0,24361,Pat Perez,80.250
22,0,01219,John Cook,77.813
23,0,01766,Billy Mayfair,77.500
24,0,01161,Mark Calcavecchia,76.438
25,0,01707,Steve Lowery,75.178
26,0,01329,Brad Faxon,75.000
27,0,01320,Bob Estes,70.208
28,0,22913,John Rollins,69.250
29,0,24925,Jonathan Byrd,68.750
29,0,01361,Dan Forsman,68.750
31,0,23108,Matt Kuchar,65.625
32,0,02106,Chris Smith,60.937
33,0,20094,Jonathan Kaye,58.125
34,0,06809,Bob Burns,56.250
35,0,01553,John Huston,54.643
36,0,01685,J.L. Lewis,52.500
37,0,01024,Billy Andrade,51.458
38,0,08537,J.P. Hayes,51.250
39,0,08339,Spike McRoy,50.937
40,0,01577,Lee Janzen,50.000
40,0,06573,Brandt Jobe,50.000
42,0,02223,Bob Tway,49.062
43,0,06575,Dudley Hart,48.750
44,0,01938,David Peoples,47.917
45,0,01388,Robert Gamez,46.500
46,0,07457,Steve Flesch,42.813
47,0,10201,Matt Gogel,42.187
48,0,02101,Joey Sindelar,41.250
49,0,06595,Kevin Sutherland,40.268
50,0,01132,Mark Brooks,40.000
50,0,01887,Mark O'Meara,40.000
52,0,02239,Scott Verplank,39.000
53,0,12782,Tim Herron,38.333
54,0,01175,Jim Carter,37.500
54,0,08931,Glen Day,37.500
54,0,02049,Gene Sauers,37.500
57,0,12510,Chad Campbell,36.250
57,0,19846,Brian Gay,36.250
59,0,19824,Craig Barlow,35.000
60,0,01249,John Daly,33.750
61,0,21805,Harrison Frazar,33.125
62,0,06332,Neal Lancaster,32.750
63,0,02214,Kirk Triplett,31.607
64,0,20498,Briny Baird,31.250
64,0,23541,Ben Crane,31.250
66,0,01307,Joel Edwards,29.792
67,0,01157,Tom Byrum,29.375
68,0,23338,David Gossett,29.250
69,0,22293,Heath Slocum,27.187
70,0,02246,Duffy Waldorf,26.518
71,0,01042,Paul Azinger,26.250
71,0,20095,Carl Paulson,26.250
71,0,23177,Kenneth Staton,26.250
74,0,12652,Cameron Beckman,25.580
75,0,06515,Shaun Micheel,25.000
76,0,20229,Stewart Cink,24.554
77,0,01677,Tom Lehman,23.750
78,0,07003,David Berganio Jr.,22.500
78,0,09011,David Duval,22.500
78,0,01948,Tim Petrovic,22.500
81,0,20029,Notah Begay III,22.375
82,0,01226,Fred Couples,21.875
83,0,01098,Jay Don Blake,20.000
83,0,23125,Brad Elder,20.000
83,0,20436,Garrett Willis,20.000
86,0,23353,J.J. Henry,19.375
87,0,01723,Andrew Magee,19.250
88,0,01941,Tom Pernice Jr.,17.500
89,0,01457,Jay Haas,16.250
89,0,07235,John Morse,16.250
91,0,01139,Olin Browne,15.625
92,0,06617,Brian Henninger,15.000
92,0,12705,Cliff Kresge,15.000
92,0,07749,Brett Quigley,15.000
95,0,01385,Jim Gallagher Jr.,13.750
95,0,11011,Mike Sposa,13.750
97,0,01569,Peter Jacobsen,13.125
98,0,08337,Mike Heinen,12.500
98,0,10649,Tom Scherrer,12.500
98,0,02110,Jerry Smith,12.500
101,0,01035,Tommy Armour III,12.292
102,0,08881,Tripp Isenhour,11.250
102,0,06527,Steve Stricker,11.250
104,0,11032,Frank Lickliter II,10.893
105,0,07721,Pat Bates,10.875
106,0,10425,Jay Williamson,10.625
107,0,02256,Tom Watson,10.000
108,0,01374,Robin Freeman,8.750
108,0,01619,Skip Kendall,8.750
108,0,01928,Corey Pavin,8.750
111,0,12645,Brent Geiberger,8.392
112,0,08123,Jeff Brehaut,6.250
113,0,01185,Brandel Chamblee,5.357
114,0,02002,John Riegger,5.000
114,0,23322,Brett Wetterich,5.000
116,0,01203,Russ Cochran,4.688
116,0,06012,Greg Kraft,4.688
118,0,06643,Paul Goydos,4.250
119,0,10733,Kent Jones,3.750
120,0,08375,Paul Stankowski,2.500
121,0,01142,Bart Bryant,1.875
121,0,01475,Donnie Hammond,1.875
123,0,23800,Bryce Molder,1.500
124,0,07867,Woody Austin,1.250
125,0,20105,Jeff Gove,.833
126,0,19881,Robert Damron,.625
126,0,06036,Scott Dunlap,.625
126,0,06498,Matt Peterson,.625
129,0,02133,Craig Stadler,.500
