RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
251,0,06386,Bill Porter,1.25,68389,5462000
254,0,10501,Christian Pena,1.24,7146,575000
254,0,02100,Tim Simpson,1.24,2688,216000
254,0,02152,Dave Stockton,1.24,3122,252000
257,0,01925,Jerry Pate,1.23,62001,5031000
258,0,06969,Mike Tschetter,1.22,1540,126000
259,0,20393,Philip Walton,1.21,6750,559375
260,0,08973,Wayne Riley,1.18,6579,559375
261,0,06563,Roger Salazar,1.17,2730,234000
261,0,08563,Bruce Vaughan,1.17,77560,6650000
263,0,19770,Bobby Doolittle,1.16,2508,216000
263,0,06088,Steve Gotsche,1.16,70425,6075000
265,0,01926,Steve Pate,1.15,89758,7820000
266,0,08583,Ken McDonald,1.14,2266,198000
266,0,20213,Katsumasa Miyamoto,1.14,3075,270000
268,0,01266,Clark Dennis,1.11,92076,8279000
269,0,02322,Richard Zokol,1.10,23370,2115000
270,0,01191,Barry Cheesman,1.09,1960,180000
270,0,02054,Ken Schall,1.09,1960,180000
270,0,02148,Ray Stewart,1.09,48965,4509000
273,0,01114,Bob Boyd,1.07,5400,504000
273,0,20016,Ikuo Shirahama,1.07,2304,216000
275,0,01717,Sandy Lyle,1.06,22907,2161375
275,0,01858,Tommy Nakajima,1.06,10128,955375
275,0,01930,Eddie Pearce,1.06,2280,216000
278,0,01495,Morris Hatalsky,1.05,9833,936000
279,0,01014,Fulton Allem,1.04,54239,5237000
279,0,01550,Ed Humenik,1.04,78149,7542000
281,0,01133,Billy Ray Brown,1.03,56111,5426000
281,0,10837,Kevin Burton,1.03,2232,216000
281,0,12393,Rodney Butcher,1.03,1860,180000
281,0,07547,Craig Kanada,1.03,2220,216000
281,0,20145,Richard Sadler,1.03,2790,270000
286,0,08717,Kawika Cotner,1.02,56625,5535000
286,0,01435,Wayne Grady,1.02,45217,4428375
286,0,01755,Dick Mast,1.02,26622,2610000
286,0,18886,Tom Sullivan,1.02,2208,216000
290,0,06048,Dicky Thompson,1.01,53379,5301000
291,0,01373,Ray Freeman,.99,2314,234000
291,0,01685,J.L. Lewis,.99,59750,6039000
291,0,20448,David Rueter,.99,1780,180000
294,0,06251,Chris DiMarco,.97,74697,7722000
294,0,01610,Yoshinori Kaneko,.97,4205,432000
294,0,01682,Wayne Levi,.97,46095,4752000
294,0,20155,Bobby Tracy,.97,2088,216000
294,0,06791,Mark Wurtz,.97,59949,6165000
299,0,06641,Jeff Leonard,.96,53444,5562000
299,0,07405,John Sikes,.96,2236,234000
301,0,07569,Mark Carnevale,.90,62206,6912000
302,0,10145,Tom Hearn,.89,39163,4401000
302,0,02067,Ted Schulz,.89,29290,3276000
302,0,02111,Mike Smith,.89,48088,5373000
305,0,08075,Jerry Kelly,.88,4733,540000
305,0,02190,Doug Tewell,.88,45877,5202000
307,0,06284,Jim Hallet,.86,4955,576000
308,0,01425,Ernie Gonzalez,.84,4227,504000
309,0,06809,Bob Burns,.80,59243,7442000
309,0,08547,John Maginnes,.80,2806,350000
311,0,01162,Rex Caldwell,.79,8693,1098000
312,0,01824,Yoshinori Mizumaki,.76,28292,3699000
313,0,06020,Steve Brodie,.75,11460,1530000
313,0,01864,Larry Nelson,.75,40689,5436000
315,0,12626,Joey Gullion,.74,2574,350000
315,0,02131,Mike Springer,.74,55146,7443375
317,0,01986,Joey Rassett,.72,34131,4752000
318,0,01992,Don Reese,.70,38905,5526000
319,0,07721,Pat Bates,.69,48048,7002000
319,0,01782,Mike McCullough,.69,2376,342000
319,0,02020,Eduardo Romero,.69,24941,3627375
322,0,11234,Pete Mathews,.66,2268,342000
323,0,20024,Marco Gortana,.63,2940,468000
324,0,01533,P.H. Horgan III,.62,2462,396000
325,0,01499,Mark Hayes,.61,7061,1152000
325,0,02007,Larry Rinker,.61,9975,1638000
327,0,07267,Allen Doyle,.60,3264,540000
328,0,12416,Chris Van Der Velde,.59,2244,378000
329,0,06422,Kazuhiro Takami,.56,2328,415375
330,0,06128,Steve Lamontagne,.55,2175,396000
330,0,01924,Alan Pate,.55,4160,756000
332,0,10041,Wayne DeFrancesco,.52,3162,612000
333,0,01200,Keith Clearwater,.50,34354,6876000
333,0,01390,Buddy Gardner,.50,5621,1116000
333,0,10962,Bradley Hughes,.50,7146,1421000
336,0,10838,John Godwin,.49,2040,414000
337,0,02064,John Schroeder,.44,5121,1152000
338,0,01501,Vance Heafner,.43,1690,396000
338,0,01639,Kenny Knox,.43,9010,2106000
338,0,01659,Massy Kuramoto,.43,2460,576000
341,0,20111,John Connelly,.41,3039,746000
341,0,01949,Mark Pfeil,.41,2890,702000
343,0,01705,Tim Loustalot,.36,17077,4707000
344,0,06573,Brandt Jobe,.35,3969,1125375
344,0,01964,Greg Powers,.35,2712,774000
346,0,02201,Jim Thorpe,.34,12945,3843000
347,0,01197,Bobby Clampett,.28,5471,1926000
348,0,12449,Ryan Howison,.27,11077,4095000
349,0,01436,David Graham,.25,3196,1260000
350,0,01068,Andy Bean,.24,7404,3069000
351,0,01648,Billy Kratzert,.23,4548,1944000
352,0,10933,Scott Ford,.20,7608,3897000
353,0,01150,George Burns,.18,2462,1332000
353,0,01284,Mike Donald,.18,5760,3141000
355,0,01151,Clark Burroughs,.17,5218,3159000
355,0,01884,Mac O'Grady,.17,1540,900000
357,0,01443,Hubert Green,.15,6200,4230000
358,0,01571,Barry Jaeckel,.10,1540,1602000
359,0,01489,Steve Hart,.07,2748,3699000
