RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,0,06621,Joe Durant,78.43,1102,1405
2,0,01381,Fred Funk,78.01,1142,1464
3,0,02239,Scott Verplank,75.23,899,1195
4,0,22293,Heath Slocum,74.67,970,1299
5,0,01823,Larry Mize,74.33,527,709
6,0,08385,Omar Uresti,74.30,610,821
7,0,01313,Steve Elkington,73.91,524,709
8,0,10809,Jim Furyk,73.85,912,1235
9,0,01139,Olin Browne,73.56,1071,1456
10,0,06643,Paul Goydos,72.90,729,1000
11,0,01142,Bart Bryant,72.76,876,1204
11,0,02214,Kirk Triplett,72.76,569,782
13,0,01619,Skip Kendall,72.08,723,1003
14,0,01724,Jeff Maggert,71.86,812,1130
15,0,21470,Daisuke Maruyama,71.75,790,1101
16,0,20498,Briny Baird,71.39,766,1073
17,0,01219,John Cook,70.65,657,930
18,0,20127,Chris Riley,70.55,805,1141
19,0,08075,Jerry Kelly,70.26,978,1392
20,0,24138,Ian Poulter,70.19,511,728
21,0,01766,Billy Mayfair,70.14,921,1313
22,0,21753,Brian Davis,70.06,880,1256
23,0,06012,Greg Kraft,70.01,733,1047
24,0,20812,Tjaart van der Walt,69.69,554,795
25,0,02110,Jerry Smith,69.66,893,1282
26,0,24024,Zach Johnson,69.63,855,1228
27,0,01388,Robert Gamez,69.51,912,1312
28,0,01132,Mark Brooks,69.35,860,1240
29,0,10885,Robert Allenby,69.33,746,1076
30,0,02206,David Toms,69.18,671,970
31,0,19846,Brian Gay,68.64,1022,1489
32,0,19913,Ron Whittaker,68.57,755,1101
33,0,01945,Kenny Perry,68.45,690,1008
34,0,24781,Hunter Mahan,68.31,931,1363
35,0,21646,David Branshaw,68.23,930,1363
36,0,26420,Richard Johnson,67.99,888,1306
37,0,10733,Kent Jones,67.95,954,1404
38,0,02246,Duffy Waldorf,67.92,868,1278
39,0,01928,Corey Pavin,67.66,659,974
40,0,20099,Doug Barron,67.49,687,1018
41,0,28780,Nicholas Thompson,67.44,874,1296
42,0,20631,David McKenzie,67.41,751,1114
43,0,10505,Shane Bertsch,67.35,955,1418
44,0,23135,Tim Clark,67.27,740,1100
45,0,10860,Justin Leonard,67.24,743,1105
46,0,21878,Mark Wilson,67.23,712,1059
47,0,20691,Greg Owen,67.13,721,1074
48,0,12645,Brent Geiberger,67.04,907,1353
49,0,06527,Steve Stricker,66.98,578,863
50,0,26596,Ryan Moore,66.96,608,908
51,0,08537,J.P. Hayes,66.88,513,767
52,0,23983,Luke Donald,66.86,589,881
53,0,24507,Jason Bohn,66.78,969,1451
54,0,01035,Tommy Armour III,66.74,602,902
55,0,11032,Frank Lickliter II,66.62,898,1348
56,0,22621,Ben Curtis,66.61,800,1201
57,0,20472,Alex Cejka,66.40,842,1268
58,0,08123,Jeff Brehaut,66.17,884,1336
59,0,20766,Padraig Harrington,66.14,463,700
60,0,02106,Chris Smith,66.02,616,933
61,0,21959,Ted Purdy,65.86,930,1412
62,0,20382,Stephen Leaney,65.81,768,1167
63,0,11011,Mike Sposa,65.71,596,907
64,0,20105,Jeff Gove,65.65,795,1211
65,0,07457,Steve Flesch,65.59,1052,1604
66,0,02101,Joey Sindelar,65.58,823,1255
67,0,20094,Jonathan Kaye,65.37,840,1285
68,0,01161,Mark Calcavecchia,65.30,847,1297
69,0,01941,Tom Pernice Jr.,65.28,944,1446
70,0,24357,K.J. Choi,65.03,835,1284
71,0,22548,Patrick Sheehan,64.99,906,1394
72,0,24980,Scott Gutschewski,64.98,462,711
73,0,20645,John Senden,64.95,843,1298
74,0,20121,Todd Fischer,64.83,892,1376
75,0,02104,Jeff Sluman,64.81,910,1404
76,0,06595,Kevin Sutherland,64.52,862,1336
77,0,01599,Steve Jones,64.51,738,1144
78,0,06251,Chris DiMarco,64.34,702,1091
79,0,22913,John Rollins,64.22,815,1269
80,0,01685,J.L. Lewis,64.20,511,796
81,0,20634,Peter Lonard,64.19,683,1064
82,0,24925,Jonathan Byrd,64.15,587,915
83,0,10423,Mike Weir,64.10,759,1184
84,0,23349,Charles Warren,64.09,803,1253
85,0,21949,Joe Ogilvie,64.07,815,1272
86,0,23788,D.J. Trahan,64.04,803,1254
87,0,01320,Bob Estes,64.01,756,1181
87,0,12662,Thomas Levet,64.01,457,714
89,0,22405,Justin Rose,64.00,848,1325
90,0,24140,Sean O'Hair,63.70,874,1372
91,0,25900,Lucas Glover,63.69,900,1413
92,0,23048,Eric Axley,63.68,789,1239
93,0,01948,Tim Petrovic,63.54,807,1270
