RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
1,0,08793,Tiger Woods,4.47,304,68
2,0,01810,Phil Mickelson,4.35,409,94
3,0,02206,David Toms,4.21,429,102
4,0,01945,Kenny Perry,4.20,399,95
5,0,09011,David Duval,4.13,310,75
5,0,01381,Fred Funk,4.13,438,106
7,0,20157,Retief Goosen,4.11,222,54
8,0,10860,Justin Leonard,4.07,383,94
9,0,01226,Fred Couples,4.05,243,60
9,0,06251,Chris DiMarco,4.05,429,106
11,0,20098,Stuart Appleby,4.03,379,94
11,0,24925,Jonathan Byrd,4.03,375,93
11,0,20572,Rod Pampling,4.03,379,94
14,0,01161,Mark Calcavecchia,4.01,317,79
14,0,22046,Geoff Ogilvy,4.01,345,86
14,0,20127,Chris Riley,4.01,401,100
17,0,01577,Lee Janzen,4.00,384,96
17,0,02239,Scott Verplank,4.00,364,91
19,0,01685,J.L. Lewis,3.99,391,98
19,0,06567,Vijay Singh,3.99,383,96
19,0,02246,Duffy Waldorf,3.99,347,87
22,0,23541,Ben Crane,3.96,352,89
22,0,01388,Robert Gamez,3.96,273,69
22,0,01553,John Huston,3.96,380,96
25,0,21961,Charles Howell III,3.95,442,112
26,0,10117,Bob Heintz,3.94,268,68
27,0,24357,K.J. Choi,3.93,350,89
28,0,24361,Pat Perez,3.91,340,87
29,0,01024,Billy Andrade,3.90,374,96
29,0,01706,Davis Love III,3.90,339,87
29,0,23800,Bryce Molder,3.90,246,63
29,0,02214,Kirk Triplett,3.90,308,79
33,0,06527,Steve Stricker,3.89,245,63
33,0,10423,Mike Weir,3.89,358,92
35,0,07457,Steve Flesch,3.86,405,105
35,0,22913,John Rollins,3.86,463,120
37,0,21633,Steve Allan,3.85,350,91
37,0,23614,Rich Beem,3.85,366,95
37,0,23135,Tim Clark,3.85,281,73
40,0,06522,Ernie Els,3.84,238,62
40,0,10585,Scott McCarron,3.84,376,98
42,0,01361,Dan Forsman,3.83,310,81
42,0,08537,J.P. Hayes,3.83,291,76
42,0,01797,Rocco Mediate,3.83,287,75
45,0,10885,Robert Allenby,3.82,363,95
45,0,07721,Pat Bates,3.82,348,91
45,0,01475,Donnie Hammond,3.82,229,60
45,0,10565,Ian Leggatt,3.82,355,93
45,0,12663,Phil Tataurangi,3.82,321,84
50,0,12652,Cameron Beckman,3.81,324,85
50,0,08881,Tripp Isenhour,3.81,259,68
50,0,06613,Tommy Tolles,3.81,244,64
53,0,08375,Paul Stankowski,3.79,371,98
54,0,12510,Chad Campbell,3.78,412,109
54,0,01219,John Cook,3.78,310,82
54,0,02101,Joey Sindelar,3.78,386,102
57,0,19846,Brian Gay,3.77,434,115
57,0,06575,Dudley Hart,3.77,317,84
57,0,01707,Steve Lowery,3.77,347,92
57,0,02106,Chris Smith,3.77,377,100
61,0,01307,Joel Edwards,3.76,380,101
62,0,20229,Stewart Cink,3.75,330,88
62,0,01938,David Peoples,3.75,394,105
64,0,20593,Greg Chalmers,3.74,340,91
64,0,23338,David Gossett,3.74,348,93
64,0,20645,John Senden,3.74,344,92
67,0,01139,Olin Browne,3.73,388,104
67,0,01142,Bart Bryant,3.73,246,66
67,0,11032,Frank Lickliter II,3.73,332,89
70,0,20634,Peter Lonard,3.72,346,93
71,0,23903,Stephen Gangluff,3.71,278,75
71,0,01527,Scott Hoch,3.71,260,70
71,0,01968,Nick Price,3.71,245,66
74,0,20498,Briny Baird,3.70,400,108
74,0,01249,John Daly,3.70,226,61
74,0,08931,Glen Day,3.70,381,103
77,0,01619,Skip Kendall,3.69,373,101
77,0,02002,John Riegger,3.69,317,86
79,0,21805,Harrison Frazar,3.68,324,88
79,0,08075,Jerry Kelly,3.68,361,98
79,0,12680,Shigeki Maruyama,3.68,320,87
79,0,20548,Hidemichi Tanaka,3.68,375,102
83,0,23621,Rory Sabbatini,3.67,235,64
83,0,23322,Brett Wetterich,3.67,319,87
85,0,20029,Notah Begay III,3.66,271,74
85,0,01320,Bob Estes,3.66,318,87
85,0,01329,Brad Faxon,3.66,311,85
85,0,02104,Jeff Sluman,3.66,428,117
85,0,02133,Craig Stadler,3.66,249,68
90,0,21209,Sergio Garcia,3.65,263,72
91,0,06004,Stephen Ames,3.64,317,87
91,0,12823,Carlos Franco,3.64,382,105
91,0,12645,Brent Geiberger,3.64,335,92
94,0,06809,Bob Burns,3.63,348,96
94,0,19881,Robert Damron,3.63,298,82
94,0,12782,Tim Herron,3.63,359,99
94,0,06515,Shaun Micheel,3.63,352,97
98,0,23983,Luke Donald,3.62,376,104
98,0,06573,Brandt Jobe,3.62,340,94
100,0,20574,Mathew Goggin,3.61,231,64
100,0,06617,Brian Henninger,3.61,238,66
100,0,01920,Craig Parry,3.61,249,69
100,0,02010,Loren Roberts,3.61,336,93
104,0,10733,Kent Jones,3.60,371,103
104,0,01723,Andrew Magee,3.60,317,88
104,0,01927,Dennis Paulson,3.60,313,87
107,0,01098,Jay Don Blake,3.59,377,105
108,0,01457,Jay Haas,3.58,283,79
108,0,08545,Glen Hnatiuk,3.58,333,93
110,0,01374,Robin Freeman,3.57,268,75
110,0,01761,Len Mattiace,3.57,378,106
110,0,12753,David Morland IV,3.57,207,58
113,0,19824,Craig Barlow,3.55,206,58
113,0,01941,Tom Pernice Jr.,3.55,351,99
115,0,08633,Per-Ulrik Johansson,3.54,308,87
115,0,07749,Brett Quigley,3.54,326,92
115,0,23623,Bo Van Pelt,3.54,276,78
118,0,10809,Jim Furyk,3.53,300,85
118,0,01926,Steve Pate,3.53,212,60
120,0,01042,Paul Azinger,3.52,222,63
120,0,10912,Craig Perks,3.52,306,87
122,0,23108,Matt Kuchar,3.51,288,82
