RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 4 HOLES,TOTAL HOLE OUTS
1,0,23125,Brad Elder,4,775,4
2,0,12652,Cameron Beckman,3,905,3
2,0,20593,Greg Chalmers,3,943,2
2,0,12823,Carlos Franco,3,1077,3
2,0,19846,Brian Gay,3,1209,3
2,0,01457,Jay Haas,3,830,3
2,0,01723,Andrew Magee,3,919,2
2,0,06350,Bob May,3,926,3
2,0,01810,Phil Mickelson,3,994,3
10,0,21633,Steve Allan,2,955,2
10,0,20098,Stuart Appleby,2,983,2
10,0,07867,Woody Austin,2,1031,1
10,0,20498,Briny Baird,2,1134,0
10,0,24925,Jonathan Byrd,2,985,2
10,0,12510,Chad Campbell,2,1133,2
10,0,23983,Luke Donald,2,1096,2
10,0,07457,Steve Flesch,2,1097,1
10,0,23338,David Gossett,2,983,2
10,0,06617,Brian Henninger,2,696,2
10,0,23353,J.J. Henry,2,1137,1
10,0,21961,Charles Howell III,2,1183,1
10,0,01549,Mike Hulbert,2,552,2
10,0,01577,Lee Janzen,2,993,1
10,0,01685,J.L. Lewis,2,1016,0
10,0,01706,Davis Love III,2,936,1
10,0,12680,Shigeki Maruyama,2,932,2
10,0,10457,Frank Nobilo,2,973,2
10,0,20663,Brenden Pappas,2,641,2
10,0,10107,Deane Pappas,2,920,1
10,0,12660,Jesper Parnevik,2,891,2
10,0,01927,Dennis Paulson,2,891,1
10,0,01945,Kenny Perry,2,1006,2
10,0,22913,John Rollins,2,1253,2
10,0,06613,Tommy Tolles,2,656,2
10,0,02206,David Toms,2,1078,2
10,0,02239,Scott Verplank,2,959,1
10,0,20566,Kaname Yokoo,2,757,2
38,0,10885,Robert Allenby,1,1017,1
38,0,07223,Brian Bateman,1,951,1
38,0,07721,Pat Bates,1,953,1
38,0,07003,David Berganio Jr.,1,820,1
38,0,01098,Jay Don Blake,1,1103,1
38,0,01132,Mark Brooks,1,973,0
38,0,01139,Olin Browne,1,1081,1
38,0,01142,Bart Bryant,1,671,0
38,0,01157,Tom Byrum,1,803,1
38,0,01161,Mark Calcavecchia,1,831,1
38,0,23135,Tim Clark,1,761,1
38,0,19972,José Coceres,1,545,1
38,0,01203,Russ Cochran,1,693,1
38,0,01219,John Cook,1,859,1
38,0,01226,Fred Couples,1,627,1
38,0,06621,Joe Durant,1,907,0
38,0,09011,David Duval,1,788,1
38,0,01307,Joel Edwards,1,1063,1
38,0,01313,Steve Elkington,1,838,1
38,0,06522,Ernie Els,1,668,1
38,0,01320,Bob Estes,1,937,0
38,0,01329,Brad Faxon,1,902,0
38,0,20574,Mathew Goggin,1,666,0
38,0,20157,Retief Goosen,1,568,1
38,0,06643,Paul Goydos,1,684,1
38,0,01475,Donnie Hammond,1,626,1
38,0,06575,Dudley Hart,1,893,1
38,0,08537,J.P. Hayes,1,789,1
38,0,10117,Bob Heintz,1,704,1
38,0,01514,Eduardo Herrera,1,614,1
38,0,21259,Jason Hill,1,613,1
38,0,01553,John Huston,1,1007,1
38,0,01569,Peter Jacobsen,1,691,1
38,0,19958,Miguel Angel Jiménez,1,611,1
38,0,06573,Brandt Jobe,1,980,1
38,0,08075,Jerry Kelly,1,1026,1
38,0,06016,Brad Lardon,1,620,1
38,0,11032,Frank Lickliter II,1,953,1
38,0,10585,Scott McCarron,1,1037,0
38,0,01797,Rocco Mediate,1,780,1
38,0,06515,Shaun Micheel,1,1007,1
38,0,12753,David Morland IV,1,609,1
38,0,21949,Joe Ogilvie,1,524,1
38,0,20572,Rod Pampling,1,969,1
38,0,01938,David Peoples,1,1091,1
38,0,10912,Craig Perks,1,907,1
38,0,01941,Tom Pernice Jr.,1,1031,1
38,0,06498,Matt Peterson,1,831,1
38,0,01948,Tim Petrovic,1,929,1
38,0,07749,Brett Quigley,1,947,1
38,0,02002,John Riegger,1,912,1
38,0,20127,Chris Riley,1,1053,1
38,0,23621,Rory Sabbatini,1,671,1
38,0,23177,Kenneth Staton,1,1061,1
38,0,20548,Hidemichi Tanaka,1,1071,1
38,0,02223,Bob Tway,1,1039,1
38,0,23623,Bo Van Pelt,1,807,1
38,0,02257,Brian Watts,1,554,1
38,0,10425,Jay Williamson,1,949,1
38,0,02322,Richard Zokol,1,532,1
