RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX HEIGHT,TOTAL ATTEMPTS
36,0,33418,Shawn Stefani,106' 6",4367' 6",41
37,0,26758,David Hearn,106' 3",7650' 2",72
38,0,30692,Scott Stallings,105' 11",6251' 5",59
39,0,27895,Jonas Blixt,105' 10",7089' 7",67
40,0,24399,Scott Gardiner,105' 7",5703' 4",54
41,0,23983,Luke Donald,105' 6",4324' 4",41
41,0,35539,Luke Guthrie,105' 6",7278' 1",69
43,0,26851,Marc Leishman,105' 5",6218' 6",59
44,0,22913,John Rollins,105' 4",6844' 6",65
44,0,27095,Nick Watney,105' 4",7160' 8",68
46,0,26679,Kevin Stadler,105' 1",7039',67
47,0,23541,Ben Crane,104' 9",5551' 6",53
48,0,30925,Dustin Johnson,104' 7",3765' 2",36
48,0,25804,Bubba Watson,104' 7",4707' 1",45
50,0,26331,Charl Schwartzel,104' 5",4592' 7",44
51,0,34409,David Lingmerth,104' 3",6255',60
52,0,28307,Matt Every,104' 0",8838' 5",85
53,0,27408,Martin Kaymer,103' 1",4434' 3",43
54,0,32150,Michael Thompson,102' 11",5145',50
55,0,30163,Henrik Norlander,102' 8",5236' 5",51
56,0,02206,David Toms,102' 5",2663',26
57,0,20443,Jin Park,102' 2",4496' 3",44
57,0,22056,Cameron Percy,102' 2",5719',56
59,0,24924,Bill Haas,101' 11",6524',64
59,0,34174,John Huh,101' 11",7437' 6",73
59,0,30926,Chris Kirk,101' 11",7645' 1",75
62,0,25562,Andres Romero,101' 10",4784' 4",47
63,0,20396,Lee Westwood,101' 9",5390',53
64,0,25818,Scott Piercy,101' 6",4871' 4",48
65,0,23623,Bo Van Pelt,101' 2",5060' 2",50
66,0,23409,James Driscoll,101' 1",5862' 5",58
66,0,27649,Brandt Snedeker,101' 1",5559' 6",55
68,0,34099,Harris English,101' 0",6564' 1",65
68,0,26951,Johnson Wagner,101' 0",4948' 8",49
70,0,33419,Cameron Tringale,100' 11",6562' 0",65
71,0,23353,J.J. Henry,100' 3",5011' 6",50
72,0,29518,Brendan Steele,99' 10",7088' 4",71
73,0,32366,Kevin Chappell,99' 7",5575' 3",56
74,0,10885,Robert Allenby,99' 0",4652' 1",47
75,0,06573,Brandt Jobe,98' 2",4906' 4",50
76,0,06527,Steve Stricker,98' 1",3137',32
77,0,37273,Derek Ernst,97' 11",5090' 4",52
77,0,28135,Aaron Watkins,97' 11",3428' 6",35
79,0,25274,Steven Bowditch,97' 7",5365' 0",55
80,0,22806,Doug LaBelle II,97' 6",5461' 2",56
81,0,24490,George McNeill,97' 2",5734' 4",59
82,0,21209,Sergio Garcia,97' 1",3398' 0",35
82,0,19970,Robert Karlsson,97' 1",3398' 0",35
84,0,24024,Zach Johnson,96' 10",6489' 5",67
85,0,29221,Webb Simpson,96' 5",5879' 8",61
86,0,29425,Andrew Svoboda,96' 2",3270' 3",34
87,0,12782,Tim Herron,95' 11",3548' 6",37
87,0,27503,Steve LeBrun,95' 11",4602' 1",48
89,0,34098,Russell Henley,95' 9",5841' 6",61
90,0,19846,Brian Gay,95' 8",6790' 5",71
90,0,01724,Jeff Maggert,95' 8",5164' 1",54
92,0,27963,Chris Stroud,95' 6",7164' 5",75
92,0,31560,Brian Stuard,95' 6",6109' 8",64
94,0,21753,Brian Davis,95' 5",8205' 8",86
95,0,25336,Alistair Presnell,95' 3",4000' 7",42
96,0,23497,Tag Ridings,95' 2",4283' 4",45
97,0,27214,Kevin Streelman,95' 1",6563' 2",69
98,0,26300,Matt Jones,94' 11",6356',67
99,0,27129,Luke List,94' 10",4079' 1",43
100,0,30750,Tommy Gainey,94' 9",6726' 2",71
101,0,33869,Eric Meierdierks,94' 7",3027' 0",32
102,0,36884,Ben Kohles,94' 5",5757' 5",61
102,0,01810,Phil Mickelson,94' 5",2266' 7",24
104,0,08075,Jerry Kelly,94' 4",6035' 1",64
105,0,32200,Roberto Castro,94' 2",7060' 5",75
105,0,23621,Rory Sabbatini,94' 2",6212' 7",66
107,0,32698,Bobby Gates,94' 0",3477' 6",37
108,0,29479,Scott Brown,93' 11",5166' 8",55
109,0,26476,Chez Reavie,93' 10",6756' 3",72
109,0,26497,Casey Wittenberg,93' 10",5535' 8",59
111,0,27644,Brian Harman,93' 5",7284' 6",78
112,0,25632,Jimmy Walker,93' 4",6532',70
113,0,20229,Stewart Cink,93' 0",3442' 1",37
114,0,35139,Richard Lee,92' 11",6316' 2",68
115,0,01116,Michael Bradley,92' 9",2781' 5",30
116,0,24138,Ian Poulter,92' 8",3150' 5",34
117,0,22621,Ben Curtis,92' 6",4160' 9",45
117,0,28310,Lee Williams,92' 6",4718' 2",51
119,0,24227,Justin Bolli,92' 3",3965' 6",43
120,0,21961,Charles Howell III,92' 2",7191' 0",78
121,0,22371,Aaron Baddeley,92' 1",4328' 5",47
122,0,29740,Brad Fritsch,91' 7",6224',68
123,0,23108,Matt Kuchar,91' 5",6214' 0",68
124,0,30852,Ryo Ishikawa,91' 3",4927',54
125,0,22295,Darron Stiles,91' 2",3372',37
126,0,20691,Greg Owen,91' 1",5558' 3",61
127,0,28092,D.H. Lee,91' 0",5187',57
128,0,25345,Carl Pettersson,90' 11",5362',59
129,0,26596,Ryan Moore,90' 8",4988' 5",55
130,0,22961,David Mathis,90' 7",5346' 4",59
131,0,30711,Colt Knost,90' 4",5422' 4",60
132,0,06567,Vijay Singh,90' 1",4143' 6",46
133,0,28500,Martin Flores,90' 0",6657' 7",74
133,0,23788,D.J. Trahan,90' 0",2969' 0",33
135,0,20645,John Senden,89' 9",5114',57
136,0,31557,Jim Herman,89' 7",3136' 2",35
137,0,24494,Erik Compton,89' 3",5085' 5",57
137,0,28475,Jeff Overton,89' 3",6335',71
139,0,28259,Sangmoon Bae,88' 10",6219' 3",70
140,0,23638,Brendon de Jonge,88' 9",7454' 5",84
140,0,24663,Y.E. Yang,88' 9",3460',39
142,0,20593,Greg Chalmers,88' 8",6203',70
143,0,10809,Jim Furyk,88' 7",5581' 9",63
143,0,24502,Adam Scott,88' 7",3189' 1",36
145,0,31202,William McGirt,88' 4",5918' 5",67
146,0,34046,Jordan Spieth,87' 11",6065' 3",69
147,0,25834,Daniel Summerhays,87' 7",7095' 4",81
148,0,30944,Jason Kokrak,87' 1",5399' 7",62
148,0,20160,Charlie Wi,87' 1",5397' 2",62
150,0,28679,Fabián Gómez,86' 9",4596' 3",53
151,0,23800,Bryce Molder,86' 8",5981' 1",69
151,0,34431,Robert Streb,86' 8",4852' 8",56
153,0,23135,Tim Clark,86' 5",3630' 1",42
154,0,20098,Stuart Appleby,85' 10",6263' 3",73
154,0,25900,Lucas Glover,85' 10",3863' 9",45
156,0,24507,Jason Bohn,85' 9",5486' 0",64
157,0,28455,Will Claxton,85' 7",4623' 8",54
158,0,01320,Bob Estes,85' 6",4018' 0",47
159,0,25444,Justin Hicks,85' 0",4589' 4",54
160,0,26289,Boo Weekley,84' 9",7285',86
161,0,25686,Jason Dufner,84' 8",5163' 6",61
162,0,21099,David Lynn,84' 4",4300' 3",51
163,0,06004,Stephen Ames,83' 10",3185',38
164,0,10423,Mike Weir,83' 6",3591' 5",43
165,0,25572,Graeme McDowell,83' 3",3079',37
166,0,25240,D.A. Points,83' 1",5318' 6",64
167,0,10213,Dicky Pride,81' 11",5076' 3",62
168,0,12510,Chad Campbell,81' 1",5433' 7",67
169,0,10860,Justin Leonard,80' 11",5986' 2",74
170,0,08725,Tom Gillis,79' 8",4461' 3",56
171,0,24357,K.J. Choi,78' 4",4465' 3",57
171,0,27556,Ted Potter Jr.,78' 4",4232' 2",54
173,0,22378,Trevor Immelman,77' 7",4112' 2",53
174,0,20572,Rod Pampling,77' 1",2696' 9",35
175,0,27933,John Merrick,76' 1",4870' 9",64
176,0,27770,Camilo Villegas,75' 0",4572',61
177,0,24846,Ricky Barnes,74' 11",4343' 1",58
178,0,20104,Ken Duke,71' 5",4858' 3",68
179,0,21731,Freddie Jacobson,71' 1",3199',45
180,0,34261,Scott Langley,67' 6",3849' 4",57
