RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL ACTUAL HANG TIME,TOTAL ATTEMPTS
1,0,27436,Graham DeLaet,6.9,466.1,68
2,0,28089,Jason Day,6.8,312.7,46
2,0,32102,Rickie Fowler,6.8,369.6,54
2,0,34360,Patrick Reed,6.8,432.2,64
2,0,21528,Henrik Stenson,6.8,156.7,23
2,0,27330,Josh Teater,6.8,399.2,59
7,0,20848,Ángel Cabrera,6.7,352.5,53
7,0,27095,Nick Watney,6.7,447.6,67
9,0,33141,Keegan Bradley,6.6,383.9,58
9,0,34021,Bud Cauley,6.6,337.6,51
9,0,12716,Charley Hoffman,6.6,474.6,72
9,0,29420,Billy Horschel,6.6,500.5,76
9,0,24140,Sean O'Hair,6.6,264.1,40
9,0,22913,John Rollins,6.6,427.2,65
15,0,32334,Charlie Beljan,6.5,286.4,44
15,0,35539,Luke Guthrie,6.5,437.9,67
15,0,24924,Bill Haas,6.5,417.0,64
15,0,32448,James Hahn,6.5,403.9,62
15,0,24781,Hunter Mahan,6.5,408.2,63
15,0,28237,Rory McIlroy,6.5,209.1,32
15,0,29289,S.Y. Noh,6.5,368.9,57
15,0,22046,Geoff Ogilvy,6.5,258.7,40
15,0,24361,Pat Perez,6.5,414.5,64
15,0,26679,Kevin Stadler,6.5,449.2,69
15,0,30110,Kyle Stanley,6.5,347.0,53
15,0,33419,Cameron Tringale,6.5,410.7,63
27,0,27895,Jonas Blixt,6.4,425.2,66
27,0,32366,Kevin Chappell,6.4,356.3,56
27,0,23452,Nicolas Colsaerts,6.4,210.9,33
27,0,23541,Ben Crane,6.4,336.9,53
27,0,37273,Derek Ernst,6.4,328.8,51
27,0,28307,Matt Every,6.4,547.1,85
27,0,21209,Sergio Garcia,6.4,223.0,35
27,0,24399,Scott Gardiner,6.4,346.2,54
27,0,20766,Padraig Harrington,6.4,184.8,29
27,0,26758,David Hearn,6.4,458.9,72
27,0,33461,Morgan Hoffmann,6.4,330.8,52
27,0,26300,Matt Jones,6.4,415.3,65
27,0,34409,David Lingmerth,6.4,386.7,60
27,0,24490,George McNeill,6.4,371.6,58
27,0,23320,Ryan Palmer,6.4,385.3,60
27,0,20443,Jin Park,6.4,281.9,44
27,0,29221,Webb Simpson,6.4,389.2,61
27,0,06527,Steve Stricker,6.4,205.1,32
27,0,23325,Vaughn Taylor,6.4,244.7,38
27,0,32150,Michael Thompson,6.4,321.9,50
27,0,28780,Nicholas Thompson,6.4,530.6,83
27,0,25804,Bubba Watson,6.4,266.8,42
27,0,20396,Lee Westwood,6.4,344.3,54
27,0,21878,Mark Wilson,6.4,308.3,48
51,0,10885,Robert Allenby,6.3,294.0,47
51,0,32200,Roberto Castro,6.3,476.5,76
51,0,23638,Brendon de Jonge,6.3,527.8,84
51,0,23983,Luke Donald,6.3,265.6,42
51,0,06522,Ernie Els,6.3,263.2,42
51,0,23353,J.J. Henry,6.3,307.8,49
51,0,27408,Martin Kaymer,6.3,276.5,44
51,0,27936,Martin Laird,6.3,282.4,45
51,0,27503,Steve LeBrun,6.3,313.5,50
51,0,35139,Richard Lee,6.3,425.3,68
51,0,26851,Marc Leishman,6.3,382.6,61
51,0,01724,Jeff Maggert,6.3,344.0,55
51,0,27120,Troy Matteson,6.3,336.2,53
51,0,22056,Cameron Percy,6.3,351.7,56
51,0,27649,Brandt Snedeker,6.3,344.4,55
51,0,29518,Brendan Steele,6.3,448.3,71
51,0,29425,Andrew Svoboda,6.3,227.4,36
51,0,02206,David Toms,6.3,169.3,27
51,0,23623,Bo Van Pelt,6.3,309.0,49
51,0,26951,Johnson Wagner,6.3,312.8,50
71,0,21753,Brian Davis,6.2,535.8,86
71,0,34099,Harris English,6.2,411.1,66
71,0,29740,Brad Fritsch,6.2,428.7,69
71,0,24358,Robert Garrigus,6.2,228.6,37
71,0,22792,Peter Hanson,6.2,206.2,33
71,0,12782,Tim Herron,6.2,237.1,38
71,0,21961,Charles Howell III,6.2,474.8,76
71,0,34174,John Huh,6.2,444.8,72
71,0,08075,Jerry Kelly,6.2,382.9,62
71,0,30926,Chris Kirk,6.2,459.4,74
71,0,30711,Colt Knost,6.2,370.7,60
71,0,36884,Ben Kohles,6.2,372.8,60
71,0,22806,Doug LaBelle II,6.2,354.3,57
71,0,28092,D.H. Lee,6.2,347.2,56
71,0,30163,Henrik Norlander,6.2,321.7,52
71,0,20691,Greg Owen,6.2,383.1,62
71,0,24138,Ian Poulter,6.2,204.4,33
71,0,26476,Chez Reavie,6.2,443.9,72
71,0,22405,Justin Rose,6.2,241.9,39
71,0,26331,Charl Schwartzel,6.2,292.8,47
71,0,20645,John Senden,6.2,358.4,58
71,0,30692,Scott Stallings,6.2,380.7,61
71,0,33418,Shawn Stefani,6.2,252.8,41
71,0,27214,Kevin Streelman,6.2,426.7,69
71,0,31560,Brian Stuard,6.2,403.0,65
71,0,28135,Aaron Watkins,6.2,218.3,35
71,0,31323,Gary Woodland,6.2,327.6,53
71,0,08793,Tiger Woods,6.2,174.1,28
99,0,28259,Sangmoon Bae,6.1,430.1,71
99,0,24507,Jason Bohn,6.1,385.2,63
99,0,29479,Scott Brown,6.1,336.2,55
99,0,20593,Greg Chalmers,6.1,427.6,70
99,0,23409,James Driscoll,6.1,371.3,61
99,0,28500,Martin Flores,6.1,473.2,77
99,0,32698,Bobby Gates,6.1,237.2,39
99,0,19846,Brian Gay,6.1,434.6,71
99,0,27644,Brian Harman,6.1,463.2,76
99,0,34098,Russell Henley,6.1,363.5,60
99,0,24024,Zach Johnson,6.1,402.1,66
