RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE CARRY DIST. YARDS,AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST CARRY EFFICIENCY
1,0,22405,Justin Rose,2.550,293.4,115.077,36,0227102757
2,0,06522,Ernie Els,2.513,280.8,111.776,38,0227702736
3,0,24781,Hunter Mahan,2.505,281.6,112.410,58,0232302671
4,0,22792,Peter Hanson,2.502,283.1,113.116,29,0226802707
5,0,29420,Billy Horschel,2.498,282.5,113.089,74,0212002702
5,0,24140,Sean O'Hair,2.498,291.8,116.812,37,0228702670
5,0,23325,Vaughn Taylor,2.498,274.9,110.073,33,0230302669
8,0,23452,Nicolas Colsaerts,2.497,302.1,120.960,25,0216902752
9,0,21878,Mark Wilson,2.493,267.8,107.402,42,0216702718
10,0,28780,Nicholas Thompson,2.484,281.3,113.242,79,0208602763
11,0,26758,David Hearn,2.478,269.0,108.561,66,0207502666
12,0,30926,Chris Kirk,2.477,278.4,112.397,69,0212202641
13,0,27644,Brian Harman,2.473,273.9,110.752,72,0208402737
13,0,25562,Andres Romero,2.473,284.0,114.843,40,0200702794
15,0,23541,Ben Crane,2.470,267.3,108.254,49,0221102624
16,0,28089,Jason Day,2.469,297.3,120.417,37,0205102717
16,0,02206,David Toms,2.469,260.6,105.565,23,0220802599
18,0,33141,Keegan Bradley,2.468,292.5,118.507,52,0219702725
18,0,34021,Bud Cauley,2.468,273.3,110.736,49,0214502710
18,0,23320,Ryan Palmer,2.468,287.2,116.396,52,0220402761
21,0,34098,Russell Henley,2.467,281.3,114.064,49,0218402671
21,0,27330,Josh Teater,2.467,282.4,114.473,51,0226702748
23,0,30692,Scott Stallings,2.464,294.0,119.296,51,0214002673
23,0,23623,Bo Van Pelt,2.464,278.7,113.118,44,0225102649
25,0,27936,Martin Laird,2.463,287.9,116.913,40,0221502709
26,0,32448,James Hahn,2.462,280.6,113.966,53,0212302686
26,0,22806,Doug LaBelle II,2.462,263.8,107.139,53,0220002649
26,0,23621,Rory Sabbatini,2.462,279.5,113.507,59,0215602645
29,0,24024,Zach Johnson,2.459,265.7,108.075,64,0225202654
29,0,26476,Chez Reavie,2.459,265.4,107.914,68,0214002682
31,0,25274,Steven Bowditch,2.458,287.6,116.967,46,0207202672
32,0,26679,Kevin Stadler,2.457,282.2,114.896,62,0218302644
33,0,30925,Dustin Johnson,2.455,299.0,121.801,29,0207602757
33,0,08793,Tiger Woods,2.455,289.8,118.047,20,0226402753
35,0,21528,Henrik Stenson,2.453,295.5,120.433,22,0218402799
35,0,06527,Steve Stricker,2.453,272.4,111.031,32,0225002687
37,0,25818,Scott Piercy,2.452,285.1,116.259,41,0204702787
37,0,27649,Brandt Snedeker,2.452,270.9,110.483,46,0216902657
39,0,21753,Brian Davis,2.451,263.2,107.373,82,0218702629
39,0,01724,Jeff Maggert,2.451,258.3,105.392,54,0224502628
41,0,20443,Jin Park,2.450,255.8,104.419,41,0219902667
41,0,32150,Michael Thompson,2.450,273.5,111.595,48,0220502621
43,0,27895,Jonas Blixt,2.449,274.6,112.106,59,0212902727
43,0,28307,Matt Every,2.449,277.0,113.080,78,0216402647
43,0,30163,Henrik Norlander,2.449,280.3,114.441,40,0210502754
46,0,27436,Graham DeLaet,2.446,295.5,120.814,59,0191502711
46,0,30110,Kyle Stanley,2.446,292.2,119.440,49,0203602652
48,0,22046,Geoff Ogilvy,2.445,278.7,114.009,34,0226702655
48,0,25345,Carl Pettersson,2.445,277.8,113.613,52,0219002685
48,0,31560,Brian Stuard,2.445,267.4,109.390,60,0219202624
51,0,30750,Tommy Gainey,2.444,275.7,112.774,59,0206402677
