RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SMASH FACTOR,TOTAL ATTEMPTS,HIGHEST VALUE,LOWEST VALUE
1,0,23452,Nicolas Colsaerts,1.485,53.445,36,1.485,1.471
1,0,23541,Ben Crane,1.485,80.186,54,1.485,1.481
1,0,21753,Brian Davis,1.485,129.185,87,1.485,1.481
1,0,34099,Harris English,1.485,105.402,71,1.485,1.466
1,0,24358,Robert Garrigus,1.485,60.884,41,1.485,1.484
1,0,34098,Russell Henley,1.485,96.508,65,1.485,1.471
1,0,25444,Justin Hicks,1.485,86.107,58,1.485,1.472
1,0,29420,Billy Horschel,1.485,117.276,79,1.485,1.466
1,0,27936,Martin Laird,1.485,68.292,46,1.485,1.467
1,0,26851,Marc Leishman,1.485,95.011,64,1.485,1.476
1,0,10860,Justin Leonard,1.485,115.827,78,1.485,1.483
1,0,21099,David Lynn,1.485,83.160,56,1.485,1.485
1,0,20443,Jin Park,1.485,68.310,46,1.485,1.485
1,0,25345,Carl Pettersson,1.485,93.525,63,1.490,1.450
1,0,25818,Scott Piercy,1.485,78.685,53,1.490,1.460
1,0,02206,David Toms,1.485,46.035,31,1.485,1.485
1,0,27770,Camilo Villegas,1.485,96.494,65,1.485,1.470
1,0,28310,Lee Williams,1.485,80.180,54,1.485,1.481
19,0,01116,Michael Bradley,1.484,54.902,37,1.485,1.446
19,0,20593,Greg Chalmers,1.484,111.273,75,1.498,1.451
19,0,23135,Tim Clark,1.484,66.798,45,1.485,1.471
19,0,06522,Ernie Els,1.484,66.802,45,1.485,1.468
19,0,30750,Tommy Gainey,1.484,111.284,75,1.485,1.428
19,0,35539,Luke Guthrie,1.484,102.402,69,1.485,1.467
19,0,23353,J.J. Henry,1.484,80.123,54,1.485,1.455
19,0,31557,Jim Herman,1.484,56.379,38,1.485,1.465
19,0,34174,John Huh,1.484,112.789,76,1.500,1.465
19,0,30926,Chris Kirk,1.484,117.202,79,1.485,1.454
19,0,35139,Richard Lee,1.484,108.364,73,1.485,1.465
19,0,34409,David Lingmerth,1.484,90.527,61,1.485,1.446
19,0,01724,Jeff Maggert,1.484,87.579,59,1.485,1.458
19,0,24781,Hunter Mahan,1.484,100.919,68,1.486,1.462
19,0,27933,John Merrick,1.484,97.951,66,1.485,1.469
19,0,29289,S.Y. Noh,1.484,89.068,60,1.485,1.474
19,0,30163,Henrik Norlander,1.484,81.608,55,1.485,1.461
19,0,28475,Jeff Overton,1.484,109.828,74,1.485,1.450
19,0,23320,Ryan Palmer,1.484,93.499,63,1.492,1.432
19,0,24138,Ian Poulter,1.484,53.426,36,1.485,1.466
19,0,26476,Chez Reavie,1.484,108.307,73,1.485,1.464
19,0,24502,Adam Scott,1.484,56.402,38,1.485,1.457
19,0,06567,Vijay Singh,1.484,71.251,48,1.485,1.469
19,0,34046,Jordan Spieth,1.484,105.343,71,1.485,1.463
19,0,06527,Steve Stricker,1.484,51.957,35,1.490,1.466
19,0,31560,Brian Stuard,1.484,99.459,67,1.485,1.456
19,0,23325,Vaughn Taylor,1.484,57.860,39,1.485,1.453
19,0,27330,Josh Teater,1.484,90.510,61,1.485,1.456
19,0,32150,Michael Thompson,1.484,75.697,51,1.485,1.472
19,0,28780,Nicholas Thompson,1.484,129.095,87,1.485,1.455
19,0,23623,Bo Van Pelt,1.484,78.638,53,1.485,1.430
19,0,25804,Bubba Watson,1.484,77.188,52,1.489,1.453
51,0,10885,Robert Allenby,1.483,69.706,47,1.485,1.457
51,0,22371,Aaron Baddeley,1.483,71.188,48,1.485,1.448
51,0,12510,Chad Campbell,1.483,100.813,68,1.485,1.459
51,0,28455,Will Claxton,1.483,86.012,58,1.485,1.442
51,0,24494,Erik Compton,1.483,93.421,63,1.485,1.459
51,0,24399,Scott Gardiner,1.483,81.575,55,1.485,1.462
51,0,27644,Brian Harman,1.483,118.670,80,1.485,1.461
51,0,20766,Padraig Harrington,1.483,47.456,32,1.485,1.470
51,0,26758,David Hearn,1.483,114.175,77,1.485,1.454
51,0,12782,Tim Herron,1.483,60.812,41,1.485,1.450
51,0,33461,Morgan Hoffmann,1.483,78.622,53,1.485,1.464
51,0,24024,Zach Johnson,1.483,105.272,71,1.496,1.456
51,0,34261,Scott Langley,1.483,93.420,63,1.485,1.453
51,0,28237,Rory McIlroy,1.483,51.915,35,1.485,1.463
51,0,23800,Bryce Molder,1.483,106.810,72,1.485,1.448
51,0,22046,Geoff Ogilvy,1.483,60.809,41,1.485,1.448
51,0,23497,Tag Ridings,1.483,71.173,48,1.485,1.463
51,0,23621,Rory Sabbatini,1.483,109.765,74,1.485,1.417
51,0,30692,Scott Stallings,1.483,91.927,62,1.485,1.449
51,0,22295,Darron Stiles,1.483,59.326,40,1.485,1.453
51,0,27963,Chris Stroud,1.483,118.664,80,1.485,1.461
51,0,27095,Nick Watney,1.483,108.271,73,1.497,1.456
73,0,29479,Scott Brown,1.482,84.450,57,1.485,1.429
73,0,23983,Luke Donald,1.482,66.671,45,1.485,1.448
73,0,29740,Brad Fritsch,1.482,105.201,71,1.485,1.416
73,0,19846,Brian Gay,1.482,111.126,75,1.485,1.438
73,0,24924,Bill Haas,1.482,103.720,70,1.490,1.458
73,0,12716,Charley Hoffman,1.482,112.654,76,1.493,1.446
73,0,26300,Matt Jones,1.482,103.738,70,1.485,1.461
73,0,19970,Robert Karlsson,1.482,56.302,38,1.485,1.457
73,0,30944,Jason Kokrak,1.482,93.335,63,1.485,1.418
73,0,23108,Matt Kuchar,1.482,112.660,76,1.485,1.434
73,0,22806,Doug LaBelle II,1.482,90.409,61,1.485,1.445
