RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
1,0,25804,Bubba Watson,182.53,9491.56,52
2,0,32334,Charlie Beljan,182.26,8201.82,45
3,0,27129,Luke List,181.24,9243.45,51
4,0,31323,Gary Woodland,180.64,9935.07,55
5,0,30925,Dustin Johnson,180.32,7212.76,40
6,0,28237,Rory McIlroy,179.86,6295.21,35
7,0,23452,Nicolas Colsaerts,179.56,6464.19,36
8,0,27436,Graham DeLaet,178.80,12695.10,71
9,0,24358,Robert Garrigus,178.45,7316.31,41
10,0,30944,Jason Kokrak,178.34,11235.56,63
11,0,33869,Eric Meierdierks,177.90,6582.43,37
12,0,20848,Ángel Cabrera,177.89,9783.93,55
13,0,29289,S.Y. Noh,177.77,10666.47,60
14,0,24502,Adam Scott,177.57,6747.64,38
15,0,27095,Nick Watney,177.48,12956.31,73
16,0,28089,Jason Day,177.04,8498.08,48
17,0,30692,Scott Stallings,176.94,10970.07,62
18,0,30110,Kyle Stanley,176.93,9908.15,56
19,0,23497,Tag Ridings,176.87,8489.81,48
20,0,21209,Sergio Garcia,176.34,6524.65,37
21,0,22371,Aaron Baddeley,176.32,8463.57,48
22,0,21528,Henrik Stenson,175.80,4043.30,23
23,0,33141,Keegan Bradley,175.42,10700.33,61
24,0,25632,Jimmy Walker,175.39,13154.38,75
25,0,34431,Robert Streb,175.33,10870.56,62
26,0,28500,Martin Flores,175.30,13673.71,78
27,0,34099,Harris English,175.28,12444.61,71
28,0,37273,Derek Ernst,175.23,9462.38,54
29,0,08793,Tiger Woods,175.06,5426.84,31
30,0,26331,Charl Schwartzel,174.62,8556.31,49
31,0,26300,Matt Jones,174.61,12222.66,70
32,0,32698,Bobby Gates,174.15,6966.02,40
33,0,21961,Charles Howell III,173.62,14063.41,81
34,0,27936,Martin Laird,173.60,7985.63,46
35,0,34360,Patrick Reed,173.23,11779.32,68
36,0,25900,Lucas Glover,173.07,8480.40,49
37,0,24140,Sean O'Hair,172.98,6919.14,40
38,0,23409,James Driscoll,172.97,10723.91,62
38,0,23320,Ryan Palmer,172.97,10897.06,63
40,0,25274,Steven Bowditch,172.96,10204.72,59
41,0,20229,Stewart Cink,172.85,7087.00,41
41,0,25818,Scott Piercy,172.85,9161.09,53
43,0,20691,Greg Owen,172.76,11229.08,65
44,0,12716,Charley Hoffman,172.65,13121.37,76
44,0,26851,Marc Leishman,172.65,11049.70,64
46,0,31557,Jim Herman,172.29,6546.98,38
47,0,24490,George McNeill,172.07,10324.10,60
48,0,22378,Trevor Immelman,171.87,9968.55,58
49,0,32366,Kevin Chappell,171.85,9967.05,58
50,0,33418,Shawn Stefani,171.75,7556.93,44
51,0,20396,Lee Westwood,171.63,9611.48,56
52,0,20645,John Senden,171.44,10286.52,60
53,0,27408,Martin Kaymer,171.38,7711.88,45
54,0,29740,Brad Fritsch,171.37,12167.29,71
55,0,32102,Rickie Fowler,171.33,10108.28,59
56,0,24846,Ricky Barnes,171.29,10106.05,59
57,0,01810,Phil Mickelson,171.08,4448.02,26
