RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX RANGE,TOTAL ATTEMPTS
1,0,32334,Charlie Beljan,206.4,8464.2,41
2,0,23452,Nicolas Colsaerts,202.1,6466.4,32
3,0,25804,Bubba Watson,201.3,9056.4,45
4,0,28089,Jason Day,201.1,8645.9,43
5,0,27436,Graham DeLaet,200.9,13461.2,67
6,0,27095,Nick Watney,200.2,13615.0,68
7,0,28237,Rory McIlroy,199.9,6595.6,33
8,0,33869,Eric Meierdierks,199.7,6389.8,32
9,0,31323,Gary Woodland,198.9,10142.8,51
10,0,30925,Dustin Johnson,198.7,7151.9,36
11,0,21528,Henrik Stenson,197.8,4549.9,23
12,0,29289,S.Y. Noh,197.7,11269.6,57
13,0,21209,Sergio Garcia,197.4,6907.6,35
13,0,30110,Kyle Stanley,197.4,10262.6,52
15,0,20848,Ángel Cabrera,197.3,10456.5,53
16,0,27129,Luke List,197.1,8477.2,43
17,0,30692,Scott Stallings,197.0,11623.6,59
18,0,30944,Jason Kokrak,196.4,12175.9,62
19,0,37273,Derek Ernst,196.3,10205.1,52
20,0,24502,Adam Scott,195.9,7050.9,36
21,0,33141,Keegan Bradley,195.6,11342.7,58
22,0,26331,Charl Schwartzel,194.6,8562.5,44
23,0,22371,Aaron Baddeley,194.5,9142.2,47
23,0,26300,Matt Jones,194.5,13034.4,67
25,0,23497,Tag Ridings,194.3,8741.6,45
26,0,21961,Charles Howell III,194.1,15136.2,78
26,0,08793,Tiger Woods,194.1,5239.4,27
28,0,34360,Patrick Reed,193.9,12406.6,64
29,0,24140,Sean O'Hair,193.4,7735.8,40
30,0,28500,Martin Flores,193.2,14295.9,74
30,0,32698,Bobby Gates,193.2,7149.7,37
32,0,23409,James Driscoll,193.1,11199.1,58
33,0,27936,Martin Laird,192.6,8666.0,45
34,0,24490,George McNeill,191.5,11297.3,59
35,0,34099,Harris English,191.3,12437.6,65
36,0,12716,Charley Hoffman,191.2,13763.3,72
37,0,25274,Steven Bowditch,191.1,10512.0,55
38,0,27408,Martin Kaymer,191.0,8211.3,43
39,0,26851,Marc Leishman,190.9,11260.8,59
40,0,24361,Pat Perez,190.7,11440.0,60
40,0,25818,Scott Piercy,190.7,9155.6,48
42,0,24358,Robert Garrigus,190.4,7233.9,38
42,0,34431,Robert Streb,190.4,10661.8,56
42,0,25632,Jimmy Walker,190.4,13329.3,70
45,0,23638,Brendon de Jonge,189.8,15946.0,84
46,0,22378,Trevor Immelman,189.6,10046.3,53
47,0,25900,Lucas Glover,189.3,8519.4,45
48,0,20691,Greg Owen,189.1,11534.8,61
49,0,32366,Kevin Chappell,189.0,10582.5,56
50,0,32102,Rickie Fowler,188.6,10563.6,56
50,0,24924,Bill Haas,188.6,12073.2,64
50,0,23320,Ryan Palmer,188.6,11316.1,60
50,0,26679,Kevin Stadler,188.6,12634.8,67
54,0,29740,Brad Fritsch,188.5,12817.8,68
55,0,27503,Steve LeBrun,188.4,9041.7,48
55,0,30163,Henrik Norlander,188.4,9609.4,51
57,0,22405,Justin Rose,188.2,7340.4,39
58,0,20396,Lee Westwood,188.1,9970.1,53
59,0,33419,Cameron Tringale,187.9,12216.6,65
60,0,24846,Ricky Barnes,187.7,10889.2,58
61,0,25562,Andres Romero,187.6,8818.7,47
62,0,27330,Josh Teater,187.4,11057.0,59
63,0,29518,Brendan Steele,187.2,13288.1,71
64,0,29420,Billy Horschel,187.1,14409.5,77
65,0,20766,Padraig Harrington,187.0,5796.2,31
66,0,22046,Geoff Ogilvy,186.6,7463.5,40
67,0,01810,Phil Mickelson,186.5,4476.5,24
67,0,22913,John Rollins,186.5,12119.6,65
69,0,20229,Stewart Cink,186.4,6895.1,37
70,0,24494,Erik Compton,186.3,10618.1,57
70,0,22792,Peter Hanson,186.3,6146.9,33
70,0,27120,Troy Matteson,186.3,9686.4,52
70,0,26289,Boo Weekley,186.3,16017.8,86
74,0,34098,Russell Henley,186.2,11360.9,61
74,0,24781,Hunter Mahan,186.2,11733.1,63
76,0,20645,John Senden,186.0,10604.7,57
77,0,01116,Michael Bradley,185.8,5572.5,30
78,0,29221,Webb Simpson,185.6,11320.1,61
79,0,32448,James Hahn,185.2,11665.5,63
80,0,22056,Cameron Percy,185.1,10365.9,56
81,0,33418,Shawn Stefani,184.8,7578.4,41
82,0,35539,Luke Guthrie,184.6,12734.8,69
83,0,31557,Jim Herman,184.4,6453.0,35
84,0,34409,David Lingmerth,184.1,11045.9,60
85,0,23621,Rory Sabbatini,183.7,12126.7,66
86,0,28259,Sangmoon Bae,183.6,12855.4,70
86,0,28307,Matt Every,183.6,15607.7,85
88,0,27214,Kevin Streelman,183.4,12654.4,69
89,0,29479,Scott Brown,183.3,10079.4,55
90,0,19970,Robert Karlsson,183.2,6410.3,35
90,0,30926,Chris Kirk,183.2,13742.8,75
90,0,06527,Steve Stricker,183.2,5863.6,32
93,0,08725,Tom Gillis,183.1,10253.2,56
94,0,32200,Roberto Castro,182.9,13717.8,75
95,0,12782,Tim Herron,182.8,6763.1,37
96,0,06522,Ernie Els,182.7,7854.2,43
96,0,33461,Morgan Hoffmann,182.7,9319.9,51
96,0,25345,Carl Pettersson,182.7,10781.8,59
