RANK,MOVEMENT,PLAYER_ID,PLAYER,%,POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
59,0,31557,Jim Herman,6.05,581,9600,1,1
60,0,29926,Danny Lee,5.82,588,10100,0,3
61,0,32102,Rickie Fowler,5.72,381,6650,0,2
62,0,39977,Max Homa,5.45,526,9650,0,4
63,0,29970,Dylan Frittelli,5.44,604,11100,0,3
64,0,36689,Brooks Koepka,5.41,360,6650,0,2
65,0,21961,Charles Howell III,5.40,492,9100,0,3
66,0,25804,Bubba Watson,5.29,489,9250,0,3
67,0,46442,Maverick McNealy,5.28,523,9900,0,3
68,0,39997,Corey Conners,5.22,535,10250,0,1
69,0,35104,Tom Lewis,5.16,281,5450,0,1
70,0,22405,Justin Rose,5.09,313,6150,0,2
71,0,24361,Pat Perez,5.07,421,8300,0,2
72,0,26596,Ryan Moore,4.93,360,7300,0,2
73,0,49771,J.T. Poston,4.83,516,10700,0,2
74,0,27974,Sung Kang,4.78,512,10700,0,2
75,0,27644,Brian Harman,4.75,480,10100,0,1
76,0,34021,Bud Cauley,4.72,443,9400,0,2
77,0,48084,Wesley Bryan,4.69,94,2000,0
78,0,08075,Jerry Kelly,4.66,47,1000,0
79,0,27649,Brandt Snedeker,4.65,358,7700,0,1
79,0,23325,Vaughn Taylor,4.65,442,9500,0,2
81,0,46402,Talor Gooch,4.58,508,11100,0,2
81,0,27141,J.B. Holmes,4.58,183,4000,0
83,0,47993,Denny McCarthy,4.57,489,10700,0,4
84,0,30163,Henrik Norlander,4.56,483,10600,0,3
85,0,33204,Shane Lowry,4.52,283,6250,0,1
86,0,53165,Doc Redman,4.51,514,11400,0,1
87,0,33419,Cameron Tringale,4.43,381,8600,0,1
88,0,26331,Charl Schwartzel,4.36,266,6100,0,2
89,0,37189,Harold Varner III,4.31,457,10600,0,1
90,0,34046,Jordan Spieth,4.30,354,8250,0,3
91,0,45157,Cam Davis,4.20,374,8900,0,2
92,0,33597,Harry Higgs,4.12,465,11300,0,2
93,0,28775,Nate Lashley,4.11,395,9600,0,2
94,0,30944,Jason Kokrak,4.07,376,9250,0,2
95,0,32640,Troy Merritt,4.03,419,10400,0,2
96,0,46441,Robby Shelton,4.01,417,10400,0,3
97,0,25572,Graeme McDowell,3.97,305,7700,0,1
97,0,32254,Xinjun Zhang,3.97,474,11950,0,3
99,0,34098,Russell Henley,3.95,352,8900,0,3
100,0,47504,Sam Burns,3.92,345,8800,0,1
100,0,24024,Zach Johnson,3.92,337,8600,0,1
102,0,49960,Sepp Straka,3.91,466,11900,0,3
103,0,21209,Sergio Garcia,3.86,241,6250,0,1
104,0,19803,Ryan Armour,3.82,366,9600,0,3
105,0,26476,Chez Reavie,3.80,408,10750,0,2
106,0,31560,Brian Stuard,3.74,438,11700,0,2
107,0,48887,Matt Wallace,3.61,244,6750,0,1
108,0,27554,Scott Harrington,3.59,370,10300,0,1
109,0,37455,Si Woo Kim,3.58,409,11400,0,1
110,0,11123,Chris Couch,3.53,11,300,0
111,0,36871,Matthew NeSmith,3.51,372,10600,0,1
112,0,31646,Emiliano Grillo,3.48,373,10700,0,3
112,0,26300,Matt Jones,3.48,388,11150,0,2
112,0,36699,Patrick Rodgers,3.48,431,12400,0,1
115,0,28252,Seamus Power,3.42,168,4900,0,1
116,0,29535,Brice Garnett,3.35,294,8800,0
117,0,12716,Charley Hoffman,3.34,311,9300,0,2
118,0,39546,Keith Mitchell,3.25,328,10100,0,1
118,0,30692,Scott Stallings,3.25,296,9100,0,2
120,0,25818,Scott Piercy,3.20,291,9100,0,1
121,0,33141,Keegan Bradley,3.19,309,9700,0
122,0,29479,Scott Brown,3.14,323,10300,0,1
122,0,27330,Josh Teater,3.14,217,6900,0,1
124,0,26499,Rafa Cabrera Bello,3.12,258,8250,0
125,0,40058,Zac Blair,3.11,324,10400,0,1
126,0,28679,Fabián Gómez,3.08,274,8900,0,2
127,0,37275,Sam Ryder,3.06,349,11400,0,2
128,0,27095,Nick Watney,3.05,253,8300,0,1
129,0,19846,Brian Gay,3.04,323,10600,0,2
130,0,23621,Rory Sabbatini,3.03,291,9600,0
131,0,39953,Chase Seiffert,3.02,254,8400,0,1
132,0,26289,Boo Weekley,3.00,69,2300,0
132,0,32139,Danny Willett,3.00,202,6750,0,1
134,0,25900,Lucas Glover,2.97,303,10200,0,1
135,0,20229,Stewart Cink,2.96,207,7000,0,1
136,0,27064,Jhonattan Vegas,2.90,235,8100,0,1
137,0,35461,Beau Hossler,2.89,286,9900,0,1
138,0,30978,Kiradech Aphibarnrat,2.86,94,3300,0,1
139,0,33490,Bo Hoag,2.83,281,9900,0,1
140,0,27129,Luke List,2.80,297,10600,0,1
141,0,29268,Bronson Burgoon,2.75,255,9300,0,1
142,0,32791,K.H. Lee,2.74,312,11400,0,1
143,0,47347,Adam Schenk,2.73,304,11100,0
144,0,25198,Francesco Molinari,2.71,84,3100,0
145,0,34264,Hudson Swafford,2.70,135,5000,0,1
146,0,34255,Joseph Bramlett,2.65,223,8400,0,1
147,0,34563,Chesson Hadley,2.63,239,9100,0
147,0,22056,Cameron Percy,2.63,208,7900,0,1
149,0,30110,Kyle Stanley,2.56,246,9600,0,1
149,0,21528,Henrik Stenson,2.56,69,2700,0
151,0,33122,Russell Knox,2.54,269,10600,0
152,0,51766,Wyndham Clark,2.53,276,10900,0,1
153,0,25349,Tim Wilkinson,2.47,183,7400,0
154,0,49766,Hank Lebioda,2.45,230,9400,0,1
155,0,24490,George McNeill,2.42,119,4900,0,1
156,0,27942,Rob Oppenheim,2.39,236,9900,0,1
157,0,33413,Ben Martin,2.33,142,6100,0
158,0,34431,Robert Streb,2.32,207,8900,0,1
159,0,34466,Peter Malnati,2.31,238,10300,0
160,0,34256,Andrew Putnam,2.26,184,8150,0,1
161,0,33418,Shawn Stefani,2.23,98,4400,0
162,0,32448,James Hahn,2.16,129,6000,0
163,0,29484,Peter Uihlein,2.12,136,6400,0
163,0,35658,Kris Ventura,2.12,157,7400,0
165,0,23788,D.J. Trahan,2.09,165,7900,0,1
166,0,46550,Brandon Hagy,2.06,167,8100,0
167,0,49964,Aaron Wise,2.04,175,8600,0,2
168,0,33120,Mark Anderson,2.02,154,7600,0
169,0,33449,Zack Sucher,1.93,114,5900,0
170,0,35732,Wes Roach,1.92,123,6400,0,2
171,0,40009,Dominic Bozzelli,1.91,112,5900,0,1
172,0,12510,Chad Campbell,1.86,73,3900,0,1
173,0,22371,Aaron Baddeley,1.84,153,8300,0
174,0,27936,Martin Laird,1.83,106,5800,0,1
175,0,33404,Chris Baker,1.79,141,7900,0
175,0,27556,Ted Potter Jr.,1.79,163,9100,0,2
177,0,29974,Branden Grace,1.78,136,7650,0,1
178,0,34314,Sebastian Cappelen,1.75,156,8900,0,1
178,0,25345,Carl Pettersson,1.75,18,1000,0
180,0,32200,Roberto Castro,1.74,77,4400,0
181,0,26758,David Hearn,1.71,152,8900,0,1
182,0,46435,Austin Cook,1.69,162,9600,0
183,0,10809,Jim Furyk,1.63,108,6600,0
184,0,23983,Luke Donald,1.61,89,5500,0
185,0,40042,Tyler McCumber,1.60,151,9400,0
186,0,20472,Alex Cejka,1.58,62,3900,0
186,0,32662,Michael Gligic,1.58,132,8400,0
188,0,24846,Ricky Barnes,1.57,77,4900,0
189,0,49298,Kramer Hickok,1.55,131,8400,0
190,0,29289,S.Y. Noh,1.54,62,4000,0
191,0,51894,Vince Whaley,1.49,106,7100,0,1
192,0,34213,Grayson Murray,1.47,100,6800,0,1
193,0,23541,Ben Crane,1.46,41,2800,0
194,0,30926,Chris Kirk,1.45,80,5500,0
195,0,25686,Jason Dufner,1.44,138,9600,0
196,0,06527,Steve Stricker,1.43,73,5100,0
197,0,32070,Rafael Campos,1.40,60,4300,0
197,0,33486,Roger Sloan,1.40,131,9400,0
199,0,52375,Doug Ghim,1.38,102,7400,0
199,0,25632,Jimmy Walker,1.38,112,8100,0
201,0,24925,Jonathan Byrd,1.37,67,4900,0
202,0,32757,Patton Kizzire,1.36,129,9500,0,1
202,0,27963,Chris Stroud,1.36,120,8800,0
204,0,24357,K.J. Choi,1.34,61,4500,0
205,0,32618,Rhein Gibson,1.18,87,7400,0
205,0,33461,Morgan Hoffmann,1.18,24,2000,0
207,0,32333,Kevin Tway,1.17,110,9350,0
208,0,32366,Kevin Chappell,1.16,75,6500,0
208,0,29908,C.T. Pan,1.16,112,9650,0
210,0,34174,John Huh,1.15,46,4000,0
211,0,39324,J.J. Spaun,1.04,102,9800,0
212,0,28307,Matt Every,1.01,94,9300,0
213,0,30750,Tommy Gainey,.98,23,2300,0
214,0,28420,Ryan Brehm,.96,75,7900,0
214,0,29461,Jamie Lovemark,.96,53,5500,0
216,0,27933,John Merrick,.92,27,2900,0
217,0,48045,Michael Gellerman,.89,61,6900,0
218,0,06522,Ernie Els,.88,9,1000,0
219,0,10213,Dicky Pride,.87,3,300,0
220,0,20572,Rod Pampling,.84,15,1800,0
221,0,24924,Bill Haas,.83,59,7100,0
222,0,24140,Sean O'Hair,.75,8,1000,0
223,0,48119,Ben Taylor,.68,54,7900,0
224,0,28259,Sangmoon Bae,.66,26,3900,0
225,0,31202,William McGirt,.63,3,500,0
226,0,21407,Arjun Atwal,.60,32,5400,0
227,0,01666,Bernhard Langer,.52,5,1000,0
228,0,32816,Satoshi Kodaira,.49,26,5300,0
229,0,26951,Johnson Wagner,.45,20,4400,0
230,0,31420,Anirban Lahiri,.44,27,6100,0
231,0,12823,Carlos Franco,.39,2,600,0
232,0,23614,Rich Beem,.36,6,1600,0
232,0,34409,David Lingmerth,.36,16,4400,0
234,0,35230,Nelson Ledesma,.35,27,7900,0
235,0,27436,Graham DeLaet,.33,8,2300,0
236,0,24358,Robert Garrigus,.31,12,3900,0
236,0,35617,Martin Trainer,.31,31,10100,0
238,0,21753,Brian Davis,.30,3,900,0
238,0,37273,Derek Ernst,.30,8,2600,0
240,0,21959,Ted Purdy,.23,3,1400,0
241,0,20850,Daniel Chopra,.22,5,2400,0
242,0,12782,Tim Herron,.21,6,2800,0
242,0,01706,Davis Love III,.21,10,4900,0
242,0,08385,Omar Uresti,.21,2,1100,0
245,0,33803,Lucas Bjerregaard,.20,10,4800,0
246,0,23353,J.J. Henry,.18,7,4100,0
247,0,23623,Bo Van Pelt,.17,15,8400,0
248,0,32982,Vince Covello,.16,8,4800,0
249,0,20645,John Senden,.15,9,5900,0
250,0,23638,Brendon de Jonge,.10,2,2400,0
250,0,06567,Vijay Singh,.10,4,4000,0
252,0,24449,Parker McLachlin,.09,2,2900,0
253,0,20593,Greg Chalmers,.08,4,4300,0
254,0,39975,Michael Kim,.04,3,7300,0
