RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS(<= 5'),TOT MADE (>=20'),TOT MADE (<= 5')
1,0,28089,Jason Day,102.69,707,38,688
2,0,34046,Jordan Spieth,102.37,802,40,781
3,0,34099,Harris English,101.98,1011,39,992
4,0,25834,Daniel Summerhays,101.74,1094,48,1065
5,0,10809,Jim Furyk,101.43,631,18,622
6,0,39975,Michael Kim,101.42,1198,46,1169
7,0,35539,Luke Guthrie,101.41,639,27,621
8,0,30711,Colt Knost,101.39,1008,37,985
9,0,30927,Brendon Todd,101.35,740,25,725
10,0,06522,Ernie Els,101.28,780,29,761
11,0,29478,Kevin Kisner,101.20,1001,36,977
12,0,26951,Johnson Wagner,101.19,1088,47,1054
13,0,34466,Peter Malnati,101.17,1024,33,1003
14,0,21961,Charles Howell III,101.05,1144,49,1107
15,0,26851,Marc Leishman,101.00,903,24,888
16,0,24024,Zach Johnson,100.98,1019,41,988
17,0,20157,Retief Goosen,100.88,680,22,664
18,0,20645,John Senden,100.81,1110,33,1086
19,0,40026,Daniel Berger,100.69,1011,29,989
20,0,25396,Kevin Na,100.63,960,36,930
21,0,01810,Phil Mickelson,100.62,806,24,787
22,0,24140,Sean O'Hair,100.60,1174,34,1147
23,0,34409,David Lingmerth,100.59,846,25,826
24,0,32640,Troy Merritt,100.56,894,20,879
24,0,25349,Tim Wilkinson,100.56,710,24,690
26,0,29720,Andres Gonzales,100.55,912,30,887
27,0,27895,Jonas Blixt,100.53,936,30,911
28,0,32757,Patton Kizzire,100.47,1054,37,1022
29,0,32876,Martin Piller,100.46,649,19,633
30,0,33413,Ben Martin,100.45,1120,46,1079
31,0,34098,Russell Henley,100.42,961,37,928
32,0,21731,Freddie Jacobson,100.40,992,36,960
33,0,27644,Brian Harman,100.39,1275,33,1247
34,0,29485,Brett Stegmaier,100.37,1087,38,1053
34,0,28114,Dawie van der Walt,100.37,806,21,788
36,0,23108,Matt Kuchar,100.36,1098,39,1063
36,0,25198,Francesco Molinari,100.36,843,27,819
36,0,34360,Patrick Reed,100.36,1102,32,1074
36,0,29476,Kyle Reifers,100.36,1376,51,1330
40,0,33399,Adam Hadwin,100.33,1201,33,1172
40,0,26596,Ryan Moore,100.33,918,34,887
42,0,36689,Brooks Koepka,100.25,808,33,777
43,0,23800,Bryce Molder,100.21,933,26,909
44,0,27064,Jhonattan Vegas,100.18,1135,42,1095
45,0,34261,Scott Langley,100.13,773,21,753
46,0,34262,Jon Curran,100.09,1167,28,1140
47,0,31202,William McGirt,100.08,1257,41,1217
48,0,36801,Mark Hubbard,100.00,1169,38,1131
48,0,27936,Martin Laird,100.00,1017,24,993
48,0,10213,Dicky Pride,100.00,590,27,563
51,0,27466,Spencer Levin,99.92,1196,34,1161
52,0,31416,Derek Fathauer,99.91,1091,36,1054
53,0,31646,Emiliano Grillo,99.90,1036,26,1009
54,0,23638,Brendon de Jonge,99.89,924,24,899
55,0,25804,Bubba Watson,99.87,756,20,735
56,0,06527,Steve Stricker,99.84,632,22,609
57,0,35732,Wes Roach,99.83,599,20,578
57,0,30110,Kyle Stanley,99.83,1143,31,1110
59,0,24846,Ricky Barnes,99.82,1139,33,1104
59,0,20572,Rod Pampling,99.82,553,17,535
61,0,35545,Blayne Barber,99.81,1035,30,1003
62,0,20098,Stuart Appleby,99.79,940,25,913
62,0,24357,K.J. Choi,99.79,940,28,910
64,0,33410,Andrew Landry,99.78,447,11,435
65,0,34264,Hudson Swafford,99.77,1296,35,1258
66,0,32150,Michael Thompson,99.75,790,26,762
67,0,24461,Thomas Aiken,99.71,680,19,659
67,0,22371,Aaron Baddeley,99.71,1044,33,1008
67,0,46440,Smylie Kaufman,99.71,1019,33,983
70,0,25632,Jimmy Walker,99.70,994,28,963
71,0,25493,Nick Taylor,99.69,972,27,942
72,0,29268,Bronson Burgoon,99.68,932,24,905
72,0,32102,Rickie Fowler,99.68,930,22,905
74,0,32448,James Hahn,99.61,1015,22,989
74,0,36699,Patrick Rodgers,99.61,1025,35,986
76,0,29926,Danny Lee,99.60,1005,28,973
77,0,27214,Kevin Streelman,99.58,954,27,923
78,0,23983,Luke Donald,99.54,861,21,836
79,0,22892,Jason Gore,99.53,855,25,826
79,0,31557,Jim Herman,99.53,1054,28,1021
79,0,25572,Graeme McDowell,99.53,636,12,621
82,0,25364,Paul Casey,99.52,841,28,809
82,0,30926,Chris Kirk,99.52,1052,24,1023
82,0,26289,Boo Weekley,99.52,1042,33,1004
85,0,27770,Camilo Villegas,99.51,1029,39,985
86,0,26758,David Hearn,99.49,1167,36,1125
87,0,02206,David Toms,99.48,763,16,743
88,0,35300,Andrew Loupe,99.47,937,35,897
89,0,33448,Justin Thomas,99.44,1075,25,1044
90,0,08075,Jerry Kelly,99.43,878,22,851
91,0,35451,Scott Pinckney,99.41,1013,34,973
92,0,29461,Jamie Lovemark,99.40,1158,33,1118
93,0,34265,Will Wilcox,99.38,809,19,785
94,0,30944,Jason Kokrak,99.36,1090,33,1050
95,0,30163,Henrik Norlander,99.34,758,20,733
96,0,20472,Alex Cejka,99.32,735,23,707
97,0,20848,Ángel Cabrera,99.31,720,21,694
98,0,24507,Jason Bohn,99.30,852,18,828
99,0,29222,Billy Hurley III,99.28,835,18,811
100,0,29420,Billy Horschel,99.27,822,29,787
