RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
1,0,30925,Dustin Johnson,36.58,364,995
2,0,34046,Jordan Spieth,35.68,309,866
3,0,28237,Rory McIlroy,35.32,273,773
4,0,28089,Jason Day,34.70,288,830
5,0,36689,Brooks Koepka,33.65,283,841
6,0,35300,Andrew Loupe,33.57,286,852
7,0,27141,J.B. Holmes,33.45,290,867
8,0,32839,Hideki Matsuyama,33.37,298,893
8,0,01810,Phil Mickelson,33.37,285,854
10,0,25632,Jimmy Walker,32.91,310,942
11,0,27895,Jonas Blixt,32.73,273,834
12,0,23320,Ryan Palmer,32.31,337,1043
13,0,33399,Adam Hadwin,31.73,350,1103
14,0,25834,Daniel Summerhays,31.72,355,1119
15,0,24140,Sean O'Hair,31.63,340,1075
16,0,24358,Robert Garrigus,31.60,255,807
17,0,35539,Luke Guthrie,31.56,196,621
18,0,33461,Morgan Hoffmann,31.54,240,761
19,0,29478,Kevin Kisner,31.45,346,1100
20,0,23108,Matt Kuchar,31.43,368,1171
21,0,34360,Patrick Reed,31.42,361,1149
22,0,32150,Michael Thompson,31.39,253,806
23,0,22371,Aaron Baddeley,31.21,314,1006
23,0,29461,Jamie Lovemark,31.21,333,1067
25,0,46440,Smylie Kaufman,31.17,326,1046
26,0,33448,Justin Thomas,31.10,352,1132
27,0,24502,Adam Scott,31.06,300,966
28,0,27649,Brandt Snedeker,30.95,325,1050
29,0,24846,Ricky Barnes,30.94,340,1099
30,0,25396,Kevin Na,30.89,345,1117
31,0,29725,Tony Finau,30.87,343,1111
32,0,35732,Wes Roach,30.83,193,626
33,0,22405,Justin Rose,30.78,233,757
34,0,21731,Freddie Jacobson,30.77,308,1001
35,0,21961,Charles Howell III,30.75,341,1109
36,0,34264,Hudson Swafford,30.69,395,1287
37,0,27436,Graham DeLaet,30.58,248,811
38,0,27644,Brian Harman,30.53,370,1212
39,0,33413,Ben Martin,30.51,321,1052
40,0,31420,Anirban Lahiri,30.47,238,781
40,0,33419,Cameron Tringale,30.47,277,909
42,0,37455,Si Woo Kim,30.44,386,1268
43,0,27129,Luke List,30.39,282,928
44,0,33667,Carlos Ortiz,30.38,264,869
45,0,32640,Troy Merritt,30.28,264,872
46,0,20104,Ken Duke,30.26,174,575
47,0,31416,Derek Fathauer,30.25,317,1048
48,0,06527,Steve Stricker,30.22,181,599
49,0,20472,Alex Cejka,30.20,247,818
50,0,29420,Billy Horschel,30.08,256,851
51,0,23325,Vaughn Taylor,30.06,251,835
52,0,24507,Jason Bohn,30.04,240,799
53,0,29289,S.Y. Noh,30.00,282,940
54,0,26596,Ryan Moore,29.99,287,957
55,0,29926,Danny Lee,29.98,310,1034
