RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES,GIR RANK
1,0,23320,Ryan Palmer,23.35,290,1242,51
2,0,24358,Robert Garrigus,22.04,357,1620,21
3,0,02223,Bob Tway,21.90,276,1260,33
4,0,27770,Camilo Villegas,21.79,306,1404,111
5,0,01553,John Huston,21.73,219,1008,4
6,0,01810,Phil Mickelson,21.44,301,1404,70
7,0,01945,Kenny Perry,21.36,373,1746,30
8,0,20766,Padraig Harrington,21.22,191,900,186
9,0,24361,Pat Perez,21.07,349,1656,43
10,0,20229,Stewart Cink,21.06,307,1458,41
11,0,22892,Jason Gore,21.04,356,1692,39
12,0,30750,Tommy Gainey,21.02,227,1080,36
13,0,29718,Anthony Kim,20.99,306,1458,71
14,0,23621,Rory Sabbatini,20.98,287,1368,65
15,0,28158,Steve Marino,20.92,448,2142,15
16,0,12510,Chad Campbell,20.80,352,1692,13
17,0,27936,Martin Laird,20.75,366,1764,38
18,0,20104,Ken Duke,20.74,433,2088,104
19,0,27141,J.B. Holmes,20.65,316,1530,152
20,0,23541,Ben Crane,20.61,319,1548,73
20,0,21949,Joe Ogilvie,20.61,371,1800,119
22,0,24924,Bill Haas,20.59,367,1782,20
23,0,26695,Michael Letzig,20.52,325,1584,143
24,0,20433,Mark Hensby,20.50,262,1278,121
25,0,23718,Nathan Green,20.47,350,1710,188
25,0,10860,Justin Leonard,20.47,350,1710,54
27,0,06567,Vijay Singh,20.44,287,1404,12
28,0,27214,Kevin Streelman,20.42,419,2052,31
29,0,21878,Mark Wilson,20.40,393,1926,42
30,0,01313,Steve Elkington,20.37,308,1512,40
31,0,10885,Robert Allenby,20.35,392,1926,2
32,0,24490,George McNeill,20.33,355,1746,13
32,0,23497,Tag Ridings,20.33,322,1584,125
34,0,27095,Nick Watney,20.31,351,1728,16
35,0,23325,Vaughn Taylor,20.23,375,1854,81
36,0,28780,Nicholas Thompson,20.21,411,2034,145
37,0,24502,Adam Scott,20.18,178,882,128
38,0,12660,Jesper Parnevik,20.14,319,1584,184
39,0,01226,Fred Couples,20.09,217,1080,83
40,0,06595,Kevin Sutherland,20.07,354,1764,17
41,0,21753,Brian Davis,20.06,390,1944,89
41,0,26679,Kevin Stadler,20.06,325,1620,93
43,0,01948,Tim Petrovic,20.05,350,1746,144
44,0,20663,Brenden Pappas,20.03,238,1188,88
45,0,06197,Michael Allen,20.02,328,1638,53
45,0,12823,Carlos Franco,20.02,263,1314,47
47,0,28475,Jeff Overton,20.01,371,1854,118
48,0,19846,Brian Gay,19.99,367,1836,129
48,0,11032,Frank Lickliter II,19.99,385,1926,124
50,0,22371,Aaron Baddeley,19.94,262,1314,166
51,0,24925,Jonathan Byrd,19.93,305,1530,149
51,0,30925,Dustin Johnson,19.93,330,1656,129
51,0,25396,Kevin Na,19.93,348,1746,133
51,0,25804,Bubba Watson,19.93,348,1746,27
55,0,23788,D.J. Trahan,19.92,337,1692,62
56,0,06004,Stephen Ames,19.85,293,1476,96
56,0,10505,Shane Bertsch,19.85,343,1728,122
56,0,23135,Tim Clark,19.85,318,1602,131
59,0,21633,Steve Allan,19.83,207,1044,59
60,0,02239,Scott Verplank,19.82,289,1458,94
61,0,12652,Cameron Beckman,19.80,310,1566,69
61,0,26668,Marc Turnesa,19.80,310,1566,137
63,0,20574,Mathew Goggin,19.78,324,1638,29
64,0,28089,Jason Day,19.75,288,1458,80
65,0,06575,Dudley Hart,19.74,263,1332,64
65,0,12716,Charley Hoffman,19.74,334,1692,63
65,0,24781,Hunter Mahan,19.74,302,1530,7
68,0,01941,Tom Pernice Jr.,19.66,368,1872,120
69,0,26289,Boo Weekley,19.61,293,1494,22
70,0,10585,Scott McCarron,19.58,222,1134,103
70,0,23623,Bo Van Pelt,19.58,356,1818,34
72,0,25345,Carl Pettersson,19.55,387,1980,134
73,0,20850,Daniel Chopra,19.54,292,1494,189
74,0,21209,Sergio Garcia,19.52,246,1260,37
75,0,27120,Troy Matteson,19.50,330,1692,32
76,0,19803,Ryan Armour,19.48,305,1566,78
76,0,01035,Tommy Armour III,19.48,270,1386,56
78,0,07457,Steve Flesch,19.47,333,1710,109
79,0,26596,Ryan Moore,19.44,252,1296,173
80,0,07867,Woody Austin,19.42,367,1890,18
81,0,20378,Mathias Grönberg,19.41,304,1566,154
82,0,12602,Dean Wilson,19.37,380,1962,77
83,0,10733,Kent Jones,19.36,237,1224,6
83,0,20160,Charlie Wi,19.36,338,1746,59
85,0,01577,Lee Janzen,19.35,310,1602,114
85,0,10423,Mike Weir,19.35,303,1566,109
87,0,20623,Gavin Coles,19.34,188,972,35
88,0,12782,Tim Herron,19.30,337,1746,163
89,0,02206,David Toms,19.28,236,1224,90
90,0,20098,Stuart Appleby,19.25,291,1512,168
91,0,27060,John Mallinger,19.24,329,1710,185
92,0,25900,Lucas Glover,19.23,315,1638,86
93,0,23048,Eric Axley,19.22,391,2034,180
93,0,25190,Jeff Quinney,19.22,301,1566,172
95,0,06621,Joe Durant,19.20,318,1656,1
96,0,01724,Jeff Maggert,19.19,297,1548,61
97,0,21350,Ryuji Imada,19.17,276,1440,176
98,0,23778,Brad Adamonis,19.16,300,1566,68
98,0,01706,Davis Love III,19.16,269,1404,106
98,0,27933,John Merrick,19.16,338,1764,25
101,0,23409,James Driscoll,19.15,293,1530,95
102,0,25364,Paul Casey,19.12,179,936,74
103,0,06034,Marco Dawson,19.10,220,1152,182
104,0,23614,Rich Beem,19.07,309,1620,57
105,0,24024,Zach Johnson,18.98,287,1512,28
106,0,21961,Charles Howell III,18.91,337,1782,48
106,0,25562,Andres Romero,18.91,228,1206,194
108,0,24357,K.J. Choi,18.89,238,1260,81
108,0,20572,Rod Pampling,18.89,272,1440,131
110,0,26951,Johnson Wagner,18.88,282,1494,174
111,0,10809,Jim Furyk,18.85,319,1692,48
112,0,20634,Peter Lonard,18.84,312,1656,100
113,0,26300,Matt Jones,18.83,322,1710,164
113,0,23797,Brett Rumford,18.83,244,1296,175
115,0,21805,Harrison Frazar,18.80,247,1314,3
116,0,24449,Parker McLachlin,18.75,297,1584,159
116,0,10649,Tom Scherrer,18.75,189,1008,71
118,0,21731,Freddie Jacobson,18.73,263,1404,171
119,0,02002,John Riegger,18.72,246,1314,8
120,0,23349,Charles Warren,18.71,266,1422,44
121,0,26500,Alejandro Cañizares,18.70,175,936,161
122,0,06012,Greg Kraft,18.69,212,1134,191
123,0,27561,Nick Flanagan,18.66,299,1602,123
123,0,20645,John Senden,18.66,309,1656,10
125,0,22548,Patrick Sheehan,18.64,416,2232,104
126,0,20848,Ángel Cabrera,18.63,171,918,156
127,0,01928,Corey Pavin,18.60,231,1242,196
128,0,20498,Briny Baird,18.58,378,2034,5
129,0,24663,Y.E. Yang,18.54,297,1602,67
130,0,01161,Mark Calcavecchia,18.52,220,1188,114
130,0,01320,Bob Estes,18.52,300,1620,11
132,0,01388,Robert Gamez,18.50,263,1422,66
133,0,10875,Todd Demsey,18.47,266,1440,87
134,0,06522,Ernie Els,18.44,166,900,178
134,0,22913,John Rollins,18.44,312,1692,136
134,0,06527,Steve Stricker,18.44,239,1296,127
137,0,25349,Tim Wilkinson,18.42,315,1710,85
138,0,22348,Nick O'Hern,18.40,265,1440,116
139,0,27649,Brandt Snedeker,18.39,278,1512,140
140,0,23540,Jason Allred,18.34,208,1134,155
141,0,21461,Kenneth Ferrie,18.29,237,1296,102
142,0,07749,Brett Quigley,18.26,263,1440,112
143,0,27963,Chris Stroud,18.24,266,1458,26
144,0,08931,Glen Day,18.23,210,1152,117
145,0,25632,Jimmy Walker,18.19,239,1314,147
146,0,08385,Omar Uresti,18.17,242,1332,91
147,0,25720,Chad Collins,18.13,235,1296,183
148,0,12705,Cliff Kresge,18.12,274,1512,98
149,0,06251,Chris DiMarco,18.07,283,1566,142
150,0,08845,Scott Sterling,18.04,289,1602,22
151,0,26476,Chez Reavie,17.97,330,1836,54
152,0,06090,Jim McGovern,17.93,242,1350,83
