RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
1,0,02223,Bob Tway,1.46,276,189
2,0,19846,Brian Gay,1.41,367,261
3,0,28158,Steve Marino,1.36,448,330
4,0,01553,John Huston,1.35,219,162
4,0,01810,Phil Mickelson,1.35,301,223
6,0,23541,Ben Crane,1.34,319,238
6,0,10860,Justin Leonard,1.34,350,261
8,0,23320,Ryan Palmer,1.33,290,218
8,0,06595,Kevin Sutherland,1.33,354,266
10,0,21878,Mark Wilson,1.32,393,298
11,0,06567,Vijay Singh,1.30,287,220
12,0,20623,Gavin Coles,1.29,188,146
12,0,01945,Kenny Perry,1.29,373,290
14,0,20498,Briny Baird,1.28,378,296
14,0,01313,Steve Elkington,1.28,308,241
16,0,10423,Mike Weir,1.27,303,238
17,0,10505,Shane Bertsch,1.26,343,273
17,0,24924,Bill Haas,1.26,367,291
17,0,29718,Anthony Kim,1.26,306,242
17,0,20160,Charlie Wi,1.26,338,268
21,0,10885,Robert Allenby,1.25,392,313
21,0,20229,Stewart Cink,1.25,307,245
23,0,20104,Ken Duke,1.24,433,349
23,0,10809,Jim Furyk,1.24,319,257
25,0,20574,Mathew Goggin,1.23,324,264
26,0,25396,Kevin Na,1.22,348,286
26,0,27095,Nick Watney,1.22,351,288
28,0,21753,Brian Davis,1.21,390,322
28,0,01320,Bob Estes,1.21,300,248
28,0,22892,Jason Gore,1.21,356,294
28,0,20663,Brenden Pappas,1.21,238,197
28,0,27214,Kevin Streelman,1.21,419,345
28,0,25349,Tim Wilkinson,1.21,315,260
34,0,06575,Dudley Hart,1.20,263,219
34,0,21949,Joe Ogilvie,1.20,371,310
34,0,01941,Tom Pernice Jr.,1.20,368,307
37,0,06004,Stephen Ames,1.19,293,246
37,0,12510,Chad Campbell,1.19,352,296
37,0,20766,Padraig Harrington,1.19,191,161
37,0,24361,Pat Perez,1.19,349,294
41,0,27936,Martin Laird,1.18,366,311
41,0,20127,Chris Riley,1.18,164,139
43,0,06197,Michael Allen,1.17,328,280
43,0,22371,Aaron Baddeley,1.17,262,224
43,0,01226,Fred Couples,1.17,217,186
43,0,08931,Glen Day,1.17,210,179
43,0,24358,Robert Garrigus,1.17,357,305
43,0,10733,Kent Jones,1.17,237,203
43,0,24781,Hunter Mahan,1.17,302,259
43,0,23325,Vaughn Taylor,1.17,375,320
43,0,27770,Camilo Villegas,1.17,306,262
52,0,12652,Cameron Beckman,1.16,310,268
52,0,12782,Tim Herron,1.16,337,290
52,0,24024,Zach Johnson,1.16,287,247
52,0,22348,Nick O'Hern,1.16,265,228
52,0,08845,Scott Sterling,1.16,289,249
52,0,26668,Marc Turnesa,1.16,310,268
58,0,28089,Jason Day,1.15,288,250
58,0,22548,Patrick Sheehan,1.15,416,363
58,0,06527,Steve Stricker,1.15,239,207
61,0,12823,Carlos Franco,1.14,263,231
61,0,21209,Sergio Garcia,1.14,246,215
61,0,12716,Charley Hoffman,1.14,334,292
61,0,02002,John Riegger,1.14,246,215
61,0,23621,Rory Sabbatini,1.14,287,252
61,0,23623,Bo Van Pelt,1.14,356,312
61,0,02239,Scott Verplank,1.14,289,254
68,0,23718,Nathan Green,1.13,350,310
68,0,23108,Matt Kuchar,1.13,281,249
68,0,11032,Frank Lickliter II,1.13,385,341
68,0,01948,Tim Petrovic,1.13,350,311
68,0,25345,Carl Pettersson,1.13,387,341
73,0,07867,Woody Austin,1.12,367,328
73,0,07457,Steve Flesch,1.12,333,298
73,0,21961,Charles Howell III,1.12,337,300
73,0,21350,Ryuji Imada,1.12,276,247
73,0,01766,Billy Mayfair,1.12,329,295
73,0,24490,George McNeill,1.12,355,317
73,0,27933,John Merrick,1.12,338,301
73,0,08385,Omar Uresti,1.12,242,217
73,0,12602,Dean Wilson,1.12,380,339
82,0,21633,Steve Allan,1.11,207,186
82,0,07547,Craig Kanada,1.11,209,189
82,0,26695,Michael Letzig,1.11,325,293
82,0,23788,D.J. Trahan,1.11,337,303
82,0,26289,Boo Weekley,1.11,293,264
87,0,23778,Brad Adamonis,1.10,300,273
87,0,20098,Stuart Appleby,1.10,291,265
87,0,24925,Jonathan Byrd,1.10,305,278
87,0,24357,K.J. Choi,1.10,238,216
87,0,23135,Tim Clark,1.10,318,289
87,0,25900,Lucas Glover,1.10,315,286
87,0,10585,Scott McCarron,1.10,222,201
87,0,24449,Parker McLachlin,1.10,297,270
87,0,01928,Corey Pavin,1.10,231,210
87,0,20645,John Senden,1.10,309,280
97,0,01035,Tommy Armour III,1.09,270,247
97,0,23048,Eric Axley,1.09,391,360
97,0,12660,Jesper Parnevik,1.09,319,292
97,0,25804,Bubba Watson,1.09,348,320
101,0,22621,Ben Curtis,1.08,254,236
101,0,26596,Ryan Moore,1.08,252,234
101,0,28475,Jeff Overton,1.08,371,344
104,0,20850,Daniel Chopra,1.07,293,275
104,0,23125,Brad Elder,1.07,209,195
104,0,01724,Jeff Maggert,1.07,297,278
104,0,25190,Jeff Quinney,1.07,301,282
104,0,26476,Chez Reavie,1.07,330,307
109,0,10875,Todd Demsey,1.06,266,251
109,0,01577,Lee Janzen,1.06,310,293
109,0,27060,John Mallinger,1.06,329,309
109,0,27120,Troy Matteson,1.06,330,312
109,0,07749,Brett Quigley,1.06,263,247
109,0,23497,Tag Ridings,1.06,322,303
109,0,26679,Kevin Stadler,1.06,325,308
116,0,06621,Joe Durant,1.05,318,303
116,0,20634,Peter Lonard,1.05,312,298
116,0,22293,Heath Slocum,1.05,327,311
119,0,26500,Alejandro Cañizares,1.04,175,169
119,0,21805,Harrison Frazar,1.04,247,238
119,0,23353,J.J. Henry,1.04,328,314
119,0,10649,Tom Scherrer,1.04,189,181
119,0,28780,Nicholas Thompson,1.04,411,395
124,0,23409,James Driscoll,1.03,293,285
125,0,23614,Rich Beem,1.02,309,302
125,0,06034,Marco Dawson,1.02,220,215
125,0,21731,Freddie Jacobson,1.02,263,258
125,0,22913,John Rollins,1.02,312,306
125,0,24663,Y.E. Yang,1.02,297,290
130,0,27141,J.B. Holmes,1.01,316,312
130,0,30925,Dustin Johnson,1.01,330,328
130,0,26300,Matt Jones,1.01,322,319
130,0,06012,Greg Kraft,1.01,212,209
130,0,27649,Brandt Snedeker,1.01,278,275
130,0,27963,Chris Stroud,1.01,266,263
136,0,19803,Ryan Armour,1.00,305,304
136,0,25720,Chad Collins,1.00,235,236
136,0,21461,Kenneth Ferrie,1.00,237,238
136,0,20433,Mark Hensby,1.00,262,263
136,0,08075,Jerry Kelly,1.00,274,274
136,0,01706,Davis Love III,1.00,269,268
136,0,22046,Geoff Ogilvy,1.00,195,195
136,0,20572,Rod Pampling,1.00,272,271
136,0,02206,David Toms,1.00,236,237
145,0,22806,Doug LaBelle II,.99,197,200
146,0,30750,Tommy Gainey,.98,227,231
146,0,12705,Cliff Kresge,.98,274,280
146,0,25632,Jimmy Walker,.98,239,245
149,0,01142,Bart Bryant,.97,243,250
149,0,20378,Mathias Grönberg,.97,304,312
149,0,24912,Will MacKenzie,.97,198,204
149,0,06090,Jim McGovern,.97,242,250
149,0,24502,Adam Scott,.97,178,183
149,0,26951,Johnson Wagner,.97,282,292
155,0,06573,Brandt Jobe,.96,165,172
156,0,06251,Chris DiMarco,.95,283,297
156,0,21959,Ted Purdy,.95,205,215
156,0,25562,Andres Romero,.95,228,239
156,0,10425,Jay Williamson,.95,298,313
160,0,27561,Nick Flanagan,.94,299,317
160,0,01388,Robert Gamez,.94,263,280
160,0,20105,Jeff Gove,.94,147,156
160,0,06643,Paul Goydos,.94,240,254
160,0,25842,Jon Mills,.94,295,313
160,0,24140,Sean O'Hair,.94,249,266
166,0,25364,Paul Casey,.93,179,192
166,0,20472,Alex Cejka,.93,237,256
166,0,12826,Paul Claxton,.93,194,209
166,0,26420,Richard Johnson,.93,174,187
166,0,23797,Brett Rumford,.93,244,262
171,0,01161,Mark Calcavecchia,.92,220,239
171,0,06522,Ernie Els,.92,166,181
171,0,01473,Todd Hamilton,.92,292,317
171,0,01797,Rocco Mediate,.92,269,293
175,0,20848,Ángel Cabrera,.91,171,188
175,0,20443,Jin Park,.91,256,281
175,0,23349,Charles Warren,.91,266,292
178,0,24227,Justin Bolli,.90,271,300
179,0,23157,Richard Johnson,.89,243,273
179,0,12680,Shigeki Maruyama,.89,143,160
179,0,12309,Bob Sowards,.89,186,209
182,0,23540,Jason Allred,.88,208,237
182,0,20157,Retief Goosen,.88,182,206
182,0,19913,Ron Whittaker,.88,164,186
185,0,08537,J.P. Hayes,.86,196,228
185,0,01707,Steve Lowery,.86,237,276
187,0,01139,Olin Browne,.85,209,247
188,0,01024,Billy Andrade,.84,210,251
188,0,22378,Trevor Immelman,.84,207,247
188,0,20382,Stephen Leaney,.84,143,171
191,0,24138,Ian Poulter,.83,146,175
192,0,22582,Kyle Thompson,.82,211,257
193,0,01677,Tom Lehman,.81,150,185
194,0,27613,David Lutterus,.80,180,226
195,0,26631,Cody Freeman,.79,198,252
196,0,25594,Travis Perkins,.71,153,215
197,0,09011,David Duval,.65,146,225
