RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,01810,Phil Mickelson,26.21
2,0,06012,Greg Kraft,23.98
3,0,23788,D.J. Trahan,23.55
4,0,20766,Padraig Harrington,23.49
5,0,06573,Brandt Jobe,23.46
6,0,20229,Stewart Cink,23.25
7,0,02002,John Riegger,22.96
8,0,24358,Robert Garrigus,22.92
9,0,20105,Jeff Gove,22.60
9,0,06575,Dudley Hart,22.60
11,0,27770,Camilo Villegas,22.58
12,0,21805,Harrison Frazar,22.42
13,0,12782,Tim Herron,22.06
14,0,20663,Brenden Pappas,22.04
15,0,12309,Bob Sowards,21.94
16,0,12823,Carlos Franco,21.92
17,0,20848,Ángel Cabrera,21.84
18,0,26596,Ryan Moore,21.82
19,0,29718,Anthony Kim,21.78
20,0,21949,Joe Ogilvie,21.65
20,0,20572,Rod Pampling,21.65
22,0,07457,Steve Flesch,21.63
22,0,28475,Jeff Overton,21.63
24,0,27120,Troy Matteson,21.58
25,0,21753,Brian Davis,21.33
26,0,25900,Lucas Glover,21.25
26,0,11032,Frank Lickliter II,21.25
26,0,23497,Tag Ridings,21.25
29,0,06595,Kevin Sutherland,21.14
30,0,06197,Michael Allen,21.07
31,0,21209,Sergio Garcia,21.05
32,0,27649,Brandt Snedeker,21.03
33,0,20645,John Senden,21.01
34,0,21878,Mark Wilson,21.00
35,0,23157,Richard Johnson,20.93
36,0,26500,Alejandro Cañizares,20.75
37,0,10585,Scott McCarron,20.74
38,0,23320,Ryan Palmer,20.69
39,0,06004,Stephen Ames,20.61
40,0,23409,James Driscoll,20.45
41,0,20623,Gavin Coles,20.44
42,0,28158,Steve Marino,20.38
43,0,01945,Kenny Perry,20.37
44,0,01553,John Huston,20.26
45,0,25364,Paul Casey,20.22
46,0,23718,Nathan Green,20.21
47,0,22371,Aaron Baddeley,20.20
48,0,20378,Mathias Grönberg,20.07
49,0,10505,Shane Bertsch,20.00
49,0,20472,Alex Cejka,20.00
49,0,19846,Brian Gay,20.00
49,0,20574,Mathew Goggin,20.00
53,0,27936,Martin Laird,19.93
54,0,30750,Tommy Gainey,19.82
55,0,01948,Tim Petrovic,19.80
56,0,21961,Charles Howell III,19.79
57,0,23623,Bo Van Pelt,19.73
57,0,25804,Bubba Watson,19.73
59,0,01388,Robert Gamez,19.70
60,0,01724,Jeff Maggert,19.69
61,0,26668,Marc Turnesa,19.61
62,0,12826,Paul Claxton,19.60
62,0,27561,Nick Flanagan,19.60
64,0,27141,J.B. Holmes,19.59
65,0,02223,Bob Tway,19.54
66,0,01941,Tom Pernice Jr.,19.52
67,0,01797,Rocco Mediate,19.49
68,0,25632,Jimmy Walker,19.48
69,0,21633,Steve Allan,19.44
70,0,12716,Charley Hoffman,19.42
70,0,12660,Jesper Parnevik,19.42
72,0,23325,Vaughn Taylor,19.40
73,0,30925,Dustin Johnson,19.34
74,0,26695,Michael Letzig,19.30
75,0,01766,Billy Mayfair,19.27
76,0,23125,Brad Elder,19.23
77,0,24502,Adam Scott,19.19
78,0,26679,Kevin Stadler,19.16
78,0,02206,David Toms,19.16
80,0,10885,Robert Allenby,19.11
81,0,06621,Joe Durant,19.10
82,0,23778,Brad Adamonis,19.08
83,0,10423,Mike Weir,19.05
84,0,20433,Mark Hensby,19.01
85,0,01320,Bob Estes,18.99
86,0,24227,Justin Bolli,18.95
87,0,12652,Cameron Beckman,18.92
88,0,27095,Nick Watney,18.84
89,0,23621,Rory Sabbatini,18.83
90,0,08931,Glen Day,18.82
91,0,23797,Brett Rumford,18.80
92,0,07749,Brett Quigley,18.78
93,0,10809,Jim Furyk,18.75
94,0,23353,J.J. Henry,18.73
94,0,25842,Jon Mills,18.73
96,0,23108,Matt Kuchar,18.72
97,0,28089,Jason Day,18.64
98,0,23541,Ben Crane,18.55
99,0,21461,Kenneth Ferrie,18.50
100,0,08385,Omar Uresti,18.45
101,0,22892,Jason Gore,18.41
102,0,22582,Kyle Thompson,18.37
103,0,06034,Marco Dawson,18.36
104,0,20104,Ken Duke,18.35
105,0,01142,Bart Bryant,18.30
106,0,27963,Chris Stroud,18.29
107,0,01313,Steve Elkington,18.26
108,0,23135,Tim Clark,18.25
108,0,20634,Peter Lonard,18.25
110,0,24925,Jonathan Byrd,18.22
111,0,01161,Mark Calcavecchia,18.18
112,0,01577,Lee Janzen,18.15
113,0,26951,Johnson Wagner,18.12
114,0,12602,Dean Wilson,18.10
115,0,01706,Davis Love III,18.00
116,0,19803,Ryan Armour,17.89
117,0,27214,Kevin Streelman,17.88
118,0,22913,John Rollins,17.87
118,0,22293,Heath Slocum,17.87
120,0,26476,Chez Reavie,17.81
121,0,07547,Craig Kanada,17.71
121,0,25396,Kevin Na,17.71
123,0,20850,Daniel Chopra,17.69
124,0,20160,Charlie Wi,17.65
125,0,21350,Ryuji Imada,17.62
126,0,20382,Stephen Leaney,17.61
127,0,24024,Zach Johnson,17.60
128,0,20127,Chris Riley,17.52
129,0,26300,Matt Jones,17.49
130,0,06251,Chris DiMarco,17.47
131,0,12680,Shigeki Maruyama,17.45
132,0,24781,Hunter Mahan,17.41
133,0,27933,John Merrick,17.38
134,0,06090,Jim McGovern,17.37
135,0,22621,Ben Curtis,17.33
136,0,06567,Vijay Singh,17.31
137,0,22548,Patrick Sheehan,17.29
138,0,27060,John Mallinger,17.24
139,0,10875,Todd Demsey,17.23
140,0,22378,Trevor Immelman,17.17
141,0,21731,Freddie Jacobson,17.15
142,0,22348,Nick O'Hern,17.13
143,0,25720,Chad Collins,17.04
144,0,20443,Jin Park,16.97
145,0,28780,Nicholas Thompson,16.94
146,0,20157,Retief Goosen,16.93
146,0,25345,Carl Pettersson,16.93
148,0,25190,Jeff Quinney,16.86
149,0,26631,Cody Freeman,16.81
150,0,10860,Justin Leonard,16.80
151,0,12705,Cliff Kresge,16.79
152,0,08845,Scott Sterling,16.74
153,0,09011,David Duval,16.59
154,0,24357,K.J. Choi,16.58
155,0,01707,Steve Lowery,16.48
156,0,10733,Kent Jones,16.41
157,0,01035,Tommy Armour III,16.38
158,0,26289,Boo Weekley,16.33
159,0,25562,Andres Romero,16.30
160,0,08537,J.P. Hayes,16.28
161,0,23349,Charles Warren,16.24
162,0,22046,Geoff Ogilvy,16.13
163,0,10649,Tom Scherrer,16.07
164,0,24361,Pat Perez,16.06
164,0,25349,Tim Wilkinson,16.06
166,0,22806,Doug LaBelle II,16.04
167,0,02239,Scott Verplank,16.03
168,0,07867,Woody Austin,15.91
169,0,20498,Briny Baird,15.90
170,0,20098,Stuart Appleby,15.87
171,0,01226,Fred Couples,15.82
172,0,24140,Sean O'Hair,15.79
173,0,24138,Ian Poulter,15.72
174,0,24924,Bill Haas,15.64
174,0,19913,Ron Whittaker,15.64
176,0,01473,Todd Hamilton,15.56
177,0,24663,Y.E. Yang,15.38
178,0,08075,Jerry Kelly,15.23
179,0,26420,Richard Johnson,15.20
180,0,01928,Corey Pavin,15.15
181,0,23614,Rich Beem,15.11
182,0,24449,Parker McLachlin,15.08
183,0,01024,Billy Andrade,15.02
184,0,23540,Jason Allred,14.93
185,0,12510,Chad Campbell,14.86
186,0,06522,Ernie Els,14.53
187,0,27613,David Lutterus,14.35
188,0,10425,Jay Williamson,14.29
189,0,24490,George McNeill,13.99
190,0,23048,Eric Axley,13.86
191,0,24912,Will MacKenzie,13.85
192,0,06527,Steve Stricker,13.78
193,0,06643,Paul Goydos,13.75
194,0,01139,Olin Browne,13.39
195,0,01677,Tom Lehman,13.22
196,0,21959,Ted Purdy,13.13
197,0,25594,Travis Perkins,13.04
