RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,02241,Bobby Wadkins,50.46,109,216
2,0,02303,Robert Wrenn,46.67,84,180
3,0,01331,Rick Fehr,46.03,116,252
3,0,06657,Steve Rintoul,46.03,116,252
5,0,06012,Greg Kraft,45.63,115,252
6,0,02224,Greg Twiggs,45.37,49,108
7,0,06617,Brian Henninger,45.24,114,252
8,0,01468,Gary Hallberg,43.25,109,252
9,0,01129,Bill Britton,43.06,93,216
9,0,01755,Dick Mast,43.06,124,288
11,0,01837,Gil Morgan,42.46,107,252
12,0,06315,Pete Jordan,42.22,114,270
13,0,02067,Ted Schulz,42.13,91,216
14,0,06791,Mark Wurtz,41.88,98,234
15,0,06058,John Flannery,41.85,113,270
16,0,01510,Nolan Henke,41.67,105,252
16,0,01690,Bruce Lietzke,41.67,90,216
18,0,02239,Scott Verplank,41.45,97,234
19,0,01282,Trevor Dodds,41.41,82,198
20,0,01116,Michael Bradley,41.11,111,270
21,0,08337,Mike Heinen,41.03,96,234
22,0,01098,Jay Don Blake,40.94,140,342
23,0,01824,Yoshinori Mizumaki,40.87,103,252
24,0,01006,John Adams,40.60,95,234
25,0,01927,Dennis Paulson,40.17,94,234
26,0,01024,Billy Andrade,40.06,137,342
27,0,02100,Tim Simpson,40.00,108,270
27,0,02230,Stan Utley,40.00,72,180
29,0,01891,David Ogrin,39.87,122,306
29,0,01971,Dillard Pruitt,39.87,122,306
31,0,06643,Paul Goydos,39.86,165,414
32,0,01096,Phil Blackmar,39.81,43,108
32,0,02159,Curtis Strange,39.81,129,324
34,0,02294,Willie Wood,39.68,100,252
35,0,01607,Brian Kamm,39.58,114,288
36,0,06062,Charles Raulerson,39.51,64,162
37,0,06609,Rob Boldt,39.39,78,198
38,0,01353,Bruce Fleisher,39.32,92,234
39,0,01330,David Feherty,39.29,99,252
40,0,06020,Steve Brodie,39.24,113,288
41,0,01444,Ken Green,39.22,120,306
42,0,01378,David Frost,39.20,127,324
43,0,01196,Brian Claar,39.17,141,360
44,0,06197,Michael Allen,38.89,126,324
44,0,01783,Mark McCumber,38.89,126,324
44,0,02010,Loren Roberts,38.89,119,306
47,0,01161,Mark Calcavecchia,38.54,111,288
48,0,01414,Bob Gilder,38.52,104,270
49,0,01975,Tom Purtzer,38.49,97,252
50,0,06589,Jeff Woodland,38.46,90,234
51,0,06809,Bob Burns,38.38,76,198
52,0,01527,Scott Hoch,38.33,138,360
53,0,01707,Steve Lowery,38.30,131,342
54,0,01823,Larry Mize,38.19,110,288
55,0,06034,Marco Dawson,38.15,103,270
56,0,06527,Steve Stricker,38.13,151,396
57,0,07235,John Morse,38.10,96,252
58,0,01771,Blaine McCallister,38.06,137,360
59,0,01313,Steve Elkington,38.03,89,234
59,0,02267,D.A. Weibring,38.03,89,234
61,0,01185,Brandel Chamblee,37.96,123,324
62,0,01132,Mark Brooks,37.92,157,414
63,0,02007,Larry Rinker,37.88,75,198
64,0,01550,Ed Humenik,37.85,109,288
65,0,01748,Doug Martin,37.65,61,162
65,0,01887,Mark O'Meara,37.65,122,324
65,0,12663,Phil Tataurangi,37.65,61,162
68,0,10809,Jim Furyk,37.58,115,306
69,0,06251,Chris DiMarco,37.50,108,288
70,0,01569,Peter Jacobsen,37.41,101,270
70,0,01928,Corey Pavin,37.41,101,270
70,0,01938,David Peoples,37.41,101,270
70,0,07101,Dave Stockton Jr.,37.41,101,270
74,0,01388,Robert Gamez,37.30,94,252
75,0,01475,Donnie Hammond,37.25,114,306
75,0,02049,Gene Sauers,37.25,114,306
75,0,02190,Doug Tewell,37.25,114,306
78,0,06350,Bob May,37.22,67,180
78,0,02214,Kirk Triplett,37.22,134,360
78,0,06591,Rocky Walcher,37.22,67,180
81,0,12661,Todd Barranger,37.04,60,162
81,0,01200,Keith Clearwater,37.04,120,324
81,0,01701,Bob Lohr,37.04,120,324
84,0,01235,Ben Crenshaw,36.94,133,360
84,0,06332,Neal Lancaster,36.94,133,360
86,0,06214,Guy Boros,36.93,113,306
87,0,01495,Morris Hatalsky,36.90,93,252
88,0,01320,Bob Estes,36.87,146,396
89,0,01219,John Cook,36.73,119,324
90,0,01143,Brad Bryant,36.71,152,414
91,0,02242,Lanny Wadkins,36.67,66,180
92,0,01682,Wayne Levi,36.60,112,306
93,0,01986,Joey Rassett,36.57,79,216
93,0,02095,Larry Silveira,36.57,79,216
93,0,02223,Bob Tway,36.57,79,216
93,0,02245,Grant Waite,36.57,79,216
97,0,01060,Dave Barr,36.55,125,342
98,0,01203,Russ Cochran,36.39,131,360
99,0,01156,Curt Byrum,36.32,85,234
99,0,02090,Tom Sieckmann,36.32,85,234
101,0,01633,Tom Kite,36.27,111,306
102,0,08931,Glen Day,36.26,124,342
103,0,01201,Lennie Clements,36.24,137,378
104,0,01766,Billy Mayfair,36.11,117,324
104,0,06140,Sean Murphy,36.11,91,252
104,0,10213,Dicky Pride,36.11,78,216
104,0,02218,Ted Tryba,36.11,143,396
104,0,06577,John Wilson,36.11,91,252
109,0,01093,Ronnie Black,35.93,97,270
110,0,06078,Esteban Toledo,35.90,84,234
111,0,01557,John Inman,35.80,116,324
112,0,01577,Lee Janzen,35.67,122,342
113,0,01968,Nick Price,35.65,77,216
114,0,01549,Mike Hulbert,35.61,141,396
115,0,06128,Steve Lamontagne,35.56,96,270
116,0,01261,Jay Delsing,35.49,115,324
116,0,01288,Ed Dougherty,35.49,115,324
118,0,01725,John Mahaffey,35.47,83,234
119,0,07781,Ty Armstrong,35.42,51,144
120,0,01374,Robin Freeman,35.19,114,324
120,0,02101,Joey Sindelar,35.19,76,216
120,0,02146,Payne Stewart,35.19,95,270
123,0,01306,David Edwards,35.09,120,342
124,0,01418,Bill Glasson,35.07,101,288
125,0,01648,Billy Kratzert,35.00,63,180
126,0,02135,Mike Standly,34.88,113,324
127,0,01329,Brad Faxon,34.85,138,396
127,0,01945,Kenny Perry,34.85,138,396
129,0,01553,John Huston,34.80,119,342
130,0,01307,Joel Edwards,34.72,100,288
130,0,01723,Andrew Magee,34.72,125,360
130,0,02206,David Toms,34.72,100,288
133,0,01724,Jeff Maggert,34.66,131,378
134,0,02225,Howard Twitty,34.64,106,306
135,0,02133,Craig Stadler,34.62,81,234
136,0,01810,Phil Mickelson,34.38,99,288
137,0,01139,Olin Browne,34.31,105,306
138,0,06016,Brad Lardon,34.13,43,126
