RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
129,0,23623,Bo Van Pelt,18.41,232,1260
130,0,20104,Ken Duke,18.45,289,1566
131,0,20229,Stewart Cink,18.47,236,1278
132,0,25444,Justin Hicks,18.59,251,1350
132,0,20645,John Senden,18.59,261,1404
134,0,23325,Vaughn Taylor,18.60,154,828
135,0,35539,Luke Guthrie,18.63,275,1476
136,0,30692,Scott Stallings,18.64,265,1422
137,0,20848,Ángel Cabrera,18.65,245,1314
137,0,24663,Y.E. Yang,18.65,188,1008
139,0,28237,Rory McIlroy,18.69,185,990
140,0,12716,Charley Hoffman,18.72,283,1512
140,0,30711,Colt Knost,18.72,219,1170
142,0,32698,Bobby Gates,18.77,152,810
142,0,32150,Michael Thompson,18.77,223,1188
144,0,34409,David Lingmerth,18.79,230,1224
145,0,25562,Andres Romero,18.83,200,1062
146,0,28455,Will Claxton,18.96,215,1134
147,0,24358,Robert Garrigus,18.97,222,1170
148,0,25345,Carl Pettersson,19.03,274,1440
149,0,27936,Martin Laird,19.04,233,1224
150,0,30852,Ryo Ishikawa,19.05,240,1260
151,0,26951,Johnson Wagner,19.07,206,1080
152,0,25240,D.A. Points,19.22,301,1566
153,0,29289,S.Y. Noh,19.24,232,1206
154,0,20766,Padraig Harrington,19.27,170,882
155,0,20691,Greg Owen,19.33,247,1278
156,0,30110,Kyle Stanley,19.41,248,1278
157,0,25336,Alistair Presnell,19.49,200,1026
158,0,01116,Michael Bradley,19.66,184,936
158,0,19970,Robert Karlsson,19.66,184,936
160,0,22621,Ben Curtis,19.69,202,1026
161,0,24227,Justin Bolli,19.70,195,990
162,0,10423,Mike Weir,19.73,206,1044
163,0,32334,Charlie Beljan,19.80,221,1116
164,0,27408,Martin Kaymer,19.83,207,1044
165,0,34021,Bud Cauley,19.84,225,1134
166,0,22371,Aaron Baddeley,19.87,236,1188
166,0,24399,Scott Gardiner,19.87,211,1062
168,0,23452,Nicolas Colsaerts,20.21,171,846
169,0,12782,Tim Herron,20.25,164,810
170,0,22961,David Mathis,20.32,245,1206
171,0,25818,Scott Piercy,20.37,275,1350
172,0,10885,Robert Allenby,20.44,206,1008
173,0,25900,Lucas Glover,20.51,240,1170
174,0,33869,Eric Meierdierks,20.53,170,828
175,0,28259,Sangmoon Bae,20.62,308,1494
176,0,30750,Tommy Gainey,20.63,312,1512
177,0,27129,Luke List,20.67,227,1098
178,0,24140,Sean O'Hair,20.73,209,1008
179,0,37273,Derek Ernst,20.98,219,1044
180,0,22046,Geoff Ogilvy,21.05,216,1026
