RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,23135,Tim Clark,44.10,508,1152
2,0,20766,Padraig Harrington,43.73,488,1116
3,0,25396,Kevin Na,43.58,659,1512
4,0,06373,José María Olazábal,42.78,385,900
5,0,24925,Jonathan Byrd,42.54,559,1314
6,0,22371,Aaron Baddeley,42.50,612,1440
7,0,23621,Rory Sabbatini,42.48,604,1422
8,0,01948,Tim Petrovic,42.03,802,1908
9,0,06643,Paul Goydos,41.81,444,1062
10,0,12680,Shigeki Maruyama,41.73,631,1512
11,0,21350,Ryuji Imada,41.24,772,1872
12,0,20127,Chris Riley,40.96,435,1062
13,0,21731,Freddie Jacobson,40.95,516,1260
14,0,23718,Nathan Green,40.83,757,1854
15,0,06527,Steve Stricker,40.76,587,1440
16,0,22046,Geoff Ogilvy,40.67,571,1404
17,0,01941,Tom Pernice Jr.,40.65,761,1872
18,0,22405,Justin Rose,40.58,431,1062
19,0,01320,Bob Estes,40.53,642,1584
20,0,19846,Brian Gay,40.45,779,1926
20,0,27060,John Mallinger,40.45,699,1728
22,0,20628,Arron Oberholser,40.28,493,1224
23,0,07867,Woody Austin,40.18,687,1710
24,0,23983,Luke Donald,40.13,484,1206
25,0,21209,Sergio Garcia,40.07,476,1188
26,0,20850,Daniel Chopra,40.04,764,1908
27,0,26596,Ryan Moore,39.98,662,1656
28,0,01810,Phil Mickelson,39.91,510,1278
28,0,24138,Ian Poulter,39.91,431,1080
30,0,23613,Rich Barcelo,39.79,573,1440
31,0,24024,Zach Johnson,39.78,537,1350
32,0,26882,Michael Sim,39.74,372,936
33,0,20433,Mark Hensby,39.71,579,1458
34,0,08537,J.P. Hayes,39.70,636,1602
35,0,20098,Stuart Appleby,39.65,521,1314
36,0,01928,Corey Pavin,39.64,578,1458
37,0,10117,Bob Heintz,39.61,606,1530
37,0,02206,David Toms,39.61,549,1386
37,0,12602,Dean Wilson,39.61,656,1656
40,0,20157,Retief Goosen,39.58,342,864
41,0,20104,Ken Duke,39.53,797,2016
42,0,10423,Mike Weir,39.51,576,1458
43,0,22913,John Rollins,39.49,718,1818
43,0,22293,Heath Slocum,39.49,718,1818
45,0,22892,Jason Gore,39.47,611,1548
46,0,06567,Vijay Singh,39.44,710,1800
47,0,20378,Mathias Grönberg,39.42,674,1710
47,0,23497,Tag Ridings,39.42,369,936
49,0,06522,Ernie Els,39.37,411,1044
50,0,25345,Carl Pettersson,39.34,779,1980
51,0,22212,Craig Lile,39.32,545,1386
52,0,24502,Adam Scott,39.30,481,1224
52,0,02239,Scott Verplank,39.30,573,1458
54,0,24357,K.J. Choi,39.22,600,1530
55,0,01161,Mark Calcavecchia,39.19,656,1674
56,0,10860,Justin Leonard,39.18,670,1710
57,0,25804,Bubba Watson,39.17,564,1440
58,0,12660,Jesper Parnevik,39.14,620,1584
59,0,06251,Chris DiMarco,39.11,542,1386
60,0,08793,Tiger Woods,39.07,422,1080
61,0,12716,Charley Hoffman,39.06,682,1746
62,0,06034,Marco Dawson,39.04,513,1314
63,0,21949,Joe Ogilvie,39.00,716,1836
64,0,07363,Craig Bowden,38.89,546,1404
64,0,24449,Parker McLachlin,38.89,581,1494
66,0,25900,Lucas Glover,38.83,678,1746
67,0,10425,Jay Williamson,38.78,349,900
68,0,23320,Ryan Palmer,38.77,635,1638
69,0,27649,Brandt Snedeker,38.73,732,1890
70,0,07457,Steve Flesch,38.67,696,1800
71,0,23614,Rich Beem,38.64,619,1602
72,0,24140,Sean O'Hair,38.61,681,1764
73,0,25190,Jeff Quinney,38.60,660,1710
74,0,01797,Rocco Mediate,38.58,500,1296
75,0,11032,Frank Lickliter II,38.54,659,1710
76,0,23048,Eric Axley,38.53,742,1926
77,0,27770,Camilo Villegas,38.48,568,1476
78,0,29718,Anthony Kim,38.47,644,1674
79,0,11123,Chris Couch,38.45,526,1368
80,0,20623,Gavin Coles,38.44,602,1566
80,0,27120,Troy Matteson,38.44,602,1566
82,0,21528,Henrik Stenson,38.41,318,828
83,0,12705,Cliff Kresge,38.37,739,1926
84,0,01473,Todd Hamilton,38.30,524,1368
85,0,01142,Bart Bryant,38.24,592,1548
85,0,25273,Andrew Buckle,38.24,530,1386
87,0,01249,John Daly,38.04,404,1062
88,0,20229,Stewart Cink,38.01,602,1584
89,0,23325,Vaughn Taylor,37.97,622,1638
90,0,20160,Charlie Wi,37.96,615,1620
91,0,23623,Bo Van Pelt,37.93,710,1872
92,0,24490,George McNeill,37.84,647,1710
93,0,22348,Nick O'Hern,37.83,463,1224
94,0,06004,Stephen Ames,37.79,517,1368
95,0,01707,Steve Lowery,37.76,503,1332
96,0,24507,Jason Bohn,37.72,387,1026
97,0,21753,Brian Davis,37.68,685,1818
98,0,24912,Will MacKenzie,37.67,678,1800
99,0,22621,Ben Curtis,37.64,542,1440
99,0,10213,Dicky Pride,37.64,481,1278
101,0,06595,Kevin Sutherland,37.52,574,1530
102,0,26881,Jarrod Lyle,37.45,519,1386
103,0,08881,Tripp Isenhour,37.34,578,1548
104,0,07547,Craig Kanada,37.31,732,1962
105,0,01313,Steve Elkington,37.29,584,1566
105,0,10733,Kent Jones,37.29,651,1746
107,0,28158,Steve Marino,37.21,710,1908
108,0,23800,Bryce Molder,37.20,375,1008
109,0,19824,Craig Barlow,37.18,348,936
110,0,25686,Jason Dufner,37.17,669,1800
111,0,08075,Jerry Kelly,37.13,675,1818
111,0,01724,Jeff Maggert,37.13,528,1422
113,0,19972,José Coceres,37.11,334,900
114,0,20472,Alex Cejka,37.08,534,1440
115,0,07223,Brian Bateman,37.07,367,990
116,0,01024,Billy Andrade,37.06,587,1584
116,0,10809,Jim Furyk,37.06,547,1476
118,0,23108,Matt Kuchar,36.99,566,1530
119,0,24781,Hunter Mahan,36.94,605,1638
120,0,02214,Kirk Triplett,36.87,511,1386
121,0,20572,Rod Pampling,36.79,596,1620
122,0,20574,Mathew Goggin,36.77,642,1746
123,0,02223,Bob Tway,36.73,681,1854
124,0,24457,Jaco Van Zyl,36.71,337,918
125,0,23788,D.J. Trahan,36.70,654,1782
126,0,27095,Nick Watney,36.59,573,1566
127,0,21805,Harrison Frazar,36.55,579,1584
128,0,12782,Tim Herron,36.51,644,1764
129,0,06515,Shaun Micheel,36.49,578,1584
130,0,23933,Michael Boyd,36.43,400,1098
131,0,12195,Tom Johnson,36.41,485,1332
132,0,07749,Brett Quigley,36.32,510,1404
133,0,21961,Charles Howell III,36.30,562,1548
134,0,22806,Doug LaBelle II,36.16,677,1872
135,0,19803,Ryan Armour,36.14,696,1926
136,0,28475,Jeff Overton,36.11,390,1080
137,0,21646,David Branshaw,36.08,539,1494
137,0,01945,Kenny Perry,36.08,539,1494
139,0,24361,Pat Perez,36.04,545,1512
140,0,25892,Steve Wheatcroft,36.00,473,1314
141,0,27141,J.B. Holmes,35.99,460,1278
142,0,21660,Jason Schultz,35.98,408,1134
143,0,08931,Glen Day,35.95,550,1530
144,0,10885,Robert Allenby,35.89,575,1602
145,0,01766,Billy Mayfair,35.88,633,1764
146,0,23349,Charles Warren,35.81,651,1818
147,0,12714,Chris Tidland,35.78,380,1062
148,0,21470,Daisuke Maruyama,35.72,553,1548
149,0,21633,Steve Allan,35.71,405,1134
150,0,20382,Stephen Leaney,35.70,527,1476
151,0,08123,Jeff Brehaut,35.69,379,1062
151,0,01577,Lee Janzen,35.69,424,1188
153,0,21878,Mark Wilson,35.63,558,1566
154,0,26360,Bubba Dickerson,35.62,327,918
155,0,24358,Robert Garrigus,35.61,609,1710
156,0,26420,Richard Johnson,35.60,596,1674
157,0,02246,Duffy Waldorf,35.59,442,1242
158,0,20498,Briny Baird,35.41,733,2070
159,0,26951,Johnson Wagner,35.40,618,1746
160,0,01381,Fred Funk,35.38,414,1170
161,0,27963,Chris Stroud,35.35,420,1188
162,0,21806,Paul Gow,35.32,445,1260
163,0,24924,Bill Haas,35.30,591,1674
164,0,23638,Brendon de Jonge,35.23,482,1368
165,0,20634,Peter Lonard,35.16,538,1530
166,0,12510,Chad Campbell,35.12,569,1620
167,0,27702,Matt Hendrix,35.01,397,1134
168,0,26289,Boo Weekley,34.98,636,1818
169,0,23322,Brett Wetterich,34.93,547,1566
170,0,06197,Michael Allen,34.91,465,1332
171,0,12652,Cameron Beckman,34.90,603,1728
172,0,29476,Kyle Reifers,34.82,445,1278
173,0,08375,Paul Stankowski,34.72,325,936
174,0,02101,Joey Sindelar,34.52,466,1350
175,0,24980,Scott Gutschewski,34.49,416,1206
176,0,01677,Tom Lehman,34.41,384,1116
177,0,22378,Trevor Immelman,34.31,420,1224
178,0,20645,John Senden,34.25,598,1746
179,0,23353,J.J. Henry,34.18,523,1530
180,0,01706,Davis Love III,34.02,398,1170
181,0,21959,Ted Purdy,33.82,621,1836
182,0,24290,D.J. Brigman,33.75,407,1206
183,0,01035,Tommy Armour III,33.74,492,1458
184,0,20691,Greg Owen,33.68,491,1458
185,0,01388,Robert Gamez,33.59,532,1584
186,0,20105,Jeff Gove,33.55,622,1854
187,0,01157,Tom Byrum,33.44,301,900
188,0,02104,Jeff Sluman,33.43,361,1080
189,0,27933,John Merrick,33.39,553,1656
190,0,28486,Michael Putnam,33.04,571,1728
191,0,22295,Darron Stiles,32.99,386,1170
192,0,01132,Mark Brooks,32.81,313,954
193,0,06621,Joe Durant,32.63,511,1566
194,0,20859,Anders Hansen,32.22,319,990
195,0,26679,Kevin Stadler,31.75,543,1710
196,0,02036,Jim Rutledge,31.73,337,1062
