RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,19803,Ryan Armour,37,633,5.8
2,0,20498,Briny Baird,33,702,4.7
3,0,25190,Jeff Quinney,28,589,4.8
3,0,23349,Charles Warren,28,601,4.7
5,0,24358,Robert Garrigus,27,548,4.9
5,0,19846,Brian Gay,27,740,3.6
5,0,20105,Jeff Gove,27,569,4.7
5,0,12660,Jesper Parnevik,27,558,4.8
5,0,01948,Tim Petrovic,27,716,3.8
10,0,10860,Justin Leonard,26,590,4.4
10,0,24912,Will MacKenzie,26,609,4.3
10,0,20160,Charlie Wi,26,576,4.5
13,0,20850,Daniel Chopra,25,692,3.6
13,0,21753,Brian Davis,25,606,4.1
13,0,11032,Frank Lickliter II,25,594,4.2
13,0,21949,Joe Ogilvie,25,641,3.9
13,0,20572,Rod Pampling,25,498,5.0
13,0,22293,Heath Slocum,25,665,3.8
19,0,12652,Cameron Beckman,24,560,4.3
19,0,20574,Mathew Goggin,24,577,4.2
19,0,23718,Nathan Green,24,658,3.6
19,0,27060,John Mallinger,24,644,3.7
19,0,06595,Kevin Sutherland,24,457,5.3
24,0,20104,Ken Duke,23,683,3.4
24,0,21350,Ryuji Imada,23,694,3.3
24,0,24024,Zach Johnson,23,436,5.3
24,0,10733,Kent Jones,23,602,3.8
24,0,24140,Sean O'Hair,23,596,3.9
24,0,01941,Tom Pernice Jr.,23,634,3.6
24,0,28486,Michael Putnam,23,505,4.6
31,0,12510,Chad Campbell,22,464,4.7
31,0,01388,Robert Gamez,22,481,4.6
31,0,20378,Mathias Grönberg,22,628,3.5
31,0,27770,Camilo Villegas,22,486,4.5
35,0,10885,Robert Allenby,21,483,4.3
35,0,01142,Bart Bryant,21,507,4.1
35,0,20229,Stewart Cink,21,507,4.1
35,0,23135,Tim Clark,21,426,4.9
35,0,20623,Gavin Coles,21,549,3.8
35,0,08931,Glen Day,21,507,4.1
35,0,20433,Mark Hensby,21,526,4.0
35,0,21961,Charles Howell III,21,446,4.7
35,0,07547,Craig Kanada,21,654,3.2
35,0,08075,Jerry Kelly,21,531,4.0
35,0,12680,Shigeki Maruyama,21,605,3.5
35,0,24490,George McNeill,21,587,3.6
35,0,26596,Ryan Moore,21,542,3.9
35,0,10213,Dicky Pride,21,434,4.8
35,0,26951,Johnson Wagner,21,552,3.8
50,0,01024,Billy Andrade,20,527,3.8
50,0,01035,Tommy Armour III,20,440,4.5
50,0,24357,K.J. Choi,20,493,4.1
50,0,11123,Chris Couch,20,509,3.9
50,0,22621,Ben Curtis,20,444,4.5
50,0,25686,Jason Dufner,20,592,3.4
50,0,06621,Joe Durant,20,432,4.6
50,0,01320,Bob Estes,20,603,3.3
50,0,21209,Sergio Garcia,20,397,5.0
50,0,08537,J.P. Hayes,20,577,3.5
50,0,25396,Kevin Na,20,617,3.2
50,0,23623,Bo Van Pelt,20,657,3.0
62,0,06197,Michael Allen,19,429,4.4
62,0,23048,Eric Axley,19,659,2.9
62,0,12705,Cliff Kresge,19,684,2.8
62,0,22212,Craig Lile,19,507,3.7
62,0,24449,Parker McLachlin,19,535,3.6
62,0,20691,Greg Owen,19,441,4.3
62,0,23320,Ryan Palmer,19,570,3.3
62,0,20645,John Senden,19,524,3.6
62,0,27649,Brandt Snedeker,19,629,3.0
62,0,26679,Kevin Stadler,19,466,4.1
62,0,21878,Mark Wilson,19,486,3.9
73,0,23613,Rich Barcelo,18,524,3.4
73,0,01161,Mark Calcavecchia,18,550,3.3
73,0,25900,Lucas Glover,18,545,3.3
73,0,22806,Doug LaBelle II,18,612,2.9
73,0,01724,Jeff Maggert,18,522,3.4
73,0,27933,John Merrick,18,507,3.6
73,0,26882,Michael Sim,18,356,5.1
73,0,12602,Dean Wilson,18,537,3.4
81,0,07867,Woody Austin,17,614,2.8
81,0,24290,D.J. Brigman,17,351,4.8
81,0,24925,Jonathan Byrd,17,475,3.6
81,0,23638,Brendon de Jonge,17,448,3.8
81,0,21805,Harrison Frazar,17,496,3.4
81,0,29718,Anthony Kim,17,555,3.1
81,0,20382,Stephen Leaney,17,483,3.5
81,0,20634,Peter Lonard,17,510,3.3
81,0,24781,Hunter Mahan,17,480,3.5
81,0,28158,Steve Marino,17,626,2.7
81,0,06515,Shaun Micheel,17,462,3.7
81,0,01928,Corey Pavin,17,510,3.3
81,0,25345,Carl Pettersson,17,672,2.5
81,0,21959,Ted Purdy,17,554,3.1
81,0,02101,Joey Sindelar,17,417,4.1
81,0,23325,Vaughn Taylor,17,527,3.2
81,0,25804,Bubba Watson,17,471,3.6
81,0,23322,Brett Wetterich,17,452,3.8
99,0,25273,Andrew Buckle,16,484,3.3
99,0,07457,Steve Flesch,16,622,2.6
99,0,24980,Scott Gutschewski,16,385,4.2
99,0,08881,Tripp Isenhour,16,517,3.1
99,0,27120,Troy Matteson,16,536,3.0
99,0,22046,Geoff Ogilvy,16,471,3.4
99,0,24361,Pat Perez,16,455,3.5
99,0,01945,Kenny Perry,16,500,3.2
99,0,27963,Chris Stroud,16,383,4.2
108,0,22371,Aaron Baddeley,15,516,2.9
108,0,07363,Craig Bowden,15,486,3.1
108,0,21646,David Branshaw,15,497,3.0
108,0,23983,Luke Donald,15,377,4.0
108,0,22892,Jason Gore,15,551,2.7
108,0,10117,Bob Heintz,15,535,2.8
108,0,12782,Tim Herron,15,557,2.7
108,0,01577,Lee Janzen,15,340,4.4
108,0,23497,Tag Ridings,15,330,4.5
108,0,23621,Rory Sabbatini,15,502,3.0
108,0,06527,Steve Stricker,15,488,3.1
119,0,01313,Steve Elkington,14,523,2.7
119,0,24924,Bill Haas,14,552,2.5
119,0,21731,Freddie Jacobson,14,501,2.8
119,0,26420,Richard Johnson,14,548,2.6
119,0,01707,Steve Lowery,14,462,3.0
119,0,26881,Jarrod Lyle,14,486,2.9
119,0,21470,Daisuke Maruyama,14,509,2.8
119,0,02206,David Toms,14,458,3.1
119,0,23788,D.J. Trahan,14,597,2.3
119,0,02223,Bob Tway,14,597,2.3
129,0,20098,Stuart Appleby,13,419,3.1
129,0,23614,Rich Beem,13,493,2.6
129,0,23933,Michael Boyd,13,364,3.6
129,0,06522,Ernie Els,13,309,4.2
129,0,10809,Jim Furyk,13,447,2.9
129,0,12716,Charley Hoffman,13,599,2.2
129,0,27141,J.B. Holmes,13,427,3.0
129,0,12195,Tom Johnson,13,418,3.1
129,0,01706,Davis Love III,13,331,3.9
129,0,01797,Rocco Mediate,13,468,2.8
129,0,20628,Arron Oberholser,13,396,3.3
129,0,22913,John Rollins,13,603,2.2
129,0,02239,Scott Verplank,13,421,3.1
129,0,08793,Tiger Woods,13,313,4.2
143,0,21633,Steve Allan,12,376,3.2
143,0,24507,Jason Bohn,12,361,3.3
143,0,08123,Jeff Brehaut,12,323,3.7
143,0,20472,Alex Cejka,12,503,2.4
143,0,01249,John Daly,12,337,3.6
143,0,01381,Fred Funk,12,372,3.2
143,0,21806,Paul Gow,12,385,3.1
143,0,06643,Paul Goydos,12,362,3.3
143,0,27702,Matt Hendrix,12,352,3.4
143,0,22378,Trevor Immelman,12,346,3.5
143,0,01766,Billy Mayfair,12,542,2.2
143,0,28475,Jeff Overton,12,361,3.3
143,0,02036,Jim Rutledge,12,277,4.3
143,0,06567,Vijay Singh,12,592,2.0
143,0,08375,Paul Stankowski,12,283,4.2
143,0,12714,Chris Tidland,12,350,3.4
143,0,26289,Boo Weekley,12,529,2.3
143,0,25892,Steve Wheatcroft,12,420,2.9
161,0,01157,Tom Byrum,11,260,4.2
161,0,06034,Marco Dawson,11,472,2.3
161,0,06251,Chris DiMarco,11,436,2.5
161,0,01677,Tom Lehman,11,314,3.5
161,0,21528,Henrik Stenson,11,258,4.3
161,0,02246,Duffy Waldorf,11,372,3.0
161,0,27095,Nick Watney,11,473,2.3
168,0,26360,Bubba Dickerson,10,296,3.4
168,0,20766,Padraig Harrington,10,368,2.7
168,0,23353,J.J. Henry,10,427,2.3
168,0,07749,Brett Quigley,10,425,2.4
168,0,29476,Kyle Reifers,10,410,2.4
168,0,20127,Chris Riley,10,408,2.5
