RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,24138,Ian Poulter,98.14,483,474
2,0,20229,Stewart Cink,98.13,964,946
3,0,06527,Steve Stricker,98.10,788,773
4,0,01329,Brad Faxon,98.02,756,741
5,0,01219,John Cook,98.01,804,788
6,0,20157,Retief Goosen,97.73,617,603
6,0,26420,Richard Johnson,97.73,617,603
6,0,24024,Zach Johnson,97.73,1145,1119
9,0,23983,Luke Donald,97.69,563,550
10,0,06567,Vijay Singh,97.68,1208,1180
11,0,12454,Mario Tiziani,97.64,848,828
12,0,06575,Dudley Hart,97.63,972,949
13,0,08123,Jeff Brehaut,97.61,877,856
14,0,02010,Loren Roberts,97.59,663,647
15,0,08075,Jerry Kelly,97.58,1073,1047
16,0,01381,Fred Funk,97.52,1131,1103
17,0,02214,Kirk Triplett,97.51,602,587
17,0,08793,Tiger Woods,97.51,762,743
19,0,01142,Bart Bryant,97.50,1042,1016
20,0,19846,Brian Gay,97.48,1270,1238
21,0,01139,Olin Browne,97.46,1140,1111
22,0,07749,Brett Quigley,97.41,1160,1130
23,0,21731,Freddie Jacobson,97.40,732,713
23,0,12660,Jesper Parnevik,97.40,924,900
25,0,12645,Brent Geiberger,97.38,724,705
25,0,23320,Ryan Palmer,97.38,1068,1040
27,0,12680,Shigeki Maruyama,97.37,1177,1146
28,0,01320,Bob Estes,97.34,1126,1096
29,0,01313,Steve Elkington,97.33,787,766
29,0,02223,Bob Tway,97.33,900,876
31,0,10201,Matt Gogel,97.32,934,909
32,0,12602,Dean Wilson,97.31,1079,1050
33,0,24781,Hunter Mahan,97.30,1298,1263
34,0,08725,Tom Gillis,97.27,954,928
34,0,20474,Phillip Price,97.27,879,855
36,0,06197,Michael Allen,97.25,1090,1060
36,0,20160,Charlie Wi,97.25,800,778
38,0,01941,Tom Pernice Jr.,97.23,1227,1193
39,0,20628,Arron Oberholser,97.19,711,691
39,0,22548,Patrick Sheehan,97.19,1319,1282
41,0,23497,Tag Ridings,97.18,1133,1101
42,0,01418,Bill Glasson,97.16,599,582
43,0,22621,Ben Curtis,97.15,702,682
44,0,10809,Jim Furyk,97.12,971,943
44,0,02206,David Toms,97.12,833,809
46,0,20433,Mark Hensby,97.11,693,673
47,0,01388,Robert Gamez,97.08,1096,1064
48,0,23409,James Driscoll,97.07,886,860
49,0,22046,Geoff Ogilvy,97.06,1022,992
50,0,23036,Chris Anderson,97.04,812,788
51,0,01810,Phil Mickelson,97.03,673,653
52,0,23541,Ben Crane,96.99,864,838
53,0,06251,Chris DiMarco,96.97,826,801
54,0,20623,Gavin Coles,96.96,856,830
54,0,20812,Tjaart van der Walt,96.96,757,734
56,0,01035,Tommy Armour III,96.95,1313,1273
57,0,01823,Larry Mize,96.94,620,601
58,0,24357,K.J. Choi,96.93,750,727
58,0,21350,Ryuji Imada,96.93,944,915
60,0,10585,Scott McCarron,96.92,845,819
61,0,20645,John Senden,96.89,1285,1245
61,0,22293,Heath Slocum,96.89,1253,1214
63,0,20766,Padraig Harrington,96.88,545,528
63,0,01666,Bernhard Langer,96.88,641,621
63,0,01724,Jeff Maggert,96.88,834,808
66,0,01707,Steve Lowery,96.86,1210,1172
67,0,20502,Michael Long,96.84,917,888
67,0,02104,Jeff Sluman,96.84,1204,1166
69,0,01599,Steve Jones,96.83,663,642
70,0,10733,Kent Jones,96.82,1195,1157
71,0,06595,Kevin Sutherland,96.81,1065,1031
71,0,02239,Scott Verplank,96.81,909,880
73,0,06004,Stephen Ames,96.79,842,815
74,0,12510,Chad Campbell,96.78,1026,993
75,0,23353,J.J. Henry,96.77,1268,1227
75,0,01945,Kenny Perry,96.77,835,808
75,0,02246,Duffy Waldorf,96.77,991,959
78,0,27095,Nick Watney,96.76,1110,1074
79,0,12782,Tim Herron,96.73,1070,1035
79,0,01928,Corey Pavin,96.73,857,829
81,0,23725,Brendan Jones,96.71,1004,971
82,0,10423,Mike Weir,96.70,667,645
83,0,06573,Brandt Jobe,96.69,1118,1081
84,0,01487,Jeff Hart,96.67,812,785
85,0,01797,Rocco Mediate,96.66,927,896
86,0,01157,Tom Byrum,96.65,1044,1009
87,0,21951,Joey Snyder III,96.63,1306,1262
88,0,20850,Daniel Chopra,96.61,1267,1224
88,0,24502,Adam Scott,96.61,737,712
90,0,22913,John Rollins,96.59,1174,1134
91,0,20121,Todd Fischer,96.58,1227,1185
91,0,01887,Mark O'Meara,96.58,702,678
91,0,06373,José María Olazábal,96.58,556,537
91,0,25345,Carl Pettersson,96.58,1315,1270
95,0,08993,Franklin Langham,96.57,1079,1042
95,0,10860,Justin Leonard,96.57,757,731
97,0,01024,Billy Andrade,96.54,1011,976
97,0,22371,Aaron Baddeley,96.54,1012,977
99,0,20572,Rod Pampling,96.53,980,946
100,0,01161,Mark Calcavecchia,96.52,1062,1025
100,0,25900,Lucas Glover,96.52,1093,1055
102,0,01761,Len Mattiace,96.50,999,964
102,0,23623,Bo Van Pelt,96.50,1285,1240
104,0,20098,Stuart Appleby,96.49,883,852
104,0,20548,Hidemichi Tanaka,96.49,1339,1292
106,0,23614,Rich Beem,96.48,681,657
106,0,25396,Kevin Na,96.48,1081,1043
106,0,10425,Jay Williamson,96.48,654,631
109,0,24507,Jason Bohn,96.47,1161,1120
109,0,24925,Jonathan Byrd,96.47,1331,1284
109,0,26679,Kevin Stadler,96.47,1163,1122
112,0,24980,Scott Gutschewski,96.43,981,946
112,0,21961,Charles Howell III,96.43,1008,972
114,0,20663,Brenden Pappas,96.42,671,647
114,0,02101,Joey Sindelar,96.42,1425,1374
116,0,08545,Glen Hnatiuk,96.41,725,699
116,0,23108,Matt Kuchar,96.41,779,751
116,0,24140,Sean O'Hair,96.41,1171,1129
116,0,22295,Darron Stiles,96.41,946,912
120,0,20498,Briny Baird,96.40,1249,1204
120,0,01132,Mark Brooks,96.40,890,858
120,0,20094,Jonathan Kaye,96.40,917,884
123,0,20378,Mathias Grönberg,96.39,804,775
123,0,01473,Todd Hamilton,96.39,1052,1014
125,0,21805,Harrison Frazar,96.37,1295,1248
125,0,01948,Tim Petrovic,96.37,1101,1061
127,0,24227,Justin Bolli,96.36,825,795
127,0,28088,Matt Davidson,96.36,687,662
129,0,24604,Hunter Haas,96.34,1010,973
129,0,20634,Peter Lonard,96.34,955,920
131,0,06515,Shaun Micheel,96.33,899,866
132,0,21407,Arjun Atwal,96.32,816,786
133,0,01042,Paul Azinger,96.30,810,780
133,0,06599,John Elliott,96.30,729,702
133,0,01685,J.L. Lewis,96.30,1107,1066
136,0,10885,Robert Allenby,96.29,1024,986
136,0,08537,J.P. Hayes,96.29,728,701
136,0,01706,Davis Love III,96.29,781,752
139,0,12652,Cameron Beckman,96.23,1194,1149
139,0,01249,John Daly,96.23,796,766
139,0,01677,Tom Lehman,96.23,743,715
142,0,20099,Doug Barron,96.22,927,892
143,0,23552,Hank Kuehne,96.21,1028,989
144,0,25847,Rob Rashell,96.19,762,733
145,0,21878,Mark Wilson,96.18,890,856
146,0,01577,Lee Janzen,96.17,835,803
146,0,01723,Andrew Magee,96.17,993,955
146,0,24361,Pat Perez,96.17,1019,980
149,0,07867,Woody Austin,96.12,1262,1213
149,0,10912,Craig Perks,96.12,850,817
151,0,12823,Carlos Franco,96.11,951,914
152,0,01927,Dennis Paulson,96.08,816,784
153,0,23322,Brett Wetterich,96.07,967,929
154,0,20127,Chris Riley,95.99,624,599
155,0,23325,Vaughn Taylor,95.97,1265,1214
156,0,02106,Chris Smith,95.96,1238,1188
157,0,21498,Hideto Tanihara,95.94,665,638
158,0,08931,Glen Day,95.92,1053,1010
159,0,01619,Skip Kendall,95.90,1000,959
160,0,25240,D.A. Points,95.89,1167,1119
161,0,01457,Jay Haas,95.86,556,533
161,0,06332,Neal Lancaster,95.86,1208,1158
163,0,23540,Jason Allred,95.81,884,847
164,0,19824,Craig Barlow,95.80,904,866
165,0,10962,Bradley Hughes,95.79,712,682
166,0,23135,Tim Clark,95.78,900,862
167,0,07223,Brian Bateman,95.76,1226,1174
168,0,26287,Roland Thatcher,95.74,962,921
169,0,21806,Paul Gow,95.72,959,918
170,0,01766,Billy Mayfair,95.70,1417,1356
171,0,21959,Ted Purdy,95.68,1436,1374
172,0,20691,Greg Owen,95.67,1015,971
173,0,19881,Robert Damron,95.66,1129,1080
174,0,01127,Danny Briggs,95.65,873,835
175,0,23349,Charles Warren,95.60,1137,1087
176,0,07457,Steve Flesch,95.55,877,838
177,0,20396,Lee Westwood,95.44,482,460
178,0,06034,Marco Dawson,95.38,1104,1053
179,0,20382,Stephen Leaney,95.35,1076,1026
180,0,21949,Joe Ogilvie,95.28,1059,1009
181,0,10117,Bob Heintz,95.25,863,822
182,0,01175,Jim Carter,95.21,794,756
182,0,08385,Omar Uresti,95.21,1065,1014
184,0,11032,Frank Lickliter II,95.20,1229,1170
185,0,01361,Dan Forsman,95.13,657,625
186,0,12826,Paul Claxton,95.09,958,911
186,0,24912,Will MacKenzie,95.09,977,929
186,0,22405,Justin Rose,95.09,1262,1200
189,0,24290,D.J. Brigman,95.02,884,840
190,0,21209,Sergio Garcia,95.00,760,722
191,0,23063,Scott Hend,94.97,915,869
