RANK,MOVEMENT,PLAYER_ID,PLAYER,PUTTS MADE
1,0,01361,Dan Forsman,2.4
2,0,21407,Arjun Atwal,2.1
2,0,26420,Richard Johnson,2.1
4,0,12510,Chad Campbell,2.0
4,0,12782,Tim Herron,2.0
4,0,01810,Phil Mickelson,2.0
7,0,20098,Stuart Appleby,1.9
7,0,10585,Scott McCarron,1.9
7,0,20663,Brenden Pappas,1.9
7,0,02206,David Toms,1.9
11,0,20229,Stewart Cink,1.8
11,0,20623,Gavin Coles,1.8
11,0,23541,Ben Crane,1.8
11,0,24140,Sean O'Hair,1.8
11,0,02223,Bob Tway,1.8
11,0,08793,Tiger Woods,1.8
17,0,08123,Jeff Brehaut,1.7
17,0,01142,Bart Bryant,1.7
17,0,01329,Brad Faxon,1.7
17,0,21961,Charles Howell III,1.7
17,0,01666,Bernhard Langer,1.7
17,0,01941,Tom Pernice Jr.,1.7
17,0,22548,Patrick Sheehan,1.7
24,0,01157,Tom Byrum,1.6
24,0,24357,K.J. Choi,1.6
24,0,01313,Steve Elkington,1.6
24,0,01320,Bob Estes,1.6
24,0,06575,Dudley Hart,1.6
24,0,21731,Freddie Jacobson,1.6
24,0,24024,Zach Johnson,1.6
24,0,11032,Frank Lickliter II,1.6
24,0,01707,Steve Lowery,1.6
24,0,24781,Hunter Mahan,1.6
24,0,01766,Billy Mayfair,1.6
24,0,20628,Arron Oberholser,1.6
24,0,22405,Justin Rose,1.6
24,0,24502,Adam Scott,1.6
24,0,02104,Jeff Sluman,1.6
24,0,23623,Bo Van Pelt,1.6
40,0,22371,Aaron Baddeley,1.5
40,0,07223,Brian Bateman,1.5
40,0,24925,Jonathan Byrd,1.5
40,0,23135,Tim Clark,1.5
40,0,21805,Harrison Frazar,1.5
40,0,10809,Jim Furyk,1.5
40,0,08725,Tom Gillis,1.5
40,0,10201,Matt Gogel,1.5
40,0,20766,Padraig Harrington,1.5
40,0,10733,Kent Jones,1.5
40,0,01677,Tom Lehman,1.5
40,0,01685,J.L. Lewis,1.5
40,0,20634,Peter Lonard,1.5
40,0,06515,Shaun Micheel,1.5
40,0,20572,Rod Pampling,1.5
40,0,12660,Jesper Parnevik,1.5
40,0,01928,Corey Pavin,1.5
40,0,20645,John Senden,1.5
40,0,22293,Heath Slocum,1.5
40,0,21951,Joey Snyder III,1.5
40,0,26679,Kevin Stadler,1.5
61,0,23036,Chris Anderson,1.4
61,0,20498,Briny Baird,1.4
61,0,19824,Craig Barlow,1.4
61,0,01139,Olin Browne,1.4
61,0,06034,Marco Dawson,1.4
61,0,20378,Mathias Grönberg,1.4
61,0,01473,Todd Hamilton,1.4
61,0,01577,Lee Janzen,1.4
61,0,01706,Davis Love III,1.4
61,0,01887,Mark O'Meara,1.4
61,0,22046,Geoff Ogilvy,1.4
61,0,01945,Kenny Perry,1.4
61,0,23621,Rory Sabbatini,1.4
61,0,02106,Chris Smith,1.4
61,0,23325,Vaughn Taylor,1.4
61,0,12454,Mario Tiziani,1.4
61,0,23788,D.J. Trahan,1.4
61,0,10423,Mike Weir,1.4
61,0,20396,Lee Westwood,1.4
61,0,10425,Jay Williamson,1.4
81,0,21633,Steve Allan,1.3
81,0,10885,Robert Allenby,1.3
81,0,06004,Stephen Ames,1.3
81,0,07867,Woody Austin,1.3
81,0,01127,Danny Briggs,1.3
