RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,06522,Ernie Els,8.64,5.05,-3.51,3.30
2,0,06567,Vijay Singh,7.82,5.02,-3.19,3.02
3,0,01968,Nick Price,7.20,4.58,-3.19,2.28
4,0,12823,Carlos Franco,5.30,1.48,-.95,1.96
5,0,01313,Steve Elkington,4.29,2.47,-1.77,1.06
6,0,20098,Stuart Appleby,3.85,2.53,-1.68,1.42
7,0,20157,Retief Goosen,3.76,1.26,-.97,2.04
8,0,01906,Masashi Jumbo Ozaki,3.68,3.18,-2.17,.72
9,0,01920,Craig Parry,3.61,1.65,-1.11,1.48
10,0,01876,Greg Norman,3.45,2.43,-2.17,1.12
11,0,01905,Joe Ozaki,3.36,1.78,-1.27,1.64
12,0,10423,Mike Weir,2.80,.21,-.12,1.48
13,1,12680,Shigeki Maruyama,2.78,1.96,-1.44,1.12
14,-1,20848,Ángel Cabrera,2.77,.48,-.33,1.04
15,4,07269,Greg Turner,2.24,1.10,-.73,.66
16,-1,10821,Toshi Izawa,2.21,.82,-.49,1.02
17,-1,02020,Eduardo Romero,2.17,1.05,-.76,.60
18,-1,01886,Peter O'Malley,2.14,1.40,-.92,.76
19,1,20992,Kazuhiko Hosokawa,2.06,.94,-.58,1.10
20,1,01378,David Frost,2.04,1.03,-.83,.92
21,-3,20548,Hidemichi Tanaka,1.97,1.34,-.74,.56
22,0,06004,Stephen Ames,1.95,.87,-.57,.52
23,0,20382,Stephen Leaney,1.95,1.31,-.76,.58
24,0,20944,Tsuyoshi Yoneyama,1.94,.48,-.30,1.02
25,2,11106,Frankie Minoza,1.77,1.33,-.84,.34
26,-1,22064,Craig Spence,1.75,.19,-.06,.64
27,-1,20218,Shingo Katayama,1.73,.53,-.31,.56
28,0,20400,Michael Campbell,1.65,.17,-.10,.84
29,0,20650,Jarrod Moseley,1.65,0,.00,.86
30,0,20566,Kaname Yokoo,1.63,.88,-.50,.76
31,0,01803,Hajime Meshiai,1.51,1.03,-.64,.50
32,0,20935,Toru Taniguchi,1.49,.55,-.32,.56
33,0,02076,Peter Senior,1.40,.74,-.44,.36
34,0,24357,K.J. Choi,1.40,.01,-.01,.56
35,0,01796,Mark McNulty,1.32,.91,-.67,.34
36,0,10962,Bradley Hughes,1.29,.86,-.47,.46
37,0,20634,Peter Lonard,1.26,1.03,-.75,.44
38,15,20773,Taichi Teshima,1.26,.37,-.26,.72
39,5,10885,Robert Allenby,1.24,1.17,-.75,.40
40,2,20593,Greg Chalmers,1.24,1.19,-.69,.34
41,-3,01514,Eduardo Herrera,1.22,.91,-.60,.30
42,-2,02312,Nobumitsu Yuhara,1.22,.57,-.32,.36
43,0,12682,Hirofumi Miyase,1.18,.37,-.32,.68
44,-3,20929,Katsunori Kuwabara,1.16,.66,-.43,.44
45,0,22034,Yasuharu Imano,1.13,.36,-.21,.44
46,0,06377,Jet Ozaki,1.13,.99,-.74,.36
47,0,20753,Jong-Duck Kim,1.13,.37,-.26,.42
48,-9,20572,Rod Pampling,1.13,.31,-.18,.32
49,0,19932,Nic Henning,1.13,.17,-.10,.38
50,-1,01282,Trevor Dodds,1.10,.93,-.48,.22
51,-3,20686,Jeev Milkha Singh,1.10,.18,-.12,.50
52,-1,22046,Geoff Ogilvy,1.06,.04,-.03,.50
53,-3,19972,José Coceres,1.05,.41,-.32,.36
54,3,11155,Katsuyoshi Tomori,1.02,.53,-.35,.44
55,-1,20939,Keiichiro Fukabori,.98,.90,-.59,.32
56,-1,01517,Satoshi Higashi,.98,.58,-.38,.42
57,-1,20213,Katsumasa Miyamoto,.98,.94,-.52,.14
58,-6,20772,Toru Suzuki,.95,.90,-.58,.30
59,-1,22371,Aaron Baddeley,.95,0,.00,.38
60,0,20381,Ryoken Kawagishi,.94,.40,-.24,.44
61,0,22348,Nick O'Hern,.94,.13,-.09,.40
62,0,11156,Tsukasa Watanabe,.90,.58,-.41,.40
