RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,08793,Tiger Woods,71.02,767,1080,-0.32
2,0,20645,John Senden,70.33,1228,1746,-0.22
3,0,20105,Jeff Gove,70.17,1301,1854,-0.22
4,0,12652,Cameron Beckman,69.87,1157,1656,-0.24
5,0,01035,Tommy Armour III,69.84,968,1386,-0.24
6,0,20472,Alex Cejka,69.44,975,1404,-0.25
6,0,10809,Jim Furyk,69.44,1025,1476,-0.24
8,0,20498,Briny Baird,69.27,1384,1998,-0.24
9,0,27933,John Merrick,69.13,1095,1584,-0.22
10,0,28475,Jeff Overton,68.87,719,1044,-0.26
11,0,20574,Mathew Goggin,68.84,1202,1746,-0.22
12,0,06621,Joe Durant,68.52,1073,1566,-0.19
13,0,20382,Stephen Leaney,68.43,1010,1476,-0.22
14,0,23349,Charles Warren,68.37,1243,1818,-0.26
15,0,10885,Robert Allenby,68.29,1094,1602,-0.24
16,0,01677,Tom Lehman,68.19,761,1116,-0.22
17,0,20691,Greg Owen,68.14,969,1422,-0.22
18,0,01766,Billy Mayfair,68.08,1201,1764,-0.23
19,0,26951,Johnson Wagner,67.75,1183,1746,-0.24
20,0,01945,Kenny Perry,67.54,1009,1494,-0.22
21,0,21959,Ted Purdy,67.23,1186,1764,-0.22
22,0,19824,Craig Barlow,67.20,629,936,-0.24
23,0,24140,Sean O'Hair,67.12,1184,1764,-0.25
24,0,28486,Michael Putnam,67.03,1110,1656,-0.24
25,0,24358,Robert Garrigus,67.02,1146,1710,-0.27
26,0,02246,Duffy Waldorf,66.99,832,1242,-0.24
27,0,10733,Kent Jones,66.95,1169,1746,-0.25
27,0,23788,D.J. Trahan,66.95,1193,1782,-0.21
29,0,24781,Hunter Mahan,66.91,1096,1638,-0.25
30,0,23353,J.J. Henry,66.67,1020,1530,-0.23
30,0,02101,Joey Sindelar,66.67,900,1350,-0.22
32,0,06197,Michael Allen,66.59,839,1260,-0.26
33,0,01724,Jeff Maggert,66.53,946,1422,-0.24
33,0,12660,Jesper Parnevik,66.53,1006,1512,-0.29
35,0,27095,Nick Watney,66.48,1041,1566,-0.24
36,0,22293,Heath Slocum,66.45,1208,1818,-0.28
37,0,23623,Bo Van Pelt,66.40,1243,1872,-0.26
38,0,20160,Charlie Wi,66.35,1051,1584,-0.26
39,0,01142,Bart Bryant,66.34,1027,1548,-0.25
40,0,10425,Jay Williamson,66.33,597,900,-0.27
41,0,19803,Ryan Armour,66.29,1229,1854,-0.25
41,0,01707,Steve Lowery,66.29,883,1332,-0.26
43,0,23322,Brett Wetterich,66.28,1038,1566,-0.24
44,0,25900,Lucas Glover,66.27,1157,1746,-0.28
45,0,06567,Vijay Singh,66.22,1192,1800,-0.27
46,0,21731,Freddie Jacobson,66.19,834,1260,-0.30
47,0,24912,Will MacKenzie,66.17,1191,1800,-0.25
48,0,20229,Stewart Cink,66.16,1048,1584,-0.26
49,0,27963,Chris Stroud,66.15,762,1152,-0.23
50,0,28158,Steve Marino,66.07,1213,1836,-0.25
