RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND
1,0,01042,Paul Azinger,12,1,3
1,0,02100,Tim Simpson,12,1,1
3,0,01876,Greg Norman,11,2,2
4,0,01161,Mark Calcavecchia,9,5,1
4,0,01226,Fred Couples,9,1,1,3
4,0,01633,Tom Kite,9,1,1
7,0,02146,Payne Stewart,8,2,2,1
7,0,02186,Brian Tennyson,8,1,1
9,0,01072,Chip Beck,7,1
9,0,01527,Scott Hoch,7,1
9,0,01766,Billy Mayfair,7,2
9,0,01823,Larry Mize,7,3,2
9,0,02010,Loren Roberts,7,1
14,0,01049,Ian Baker-Finch,6,3,2
14,0,01133,Billy Ray Brown,6,3
14,0,01559,Hale Irwin,6,2,1,2
14,0,01887,Mark O'Meara,6,2,1
14,0,01928,Corey Pavin,6,1,1
14,0,01968,Nick Price,6,2,1
14,0,02159,Curtis Strange,6
14,0,02242,Lanny Wadkins,6,1,2,1
22,0,01132,Mark Brooks,5,2
22,0,01143,Brad Bryant,5,1
22,0,01385,Jim Gallagher Jr.,5,1,1
22,0,01435,Wayne Grady,5,1
22,0,01444,Ken Green,5
22,0,01510,Nolan Henke,5,1
22,0,01569,Peter Jacobsen,5,1,2
22,0,01599,Steve Jones,5,1,1
22,0,01682,Wayne Levi,5,4,1
22,0,01837,Gil Morgan,5,1,2,1
22,0,01926,Steve Pate,5,1
22,0,02049,Gene Sauers,5
22,0,02133,Craig Stadler,5,1
22,0,02223,Bob Tway,5,1
22,0,02256,Tom Watson,5
37,0,01129,Bill Britton,4,1
37,0,01219,John Cook,4,2
37,0,01261,Jay Delsing,4,1
37,0,01306,David Edwards,4
37,0,01313,Steve Elkington,4,1
37,0,01320,Bob Estes,4
37,0,01361,Dan Forsman,4,1
37,0,01378,David Frost,4,1
37,0,01418,Bill Glasson,4
37,0,01690,Bruce Lietzke,4,3
37,0,01706,Davis Love III,4,1,1
37,0,01846,Jodie Mudd,4,2,1
37,0,06373,José María Olazábal,4,1
37,0,01938,David Peoples,4,1
37,0,02170,Hal Sutton,4
37,0,02239,Scott Verplank,4,1,1
53,0,01060,Dave Barr,3,1
53,0,01068,Andy Bean,3
53,0,01284,Mike Donald,3,2
53,0,01329,Brad Faxon,3,1
53,0,01355,Raymond Floyd,3,1,1
53,0,01381,Fred Funk,3,1
53,0,06284,Jim Hallet,3,1
53,0,01549,Mike Hulbert,3
53,0,01553,John Huston,3,1,1
53,0,01723,Andrew Magee,3
53,0,01725,John Mahaffey,3,2
53,0,01783,Mark McCumber,3
53,0,01797,Rocco Mediate,3,1,1
53,0,01835,Tommy Moore,3
53,0,01943,Chris Perry,3,1
53,0,01960,Don Pooley,3,1
53,0,01975,Tom Purtzer,3,1
53,0,01996,Mike Reid,3,1
53,0,02041,Bill Sander,3
53,0,02090,Tom Sieckmann,3
53,0,02099,Scott Simpson,3,1,1
53,0,02101,Joey Sindelar,3,1
53,0,02111,Mike Smith,3,1
53,0,02303,Robert Wrenn,3
53,0,02322,Richard Zokol,3,1
78,0,01006,John Adams,2
78,0,01035,Tommy Armour III,2,1,1
78,0,01040,Emlyn Aubrey,2
78,0,01051,Seve Ballesteros,2,1
78,0,01096,Phil Blackmar,2,1
78,0,01106,Jim Booros,2,1
78,0,01151,Clark Burroughs,2
78,0,01168,David Canipe,2,1
78,0,01196,Brian Claar,2
78,0,01203,Russ Cochran,2,1
78,0,01235,Ben Crenshaw,2,1
78,0,01282,Trevor Dodds,2
78,0,01307,Joel Edwards,2
78,0,01326,Nick Faldo,2,2,1
78,0,01331,Rick Fehr,2,1
78,0,01388,Robert Gamez,2,2
78,0,01475,Donnie Hammond,2
78,0,01577,Lee Janzen,2
78,0,01639,Kenny Knox,2,1,1
78,0,06332,Neal Lancaster,2
78,0,01701,Bob Lohr,2
78,0,01707,Steve Lowery,2
78,0,01715,Mark Lye,2
78,0,01771,Blaine McCallister,2
78,0,01864,Larry Nelson,2
78,0,01945,Kenny Perry,2,1
78,0,01946,Peter Persons,2,1
78,0,02094,Tony Sills,2,1
78,0,02104,Jeff Sluman,2,1
78,0,02148,Ray Stewart,2
78,0,02190,Doug Tewell,2,1
78,0,02214,Kirk Triplett,2,1
78,0,02225,Howard Twitty,2
78,0,02241,Bobby Wadkins,2
78,0,02267,D.A. Weibring,2,1
78,0,02279,Mark Wiebe,2,1
78,0,02294,Willie Wood,2,1
78,0,02321,Fuzzy Zoeller,2,1
116,0,01014,Fulton Allem,1
116,0,01024,Billy Andrade,1
116,0,01078,Jim Benepe,1,1
116,0,01150,George Burns,1
116,0,01157,Tom Byrum,1,1
116,0,01200,Keith Clearwater,1,1
116,0,01201,Lennie Clements,1
116,0,01266,Clark Dennis,1,1
116,0,01288,Ed Dougherty,1,1
116,0,01303,Bob Eastwood,1
116,0,01310,Dave Eichelberger,1
116,0,01321,Tom Eubank,1
116,0,01323,Brad Fabel,1,1
116,0,01333,Jack Ferenz,1,1
116,0,01346,Ed Fiori,1
116,0,01390,Buddy Gardner,1
116,0,01414,Bob Gilder,1
116,0,01457,Jay Haas,1,1
116,0,01458,Jerry Haas,1
116,0,01468,Gary Hallberg,1,1
116,0,01495,Morris Hatalsky,1,1
116,0,01499,Mark Hayes,1
116,0,01560,David Ishii,1,1
116,0,01571,Barry Jaeckel,1,1
116,0,01666,Bernhard Langer,1
116,0,01717,Sandy Lyle,1
116,0,01782,Mike McCullough,1,1
116,0,01790,Pat McGowan,1
116,0,01796,Mark McNulty,1
116,0,01869,Jack Nicklaus,1
116,0,01878,Andy North,1
116,0,01891,David Ogrin,1,1
116,0,06530,Ray Pearce,1
116,0,01935,Calvin Peete,1
116,0,01971,Dillard Pruitt,1
116,0,02020,Eduardo Romero,1,1
116,0,02033,Dave Rummells,1
116,0,02067,Ted Schulz,1
116,0,02076,Peter Senior,1,1
116,0,02095,Larry Silveira,1
116,0,02167,Mike Sullivan,1
116,0,02180,Harry Taylor,1
116,0,02195,Leonard Thompson,1
116,0,02201,Jim Thorpe,1,1
116,0,02230,Stan Utley,1
116,0,02245,Grant Waite,1
116,0,02246,Duffy Waldorf,1
116,0,02255,Denis Watson,1
116,0,06130,Jeffrey Wilson,1
116,0,02292,Bob Wolcott,1,1
116,0,02298,Jim Woodward,1,1
116,0,02300,Ian Woosnam,1,1
