RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,0,30925,Dustin Johnson,69.172,5697,- 24.859,82
2,0,28089,Jason Day,69.313,4810,- 27.380,69
3,0,24502,Adam Scott,69.470,5305,- 25.292,76
4,0,34046,Jordan Spieth,69.520,5299,- 15.457,76
5,0,01810,Phil Mickelson,69.582,5038,- 28.116,72
6,0,28237,Rory McIlroy,69.646,4338,- 19.922,62
7,0,23108,Matt Kuchar,69.844,6724,- 19.005,96
8,0,25364,Paul Casey,69.950,5195,- 18.728,74
9,0,36689,Brooks Koepka,69.956,4909,- 12.091,70
10,0,06527,Steve Stricker,69.996,3709,.811,53
11,0,21209,Sergio Garcia,69.999,3590,- 20.062,51
12,0,26331,Charl Schwartzel,70.004,4921,- 20.749,70
13,0,32839,Hideki Matsuyama,70.034,5121,- 8.491,73
14,0,32102,Rickie Fowler,70.118,5403,- 3.938,77
15,0,10809,Jim Furyk,70.130,3670,- 23.246,52
16,0,22405,Justin Rose,70.148,4381,- 31.852,62
17,0,34360,Patrick Reed,70.170,7085,2.168,101
18,0,27649,Brandt Snedeker,70.203,6250,- 1.947,89
19,0,29974,Branden Grace,70.204,4247,- 34.749,60
20,0,25686,Jason Dufner,70.212,7168,- 6.334,102
21,0,23320,Ryan Palmer,70.229,6048,- 8.305,86
22,0,31323,Gary Woodland,70.234,6387,4.301,91
23,0,25396,Kevin Na,70.298,6535,2.749,93
24,0,26596,Ryan Moore,70.317,5689,6.655,81
25,0,33122,Russell Knox,70.319,6266,- 7.630,89
26,0,26329,Louis Oosthuizen,70.327,3970,- 31.707,56
27,0,25804,Bubba Watson,70.333,4867,- 14.044,69
28,0,40026,Daniel Berger,70.339,6267,- 6.857,89
29,0,29221,Webb Simpson,70.359,4931,- 5.867,70
30,0,24024,Zach Johnson,70.364,6055,- 3.737,86
31,0,31202,William McGirt,70.393,6898,.548,98
31,0,25632,Jimmy Walker,70.393,5785,- 12.786,82
33,0,21961,Charles Howell III,70.418,6376,32.026,91
34,0,25198,Francesco Molinari,70.436,4524,- 16.079,64
35,0,24924,Bill Haas,70.444,5798,- 21.589,82
36,0,34099,Harris English,70.463,6854,- 19.118,97
37,0,29478,Kevin Kisner,70.489,6626,- .014,94
38,0,32366,Kevin Chappell,70.501,6561,- 4.392,93
39,0,27141,J.B. Holmes,70.523,5243,- 24.291,74
40,0,25900,Lucas Glover,70.534,5275,15.059,75
41,0,29420,Billy Horschel,70.548,4971,- 32.637,70
42,0,26851,Marc Leishman,70.554,6066,1.621,86
43,0,34098,Russell Henley,70.558,5346,16.378,76
44,0,37455,Si Woo Kim,70.560,7667,24.029,109
45,0,12510,Chad Campbell,70.566,6326,24.984,90
46,0,30944,Jason Kokrak,70.570,6283,- 2.305,89
47,0,33448,Justin Thomas,70.571,6789,- 14.157,96
48,0,20157,Retief Goosen,70.581,3900,- 18.058,55
49,0,32200,Roberto Castro,70.588,6802,45.068,97
50,0,31646,Emiliano Grillo,70.637,6367,- 9.688,90
51,0,33204,Shane Lowry,70.640,3861,- 46.415,54
52,0,12716,Charley Hoffman,70.658,6254,- 36.127,88
53,0,26476,Chez Reavie,70.661,6047,29.831,86
54,0,20472,Alex Cejka,70.675,4693,42.247,67
55,0,24140,Sean O'Hair,70.677,6265,25.230,89
56,0,25349,Tim Wilkinson,70.704,4788,19.893,68
57,0,20645,John Senden,70.717,6067,14.666,86
58,0,33399,Adam Hadwin,70.719,6554,22.877,93
59,0,33141,Keegan Bradley,70.741,5803,- 2.261,82
60,0,27129,Luke List,70.754,5436,12.094,77
61,0,25834,Daniel Summerhays,70.771,7008,- 1.660,99
62,0,26951,Johnson Wagner,70.781,6063,24.159,86
63,0,24846,Ricky Barnes,70.784,6542,40.929,93
64,0,30711,Colt Knost,70.785,6093,- 5.509,86
65,0,29725,Tony Finau,70.797,6721,4.720,95
66,0,21731,Freddie Jacobson,70.809,6073,16.539,86
67,0,36699,Patrick Rodgers,70.833,6000,20.837,85
68,0,20229,Stewart Cink,70.846,4300,21.580,61
68,0,29222,Billy Hurley III,70.846,4676,- .160,66
70,0,24358,Robert Garrigus,70.848,4574,31.105,65
71,0,25818,Scott Piercy,70.855,5951,.778,84
71,0,29518,Brendan Steele,70.855,5955,- 3.178,84
73,0,27974,Sung Kang,70.856,6156,8.507,87
74,0,27936,Martin Laird,70.867,5510,17.605,78
75,0,26758,David Hearn,70.870,6699,33.690,95
76,0,02206,David Toms,70.872,4399,- 4.950,62
77,0,34264,Hudson Swafford,70.875,7335,36.020,104
78,0,22371,Aaron Baddeley,70.888,6277,32.063,89
79,0,29461,Jamie Lovemark,70.896,6434,17.557,91
80,0,25572,Graeme McDowell,70.899,4272,- 18.042,60
81,0,23800,Bryce Molder,70.901,5514,16.312,78
82,0,27064,Jhonattan Vegas,70.903,6561,32.943,93
83,0,23541,Ben Crane,70.908,5377,12.007,76
84,0,23983,Luke Donald,70.918,5741,3.389,81
85,0,30926,Chris Kirk,70.920,6023,5.196,85
86,0,32757,Patton Kizzire,70.921,6324,- 12.044,89
87,0,27466,Spencer Levin,70.927,7063,29.704,100
88,0,08075,Jerry Kelly,70.937,5367,24.240,76
89,0,20098,Stuart Appleby,70.950,4875,20.533,69
90,0,29476,Kyle Reifers,70.965,7850,27.156,111
91,0,30692,Scott Stallings,70.966,4957,10.588,70
92,0,30110,Kyle Stanley,70.986,6308,9.711,89
93,0,29485,Brett Stegmaier,70.995,6010,24.605,85
94,0,27644,Brian Harman,70.996,7350,33.611,104
95,0,26289,Boo Weekley,71.000,5867,25.974,83
96,0,46440,Smylie Kaufman,71.015,6241,8.282,88
97,0,23325,Vaughn Taylor,71.028,5122,- 7.987,72
98,0,35545,Blayne Barber,71.032,5658,24.573,80
98,0,20766,Padraig Harrington,71.032,3830,5.706,54
100,0,37189,Harold Varner III,71.045,6539,- 2.892,92
101,0,34409,David Lingmerth,71.050,5746,9.081,81
102,0,27214,Kevin Streelman,71.054,5837,- 10.560,82
103,0,34265,Will Wilcox,71.055,4613,5.606,65
104,0,06567,Vijay Singh,71.057,5135,- 18.926,72
105,0,29289,S.Y. Noh,71.061,5746,9.927,81
106,0,31416,Derek Fathauer,71.073,6683,- 2.105,94
107,0,27436,Graham DeLaet,71.074,4687,3.876,66
108,0,24357,K.J. Choi,71.093,5178,11.754,73
109,0,29479,Scott Brown,71.098,6240,16.604,88
110,0,27963,Chris Stroud,71.101,5662,26.092,80
111,0,34174,John Huh,71.104,6018,25.807,85
112,0,29926,Danny Lee,71.118,6418,- 17.377,90
113,0,24507,Jason Bohn,71.126,4738,27.422,67
114,0,29268,Bronson Burgoon,71.132,5605,14.458,79
115,0,31420,Anirban Lahiri,71.139,4920,- 11.424,69
116,0,33410,Andrew Landry,71.143,3475,11.003,49
117,0,34262,Jon Curran,71.145,7017,26.365,99
118,0,30163,Henrik Norlander,71.157,4734,33.523,67
119,0,28132,Tyrone Van Aswegen,71.189,7245,16.310,102
120,0,27895,Jonas Blixt,71.190,5400,10.414,76
121,0,39975,Michael Kim,71.203,6814,21.511,96
122,0,32150,Michael Thompson,71.204,4814,27.886,68
123,0,31557,Jim Herman,71.206,6632,- 9.870,93
124,0,26300,Matt Jones,71.223,5693,4.817,80
124,0,34431,Robert Streb,71.223,5986,- 3.296,84
126,0,31560,Brian Stuard,71.242,4687,14.949,66
127,0,32448,James Hahn,71.245,6063,- 7.198,85
128,0,33419,Cameron Tringale,71.256,5467,19.740,77
129,0,25493,Nick Taylor,71.281,5597,34.210,79
130,0,33413,Ben Martin,71.282,6235,37.816,88
131,0,33418,Shawn Stefani,71.287,6177,24.956,87
132,0,24461,Thomas Aiken,71.326,4682,25.498,66
133,0,35879,Kelly Kraft,71.333,4178,30.654,59
134,0,28679,Fabián Gómez,71.346,5638,- 1.696,79
135,0,36801,Mark Hubbard,71.362,6899,23.102,97
136,0,06522,Ernie Els,71.371,4735,- 24.520,66
137,0,33461,Morgan Hoffmann,71.372,4766,15.939,67
138,0,28114,Dawie van der Walt,71.376,4971,25.301,70
139,0,24912,Will MacKenzie,71.402,5696,16.159,80
140,0,29745,Tyler Aldridge,71.412,5616,25.567,79
141,0,35539,Luke Guthrie,71.416,3893,34.896,55
142,0,35300,Andrew Loupe,71.423,5347,9.689,75
143,0,29223,Sam Saunders,71.427,4630,12.728,65
144,0,25892,Steve Wheatcroft,71.429,5772,13.731,81
145,0,27942,Rob Oppenheim,71.435,4498,2.413,63
146,0,21878,Mark Wilson,71.436,4413,16.010,62
147,0,27770,Camilo Villegas,71.440,5643,.748,79
148,0,35532,Tom Hoge,71.444,5489,12.168,77
149,0,22046,Geoff Ogilvy,71.464,4214,2.394,59
150,0,28475,Jeff Overton,71.466,4620,25.322,65
151,0,28158,Steve Marino,71.467,4848,11.774,68
152,0,37454,Whee Kim,71.472,5561,13.800,78
153,0,40058,Zac Blair,71.490,6769,22.503,95
154,0,35451,Scott Pinckney,71.524,6035,44.523,85
155,0,25720,Chad Collins,71.532,5206,15.813,73
156,0,34563,Chesson Hadley,71.541,5638,13.724,79
157,0,23638,Brendon de Jonge,71.603,5767,32.841,81
158,0,20572,Rod Pampling,71.607,3559,21.342,50
159,0,22892,Jason Gore,71.627,5276,24.362,74
160,0,25240,D.A. Points,71.655,3630,24.401,51
161,0,32640,Troy Merritt,71.674,5481,37.921,77
162,0,20691,Greg Owen,71.677,5778,27.859,81
163,0,29720,Andres Gonzales,71.681,5564,27.154,78
164,0,34466,Peter Malnati,71.686,6057,36.346,85
165,0,27747,Hiroshi Iwata,71.693,5932,18.496,83
166,0,35732,Wes Roach,71.700,3919,24.491,55
167,0,35891,Cameron Smith,71.759,4950,1.373,69
168,0,34261,Scott Langley,71.796,4488,35.167,63
169,0,32876,Martin Piller,71.813,4079,14.324,57
170,0,24490,George McNeill,71.848,3665,- .773,51
171,0,20104,Ken Duke,71.880,3890,- 8.477,54
172,0,24494,Erik Compton,71.884,4528,.668,63
173,0,33667,Carlos Ortiz,71.906,5382,10.948,75
174,0,23353,J.J. Henry,72.019,4744,9.257,66
175,0,37273,Derek Ernst,72.075,4076,32.301,57
176,0,32618,Rhein Gibson,72.086,3863,29.624,54
177,0,10213,Dicky Pride,72.102,3795,26.428,53
178,0,24781,Hunter Mahan,72.105,4405,- 6.615,61
179,0,45526,Abraham Ancer,72.137,3437,25.597,48
180,0,20848,Ángel Cabrera,72.175,4479,- 4.178,62
181,0,23621,Rory Sabbatini,72.451,3888,24.350,54
182,0,30927,Brendon Todd,72.728,4564,17.891,63
183,0,10885,Robert Allenby,73.117,3714,14.959,51
184,0,28092,D.H. Lee,73.415,4147,37.670,57
185,0,25274,Steven Bowditch,74.262,5268,4.574,71
