RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOURN/COURSE,ROUND
1,0,10809,Jim Furyk,58,Travelers Champ,4
2,0,27974,Sung Kang,60,AT&T Pebble/Mon,2
2,0,37455,Si Woo Kim,60,Wyndham Champ/S,2
2,0,27064,Jhonattan Vegas,60,Barbasol Champ/,2
5,0,25900,Lucas Glover,61,Wyndham Champ/S,2
5,0,46440,Smylie Kaufman,61,Shriners Hosp./,4
5,0,33448,Justin Thomas,61,CIMB Classic/Ku,2
8,0,40026,Daniel Berger,62,Travelers Champ,3
8,0,32200,Roberto Castro,62,Sanderson Farms,1
8,0,27436,Graham DeLaet,62,Sony Open/Waial,2
8,0,24358,Robert Garrigus,62,Barbasol Champ/,4
8,0,28679,Fabián Gómez,62,Sony Open/Waial,4
8,0,33461,Morgan Hoffmann,62,John Deere/TPC,3
8,0,23108,Matt Kuchar,62,Sony Open/Waial,3
8,0,34261,Scott Langley,62,Wyndham Champ/S,3
8,0,34409,David Lingmerth,62,CareerBuilder/P,3
8,0,33413,Ben Martin,62,John Deere/TPC,3
8,0,31202,William McGirt,62,Shriners Hosp./,4
8,0,25396,Kevin Na,62,CareerBuilder/P,3
8,0,25818,Scott Piercy,62,CIMB Classic/Ku,1
8,0,25240,D.A. Points,62,Byron Nelson/TP,2
8,0,37189,Harold Varner III,62,Mayakoba/El Cam,2
8,0,26289,Boo Weekley,62,Byron Nelson/TP,2
8,0,32139,Danny Willett,62,WGC-HSBC Champ.,4
25,0,24846,Ricky Barnes,63,Sony Open/Waial,1
25,0,24507,Jason Bohn,63,Mayakoba/El Cam,2
25,0,26499,Rafa Cabrera Bello,63,Wyndham Champ/S,1
25,0,12510,Chad Campbell,63,DEAN & DELUCA/C,4
25,0,24357,K.J. Choi,63,Barbasol Champ/,4
25,0,28937,George Coetzee,63,Canadian Open/G,4
25,0,23541,Ben Crane,63,Byron Nelson/TP,2
25,0,28089,Jason Day,63,THE PLAYERS/TPC,1
25,0,21209,Sergio Garcia,63,Byron Nelson/TP,1
25,0,29974,Branden Grace,63,WGC-HSBC Champ.,1
25,0,27644,Brian Harman,63,Canadian Open/G,4
