RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
1,0,35891,Cameron Smith,1.679,1274,759,37.57
2,0,51894,Vince Whaley,1.706,1665,976,35.46
3,0,33448,Justin Thomas,1.718,1606,935,36.62
4,0,46046,Scottie Scheffler,1.720,1880,1093,34.77
5,0,47504,Sam Burns,1.721,1702,989,34.51
5,0,46442,Maverick McNealy,1.721,1821,1058,33.87
7,0,22405,Justin Rose,1.723,1087,631,32.96
8,0,29926,Danny Lee,1.725,999,579,33.68
8,0,48081,Xander Schauffele,1.725,1577,914,34.21
10,0,34466,Peter Malnati,1.727,2059,1192,32.80
10,0,47995,Davis Riley,1.727,1957,1133,33.22
12,0,34363,Tyrrell Hatton,1.728,1275,738,32.93
12,0,33667,Carlos Ortiz,1.728,1203,696,32.47
12,0,57366,Cameron Young,1.728,1655,958,36.44
15,0,45486,Joaquin Niemann,1.729,1691,978,32.72
16,0,39058,Lucas Herbert,1.730,972,562,34.40
17,0,46717,Viktor Hovland,1.731,1461,844,35.88
18,0,35450,Patrick Cantlay,1.732,1469,848,36.17
19,0,46402,Talor Gooch,1.733,1535,886,32.43
19,0,28775,Nate Lashley,1.733,1605,926,31.93
21,0,34174,John Huh,1.734,1543,890,32.51
21,0,47483,Will Zalatoris,1.734,1682,970,33.37
23,0,36799,Stephan Jaeger,1.735,1685,971,32.54
23,0,29221,Webb Simpson,1.735,1190,686,31.32
25,0,23621,Rory Sabbatini,1.736,1099,633,32.86
26,0,32150,Michael Thompson,1.737,1683,969,31.85
27,0,28089,Jason Day,1.738,1154,664,32.53
27,0,34098,Russell Henley,1.738,1731,996,32.43
27,0,25818,Scott Piercy,1.738,1509,868,31.55
30,0,28237,Rory McIlroy,1.739,1313,755,35.11
30,0,32640,Troy Merritt,1.739,1803,1037,31.36
30,0,30692,Scott Stallings,1.739,1965,1130,32.83
33,0,45157,Cam Davis,1.740,1677,964,33.82
34,0,36801,Mark Hubbard,1.742,1456,836,30.89
34,0,36884,Ben Kohles,1.742,1333,765,31.41
34,0,24502,Adam Scott,1.742,1528,877,32.65
37,0,26851,Marc Leishman,1.743,1499,860,33.22
37,0,24361,Pat Perez,1.743,1250,717,31.09
37,0,37189,Harold Varner III,1.743,1440,826,32.85
40,0,35879,Kelly Kraft,1.744,1374,788,31.17
40,0,23108,Matt Kuchar,1.744,1425,817,30.34
40,0,47993,Denny McCarthy,1.744,2051,1176,30.43
43,0,45526,Abraham Ancer,1.745,1218,698,31.03
43,0,35310,Lanto Griffin,1.745,1604,919,31.55
43,0,32839,Hideki Matsuyama,1.745,1544,885,33.52
43,0,40115,Adam Svensson,1.745,2118,1214,32.40
43,0,56278,Matthew Wolff,1.745,918,526,33.33
48,0,30978,Kiradech Aphibarnrat,1.746,1065,610,30.54
48,0,50525,Collin Morikawa,1.746,1294,741,31.39
48,0,37275,Sam Ryder,1.746,1816,1040,31.07
48,0,27139,David Skinns,1.746,1329,761,32.10
52,0,39977,Max Homa,1.747,1702,974,32.13
53,0,32816,Satoshi Kodaira,1.748,1075,615,31.54
53,0,34046,Jordan Spieth,1.748,1570,898,33.26
53,0,49964,Aaron Wise,1.748,1869,1069,32.52
56,0,40162,Justin Lower,1.749,1527,873,31.92
56,0,33486,Roger Sloan,1.749,1460,835,31.86
58,0,46601,Trey Mullinax,1.750,1724,985,33.10
