RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
1,0,35891,Cameron Smith,37.57,284,756
2,0,33448,Justin Thomas,36.62,342,934
3,0,57366,Cameron Young,36.44,348,955
4,0,35450,Patrick Cantlay,36.17,306,846
5,0,46717,Viktor Hovland,35.88,301,839
6,0,51894,Vince Whaley,35.46,345,973
7,0,28237,Rory McIlroy,35.11,264,752
8,0,46046,Scottie Scheffler,34.77,379,1090
9,0,47504,Sam Burns,34.51,341,988
10,0,39058,Lucas Herbert,34.40,193,561
11,0,48081,Xander Schauffele,34.21,311,909
12,0,46442,Maverick McNealy,33.87,357,1054
13,0,45157,Cam Davis,33.82,325,961
14,0,29926,Danny Lee,33.68,194,576
15,0,34264,Hudson Swafford,33.59,258,768
16,0,32839,Hideki Matsuyama,33.52,296,883
17,0,47483,Will Zalatoris,33.37,322,965
18,0,56278,Matthew Wolff,33.33,175,525
19,0,34046,Jordan Spieth,33.26,297,893
20,0,26851,Marc Leishman,33.22,285,858
20,0,47995,Davis Riley,33.22,375,1129
22,0,46601,Trey Mullinax,33.10,325,982
23,0,22405,Justin Rose,32.96,207,628
24,0,34363,Tyrrell Hatton,32.93,242,735
25,0,23621,Rory Sabbatini,32.86,207,630
26,0,37189,Harold Varner III,32.85,271,825
27,0,30692,Scott Stallings,32.83,370,1127
28,0,34466,Peter Malnati,32.80,390,1189
29,0,45486,Joaquin Niemann,32.72,318,972
30,0,36689,Brooks Koepka,32.69,170,520
31,0,24502,Adam Scott,32.65,286,876
32,0,36799,Stephan Jaeger,32.54,314,965
32,0,39546,Keith Mitchell,32.54,340,1045
34,0,28089,Jason Day,32.53,215,661
35,0,49964,Aaron Wise,32.52,347,1067
36,0,34174,John Huh,32.51,289,889
37,0,33667,Carlos Ortiz,32.47,225,693
38,0,46402,Talor Gooch,32.43,286,882
38,0,34098,Russell Henley,32.43,322,993
40,0,36852,Jim Knous,32.41,188,580
41,0,40115,Adam Svensson,32.40,392,1210
42,0,31646,Emiliano Grillo,32.39,332,1025
43,0,47856,Seth Reeves,32.33,258,798
44,0,46550,Brandon Hagy,32.19,281,873
45,0,39977,Max Homa,32.13,311,968
46,0,47128,Richy Werenski,32.11,228,710
47,0,27139,David Skinns,32.10,243,757
48,0,29725,Tony Finau,32.09,353,1100
49,0,46970,Jon Rahm,32.04,289,902
50,0,48117,Kurt Kitayama,31.96,264,826
51,0,28775,Nate Lashley,31.93,295,924
52,0,40162,Justin Lower,31.92,278,871
53,0,28252,Seamus Power,31.91,307,962
54,0,33486,Roger Sloan,31.86,266,835
55,0,32150,Michael Thompson,31.85,308,967
56,0,32366,Kevin Chappell,31.81,209,657
56,0,22056,Cameron Percy,31.81,167,525
58,0,35532,Tom Hoge,31.73,363,1144
59,0,21961,Charles Howell III,31.64,218,689
60,0,35310,Lanto Griffin,31.55,289,916
60,0,25818,Scott Piercy,31.55,272,862
62,0,32816,Satoshi Kodaira,31.54,194,615
63,0,35506,Mackenzie Hughes,31.46,291,925
64,0,40250,Taylor Pendrith,31.44,283,900
65,0,36884,Ben Kohles,31.41,240,764
66,0,50525,Collin Morikawa,31.39,232,739
67,0,32640,Troy Merritt,31.36,324,1033
68,0,48822,Sebastián Muñoz,31.35,311,992
69,0,29221,Webb Simpson,31.32,213,680
70,0,51766,Wyndham Clark,31.31,356,1137
70,0,37455,Si Woo Kim,31.31,361,1153
70,0,51634,Sahith Theegala,31.31,422,1348
73,0,35879,Kelly Kraft,31.17,245,786
74,0,32757,Patton Kizzire,31.16,330,1059
74,0,24138,Ian Poulter,31.16,153,491
76,0,27974,Sung Kang,31.12,295,948
77,0,24361,Pat Perez,31.09,222,714
78,0,49947,Taylor Moore,31.07,320,1030
78,0,37275,Sam Ryder,31.07,321,1033
80,0,45526,Abraham Ancer,31.03,216,696
81,0,47983,Chad Ramey,31.02,268,864
82,0,26300,Matt Jones,31.00,221,713
83,0,37212,Paul Barjon,30.98,259,836
83,0,35617,Martin Trainer,30.98,276,891
85,0,32791,K.H. Lee,30.97,358,1156
86,0,48084,Wesley Bryan,30.96,165,533
87,0,29289,S.Y. Noh,30.92,235,760
88,0,25198,Francesco Molinari,30.91,187,605
89,0,36801,Mark Hubbard,30.89,257,832
90,0,48699,Callum Tarren,30.88,256,829
91,0,30944,Jason Kokrak,30.87,221,716
