RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
1,0,01761,Len Mattiace,9.15,29,317
2,0,08793,Tiger Woods,9.41,35,372
3,0,01797,Rocco Mediate,10.20,25,245
4,0,06078,Esteban Toledo,10.32,35,339
5,0,01042,Paul Azinger,10.55,29,275
6,0,10201,Matt Gogel,10.74,29,270
7,0,06595,Kevin Sutherland,11.18,36,322
8,0,20229,Stewart Cink,11.30,39,345
9,0,06036,Scott Dunlap,11.38,43,378
10,0,08545,Glen Hnatiuk,11.58,33,285
11,0,20099,Doug Barron,11.94,32,268
12,0,01361,Dan Forsman,12.07,35,290
13,0,02110,Jerry Smith,12.25,37,302
14,0,01527,Scott Hoch,12.30,47,382
15,0,01381,Fred Funk,12.33,46,373
16,0,01418,Bill Glasson,12.39,41,331
16,0,10423,Mike Weir,12.39,44,355
18,0,06004,Stephen Ames,12.43,45,362
19,0,12660,Jesper Parnevik,12.50,32,256
20,0,07457,Steve Flesch,12.73,62,487
21,0,19881,Robert Damron,12.77,41,321
22,0,06522,Ernie Els,12.80,32,250
23,0,06315,Pete Jordan,12.92,42,325
24,0,02170,Hal Sutton,12.95,43,332
25,0,01157,Tom Byrum,13.01,38,292
26,0,01161,Mark Calcavecchia,13.07,46,352
26,0,08385,Omar Uresti,13.07,37,283
28,0,08537,J.P. Hayes,13.13,39,297
29,0,01707,Steve Lowery,13.27,52,392
29,0,20127,Chris Riley,13.27,43,324
31,0,09011,David Duval,13.33,36,270
32,0,06575,Dudley Hart,13.36,33,247
33,0,08075,Jerry Kelly,13.40,50,373
33,0,21949,Joe Ogilvie,13.40,41,306
35,0,10649,Tom Scherrer,13.45,46,342
36,0,23125,Brad Elder,13.49,51,378
36,0,01553,John Huston,13.49,39,289
38,0,01035,Tommy Armour III,13.50,37,274
39,0,01945,Kenny Perry,13.51,40,296
40,0,01926,Steve Pate,13.57,38,280
40,0,06431,Jean Van de Velde,13.57,30,221
42,0,01378,David Frost,13.59,25,184
43,0,01943,Chris Perry,13.61,52,382
44,0,12645,Brent Geiberger,13.62,35,257
45,0,06012,Greg Kraft,13.66,47,344
46,0,01374,Robin Freeman,13.73,42,306
47,0,08931,Glen Day,13.77,46,334
48,0,02223,Bob Tway,13.85,41,296
49,0,23614,Rich Beem,13.91,37,266
50,0,01569,Peter Jacobsen,14.00,28,200
51,0,01968,Nick Price,14.05,34,242
51,0,02214,Kirk Triplett,14.05,52,370
53,0,10885,Robert Allenby,14.12,48,340
53,0,01307,Joel Edwards,14.12,48,340
55,0,19824,Craig Barlow,14.15,46,325
56,0,06643,Paul Goydos,14.20,47,331
57,0,10809,Jim Furyk,14.42,47,326
58,0,06515,Shaun Micheel,14.47,45,311
59,0,01810,Phil Mickelson,14.59,48,329
60,0,01116,Michael Bradley,14.60,33,226
61,0,08993,Franklin Langham,14.63,49,335
62,0,10860,Justin Leonard,14.64,47,321
63,0,07101,Dave Stockton Jr.,14.71,40,272
64,0,02239,Scott Verplank,14.73,57,387
65,0,01577,Lee Janzen,14.79,46,311
66,0,01139,Olin Browne,14.83,47,317
66,0,23621,Rory Sabbatini,14.83,47,317
68,0,01823,Larry Mize,14.86,33,222
68,0,11011,Mike Sposa,14.86,33,222
70,0,06140,Sean Murphy,14.94,46,308
71,0,01098,Jay Don Blake,14.95,48,321
72,0,01072,Chip Beck,14.97,22,147
73,0,01093,Ronnie Black,14.98,37,247
73,0,01175,Jim Carter,14.98,46,307
75,0,10425,Jay Williamson,15.08,54,358
76,0,01905,Joe Ozaki,15.09,24,159
77,0,06567,Vijay Singh,15.10,53,351
78,0,01331,Rick Fehr,15.11,34,225
79,0,12782,Tim Herron,15.15,50,330
80,0,01326,Nick Faldo,15.17,22,145
81,0,07763,Doug Dunakey,15.18,39,257
82,0,06251,Chris DiMarco,15.20,64,421
83,0,02246,Duffy Waldorf,15.21,40,263
84,0,10457,Frank Nobilo,15.41,47,305
85,0,20098,Stuart Appleby,15.46,45,291
86,0,01677,Tom Lehman,15.56,35,225
87,0,20445,Casey Martin,15.57,45,289
88,0,01219,John Cook,15.59,41,263
89,0,01724,Jeff Maggert,15.60,44,282
89,0,06350,Bob May,15.60,51,327
91,0,01706,Davis Love III,15.61,59,378
92,0,20095,Carl Paulson,15.68,58,370
93,0,06573,Brandt Jobe,15.72,47,299
94,0,01996,Mike Reid,15.84,35,221
95,0,06332,Neal Lancaster,15.86,46,290
96,0,01024,Billy Andrade,15.89,48,302
97,0,11653,Paul Curry,15.91,28,176
98,0,06621,Joe Durant,15.96,53,332
99,0,20043,Edward Fryatt,16.14,51,316
100,0,01619,Skip Kendall,16.15,68,421
101,0,02133,Craig Stadler,16.16,37,229
102,0,07867,Woody Austin,16.18,56,346
102,0,01203,Russ Cochran,16.18,39,241
104,0,02104,Jeff Sluman,16.20,63,389
104,0,02245,Grant Waite,16.20,52,321
106,0,10585,Scott McCarron,16.25,59,363
107,0,22913,John Rollins,16.27,34,209
108,0,01329,Brad Faxon,16.30,60,368
108,0,02257,Brian Watts,16.30,44,270
110,0,11032,Frank Lickliter II,16.31,61,374
111,0,20105,Jeff Gove,16.33,41,251
112,0,01226,Fred Couples,16.42,45,274
113,0,01685,J.L. Lewis,16.44,60,365
113,0,02010,Loren Roberts,16.44,49,298
115,0,01723,Andrew Magee,16.45,38,231
116,0,06617,Brian Henninger,16.46,52,316
117,0,20593,Greg Chalmers,16.48,59,358
117,0,01938,David Peoples,16.48,58,352
119,0,06044,Scott Gump,16.54,45,272
120,0,01489,Steve Hart,16.57,29,175
120,0,01533,P.H. Horgan III,16.57,30,181
122,0,10962,Bradley Hughes,16.61,47,283
123,0,12652,Cameron Beckman,16.67,45,270
123,0,01771,Blaine McCallister,16.67,63,378
125,0,06581,David Sutherland,16.80,61,363
126,0,24357,K.J. Choi,16.84,48,285
127,0,01927,Dennis Paulson,16.86,43,255
128,0,19846,Brian Gay,16.87,56,332
129,0,12388,Michael Clark II,16.92,45,266
130,0,12823,Carlos Franco,16.93,53,313
131,0,01142,Bart Bryant,16.99,35,206
132,0,10912,Craig Perks,17.00,42,247
133,0,01063,Ben Bates,17.04,53,311
134,0,01320,Bob Estes,17.09,34,199
135,0,08375,Paul Stankowski,17.13,49,286
136,0,20094,Jonathan Kaye,17.18,73,425
137,0,10963,Jimmy Green,17.19,44,256
138,0,01313,Steve Elkington,17.20,32,186
139,0,12680,Shigeki Maruyama,17.22,47,273
140,0,01282,Trevor Dodds,17.24,45,261
141,0,01132,Mark Brooks,17.36,50,288
142,0,20574,Mathew Goggin,17.38,53,305
143,0,06088,Steve Gotsche,17.39,52,299
143,0,07749,Brett Quigley,17.39,36,207
