RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 5 HOLES,TOTAL HOLE OUTS
1,0,01329,Brad Faxon,17,291,0
1,0,01810,Phil Mickelson,17,267,0
3,0,12660,Jesper Parnevik,14,294,1
3,0,10423,Mike Weir,14,279,0
5,0,11032,Frank Lickliter II,13,341,1
5,0,08793,Tiger Woods,13,245,0
7,0,07457,Steve Flesch,12,373,0
7,0,10962,Bradley Hughes,12,323,0
7,0,06567,Vijay Singh,12,297,0
7,0,02104,Jeff Sluman,12,359,1
11,0,20498,Briny Baird,11,344,0
11,0,01226,Fred Couples,11,237,0
11,0,12823,Carlos Franco,11,292,0
11,0,01723,Andrew Magee,11,335,1
11,0,12680,Shigeki Maruyama,11,306,0
16,0,10885,Robert Allenby,10,343,0
16,0,06809,Bob Burns,10,308,0
16,0,01161,Mark Calcavecchia,10,266,0
16,0,08075,Jerry Kelly,10,357,0
16,0,01685,J.L. Lewis,10,355,0
16,0,10585,Scott McCarron,10,326,0
16,0,23621,Rory Sabbatini,10,235,1
23,0,21633,Steve Allan,9,299,0
23,0,20098,Stuart Appleby,9,329,0
23,0,12652,Cameron Beckman,9,352,1
23,0,23614,Rich Beem,9,306,0
23,0,06251,Chris DiMarco,9,344,1
23,0,20043,Edward Fryatt,9,296,0
23,0,10860,Justin Leonard,9,334,1
23,0,01707,Steve Lowery,9,323,0
23,0,01724,Jeff Maggert,9,292,0
23,0,01761,Len Mattiace,9,311,0
23,0,21949,Joe Ogilvie,9,376,0
23,0,07749,Brett Quigley,9,211,0
23,0,08375,Paul Stankowski,9,310,0
23,0,06595,Kevin Sutherland,9,346,1
23,0,02218,Ted Tryba,9,375,2
23,0,02239,Scott Verplank,9,319,2
39,0,01042,Paul Azinger,8,267,0
39,0,19824,Craig Barlow,8,247,0
39,0,01175,Jim Carter,8,339,0
39,0,01249,John Daly,8,276,0
39,0,01307,Joel Edwards,8,344,0
39,0,23125,Brad Elder,8,387,0
39,0,12760,Danny Ellis,8,268,0
39,0,06522,Ernie Els,8,194,0
39,0,12645,Brent Geiberger,8,273,0
39,0,20574,Mathew Goggin,8,331,0
39,0,22892,Jason Gore,8,281,0
39,0,06575,Dudley Hart,8,240,0
39,0,06573,Brandt Jobe,8,329,0
39,0,20094,Jonathan Kaye,8,402,0
39,0,06515,Shaun Micheel,8,348,1
39,0,20095,Carl Paulson,8,321,0
39,0,01945,Kenny Perry,8,317,0
39,0,20127,Chris Riley,8,336,0
39,0,02206,David Toms,8,327,0
39,0,08057,Brian Wilson,8,303,0
59,0,01035,Tommy Armour III,7,314,0
59,0,20229,Stewart Cink,7,320,0
59,0,12388,Michael Clark II,7,297,0
59,0,01203,Russ Cochran,7,265,0
59,0,06621,Joe Durant,7,275,0
59,0,01381,Fred Funk,7,391,0
59,0,24604,Hunter Haas,7,264,0
59,0,23353,J.J. Henry,7,294,1
59,0,21007,Gabriel Hjertstedt,7,263,0
59,0,08633,Per-Ulrik Johansson,7,264,0
59,0,01771,Blaine McCallister,7,289,0
59,0,10457,Frank Nobilo,7,308,0
59,0,22046,Geoff Ogilvy,7,202,0
59,0,01927,Dennis Paulson,7,243,0
59,0,01938,David Peoples,7,323,1
59,0,10912,Craig Perks,7,264,0
59,0,01941,Tom Pernice Jr.,7,350,0
59,0,02110,Jerry Smith,7,325,0
59,0,02170,Hal Sutton,7,319,0
59,0,06613,Tommy Tolles,7,305,0
59,0,02214,Kirk Triplett,7,276,0
80,0,08123,Jeff Brehaut,6,273,0
80,0,01139,Olin Browne,6,316,0
80,0,24357,K.J. Choi,6,315,0
80,0,01219,John Cook,6,315,0
80,0,21584,Richie Coughlan,6,226,0
80,0,06036,Scott Dunlap,6,254,0
80,0,09011,David Duval,6,231,0
80,0,21805,Harrison Frazar,6,295,0
80,0,01374,Robin Freeman,6,364,0
80,0,10963,Jimmy Green,6,319,0
80,0,06012,Greg Kraft,6,359,0
80,0,01706,Davis Love III,6,244,0
80,0,01766,Billy Mayfair,6,345,0
80,0,10213,Dicky Pride,6,272,0
80,0,02002,John Riegger,6,301,0
80,0,23034,Brent Schwarzrock,6,221,0
80,0,02101,Joey Sindelar,6,231,0
80,0,02106,Chris Smith,6,338,0
80,0,02223,Bob Tway,6,371,0
99,0,06004,Stephen Ames,5,302,0
99,0,01157,Tom Byrum,5,291,0
99,0,20593,Greg Chalmers,5,302,0
99,0,19881,Robert Damron,5,321,0
99,0,08931,Glen Day,5,302,0
99,0,21209,Sergio Garcia,5,183,0
99,0,01418,Bill Glasson,5,225,0
99,0,12782,Tim Herron,5,304,0
99,0,01553,John Huston,5,203,0
99,0,01577,Lee Janzen,5,333,0
99,0,06514,Kevin Johnson,5,313,0
99,0,12705,Cliff Kresge,5,288,0
99,0,01677,Tom Lehman,5,259,0
99,0,06350,Bob May,5,258,0
99,0,01797,Rocco Mediate,5,231,1
99,0,12753,David Morland IV,5,308,0
99,0,08553,Lee Porter,5,318,0
