RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
79,0,12782,Tim Herron,204.8,1638,8
80,0,06621,Joe Durant,205.7,1440,7
80,0,01771,Blaine McCallister,205.7,1440,7
82,0,20574,Mathew Goggin,209.3,1674,8
83,0,02218,Ted Tryba,212.0,1908,9
84,0,02214,Kirk Triplett,213.4,1494,7
85,0,06004,Stephen Ames,216.0,1512,7
85,0,01553,John Huston,216.0,1080,5
85,0,02002,John Riegger,216.0,1512,7
88,0,23125,Brad Elder,218.0,1962,9
89,0,20229,Stewart Cink,218.3,1746,8
90,0,01157,Tom Byrum,218.6,1530,7
91,0,09011,David Duval,219.0,1314,6
92,0,12753,David Morland IV,221.1,1548,7
93,0,01706,Davis Love III,225.0,1350,6
93,0,06515,Shaun Micheel,225.0,1800,8
95,0,01219,John Cook,226.3,1584,7
96,0,10457,Frank Nobilo,228.9,1602,7
97,0,01093,Ronnie Black,229.5,918,4
97,0,01941,Tom Pernice Jr.,229.5,1836,8
99,0,01418,Bill Glasson,234.0,1170,5
100,0,24357,K.J. Choi,236.6,1656,7
100,0,10963,Jimmy Green,236.6,1656,7
100,0,19817,Michael Muehr,236.6,1656,7
103,0,06036,Scott Dunlap,237.0,1422,6
104,0,08063,Kelly Grunewald,237.6,1188,5
105,0,01063,Ben Bates,238.5,954,4
106,0,06350,Bob May,240.0,1440,6
106,0,12714,Chris Tidland,240.0,1440,6
108,0,02110,Jerry Smith,244.3,1710,7
109,0,01139,Olin Browne,246.9,1728,7
110,0,25083,Jeremy Anderson,248.4,1242,5
111,0,08931,Glen Day,252.0,1512,6
111,0,01527,Scott Hoch,252.0,1512,6
111,0,02106,Chris Smith,252.0,1764,7
114,0,06034,Marco Dawson,256.5,1026,4
115,0,01766,Billy Mayfair,257.1,1800,7
116,0,01926,Steve Pate,258.0,1548,6
117,0,06012,Greg Kraft,262.3,1836,7
118,0,07003,David Berganio Jr.,262.8,1314,5
119,0,01374,Robin Freeman,264.9,1854,7
120,0,01388,Robert Gamez,265.5,1062,4
121,0,22122,Andrew McLardy,270.0,1350,5
121,0,08553,Lee Porter,270.0,1620,6
123,0,01619,Skip Kendall,277.7,1944,7
124,0,02279,Mark Wiebe,279.0,1116,4
125,0,06090,Jim McGovern,283.5,1134,4
126,0,06617,Brian Henninger,284.4,1422,5
126,0,01677,Tom Lehman,284.4,1422,5
128,0,07763,Doug Dunakey,291.6,1458,5
129,0,12705,Cliff Kresge,295.2,1476,5
130,0,10649,Tom Scherrer,297.0,1188,4
131,0,01381,Fred Funk,300.9,2106,7
132,0,06332,Neal Lancaster,315.0,1890,6
133,0,10809,Jim Furyk,316.8,1584,5
134,0,02223,Bob Tway,318.0,1908,6
135,0,20593,Greg Chalmers,320.4,1602,5
136,0,01457,Jay Haas,324.0,1296,4
136,0,10425,Jay Williamson,324.0,1620,5
138,0,19881,Robert Damron,327.6,1638,5
138,0,06514,Kevin Johnson,327.6,1638,5
138,0,08339,Spike McRoy,327.6,1638,5
141,0,01577,Lee Janzen,331.2,1656,5
142,0,11011,Mike Sposa,334.8,1674,5
143,0,01014,Fulton Allem,336.0,1008,3
144,0,08535,Gary Nicklaus,338.4,1692,5
145,0,08537,J.P. Hayes,342.0,1368,4
145,0,02245,Grant Waite,342.0,1368,4
147,0,01185,Brandel Chamblee,346.5,1386,4
148,0,01361,Dan Forsman,351.0,1404,4
148,0,07547,Craig Kanada,351.0,1404,4
148,0,01943,Chris Perry,351.0,1404,4
151,0,01024,Billy Andrade,355.5,1422,4
152,0,10201,Matt Gogel,364.5,1458,4
152,0,20566,Kaname Yokoo,364.5,1458,4
154,0,20099,Doug Barron,372.0,1116,3
155,0,06643,Paul Goydos,378.0,1512,4
155,0,10565,Ian Leggatt,378.0,1512,4
157,0,21961,Charles Howell III,382.5,1530,4
158,0,01887,Mark O'Meara,390.0,1170,3
159,0,01320,Bob Estes,396.0,1584,4
160,0,06373,José María Olazábal,423.0,846,2
161,0,20433,Mark Hensby,426.0,1278,3
161,0,01599,Steve Jones,426.0,1278,3
163,0,07867,Woody Austin,427.5,1710,4
164,0,01098,Jay Don Blake,432.0,1728,4
165,0,22051,Ben Ferguson,444.0,1332,3
165,0,10733,Kent Jones,444.0,1332,3
165,0,01823,Larry Mize,444.0,1332,3
165,0,01968,Nick Price,444.0,1332,3
169,0,21806,Paul Gow,450.0,1350,3
170,0,08545,Glen Hnatiuk,454.5,1818,4
171,0,06315,Pete Jordan,463.5,1854,4
172,0,19846,Brian Gay,504.0,2016,4
172,0,02257,Brian Watts,504.0,1008,2
174,0,01487,Jeff Hart,510.0,1530,3
175,0,06078,Esteban Toledo,513.0,2052,4
176,0,08881,Tripp Isenhour,534.0,1602,3
177,0,07101,Dave Stockton Jr.,549.0,1098,2
178,0,01920,Craig Parry,567.0,1134,2
179,0,06140,Sean Murphy,630.0,1260,2
179,0,01928,Corey Pavin,630.0,1260,2
181,0,02246,Duffy Waldorf,648.0,1296,2
182,0,02010,Loren Roberts,756.0,1512,2
183,0,01378,David Frost,783.0,1566,2
184,0,01475,Donnie Hammond,918.0,918,1
185,0,19972,José Coceres,1026.0,1026,1
186,0,01313,Steve Elkington,1098.0,1098,1
186,0,01666,Bernhard Langer,1098.0,1098,1
188,0,01200,Keith Clearwater,1116.0,1116,1
189,0,02099,Scott Simpson,1314.0,1314,1
190,0,01132,Mark Brooks,1584.0,1584,1
