RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,0,01810,Phil Mickelson,73.8,1476,20
2,0,01329,Brad Faxon,92.1,1566,17
3,0,01226,Fred Couples,94.2,1224,13
4,0,10423,Mike Weir,96.8,1548,16
5,0,08793,Tiger Woods,97.7,1368,14
6,0,12660,Jesper Parnevik,109.2,1638,15
7,0,23621,Rory Sabbatini,112.9,1242,11
8,0,07749,Brett Quigley,113.4,1134,10
9,0,06522,Ernie Els,120.0,1080,9
10,0,01723,Andrew Magee,120.9,1692,14
11,0,11032,Frank Lickliter II,122.4,1836,15
12,0,10912,Craig Perks,124.4,1368,11
13,0,12680,Shigeki Maruyama,130.2,1692,13
14,0,01249,John Daly,134.2,1476,11
15,0,22046,Geoff Ogilvy,135.0,1080,8
16,0,12760,Danny Ellis,136.8,1368,10
17,0,07457,Steve Flesch,137.6,1926,14
18,0,06567,Vijay Singh,138.0,1656,12
19,0,10962,Bradley Hughes,141.0,1692,12
20,0,01161,Mark Calcavecchia,142.2,1422,10
20,0,12645,Brent Geiberger,142.2,1422,10
22,0,12823,Carlos Franco,142.4,1566,11
23,0,01761,Len Mattiace,144.0,1728,12
24,0,06809,Bob Burns,145.6,1602,11
25,0,01203,Russ Cochran,146.0,1314,9
26,0,06595,Kevin Sutherland,147.0,1764,12
27,0,10585,Scott McCarron,153.8,1692,11
28,0,21209,Sergio Garcia,154.3,1080,7
29,0,02104,Jeff Sluman,156.0,1872,12
30,0,08375,Paul Stankowski,158.4,1584,10
31,0,10885,Robert Allenby,159.0,1908,12
32,0,22892,Jason Gore,160.0,1440,9
33,0,23614,Rich Beem,160.2,1602,10
33,0,20043,Edward Fryatt,160.2,1602,10
35,0,19824,Craig Barlow,162.0,1296,8
35,0,21949,Joe Ogilvie,162.0,1944,12
35,0,23034,Brent Schwarzrock,162.0,1134,7
38,0,01035,Tommy Armour III,163.8,1638,10
39,0,08075,Jerry Kelly,165.3,1818,11
40,0,21805,Harrison Frazar,168.0,1512,9
40,0,01724,Jeff Maggert,168.0,1512,9
42,0,20498,Briny Baird,168.5,1854,11
42,0,06251,Chris DiMarco,168.5,1854,11
44,0,06575,Dudley Hart,168.8,1350,8
45,0,06573,Brandt Jobe,169.2,1692,10
46,0,21584,Richie Coughlan,169.7,1188,7
47,0,24604,Hunter Haas,171.0,1368,8
47,0,21007,Gabriel Hjertstedt,171.0,1368,8
47,0,02170,Hal Sutton,171.0,1710,10
50,0,21633,Steve Allan,172.0,1548,9
51,0,01685,J.L. Lewis,173.5,1908,11
52,0,06591,Rocky Walcher,177.0,1062,6
53,0,01797,Rocco Mediate,177.4,1242,7
54,0,01042,Paul Azinger,177.8,1422,8
55,0,01945,Kenny Perry,178.0,1602,9
56,0,12652,Cameron Beckman,178.2,1782,10
57,0,08633,Per-Ulrik Johansson,180.0,1440,8
58,0,20094,Jonathan Kaye,183.3,2016,11
59,0,20095,Carl Paulson,186.0,1674,9
59,0,01938,David Peoples,186.0,1674,9
61,0,23353,J.J. Henry,189.0,1512,8
62,0,01927,Dennis Paulson,190.3,1332,7
63,0,12388,Michael Clark II,191.3,1530,8
64,0,02206,David Toms,192.0,1728,9
65,0,06613,Tommy Tolles,193.5,1548,8
65,0,20436,Garrett Willis,193.5,1548,8
65,0,08057,Brian Wilson,193.5,1548,8
68,0,01707,Steve Lowery,194.0,1746,9
68,0,02239,Scott Verplank,194.0,1746,9
70,0,06527,Steve Stricker,195.0,1170,6
71,0,20098,Stuart Appleby,196.0,1764,9
72,0,08123,Jeff Brehaut,198.0,1386,7
72,0,01307,Joel Edwards,198.0,1782,9
72,0,10860,Justin Leonard,198.0,1782,9
72,0,02101,Joey Sindelar,198.0,1188,6
76,0,20127,Chris Riley,200.0,1800,9
77,0,10213,Dicky Pride,200.6,1404,7
78,0,01175,Jim Carter,202.0,1818,9
