RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,33399,Adam Hadwin,25.43%,59,232
2,0,33141,Keegan Bradley,25.22%,57,226
3,0,49771,J.T. Poston,25.00%,67,268
4,0,55789,Taylor Montgomery,24.81%,64,258
5,0,34098,Russell Henley,24.60%,61,248
6,0,39977,Max Homa,24.55%,54,220
7,0,22405,Justin Rose,24.32%,45,185
8,0,29725,Tony Finau,23.58%,54,229
9,0,32816,Satoshi Kodaira,23.28%,27,116
10,0,37275,Sam Ryder,22.80%,57,250
11,0,49960,Sepp Straka,22.66%,58,256
12,0,28089,Jason Day,22.64%,48,212
13,0,34563,Chesson Hadley,22.53%,57,253
14,0,46970,Jon Rahm,22.45%,44,196
15,0,34363,Tyrrell Hatton,22.40%,41,183
16,0,52453,Nicolai Hojgaard,22.34%,21,94
17,0,47504,Sam Burns,22.32%,52,233
18,0,22371,Aaron Baddeley,22.29%,39,175
19,0,36326,David Lipsky,22.27%,57,256
20,0,45522,Christiaan Bezuidenhout,22.22%,54,243
20,0,48081,Xander Schauffele,22.22%,46,207
20,0,24502,Adam Scott,22.22%,34,153
23,0,29221,Webb Simpson,22.16%,37,167
24,0,27349,Alex Noren,21.83%,43,197
25,0,30927,Brendon Todd,21.72%,58,267
26,0,57975,Harry Hall,21.56%,47,218
27,0,30926,Chris Kirk,21.51%,54,251
28,0,55182,Tom Kim,21.46%,44,205
29,0,35532,Tom Hoge,21.45%,59,275
30,0,39058,Lucas Herbert,21.37%,28,131
31,0,51070,Vincent Norrman,21.35%,41,192
32,0,39971,Sungjae Im,21.32%,55,258
33,0,51634,Sahith Theegala,21.20%,53,250
34,0,55708,Hayden Buckley,21.16%,40,189
35,0,40098,Matt Fitzpatrick,21.13%,41,194
36,0,59018,Ryan Gerard,21.05%,28,133
36,0,29289,S.Y. Noh,21.05%,32,152
38,0,47988,Nick Hardy,20.98%,60,286
39,0,54783,Dylan Wu,20.97%,56,267
40,0,36801,Mark Hubbard,20.93%,54,258
41,0,56630,Akshay Bhatia,20.90%,37,177
42,0,52374,Brandon Wu,20.82%,51,245
43,0,26596,Ryan Moore,20.60%,41,199
44,0,27936,Martin Laird,20.59%,42,204
45,0,31646,Emiliano Grillo,20.51%,56,273
46,0,30911,Tommy Fleetwood,20.43%,38,186
47,0,33410,Andrew Landry,20.40%,41,201
48,0,54591,Ben Griffin,20.38%,54,265
49,0,39997,Corey Conners,20.37%,44,216
49,0,31577,Tano Goya,20.37%,44,216
51,0,47591,Eric Cole,20.31%,66,325
52,0,31560,Brian Stuard,20.26%,31,153
53,0,34256,Andrew Putnam,20.22%,54,267
54,0,45242,Kevin Yu,20.16%,25,124
55,0,33653,Thomas Detry,20.10%,40,199
56,0,45157,Cam Davis,20.09%,46,229
56,0,28252,Seamus Power,20.09%,43,214
58,0,31202,William McGirt,20.00%,25,125
59,0,36871,Matt NeSmith,19.84%,51,257
60,0,52513,Carson Young,19.75%,48,243
61,0,55454,Carl Yuan,19.73%,44,223
62,0,32839,Hideki Matsuyama,19.70%,39,198
63,0,49947,Taylor Moore,19.57%,46,235
64,0,46046,Scottie Scheffler,19.51%,48,246
65,0,25900,Lucas Glover,19.44%,49,252
66,0,33122,Russell Knox,19.37%,55,284
66,0,35449,Adam Long,19.37%,49,253
68,0,27644,Brian Harman,19.35%,42,217
69,0,35450,Patrick Cantlay,19.32%,40,207
69,0,30163,Henrik Norlander,19.32%,40,207
69,0,48887,Matt Wallace,19.32%,34,176
72,0,40115,Adam Svensson,19.29%,60,311
73,0,40162,Justin Lower,19.26%,52,270
74,0,47993,Denny McCarthy,19.18%,56,292
75,0,52955,Ludvig Åberg,19.17%,23,120
75,0,47995,Davis Riley,19.17%,46,240
77,0,33204,Shane Lowry,19.13%,35,183
78,0,33948,Byeong Hun An,19.08%,50,262
79,0,25493,Nick Taylor,19.07%,49,257
80,0,27129,Luke List,19.05%,44,231
81,0,46441,Robby Shelton,19.01%,54,284
82,0,28237,Rory McIlroy,18.97%,37,195
83,0,29908,C.T. Pan,18.90%,24,127
84,0,48117,Kurt Kitayama,18.82%,35,186
85,0,46414,Aaron Rai,18.80%,50,266
86,0,57366,Cameron Young,18.78%,43,229
87,0,37338,Zecheng Dou,18.75%,42,224
87,0,48699,Callum Tarren,18.75%,42,224
89,0,46340,Alex Smalley,18.73%,59,315
90,0,51890,Greyson Sigg,18.53%,58,313
91,0,40058,Zac Blair,18.50%,32,173
91,0,33413,Ben Martin,18.50%,47,254
93,0,36799,Stephan Jaeger,18.44%,64,347
94,0,50095,Austin Smotherman,18.39%,48,261
95,0,56762,Will Gordon,18.37%,54,294
95,0,58168,Davis Thompson,18.37%,52,283
97,0,48867,Matti Schmid,18.33%,33,180
98,0,46717,Viktor Hovland,18.23%,37,203
99,0,50188,S.H. Kim,18.21%,57,313
100,0,27974,Sung Kang,18.18%,18,99
101,0,39975,Michael Kim,18.06%,39,216
102,0,34046,Jordan Spieth,18.03%,33,183
103,0,35879,Kelly Kraft,18.02%,40,222
104,0,51950,Max McGreevy,18.00%,36,200
105,0,24024,Zach Johnson,17.98%,32,178
106,0,31557,Jim Herman,17.96%,37,206
107,0,25818,Scott Piercy,17.82%,36,202
108,0,47079,Harrison Endycott,17.78%,32,180
109,0,32448,James Hahn,17.75%,41,231
110,0,32102,Rickie Fowler,17.74%,47,265
110,0,26476,Chez Reavie,17.74%,47,265
112,0,39067,MJ Daffue,17.70%,37,209
113,0,25686,Jason Dufner,17.60%,41,233
114,0,47983,Chad Ramey,17.56%,49,279
115,0,30692,Scott Stallings,17.55%,33,188
116,0,48084,Wesley Bryan,17.54%,20,114
116,0,35461,Beau Hossler,17.54%,47,268
118,0,57362,Austin Eckroat,17.53%,34,194
119,0,52375,Doug Ghim,17.51%,38,217
120,0,33408,Tyson Alexander,17.47%,40,229
121,0,47347,Adam Schenk,17.39%,60,345
122,0,49766,Hank Lebioda,17.36%,21,121
123,0,32757,Patton Kizzire,17.32%,44,254
124,0,39954,Cody Gribble,17.22%,31,180
125,0,55893,Sam Stevens,17.17%,40,233
126,0,33448,Justin Thomas,17.11%,32,187
127,0,32640,Troy Merritt,17.09%,34,199
128,0,45609,Tyler Duncan,17.05%,44,258
129,0,46442,Maverick McNealy,17.04%,23,135
130,0,50525,Collin Morikawa,17.00%,34,200
131,0,34099,Harris English,16.92%,45,266
132,0,19803,Ryan Armour,16.84%,33,196
133,0,24140,Sean O'Hair,16.82%,18,107
134,0,50493,Justin Suh,16.77%,53,316
134,0,27095,Nick Watney,16.77%,27,161
136,0,54421,Garrick Higgo,16.73%,45,269
137,0,29970,Dylan Frittelli,16.67%,26,156
137,0,51491,Brandon Matthews,16.67%,22,132
137,0,47128,Richy Werenski,16.67%,38,228
140,0,34255,Joseph Bramlett,16.59%,34,205
141,0,27214,Kevin Streelman,16.54%,42,254
142,0,35901,Paul Haley II,16.50%,34,206
143,0,34610,Matthias Schwab,16.42%,44,268
144,0,54628,Lee Hodges,16.37%,46,281
145,0,51766,Wyndham Clark,16.33%,41,251
146,0,39546,Keith Mitchell,16.18%,33,204
147,0,34409,David Lingmerth,16.15%,26,161
148,0,36724,Augusto Núñez,16.03%,25,156
149,0,51997,Andrew Novak,15.89%,34,214
150,0,37455,Si Woo Kim,15.88%,37,233
151,0,33597,Harry Higgs,15.87%,30,189
152,0,28420,Ryan Brehm,15.79%,30,190
153,0,34466,Peter Malnati,15.77%,35,222
154,0,35310,Lanto Griffin,15.75%,20,127
155,0,39335,Kevin Roy,15.66%,26,166
156,0,28775,Nate Lashley,15.58%,43,276
157,0,48119,Ben Taylor,15.50%,42,271
158,0,29535,Brice Garnett,15.49%,33,213
159,0,49453,Trevor Cone,15.38%,26,169
159,0,23320,Ryan Palmer,15.38%,30,195
161,0,27554,Scott Harrington,15.29%,26,170
162,0,36699,Patrick Rodgers,15.27%,40,262
163,0,39324,J.J. Spaun,15.26%,38,249
164,0,52372,Cameron Champ,15.23%,30,197
165,0,46601,Trey Mullinax,15.18%,29,191
166,0,35506,Mackenzie Hughes,15.17%,32,211
167,0,12716,Charley Hoffman,15.03%,23,153
168,0,32333,Kevin Tway,14.98%,34,227
169,0,29420,Billy Horschel,14.97%,22,147
170,0,22056,Cameron Percy,14.77%,22,149
171,0,34076,Joel Dahmen,14.55%,32,220
172,0,31323,Gary Woodland,14.08%,30,213
173,0,32139,Danny Willett,14.00%,21,150
174,0,35617,Martin Trainer,13.91%,16,115
175,0,52411,Kyle Westmoreland,13.89%,20,144
176,0,40006,Erik van Rooyen,13.84%,22,159
177,0,32791,K.H. Lee,13.41%,33,246
178,0,58696,Peter Kuest,13.39%,15,112
179,0,23108,Matt Kuchar,13.25%,31,234
180,0,27963,Chris Stroud,13.04%,18,138
181,0,46435,Austin Cook,12.96%,21,162
182,0,40250,Taylor Pendrith,12.94%,33,255
183,0,24925,Jonathan Byrd,12.87%,13,101
184,0,51414,Brent Grant,12.74%,20,157
185,0,34431,Robert Streb,12.71%,23,181
186,0,20229,Stewart Cink,12.62%,26,206
187,0,32662,Michael Gligic,12.50%,19,152
188,0,49298,Kramer Hickok,12.10%,30,248
189,0,51349,Nico Echavarria,11.98%,20,167
190,0,53165,Doc Redman,11.82%,24,203
191,0,58967,Trevor Werbylo,11.64%,17,146
192,0,32366,Kevin Chappell,11.40%,13,114
193,0,25632,Jimmy Walker,9.66%,23,238
