RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,01553,John Huston,15' 9",3289.500,209,-64
1,0,01706,Davis Love III,15' 9",2203.000,140,-25
3,0,02239,Scott Verplank,15' 10",3485.500,220,-35
4,0,23135,Tim Clark,16' 0",3226.583,202,-23
5,0,01381,Fred Funk,16' 5",4279.583,261,-46
6,0,08793,Tiger Woods,16' 6",1917.917,116,-22
7,0,20229,Stewart Cink,16' 7",3694.417,223,-45
8,0,12510,Chad Campbell,16' 8",3400.167,204,-21
8,0,08537,J.P. Hayes,16' 8",3128.417,188,-40
8,0,06527,Steve Stricker,16' 8",2435.250,146,-1
11,0,10809,Jim Furyk,16' 9",3565.083,213,-60
12,0,01320,Bob Estes,17' 0",3618.250,213,-31
12,0,01685,J.L. Lewis,17' 0",3126.417,184,-39
14,0,07721,Pat Bates,17' 1",4328.833,254,-34
14,0,01161,Mark Calcavecchia,17' 1",3080.333,180,-28
14,0,02214,Kirk Triplett,17' 1",3732.250,218,-34
17,0,06034,Marco Dawson,17' 2",3187.250,186,-18
17,0,21961,Charles Howell III,17' 2",3699.750,215,-34
17,0,01724,Jeff Maggert,17' 2",3525.583,205,-33
17,0,01797,Rocco Mediate,17' 2",3041.417,177,-25
21,0,10423,Mike Weir,17' 3",2290.250,133,-25
22,0,20157,Retief Goosen,17' 4",1769.500,102,-18
22,0,06643,Paul Goydos,17' 4",4200.500,242,-46
22,0,06575,Dudley Hart,17' 4",2167.583,125,-17
22,0,02104,Jeff Sluman,17' 4",4275.250,247,-51
26,0,01132,Mark Brooks,17' 5",3853.000,221,-20
26,0,06251,Chris DiMarco,17' 5",3299.417,189,-40
26,0,01388,Robert Gamez,17' 5",4321.833,248,-46
29,0,06522,Ernie Els,17' 6",1939.583,111,-17
29,0,01619,Skip Kendall,17' 6",4992.667,285,-39
31,0,21209,Sergio Garcia,17' 7",1580.917,90,-2
31,0,01577,Lee Janzen,17' 7",2723.250,155,-10
31,0,06078,Esteban Toledo,17' 7",4410.000,251,-23
34,0,20099,Doug Barron,17' 8",3577.917,203,-38
34,0,23552,Hank Kuehne,17' 8",2971.667,168,-33
36,0,20472,Alex Cejka,17' 9",3054.250,172,-15
36,0,11032,Frank Lickliter II,17' 9",3600.750,203,-38
36,0,20572,Rod Pampling,17' 9",3728.500,210,-43
39,0,08931,Glen Day,17' 10",4923.167,276,-59
39,0,07457,Steve Flesch,17' 10",4206.833,236,-47
39,0,23338,David Gossett,17' 10",4180.333,234,-21
42,0,06567,Vijay Singh,17' 11",3979.083,222,-50
43,0,07867,Woody Austin,18' 0",4164.167,231,-47
43,0,20498,Briny Baird,18' 0",5028.333,280,-36
43,0,10860,Justin Leonard,18' 0",2701.417,150,-19
43,0,02206,David Toms,18' 0",2688.000,149,-16
47,0,23983,Luke Donald,18' 1",4275.667,236,-44
47,0,06617,Brian Henninger,18' 1",2947.583,163,-10
47,0,01928,Corey Pavin,18' 1",3088.667,171,-17
50,0,08547,John Maginnes,18' 2",3558.917,196,-18
50,0,22295,Darron Stiles,18' 2",3700.250,204,-32
52,0,20771,Steven Alker,18' 3",3692.833,202,-13
52,0,01139,Olin Browne,18' 3",4918.750,269,-51
52,0,02010,Loren Roberts,18' 3",3359.083,184,-30
55,0,24357,K.J. Choi,18' 4",4150.667,226,-35
55,0,01761,Len Mattiace,18' 4",3616.333,197,-30
55,0,24502,Adam Scott,18' 4",1831.750,100,-15
58,0,06809,Bob Burns,18' 5",3477.083,189,-19
58,0,01723,Andrew Magee,18' 5",3761.000,204,-24
58,0,06515,Shaun Micheel,18' 5",4296.333,233,-42
61,0,10885,Robert Allenby,18' 6",2622.250,142,-21
61,0,21739,Aaron Barber,18' 6",4987.167,270,-48
61,0,20593,Greg Chalmers,18' 6",3961.667,214,-16
64,0,23614,Rich Beem,18' 7",2975.917,160,-17
64,0,08545,Glen Hnatiuk,18' 7",4669.667,251,-15
64,0,20094,Jonathan Kaye,18' 7",2940.833,158,-25
67,0,20098,Stuart Appleby,18' 8",3488.917,187,-13
67,0,24925,Jonathan Byrd,18' 8",3531.583,189,-38
67,0,01307,Joel Edwards,18' 8",3507.333,188,-19
67,0,10201,Matt Gogel,18' 8",3176.750,170,-22
67,0,20548,Hidemichi Tanaka,18' 8",4809.083,258,-35
72,0,01226,Fred Couples,18' 9",2342.750,125,-24
72,0,20095,Carl Paulson,18' 9",4659.250,249,-20
72,0,20127,Chris Riley,18' 9",3706.000,198,-34
75,0,06004,Stephen Ames,18' 10",4369.083,232,-34
