RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK
1,0,02206,David Toms,12
2,0,23541,Ben Crane,11
3,0,21753,Brian Davis,10
3,0,06251,Chris DiMarco,10
3,0,26301,James Nitties,10
3,0,01941,Tom Pernice Jr.,10
7,0,32102,Rickie Fowler,9
7,0,20766,Padraig Harrington,9
7,0,28158,Steve Marino,9
10,0,12510,Chad Campbell,8
10,0,12716,Charley Hoffman,8
10,0,24024,Zach Johnson,8
10,0,24503,Jeff Klauk,8
10,0,20127,Chris Riley,8
10,0,29221,Webb Simpson,8
10,0,08793,Tiger Woods,8
17,0,06197,Michael Allen,7
17,0,06004,Stephen Ames,7
17,0,23135,Tim Clark,7
17,0,23409,James Driscoll,7
17,0,01313,Steve Elkington,7
17,0,06643,Paul Goydos,7
17,0,24924,Bill Haas,7
17,0,12782,Tim Herron,7
17,0,12705,Cliff Kresge,7
17,0,26695,Michael Letzig,7
17,0,22961,David Mathis,7
17,0,10585,Scott McCarron,7
17,0,26596,Ryan Moore,7
17,0,22046,Geoff Ogilvy,7
17,0,20645,John Senden,7
17,0,06567,Vijay Singh,7
17,0,06527,Steve Stricker,7
34,0,20498,Briny Baird,6
34,0,20593,Greg Chalmers,6
34,0,01320,Bob Estes,6
34,0,10809,Jim Furyk,6
34,0,25900,Lucas Glover,6
34,0,21350,Ryuji Imada,6
34,0,08075,Jerry Kelly,6
34,0,23108,Matt Kuchar,6
34,0,27936,Martin Laird,6
34,0,29926,Danny Lee,6
34,0,10860,Justin Leonard,6
34,0,23548,Bill Lunde,6
34,0,24781,Hunter Mahan,6
34,0,01766,Billy Mayfair,6
34,0,24140,Sean O'Hair,6
34,0,24361,Pat Perez,6
34,0,01945,Kenny Perry,6
34,0,21959,Ted Purdy,6
34,0,07749,Brett Quigley,6
34,0,26476,Chez Reavie,6
34,0,25562,Andres Romero,6
34,0,22548,Patrick Sheehan,6
34,0,27649,Brandt Snedeker,6
34,0,02239,Scott Verplank,6
34,0,26498,Matt Weibring,6
59,0,10885,Robert Allenby,5
59,0,07867,Woody Austin,5
59,0,22371,Aaron Baddeley,5
59,0,12652,Cameron Beckman,5
59,0,20070,Matt Bettencourt,5
59,0,24507,Jason Bohn,5
59,0,20472,Alex Cejka,5
59,0,20229,Stewart Cink,5
59,0,22621,Ben Curtis,5
59,0,28089,Jason Day,5
59,0,23983,Luke Donald,5
59,0,21805,Harrison Frazar,5
59,0,24358,Robert Garrigus,5
59,0,19846,Brian Gay,5
59,0,23718,Nathan Green,5
59,0,23353,J.J. Henry,5
59,0,21961,Charles Howell III,5
59,0,21731,Freddie Jacobson,5
59,0,30925,Dustin Johnson,5
59,0,29718,Anthony Kim,5
59,0,26851,Marc Leishman,5
59,0,11032,Frank Lickliter II,5
59,0,29461,Jamie Lovemark,5
59,0,27120,Troy Matteson,5
59,0,24490,George McNeill,5
59,0,27933,John Merrick,5
59,0,23800,Bryce Molder,5
59,0,25396,Kevin Na,5
59,0,22348,Nick O'Hern,5
59,0,27683,Leif Olson,5
59,0,20691,Greg Owen,5
59,0,01948,Tim Petrovic,5
59,0,25818,Scott Piercy,5
59,0,25240,D.A. Points,5
59,0,28620,Aron Price,5
59,0,22405,Justin Rose,5
59,0,22293,Heath Slocum,5
59,0,02104,Jeff Sluman,5
59,0,27963,Chris Stroud,5
59,0,06595,Kevin Sutherland,5
59,0,23788,D.J. Trahan,5
59,0,23623,Bo Van Pelt,5
59,0,26289,Boo Weekley,5
102,0,23614,Rich Beem,4
102,0,20848,Ángel Cabrera,4
102,0,25364,Paul Casey,4
102,0,24357,K.J. Choi,4
102,0,11123,Chris Couch,4
102,0,01226,Fred Couples,4
102,0,06034,Marco Dawson,4
102,0,23638,Brendon de Jonge,4
102,0,25686,Jason Dufner,4
102,0,06621,Joe Durant,4
102,0,07457,Steve Flesch,4
102,0,20157,Retief Goosen,4
102,0,20378,Mathias Grönberg,4
102,0,24980,Scott Gutschewski,4
102,0,26420,Richard Johnson,4
102,0,26300,Matt Jones,4
102,0,01677,Tom Lehman,4
102,0,27466,Spencer Levin,4
102,0,20634,Peter Lonard,4
102,0,01707,Steve Lowery,4
102,0,24912,Will MacKenzie,4
102,0,27060,John Mallinger,4
102,0,24449,Parker McLachlin,4
102,0,01797,Rocco Mediate,4
102,0,01810,Phil Mickelson,4
102,0,20628,Arron Oberholser,4
102,0,28475,Jeff Overton,4
102,0,23320,Ryan Palmer,4
102,0,01928,Corey Pavin,4
102,0,24138,Ian Poulter,4
102,0,25190,Jeff Quinney,4
102,0,23497,Tag Ridings,4
102,0,02010,Loren Roberts,4
102,0,22913,John Rollins,4
102,0,23621,Rory Sabbatini,4
102,0,20686,Jeev Milkha Singh,4
102,0,26679,Kevin Stadler,4
102,0,30110,Kyle Stanley,4
102,0,08845,Scott Sterling,4
102,0,27214,Kevin Streelman,4
102,0,23325,Vaughn Taylor,4
102,0,28780,Nicholas Thompson,4
102,0,02214,Kirk Triplett,4
102,0,08385,Omar Uresti,4
102,0,26951,Johnson Wagner,4
102,0,25632,Jimmy Walker,4
102,0,23349,Charles Warren,4
102,0,25804,Bubba Watson,4
102,0,10423,Mike Weir,4
102,0,20160,Charlie Wi,4
102,0,20436,Garrett Willis,4
102,0,12602,Dean Wilson,4
102,0,21878,Mark Wilson,4
102,0,26497,Casey Wittenberg,4
102,0,24663,Y.E. Yang,4
157,0,23778,Brad Adamonis,3
157,0,01035,Tommy Armour III,3
157,0,23048,Eric Axley,3
157,0,07003,David Berganio Jr.,3
157,0,01093,Ronnie Black,3
157,0,28087,Kris Blanks,3
157,0,01116,Michael Bradley,3
157,0,01132,Mark Brooks,3
157,0,01142,Bart Bryant,3
157,0,24925,Jonathan Byrd,3
157,0,01161,Mark Calcavecchia,3
157,0,20850,Daniel Chopra,3
157,0,27382,Wil Collins,3
157,0,08931,Glen Day,3
157,0,20104,Ken Duke,3
157,0,06522,Ernie Els,3
157,0,31416,Derek Fathauer,3
157,0,01329,Brad Faxon,3
157,0,20121,Todd Fischer,3
157,0,30750,Tommy Gainey,3
157,0,21209,Sergio Garcia,3
157,0,20574,Mathew Goggin,3
157,0,01425,Ernie Gonzalez,3
157,0,22892,Jason Gore,3
157,0,06575,Dudley Hart,3
157,0,08537,J.P. Hayes,3
157,0,10117,Bob Heintz,3
157,0,27141,J.B. Holmes,3
157,0,01553,John Huston,3
157,0,01577,Lee Janzen,3
157,0,06573,Brandt Jobe,3
157,0,10733,Kent Jones,3
157,0,20094,Jonathan Kaye,3
157,0,30711,Colt Knost,3
157,0,21207,José Manuel Lara,3
157,0,20382,Stephen Leaney,3
157,0,01706,Davis Love III,3
157,0,26881,Jarrod Lyle,3
157,0,01724,Jeff Maggert,3
157,0,12680,Shigeki Maruyama,3
157,0,25572,Graeme McDowell,3
157,0,28237,Rory McIlroy,3
157,0,21949,Joe Ogilvie,3
157,0,20572,Rod Pampling,3
157,0,12660,Jesper Parnevik,3
157,0,01938,David Peoples,3
157,0,25345,Carl Pettersson,3
