RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF HOLES
1,0,01329,Brad Faxon,5
1,0,06058,John Flannery,5
1,0,01418,Bill Glasson,5
1,0,01444,Ken Green,5
1,0,01633,Tom Kite,5
1,0,01706,Davis Love III,5
7,0,06197,Michael Allen,4
7,0,01093,Ronnie Black,4
7,0,06214,Guy Boros,4
7,0,01129,Bill Britton,4
7,0,01161,Mark Calcavecchia,4
7,0,01201,Lennie Clements,4
7,0,01226,Fred Couples,4
7,0,01261,Jay Delsing,4
7,0,01306,David Edwards,4
7,0,01361,Dan Forsman,4
7,0,01385,Jim Gallagher Jr.,4
7,0,01390,Buddy Gardner,4
7,0,01435,Wayne Grady,4
7,0,06012,Greg Kraft,4
7,0,01707,Steve Lowery,4
7,0,01766,Billy Mayfair,4
7,0,10501,Christian Pena,4
7,0,02214,Kirk Triplett,4
7,0,02223,Bob Tway,4
26,0,01060,Dave Barr,3
26,0,06086,Russell Beiersdorf,3
26,0,01132,Mark Brooks,3
26,0,01156,Curt Byrum,3
26,0,01196,Brian Claar,3
26,0,01266,Clark Dennis,3
26,0,06251,Chris DiMarco,3
26,0,01320,Bob Estes,3
26,0,01331,Rick Fehr,3
26,0,01388,Robert Gamez,3
26,0,01457,Jay Haas,3
26,0,01549,Mike Hulbert,3
26,0,01557,John Inman,3
26,0,06128,Steve Lamontagne,3
26,0,06332,Neal Lancaster,3
26,0,01677,Tom Lehman,3
26,0,01682,Wayne Levi,3
26,0,06090,Jim McGovern,3
26,0,01837,Gil Morgan,3
26,0,01876,Greg Norman,3
26,0,01927,Dennis Paulson,3
26,0,01928,Corey Pavin,3
26,0,01945,Kenny Perry,3
26,0,01968,Nick Price,3
26,0,01996,Mike Reid,3
26,0,06657,Steve Rintoul,3
26,0,02033,Dave Rummells,3
26,0,02090,Tom Sieckmann,3
26,0,02133,Craig Stadler,3
26,0,02135,Mike Standly,3
26,0,06527,Steve Stricker,3
26,0,02185,Lance Ten Broeck,3
26,0,02218,Ted Tryba,3
26,0,02224,Greg Twiggs,3
26,0,02241,Bobby Wadkins,3
26,0,02242,Lanny Wadkins,3
26,0,02303,Robert Wrenn,3
63,0,01006,John Adams,2
63,0,01024,Billy Andrade,2
63,0,01035,Tommy Armour III,2
63,0,12661,Todd Barranger,2
63,0,01098,Jay Don Blake,2
63,0,01116,Michael Bradley,2
63,0,10569,Mike Brisky,2
63,0,06020,Steve Brodie,2
63,0,01143,Brad Bryant,2
