RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 5 BIRDIES OR BETTER,PAR 5 HOLES
1,0,32839,Hideki Matsuyama,56.91,140,246
2,0,27129,Luke List,54.46,171,314
3,0,28237,Rory McIlroy,54.11,79,146
4,0,36689,Brooks Koepka,52.89,128,242
5,0,29725,Tony Finau,52.48,169,322
6,0,28089,Jason Day,52.45,107,204
7,0,26331,Charl Schwartzel,51.61,96,186
8,0,34046,Jordan Spieth,50.44,115,228
9,0,32102,Rickie Fowler,50.43,117,232
10,0,01810,Phil Mickelson,50.00,127,254
11,0,31323,Gary Woodland,49.27,135,274
12,0,46970,Jon Rahm,49.24,130,264
13,0,46550,Brandon Hagy,49.16,117,238
14,0,30925,Dustin Johnson,49.09,108,220
15,0,27974,Sung Kang,49.03,152,310
16,0,28252,Seamus Power,48.78,120,246
17,0,35450,Patrick Cantlay,48.75,78,160
18,0,31420,Anirban Lahiri,48.60,104,214
19,0,27064,Jhonattan Vegas,48.58,137,282
20,0,24361,Pat Perez,48.26,139,288
21,0,25804,Bubba Watson,48.24,96,199
22,0,26851,Marc Leishman,48.06,124,258
23,0,22405,Justin Rose,47.98,95,198
24,0,34264,Hudson Swafford,47.84,133,278
25,0,23621,Rory Sabbatini,47.45,93,196
26,0,12716,Charley Hoffman,47.40,164,346
27,0,34213,Grayson Murray,47.16,133,282
28,0,32366,Kevin Chappell,46.62,138,296
29,0,48081,Xander Schauffele,46.59,123,264
30,0,25198,Francesco Molinari,46.52,107,230
31,0,26596,Ryan Moore,46.22,116,251
32,0,28307,Matt Every,46.08,100,217
33,0,29518,Brendan Steele,45.99,126,274
34,0,21961,Charles Howell III,45.97,114,248
35,0,27963,Chris Stroud,45.93,79,172
35,0,33448,Justin Thomas,45.93,113,246
37,0,30110,Kyle Stanley,45.52,132,290
38,0,31416,Derek Fathauer,45.30,106,234
39,0,29461,Jamie Lovemark,45.03,136,302
40,0,28420,Ryan Brehm,44.87,105,234
40,0,47959,Bryson DeChambeau,44.87,118,263
42,0,32333,Kevin Tway,44.85,122,272
43,0,40026,Daniel Berger,44.66,117,262
44,0,35532,Tom Hoge,44.59,66,148
45,0,33204,Shane Lowry,44.44,76,171
46,0,24140,Sean O'Hair,44.40,115,259
47,0,34021,Bud Cauley,44.36,118,266
48,0,25493,Nick Taylor,44.33,133,300
49,0,46501,Ollie Schniederjans,44.27,116,262
50,0,46601,Trey Mullinax,44.23,115,260
51,0,29740,Brad Fritsch,44.19,76,172
52,0,39975,Michael Kim,44.07,119,270
53,0,21209,Sergio Garcia,43.96,80,182
54,0,35506,Mackenzie Hughes,43.87,143,326
55,0,33122,Russell Knox,43.75,91,208
56,0,25900,Lucas Glover,43.71,125,286
57,0,40009,Dominic Bozzelli,43.69,90,206
58,0,34360,Patrick Reed,43.67,138,316
59,0,29974,Branden Grace,43.63,89,204
60,0,29478,Kevin Kisner,43.62,130,298
61,0,33461,Morgan Hoffmann,43.61,116,266
62,0,25364,Paul Casey,43.57,122,280
62,0,49771,J.T. Poston,43.57,122,280
64,0,22056,Cameron Percy,43.56,88,202
65,0,24502,Adam Scott,43.55,81,186
66,0,35891,Cameron Smith,43.38,118,272
67,0,24138,Ian Poulter,43.27,90,208
68,0,27895,Jonas Blixt,43.12,94,218
69,0,28679,Fabián Gómez,43.09,81,188
70,0,34098,Russell Henley,43.01,123,286
71,0,29720,Andres Gonzales,42.99,95,221
72,0,26300,Matt Jones,42.94,73,170
73,0,37189,Harold Varner III,42.90,133,310
74,0,23320,Ryan Palmer,42.86,66,154
74,0,29221,Webb Simpson,42.86,126,294
76,0,29289,S.Y. Noh,42.81,119,278
77,0,32640,Troy Merritt,42.80,107,250
78,0,29223,Sam Saunders,42.79,95,222
79,0,26329,Louis Oosthuizen,42.71,82,192
80,0,12510,Chad Campbell,42.47,124,292
81,0,32448,James Hahn,42.21,130,308
81,0,27644,Brian Harman,42.21,130,308
83,0,46440,Smylie Kaufman,42.11,96,228
84,0,46732,Rick Lamb,42.04,66,157
85,0,28132,Tyrone Van Aswegen,42.00,126,300
86,0,29926,Danny Lee,41.94,117,279
87,0,37454,Whee Kim,41.89,93,222
88,0,24924,Bill Haas,41.86,108,258
89,0,24846,Ricky Barnes,41.78,122,292
90,0,30944,Jason Kokrak,41.72,126,302
91,0,25632,Jimmy Walker,41.67,85,204
92,0,29222,Billy Hurley III,41.60,104,250
92,0,34409,David Lingmerth,41.60,99,238
94,0,24781,Hunter Mahan,41.59,94,226
95,0,33413,Ben Martin,41.53,103,248
95,0,47128,Richy Werenski,41.53,98,236
97,0,35300,Andrew Loupe,41.46,68,164
97,0,34358,Jonathan Randolph,41.46,85,205
99,0,31557,Jim Herman,41.39,101,244
100,0,19846,Brian Gay,41.36,91,220
101,0,27141,J.B. Holmes,41.25,99,240
102,0,26289,Boo Weekley,41.23,94,228
103,0,33399,Adam Hadwin,41.19,131,318
104,0,33419,Cameron Tringale,41.15,107,260
105,0,23353,J.J. Henry,40.91,108,264
106,0,20229,Stewart Cink,40.88,121,296
107,0,28093,Miguel Angel Carballo,40.86,76,186
108,0,35879,Kelly Kraft,40.85,87,213
109,0,23497,Tag Ridings,40.74,77,189
110,0,36801,Mark Hubbard,40.71,92,226
111,0,23108,Matt Kuchar,40.69,118,290
112,0,29479,Scott Brown,40.58,112,276
113,0,25834,Daniel Summerhays,40.54,120,296
114,0,30191,Julián Etulain,40.50,81,200
115,0,26758,David Hearn,40.46,106,262
116,0,25349,Tim Wilkinson,40.45,72,178
117,0,30852,Ryo Ishikawa,40.43,76,188
118,0,36699,Patrick Rodgers,40.37,88,218
119,0,46443,Brian Campbell,40.36,67,166
120,0,25686,Jason Dufner,40.16,98,244
121,0,23325,Vaughn Taylor,40.15,104,259
122,0,25720,Chad Collins,40.00,80,200
123,0,39324,J.J. Spaun,39.93,107,268
124,0,27436,Graham DeLaet,39.92,95,238
124,0,28500,Martin Flores,39.92,99,248
126,0,24357,K.J. Choi,39.90,83,208
126,0,33418,Shawn Stefani,39.90,83,208
128,0,29908,C.T. Pan,39.77,105,264
129,0,34099,Harris English,39.73,89,224
130,0,25396,Kevin Na,39.60,99,250
131,0,37455,Si Woo Kim,39.59,97,245
132,0,27649,Brandt Snedeker,39.38,63,160
133,0,19803,Ryan Armour,39.36,74,188
134,0,30926,Chris Kirk,39.34,107,272
134,0,37278,Nicholas Lindheim,39.34,72,183
136,0,24358,Robert Garrigus,39.04,89,228
137,0,31202,William McGirt,38.98,99,254
138,0,27936,Martin Laird,38.97,106,272
139,0,25191,Gonzalo Fernandez-Castaño,38.89,70,180
139,0,25572,Graeme McDowell,38.89,70,180
139,0,25818,Scott Piercy,38.89,84,216
142,0,22986,Søren Kjeldsen,38.75,62,160
143,0,27770,Camilo Villegas,38.74,86,222
144,0,27095,Nick Watney,38.73,79,204
145,0,34431,Robert Streb,38.66,104,269
146,0,27214,Kevin Streelman,38.65,109,282
147,0,33141,Keegan Bradley,38.51,124,322
148,0,32200,Roberto Castro,38.50,87,226
149,0,33120,Mark Anderson,38.37,66,172
150,0,39954,Cody Gribble,38.33,92,240
151,0,48822,Sebastián Muñoz,38.31,59,154
152,0,26476,Chez Reavie,38.26,114,298
153,0,31646,Emiliano Grillo,38.13,106,278
154,0,30692,Scott Stallings,38.05,86,226
155,0,48084,Wesley Bryan,37.87,103,272
156,0,20472,Alex Cejka,37.80,93,246
157,0,27958,Ryan Blaum,37.71,112,297
158,0,20771,Steven Alker,37.62,76,202
159,0,25240,D.A. Points,37.61,82,218
160,0,27466,Spencer Levin,37.50,99,264
161,0,35545,Blayne Barber,37.28,85,228
161,0,20593,Greg Chalmers,37.28,85,228
163,0,26951,Johnson Wagner,37.11,72,194
164,0,32757,Patton Kizzire,36.96,85,230
