RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,46046,Scottie Scheffler,+2.28,68.26,70.54
2,0,46970,Jon Rahm,+2.06,68.82,70.88
3,0,28237,Rory McIlroy,+2.04,68.92,70.96
4,0,35450,Patrick Cantlay,+1.84,68.83,70.67
5,0,46717,Viktor Hovland,+1.77,68.92,70.69
6,0,48081,Xander Schauffele,+1.75,69.07,70.82
7,0,39977,Max Homa,+1.57,69.20,70.77
8,0,52955,Ludvig Åberg,+1.55,68.32,69.87
9,0,30911,Tommy Fleetwood,+1.54,69.35,70.89
10,0,50525,Collin Morikawa,+1.51,69.23,70.74
11,0,34363,Tyrrell Hatton,+1.49,69.45,70.94
12,0,32102,Rickie Fowler,+1.36,69.38,70.74
13,0,51766,Wyndham Clark,+1.30,69.40,70.70
14,0,22405,Justin Rose,+1.29,69.71,71.00
15,0,47591,Eric Cole,+1.15,69.13,70.28
16,0,55182,Tom Kim,+1.12,69.17,70.29
17,0,39971,Sungjae Im,+1.11,69.40,70.51
18,0,34098,Russell Henley,+1.10,69.31,70.41
19,0,29725,Tony Finau,+1.07,69.52,70.59
20,0,47993,Denny McCarthy,+1.02,69.42,70.44
21,0,52453,Nicolai Hojgaard,+1.01,69.80,70.81
22,0,33141,Keegan Bradley,+0.98,69.80,70.78
22,0,28089,Jason Day,+0.98,69.64,70.62
24,0,40098,Matt Fitzpatrick,+0.97,69.96,70.93
25,0,24502,Adam Scott,+0.90,69.81,70.71
26,0,34046,Jordan Spieth,+0.89,70.13,71.02
26,0,51634,Sahith Theegala,+0.89,69.90,70.79
28,0,27644,Brian Harman,+0.88,69.28,70.16
29,0,32839,Hideki Matsuyama,+0.86,69.94,70.80
30,0,36799,Stephan Jaeger,+0.81,69.36,70.17
31,0,33204,Shane Lowry,+0.80,70.44,71.24
31,0,34256,Andrew Putnam,+0.80,69.60,70.40
33,0,47504,Sam Burns,+0.78,70.04,70.82
33,0,30927,Brendon Todd,+0.78,69.63,70.41
35,0,39997,Corey Conners,+0.76,69.72,70.48
36,0,56630,Akshay Bhatia,+0.75,69.48,70.23
37,0,33948,Byeong Hun An,+0.74,69.74,70.48
38,0,54591,Ben Griffin,+0.73,69.57,70.30
39,0,33399,Adam Hadwin,+0.71,69.81,70.52
39,0,23108,Matt Kuchar,+0.71,69.65,70.36
41,0,35461,Beau Hossler,+0.70,69.72,70.42
41,0,58696,Peter Kuest,+0.70,69.07,69.77
43,0,45157,Cam Davis,+0.66,69.60,70.26
43,0,33653,Thomas Detry,+0.66,69.94,70.60
43,0,55789,Taylor Montgomery,+0.66,69.75,70.41
43,0,49771,J.T. Poston,+0.66,69.63,70.29
47,0,30926,Chris Kirk,+0.64,69.88,70.52
47,0,27349,Alex Noren,+0.64,70.04,70.68
47,0,33448,Justin Thomas,+0.64,70.38,71.02
47,0,54783,Dylan Wu,+0.64,69.82,70.46
51,0,37455,Si Woo Kim,+0.63,69.91,70.54
51,0,39324,J.J. Spaun,+0.63,69.58,70.21
51,0,25493,Nick Taylor,+0.63,69.85,70.48
54,0,57366,Cameron Young,+0.60,69.86,70.46
55,0,46414,Aaron Rai,+0.59,69.76,70.35
56,0,36699,Patrick Rodgers,+0.57,69.97,70.54
56,0,37275,Sam Ryder,+0.57,69.76,70.33
58,0,34255,Joseph Bramlett,+0.56,70.00,70.56
59,0,36801,Mark Hubbard,+0.55,69.93,70.48
60,0,47347,Adam Schenk,+0.52,69.94,70.46
61,0,40115,Adam Svensson,+0.51,69.73,70.24
62,0,46340,Alex Smalley,+0.49,69.90,70.39
63,0,22371,Aaron Baddeley,+0.45,69.76,70.21
63,0,31646,Emiliano Grillo,+0.45,70.13,70.58
63,0,31323,Gary Woodland,+0.45,70.69,71.14
66,0,34099,Harris English,+0.43,70.10,70.53
66,0,35532,Tom Hoge,+0.43,69.90,70.33
68,0,49947,Taylor Moore,+0.42,70.33,70.75
69,0,46442,Maverick McNealy,+0.41,70.03,70.44
70,0,28775,Nate Lashley,+0.40,69.82,70.22
70,0,39546,Keith Mitchell,+0.40,70.19,70.59
72,0,58168,Davis Thompson,+0.39,69.99,70.38
73,0,50188,S.H. Kim,+0.38,70.25,70.63
73,0,51890,Greyson Sigg,+0.38,69.79,70.17
73,0,49960,Sepp Straka,+0.38,70.23,70.61
76,0,51070,Vincent Norrman,+0.37,69.96,70.33
77,0,47988,Nick Hardy,+0.36,69.96,70.32
78,0,54628,Lee Hodges,+0.35,70.33,70.68
79,0,45522,Christiaan Bezuidenhout,+0.34,70.13,70.47
79,0,35506,Mackenzie Hughes,+0.34,70.16,70.50
81,0,57362,Austin Eckroat,+0.33,69.91,70.24
81,0,32791,K.H. Lee,+0.33,69.99,70.32
81,0,50493,Justin Suh,+0.33,70.13,70.46
84,0,52375,Doug Ghim,+0.32,69.86,70.18
85,0,34563,Chesson Hadley,+0.31,69.87,70.18
85,0,28252,Seamus Power,+0.31,70.29,70.60
87,0,25900,Lucas Glover,+0.30,69.89,70.19
88,0,29908,C.T. Pan,+0.29,69.74,70.03
89,0,52374,Brandon Wu,+0.28,69.78,70.06
89,0,45242,Kevin Yu,+0.28,69.59,69.87
91,0,39975,Michael Kim,+0.27,70.19,70.46
91,0,40250,Taylor Pendrith,+0.27,70.35,70.62
93,0,55893,Sam Stevens,+0.25,70.33,70.58
94,0,57975,Harry Hall,+0.24,69.95,70.19
94,0,27129,Luke List,+0.24,70.17,70.41
96,0,26596,Ryan Moore,+0.19,69.82,70.01
97,0,45609,Tyler Duncan,+0.18,70.07,70.25
97,0,48117,Kurt Kitayama,+0.18,70.65,70.83
97,0,33413,Ben Martin,+0.18,70.13,70.31
100,0,54421,Garrick Higgo,+0.17,70.41,70.58
100,0,51997,Andrew Novak,+0.17,70.12,70.29
102,0,46441,Robby Shelton,+0.16,70.30,70.46
103,0,56762,Will Gordon,+0.13,70.14,70.27
103,0,36871,Matt NeSmith,+0.13,70.25,70.38
105,0,40162,Justin Lower,+0.11,70.28,70.39
105,0,25818,Scott Piercy,+0.11,70.16,70.27
107,0,23320,Ryan Palmer,+0.06,70.22,70.28
108,0,55708,Hayden Buckley,+0.04,70.30,70.34
109,0,34076,Joel Dahmen,+0.03,70.57,70.60
110,0,32816,Satoshi Kodaira,0.00,70.14,70.14
111,0,52513,Carson Young,-0.02,70.19,70.17
112,0,40058,Zac Blair,-0.03,70.22,70.19
113,0,27214,Kevin Streelman,-0.04,70.74,70.70
114,0,31577,Tano Goya,-0.05,70.14,70.09
115,0,35449,Adam Long,-0.06,70.40,70.34
116,0,47995,Davis Riley,-0.07,70.50,70.43
116,0,48699,Callum Tarren,-0.07,70.59,70.52
116,0,40006,Erik van Rooyen,-0.07,70.36,70.29
119,0,32366,Kevin Chappell,-0.08,70.48,70.40
119,0,12716,Charley Hoffman,-0.08,70.30,70.22
119,0,32757,Patton Kizzire,-0.08,70.21,70.13
119,0,48887,Matt Wallace,-0.08,70.74,70.66
123,0,20229,Stewart Cink,-0.10,70.51,70.41
123,0,39954,Cody Gribble,-0.10,70.46,70.36
123,0,32333,Kevin Tway,-0.10,70.32,70.22
126,0,36326,David Lipsky,-0.11,70.48,70.37
127,0,30692,Scott Stallings,-0.12,70.86,70.74
128,0,39058,Lucas Herbert,-0.13,70.56,70.43
128,0,27936,Martin Laird,-0.13,70.36,70.23
128,0,30163,Henrik Norlander,-0.13,70.48,70.35
131,0,24140,Sean O'Hair,-0.14,70.60,70.46
132,0,29535,Brice Garnett,-0.15,70.42,70.27
133,0,29420,Billy Horschel,-0.17,70.89,70.72
133,0,47983,Chad Ramey,-0.17,70.42,70.25
133,0,32139,Danny Willett,-0.17,71.18,71.01
136,0,39067,MJ Daffue,-0.18,70.49,70.31
137,0,34466,Peter Malnati,-0.19,70.83,70.64
137,0,31202,William McGirt,-0.19,70.58,70.39
139,0,49298,Kramer Hickok,-0.20,70.44,70.24
139,0,39335,Kevin Roy,-0.20,70.49,70.29
139,0,27963,Chris Stroud,-0.20,70.49,70.29
142,0,59018,Ryan Gerard,-0.21,70.71,70.50
142,0,50095,Austin Smotherman,-0.21,70.39,70.18
144,0,22056,Cameron Percy,-0.26,70.49,70.23
145,0,46435,Austin Cook,-0.27,70.65,70.38
146,0,35310,Lanto Griffin,-0.29,70.84,70.55
146,0,55454,Carl Yuan,-0.29,70.45,70.16
148,0,29289,S.Y. Noh,-0.30,70.59,70.29
149,0,37338,Zecheng Dou,-0.31,70.51,70.20
150,0,24024,Zach Johnson,-0.34,70.96,70.62
150,0,29221,Webb Simpson,-0.34,70.96,70.62
152,0,33122,Russell Knox,-0.35,70.40,70.05
152,0,48867,Matti Schmid,-0.35,70.58,70.23
154,0,47079,Harrison Endycott,-0.37,70.66,70.29
154,0,35879,Kelly Kraft,-0.37,70.49,70.12
154,0,26476,Chez Reavie,-0.37,70.82,70.45
157,0,53165,Doc Redman,-0.38,70.69,70.31
158,0,52372,Cameron Champ,-0.39,70.64,70.25
159,0,19803,Ryan Armour,-0.40,70.67,70.27
160,0,25632,Jimmy Walker,-0.41,70.90,70.49
161,0,51349,Nico Echavarria,-0.43,70.82,70.39
162,0,32448,James Hahn,-0.45,70.88,70.43
163,0,48119,Ben Taylor,-0.46,70.87,70.41
164,0,24925,Jonathan Byrd,-0.48,70.78,70.30
165,0,25686,Jason Dufner,-0.49,70.95,70.46
166,0,34409,David Lingmerth,-0.51,71.14,70.63
167,0,32640,Troy Merritt,-0.52,70.66,70.14
168,0,46601,Trey Mullinax,-0.53,71.54,71.01
168,0,36724,Augusto Núñez,-0.53,70.84,70.31
170,0,27554,Scott Harrington,-0.58,71.05,70.47
170,0,34431,Robert Streb,-0.58,70.64,70.06
172,0,33597,Harry Higgs,-0.59,70.89,70.30
173,0,49453,Trevor Cone,-0.61,70.95,70.34
174,0,48084,Wesley Bryan,-0.65,70.81,70.16
175,0,35617,Martin Trainer,-0.70,71.00,70.30
176,0,34610,Matthias Schwab,-0.74,70.95,70.21
176,0,47128,Richy Werenski,-0.74,71.02,70.28
178,0,33408,Tyson Alexander,-0.75,71.05,70.30
179,0,35901,Paul Haley II,-0.76,71.22,70.46
180,0,52411,Kyle Westmoreland,-0.79,71.24,70.45
181,0,49766,Hank Lebioda,-0.81,71.49,70.68
182,0,31560,Brian Stuard,-0.87,71.15,70.28
183,0,51414,Brent Grant,-0.88,71.13,70.25
183,0,58967,Trevor Werbylo,-0.88,71.35,70.47
185,0,27974,Sung Kang,-0.93,71.22,70.29
186,0,33410,Andrew Landry,-1.22,71.39,70.17
187,0,51950,Max McGreevy,-1.26,71.58,70.32
188,0,28420,Ryan Brehm,-1.35,71.55,70.20
189,0,31557,Jim Herman,-1.39,71.53,70.14
190,0,29970,Dylan Frittelli,-1.41,71.81,70.40
191,0,32662,Michael Gligic,-1.43,71.75,70.32
192,0,27095,Nick Watney,-1.53,72.04,70.51
193,0,51491,Brandon Matthews,-1.83,72.24,70.41
