RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
1,0,45526,Abraham Ancer,9.57,38,397
2,0,50525,Collin Morikawa,9.75,31,318
3,0,30926,Chris Kirk,10.06,31,308
4,0,22056,Cameron Percy,10.55,29,275
5,0,26329,Louis Oosthuizen,10.71,30,280
6,0,29535,Brice Garnett,11.01,35,318
7,0,34363,Tyrrell Hatton,11.21,24,214
8,0,48081,Xander Schauffele,11.25,36,320
9,0,29478,Kevin Kisner,11.31,32,283
10,0,21961,Charles Howell III,11.45,26,227
11,0,30692,Scott Stallings,11.58,30,259
12,0,46970,Jon Rahm,11.61,39,336
13,0,40026,Daniel Berger,11.64,39,335
14,0,33448,Justin Thomas,11.65,41,352
15,0,28252,Seamus Power,11.71,26,222
16,0,33141,Keegan Bradley,12.03,38,316
17,0,30163,Henrik Norlander,12.04,33,274
18,0,35450,Patrick Cantlay,12.10,38,314
19,0,33120,Mark Anderson,12.11,23,190
19,0,24138,Ian Poulter,12.11,31,256
21,0,33486,Roger Sloan,12.12,36,297
22,0,46717,Viktor Hovland,12.18,43,353
22,0,29221,Webb Simpson,12.18,38,312
24,0,34098,Russell Henley,12.21,37,303
25,0,22371,Aaron Baddeley,12.22,22,180
26,0,24024,Zach Johnson,12.41,36,290
27,0,32448,James Hahn,12.45,34,273
28,0,46046,Scottie Scheffler,12.53,52,415
29,0,34099,Harris English,12.57,48,382
30,0,24140,Sean O'Hair,12.65,21,166
31,0,27770,Camilo Villegas,12.69,34,268
32,0,34174,John Huh,12.82,25,195
33,0,46435,Austin Cook,13.04,30,230
34,0,33490,Bo Hoag,13.06,38,291
34,0,25804,Bubba Watson,13.06,32,245
36,0,23983,Luke Donald,13.25,22,166
37,0,49766,Hank Lebioda,13.26,35,264
38,0,39953,Chase Seiffert,13.33,36,270
39,0,12716,Charley Hoffman,13.45,55,409
40,0,30944,Jason Kokrak,13.46,49,364
41,0,27936,Martin Laird,13.54,39,288
42,0,33667,Carlos Ortiz,13.71,48,350
43,0,49964,Aaron Wise,13.75,44,320
44,0,28775,Nate Lashley,13.78,35,254
45,0,25900,Lucas Glover,13.80,49,355
46,0,34264,Hudson Swafford,13.82,42,304
47,0,30110,Kyle Stanley,13.85,41,296
48,0,37455,Si Woo Kim,13.93,50,359
49,0,23320,Ryan Palmer,13.95,41,294
50,0,29268,Bronson Burgoon,14.06,35,249
51,0,25364,Paul Casey,14.13,39,276
51,0,21209,Sergio Garcia,14.13,40,283
53,0,22405,Justin Rose,14.15,30,212
54,0,31560,Brian Stuard,14.17,52,367
55,0,28679,Fabián Gómez,14.20,23,162
55,0,25396,Kevin Na,14.20,48,338
57,0,23325,Vaughn Taylor,14.23,38,267
57,0,40006,Erik van Rooyen,14.23,39,274
59,0,32791,K.H. Lee,14.29,53,371
60,0,26476,Chez Reavie,14.34,40,279
61,0,28089,Jason Day,14.35,31,216
62,0,27214,Kevin Streelman,14.40,53,368
63,0,29974,Branden Grace,14.43,42,291
64,0,25686,Jason Dufner,14.44,41,284
65,0,26851,Marc Leishman,14.45,38,263
66,0,39971,Sungjae Im,14.46,70,484
67,0,32757,Patton Kizzire,14.49,61,421
68,0,20229,Stewart Cink,14.50,49,338
68,0,37189,Harold Varner III,14.50,48,331
70,0,45157,Cam Davis,14.58,56,384
71,0,34046,Jordan Spieth,14.59,55,377
72,0,24361,Pat Perez,14.61,52,356
73,0,35104,Tom Lewis,14.66,39,266
74,0,47993,Denny McCarthy,14.68,48,327
75,0,34255,Joseph Bramlett,14.70,41,279
76,0,46442,Maverick McNealy,14.75,45,305
77,0,32839,Hideki Matsuyama,14.78,55,372
78,0,23621,Rory Sabbatini,14.79,42,284
78,0,32150,Michael Thompson,14.79,38,257
80,0,30925,Dustin Johnson,14.86,44,296
81,0,35461,Beau Hossler,14.97,47,314
81,0,35891,Cameron Smith,14.97,53,354
83,0,32662,Michael Gligic,14.98,40,267
83,0,23108,Matt Kuchar,14.98,34,227
85,0,32333,Kevin Tway,15.07,33,219
86,0,29908,C.T. Pan,15.09,40,265
86,0,56278,Matthew Wolff,15.09,32,212
88,0,48119,Ben Taylor,15.12,26,172
88,0,47128,Richy Werenski,15.12,44,291
90,0,51766,Wyndham Clark,15.24,41,269
91,0,33122,Russell Knox,15.31,49,320
92,0,29970,Dylan Frittelli,15.32,36,235
92,0,33419,Cameron Tringale,15.32,55,359
94,0,27554,Scott Harrington,15.33,40,261
95,0,29725,Tony Finau,15.41,57,370
96,0,47504,Sam Burns,15.47,56,362
97,0,39977,Max Homa,15.48,52,336
98,0,34256,Andrew Putnam,15.53,48,309
99,0,31646,Emiliano Grillo,15.54,60,386
99,0,33399,Adam Hadwin,15.54,46,296
101,0,19803,Ryan Armour,15.55,44,283
102,0,33404,Chris Baker,15.63,25,160
103,0,27942,Rob Oppenheim,15.64,43,275
104,0,45486,Joaquin Niemann,15.69,64,408
105,0,35230,Nelson Ledesma,15.70,27,172
106,0,39975,Michael Kim,15.71,33,210
106,0,47347,Adam Schenk,15.71,60,382
108,0,35506,Mackenzie Hughes,15.72,50,318
109,0,29420,Billy Horschel,15.74,48,305
110,0,34360,Patrick Reed,15.79,48,304
111,0,27330,Josh Teater,15.91,28,176
112,0,52375,Doug Ghim,15.92,53,333
113,0,46550,Brandon Hagy,16.03,42,262
113,0,33204,Shane Lowry,16.03,46,287
115,0,48887,Matt Wallace,16.04,30,187
116,0,27644,Brian Harman,16.05,61,380
117,0,29518,Brendan Steele,16.15,42,260
118,0,32640,Troy Merritt,16.16,53,328
119,0,36689,Brooks Koepka,16.30,45,276
120,0,27129,Luke List,16.32,55,337
121,0,27349,Alex Noren,16.33,49,300
122,0,26758,David Hearn,16.36,36,220
123,0,39997,Corey Conners,16.42,67,408
124,0,27649,Brandt Snedeker,16.50,50,303
125,0,32102,Rickie Fowler,16.55,46,278
126,0,26331,Charl Schwartzel,16.56,51,308
127,0,47959,Bryson DeChambeau,16.57,59,356
128,0,46402,Talor Gooch,16.62,56,337
129,0,39324,J.J. Spaun,16.74,40,239
130,0,36801,Mark Hubbard,16.82,56,333
131,0,25493,Nick Taylor,16.87,56,332
132,0,26300,Matt Jones,16.90,61,361
133,0,51894,Vince Whaley,16.96,48,283
134,0,34431,Robert Streb,16.97,46,271
135,0,48822,Sebastián Muñoz,17.00,68,400
136,0,30927,Brendon Todd,17.05,52,305
137,0,34563,Chesson Hadley,17.12,44,257
138,0,31323,Gary Woodland,17.20,43,250
139,0,52372,Cameron Champ,17.24,50,290
140,0,39546,Keith Mitchell,17.36,54,311
141,0,27974,Sung Kang,17.41,47,270
142,0,37275,Sam Ryder,17.42,54,310
143,0,49960,Sepp Straka,17.49,64,366
144,0,33597,Harry Higgs,17.53,54,308
145,0,30911,Tommy Fleetwood,17.56,36,205
146,0,33948,Byeong Hun An,17.58,48,273
147,0,29926,Danny Lee,17.59,35,199
147,0,25818,Scott Piercy,17.59,51,290
149,0,49298,Kramer Hickok,17.65,42,238
150,0,27064,Jhonattan Vegas,17.68,61,345
151,0,36699,Patrick Rodgers,17.77,67,377
151,0,47483,Will Zalatoris,17.77,59,332
153,0,53165,Doc Redman,17.83,46,258
154,0,35449,Adam Long,17.85,53,297
155,0,34466,Peter Malnati,17.88,54,302
156,0,49771,J.T. Poston,18.06,54,299
157,0,32816,Satoshi Kodaira,18.08,49,271
158,0,31420,Anirban Lahiri,18.15,47,259
159,0,28420,Ryan Brehm,18.18,36,198
160,0,35532,Tom Hoge,18.21,65,357
161,0,33413,Ben Martin,18.24,31,170
162,0,24924,Bill Haas,18.31,26,142
163,0,34314,Sebastian Cappelen,18.48,34,184
164,0,32254,Xinjun Zhang,18.52,40,216
165,0,32618,Rhein Gibson,18.72,35,187
166,0,36871,Matthew NeSmith,18.75,60,320
167,0,24357,K.J. Choi,18.87,30,159
168,0,56762,Will Gordon,18.92,63,333
169,0,46441,Robby Shelton,19.10,51,267
170,0,35310,Lanto Griffin,19.18,61,318
171,0,27556,Ted Potter Jr.,19.43,48,247
172,0,45609,Tyler Duncan,19.44,56,288
173,0,28237,Rory McIlroy,19.50,63,323
174,0,35658,Kris Ventura,19.58,47,240
175,0,29479,Scott Brown,19.72,56,284
176,0,19846,Brian Gay,19.73,44,223
177,0,34076,Joel Dahmen,19.87,61,307
178,0,33410,Andrew Landry,19.91,45,226
179,0,40098,Matt Fitzpatrick,20.00,51,255
179,0,27141,J.B. Holmes,20.00,33,165
179,0,40042,Tyler McCumber,20.00,47,235
179,0,32139,Danny Willett,20.00,33,165
183,0,20396,Lee Westwood,20.48,43,210
184,0,26499,Rafa Cabrera Bello,20.68,49,237
185,0,24781,Hunter Mahan,20.77,38,183
186,0,31557,Jim Herman,21.28,50,235
187,0,01810,Phil Mickelson,21.37,56,262
188,0,32070,Rafael Campos,21.76,47,216
189,0,48045,Michael Gellerman,22.00,33,150
190,0,24502,Adam Scott,22.18,61,275
191,0,27095,Nick Watney,22.50,36,160
192,0,23788,D.J. Trahan,22.60,47,208
193,0,25632,Jimmy Walker,22.67,51,225
194,0,23623,Bo Van Pelt,23.36,57,244
195,0,35617,Martin Trainer,23.81,40,168
196,0,34213,Grayson Murray,25.15,41,163
