RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,PUTTS MADE
1,0,34046,Jordan Spieth,10.80,250,27
2,0,34256,Andrew Putnam,8.91,202,18
3,0,25396,Kevin Na,8.75,160,14
4,0,36699,Patrick Rodgers,8.74,183,16
5,0,46402,Talor Gooch,8.50,200,17
6,0,24502,Adam Scott,8.24,182,15
7,0,22405,Justin Rose,8.20,183,15
8,0,27963,Chris Stroud,8.13,209,17
9,0,32102,Rickie Fowler,8.08,260,21
10,0,40009,Dominic Bozzelli,8.02,212,17
11,0,27556,Ted Potter Jr.,8.00,225,18
12,0,31560,Brian Stuard,7.72,272,21
13,0,23621,Rory Sabbatini,7.67,300,23
14,0,35461,Beau Hossler,7.53,279,21
15,0,33948,Byeong Hun An,7.50,240,18
16,0,47993,Denny McCarthy,7.48,294,22
16,0,33418,Shawn Stefani,7.48,294,22
18,0,37275,Sam Ryder,7.39,230,17
19,0,49960,Sepp Straka,7.38,244,18
20,0,35879,Kelly Kraft,7.26,234,17
21,0,29221,Webb Simpson,7.19,278,20
22,0,36852,Jim Knous,7.14,168,12
23,0,29926,Danny Lee,6.94,288,20
23,0,37380,Curtis Luck,6.94,173,12
25,0,01810,Phil Mickelson,6.81,191,13
26,0,30925,Dustin Johnson,6.80,206,14
27,0,32150,Michael Thompson,6.77,251,17
28,0,46601,Trey Mullinax,6.72,268,18
29,0,34306,John Chin,6.67,180,12
29,0,33419,Cameron Tringale,6.67,210,14
31,0,25818,Scott Piercy,6.62,302,20
31,0,31323,Gary Woodland,6.62,272,18
33,0,19803,Ryan Armour,6.58,304,20
33,0,32839,Hideki Matsuyama,6.58,304,20
35,0,29268,Bronson Burgoon,6.57,198,13
35,0,48822,Sebastián Muñoz,6.57,274,18
37,0,33486,Roger Sloan,6.50,277,18
38,0,29484,Peter Uihlein,6.44,233,15
39,0,32200,Roberto Castro,6.43,249,16
40,0,06522,Ernie Els,6.42,109,7
40,0,48081,Xander Schauffele,6.42,218,14
42,0,35376,Roberto Díaz,6.40,203,13
43,0,47128,Richy Werenski,6.39,313,20
44,0,34076,Joel Dahmen,6.38,298,19
44,0,45486,Joaquin Niemann,6.38,282,18
46,0,34363,Tyrrell Hatton,6.35,189,12
46,0,26476,Chez Reavie,6.35,252,16
48,0,27214,Kevin Streelman,6.25,320,20
49,0,34261,Scott Langley,6.23,257,16
50,0,35891,Cameron Smith,6.22,193,12
51,0,45157,Cam Davis,6.19,226,14
51,0,39954,Cody Gribble,6.19,226,14
53,0,33399,Adam Hadwin,6.15,244,15
53,0,37454,Whee Kim,6.15,195,12
55,0,25493,Nick Taylor,6.13,375,23
56,0,32333,Kevin Tway,6.12,278,17
57,0,40115,Adam Svensson,6.10,213,13
