RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,10809,Jim Furyk,11.68,185,1584
2,0,08793,Tiger Woods,12.18,114,936
3,0,06527,Steve Stricker,12.28,137,1116
4,0,23983,Luke Donald,13.58,154,1134
5,0,01313,Steve Elkington,13.94,128,918
6,0,19846,Brian Gay,14.17,273,1926
7,0,20645,John Senden,14.28,239,1674
8,0,24925,Jonathan Byrd,14.31,170,1188
9,0,22378,Trevor Immelman,14.53,225,1548
10,0,11032,Frank Lickliter II,14.66,256,1746
11,0,20382,Stephen Leaney,14.68,222,1512
12,0,20105,Jeff Gove,14.69,230,1566
13,0,20691,Greg Owen,14.79,205,1386
14,0,07749,Brett Quigley,14.81,280,1890
15,0,24138,Ian Poulter,14.85,139,936
16,0,02239,Scott Verplank,14.92,231,1548
17,0,21646,David Branshaw,14.97,264,1764
18,0,06595,Kevin Sutherland,14.99,259,1728
19,0,01928,Corey Pavin,15.00,189,1260
20,0,12660,Jesper Parnevik,15.01,227,1512
21,0,24357,K.J. Choi,15.34,254,1656
22,0,08385,Omar Uresti,15.35,163,1062
23,0,26420,Richard Johnson,15.37,260,1692
24,0,06567,Vijay Singh,15.39,277,1800
25,0,20766,Padraig Harrington,15.44,139,900
26,0,01320,Bob Estes,15.49,237,1530
27,0,20628,Arron Oberholser,15.54,221,1422
28,0,07457,Steve Flesch,15.56,322,2070
28,0,22405,Justin Rose,15.56,266,1710
30,0,01042,Paul Azinger,15.58,244,1566
31,0,01619,Skip Kendall,15.66,203,1296
32,0,08075,Jerry Kelly,15.67,282,1800
33,0,21878,Mark Wilson,15.72,215,1368
34,0,01810,Phil Mickelson,15.78,196,1242
35,0,20812,Tjaart van der Walt,15.79,162,1026
36,0,20498,Briny Baird,15.80,219,1386
37,0,06621,Joe Durant,15.84,288,1818
37,0,01766,Billy Mayfair,15.84,268,1692
39,0,06004,Stephen Ames,15.86,177,1116
40,0,24507,Jason Bohn,15.87,297,1872
41,0,21350,Ryuji Imada,15.90,292,1836
42,0,23349,Charles Warren,15.93,258,1620
43,0,12645,Brent Geiberger,15.98,279,1746
44,0,06515,Shaun Micheel,16.01,268,1674
45,0,20229,Stewart Cink,16.04,254,1584
45,0,24024,Zach Johnson,16.04,254,1584
45,0,06350,Bob May,16.04,179,1116
48,0,12602,Dean Wilson,16.07,321,1998
49,0,10885,Robert Allenby,16.09,223,1386
50,0,01381,Fred Funk,16.14,305,1890
51,0,25804,Bubba Watson,16.17,230,1422
52,0,01823,Larry Mize,16.23,149,918
53,0,12680,Shigeki Maruyama,16.24,269,1656
53,0,21949,Joe Ogilvie,16.24,266,1638
55,0,24502,Adam Scott,16.26,199,1224
56,0,02246,Duffy Waldorf,16.30,270,1656
57,0,01142,Bart Bryant,16.34,253,1548
58,0,22293,Heath Slocum,16.37,274,1674
59,0,06522,Ernie Els,16.41,189,1152
59,0,10423,Mike Weir,16.41,251,1530
61,0,27095,Nick Watney,16.43,281,1710
62,0,06643,Paul Goydos,16.44,213,1296
62,0,24924,Bill Haas,16.44,284,1728
64,0,06251,Chris DiMarco,16.45,231,1404
65,0,01666,Bernhard Langer,16.51,214,1296
65,0,02206,David Toms,16.51,205,1242
67,0,12510,Chad Campbell,16.54,259,1566
68,0,25900,Lucas Glover,16.56,301,1818
69,0,01219,John Cook,16.58,200,1206
70,0,01024,Billy Andrade,16.59,221,1332
71,0,02104,Jeff Sluman,16.61,302,1818
72,0,20098,Stuart Appleby,16.67,234,1404
72,0,23048,Eric Axley,16.67,267,1602
72,0,23135,Tim Clark,16.67,237,1422
72,0,20157,Retief Goosen,16.67,180,1080
72,0,01707,Steve Lowery,16.67,291,1746
72,0,06373,José María Olazábal,16.67,174,1044
72,0,02110,Jerry Smith,16.67,276,1656
79,0,20094,Jonathan Kaye,16.73,277,1656
80,0,12716,Charley Hoffman,16.78,296,1764
81,0,23353,J.J. Henry,16.79,281,1674
82,0,26596,Ryan Moore,16.84,197,1170
83,0,28475,Jeff Overton,16.85,282,1674
