RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,0,24502,Adam Scott,87.50%
2,0,46970,Jon Rahm,82.35%
3,0,35450,Patrick Cantlay,77.78%
3,0,32366,Kevin Chappell,77.78%
5,0,46046,Scottie Scheffler,77.27%
6,0,50525,Collin Morikawa,76.47%
7,0,55182,Tom Kim,76.19%
8,0,48084,Wesley Bryan,75.00%
8,0,29970,Dylan Frittelli,75.00%
8,0,46442,Maverick McNealy,75.00%
11,0,31646,Emiliano Grillo,73.91%
12,0,34363,Tyrrell Hatton,73.68%
12,0,49960,Sepp Straka,73.68%
14,0,28237,Rory McIlroy,73.33%
15,0,40058,Zac Blair,72.73%
16,0,47504,Sam Burns,72.22%
16,0,34098,Russell Henley,72.22%
18,0,45157,Cam Davis,70.59%
18,0,28089,Jason Day,70.59%
18,0,34563,Chesson Hadley,70.59%
21,0,39977,Max Homa,70.00%
21,0,36871,Matt NeSmith,70.00%
23,0,27644,Brian Harman,68.42%
24,0,36801,Mark Hubbard,68.18%
25,0,51634,Sahith Theegala,68.00%
26,0,28420,Ryan Brehm,66.67%
26,0,31557,Jim Herman,66.67%
26,0,32791,K.H. Lee,66.67%
26,0,27349,Alex Noren,66.67%
26,0,48699,Callum Tarren,66.67%
26,0,32139,Danny Willett,66.67%
32,0,47347,Adam Schenk,65.22%
33,0,54628,Lee Hodges,65.00%
33,0,36699,Patrick Rodgers,65.00%
35,0,28252,Seamus Power,64.71%
36,0,40006,Erik van Rooyen,64.29%
37,0,51766,Wyndham Clark,64.00%
38,0,53165,Doc Redman,63.64%
39,0,25900,Lucas Glover,63.16%
39,0,54421,Garrick Higgo,63.16%
39,0,25493,Nick Taylor,63.16%
42,0,55708,Hayden Buckley,62.50%
42,0,40098,Matt Fitzpatrick,62.50%
42,0,35506,Mackenzie Hughes,62.50%
42,0,34256,Andrew Putnam,62.50%
42,0,39324,J.J. Spaun,62.50%
47,0,34099,Harris English,61.90%
47,0,39546,Keith Mitchell,61.90%
47,0,49947,Taylor Moore,61.90%
50,0,20229,Stewart Cink,61.54%
