RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,08793,Tiger Woods,+2.67,69.11,71.78
2,0,06567,Vijay Singh,+2.24,69.59,71.83
3,0,01810,Phil Mickelson,+1.86,69.86,71.72
4,0,10809,Jim Furyk,+1.84,69.68,71.52
5,0,23983,Luke Donald,+1.55,70.27,71.82
6,0,21209,Sergio Garcia,+1.53,70.24,71.77
7,0,01945,Kenny Perry,+1.45,70.04,71.49
8,0,02206,David Toms,+1.41,70.05,71.46
9,0,01706,Davis Love III,+1.27,70.45,71.72
10,0,06373,José María Olazábal,+1.23,70.66,71.89
11,0,20157,Retief Goosen,+1.16,70.54,71.70
12,0,12782,Tim Herron,+1.13,70.36,71.49
13,0,02239,Scott Verplank,+1.10,70.23,71.33
14,0,23135,Tim Clark,+1.06,70.49,71.55
15,0,02010,Loren Roberts,+1.02,70.55,71.57
16,0,24502,Adam Scott,+1.01,70.87,71.88
17,0,23541,Ben Crane,+1.00,69.89,70.89
18,0,12680,Shigeki Maruyama,+.94,70.55,71.49
19,0,22046,Geoff Ogilvy,+.93,70.51,71.44
20,0,21961,Charles Howell III,+.91,70.72,71.63
20,0,01766,Billy Mayfair,+.91,70.36,71.27
22,0,01142,Bart Bryant,+.90,70.24,71.14
22,0,20229,Stewart Cink,+.90,70.62,71.52
22,0,01320,Bob Estes,+.90,70.41,71.31
25,0,01226,Fred Couples,+.86,70.94,71.80
26,0,06251,Chris DiMarco,+.85,70.77,71.62
27,0,10860,Justin Leonard,+.84,70.53,71.37
27,0,22405,Justin Rose,+.84,70.48,71.32
29,0,24024,Zach Johnson,+.82,70.81,71.63
30,0,21407,Arjun Atwal,+.80,70.40,71.20
31,0,06575,Dudley Hart,+.76,70.54,71.30
31,0,20628,Arron Oberholser,+.76,70.68,71.44
33,0,01666,Bernhard Langer,+.75,71.09,71.84
34,0,12510,Chad Campbell,+.74,70.67,71.41
35,0,01313,Steve Elkington,+.73,70.64,71.37
36,0,06573,Brandt Jobe,+.72,70.73,71.45
36,0,26420,Richard Johnson,+.72,70.28,71.00
38,0,24357,K.J. Choi,+.71,71.12,71.83
38,0,01941,Tom Pernice Jr.,+.71,70.95,71.66
40,0,24507,Jason Bohn,+.68,70.44,71.12
41,0,01161,Mark Calcavecchia,+.66,70.76,71.42
41,0,01381,Fred Funk,+.66,70.89,71.55
43,0,01329,Brad Faxon,+.65,70.94,71.59
43,0,07749,Brett Quigley,+.65,70.85,71.50
45,0,20691,Greg Owen,+.64,71.14,71.78
45,0,06595,Kevin Sutherland,+.64,70.70,71.34
47,0,20645,John Senden,+.63,70.60,71.23
48,0,20098,Stuart Appleby,+.61,70.83,71.44
48,0,08075,Jerry Kelly,+.61,70.99,71.60
50,0,20572,Rod Pampling,+.60,71.15,71.75
50,0,02223,Bob Tway,+.60,70.77,71.37
52,0,10885,Robert Allenby,+.59,70.89,71.48
52,0,24140,Sean O'Hair,+.59,70.85,71.44
54,0,23325,Vaughn Taylor,+.57,70.76,71.33
54,0,23623,Bo Van Pelt,+.57,70.67,71.24
56,0,06004,Stephen Ames,+.55,71.22,71.77
57,0,21753,Brian Davis,+.53,71.07,71.60
58,0,01139,Olin Browne,+.52,70.43,70.95
58,0,01677,Tom Lehman,+.52,71.07,71.59
60,0,25900,Lucas Glover,+.51,70.94,71.45
60,0,25345,Carl Pettersson,+.51,70.70,71.21
62,0,07867,Woody Austin,+.50,70.94,71.44
62,0,21949,Joe Ogilvie,+.50,71.31,71.81
62,0,12660,Jesper Parnevik,+.50,71.09,71.59
65,0,12602,Dean Wilson,+.49,70.70,71.19
66,0,21805,Harrison Frazar,+.48,70.54,71.02
67,0,01685,J.L. Lewis,+.47,71.00,71.47
67,0,22293,Heath Slocum,+.47,70.56,71.03
69,0,23353,J.J. Henry,+.46,70.69,71.15
70,0,01928,Corey Pavin,+.43,70.81,71.24
71,0,06621,Joe Durant,+.42,71.01,71.43
72,0,01024,Billy Andrade,+.41,71.12,71.53
72,0,08123,Jeff Brehaut,+.41,70.54,70.95
72,0,24361,Pat Perez,+.41,71.11,71.52
75,0,20378,Mathias Grönberg,+.40,70.60,71.00
76,0,24980,Scott Gutschewski,+.39,70.79,71.18
77,0,20766,Padraig Harrington,+.35,71.52,71.87
78,0,12823,Carlos Franco,+.34,71.07,71.41
78,0,21731,Freddie Jacobson,+.34,71.44,71.78
78,0,20634,Peter Lonard,+.34,71.31,71.65
78,0,01797,Rocco Mediate,+.34,71.03,71.37
78,0,22913,John Rollins,+.34,71.09,71.43
78,0,02101,Joey Sindelar,+.34,70.95,71.29
84,0,20498,Briny Baird,+.33,70.73,71.06
84,0,21959,Ted Purdy,+.33,71.23,71.56
84,0,22295,Darron Stiles,+.33,70.67,71.00
87,0,20094,Jonathan Kaye,+.31,71.14,71.45
87,0,20382,Stephen Leaney,+.31,70.93,71.24
89,0,06034,Marco Dawson,+.29,70.77,71.06
89,0,01361,Dan Forsman,+.29,70.58,70.87
